3819	2	2	3	1	4	1	3	1	4	3	5	5	4	5	2	2	4	5	4	5	3	3	3	3	3	4	1	2	1	3	2	1	0	10	0	0	0	0	0	0	33	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0
5881	2	4	2	2	4	4	3	4	4	4	4	5	5	4	2	2	4	4	2	4	4	4	4	4	4	4	1	2	1	13	4	3	1	8	0	0	8	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0
1435	2	4	3	2	4	5	3	4	2	2	4	2	2	2	4	3	2	4	2	3	2	3	4	2	2	4	1	4	4	16	6	5	1	10	0	0	6	0	5	0	17	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0
5278	2	2	3	3	5	3	2	4	3	2	5	3	1	2	3	2	5	3	2	5	3	2	5	2	1	4	1	2	1	13	4	3	1	8	0	0	8	0	0	0	18	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	1	1	0	0	0
6693	2	5	2	1	5	5	4	5	5	9999	5	4	5	5	2	1	5	5	5	5	4	2	5	2	4	4	1	4	4	13	4	3	1	9	0	0	9	0	0	0	61	0	0	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0
4294	2	4	2	2	3	4	2	3	3	4	3	4	4	3	2	2	3	3	2	3	3	3	3	3	3	4	1	2	1	15	5	4	1	10	0	1	5	0	6	0	21	2	2	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	1	0
1194	2	5	1	1	5	5	3	5	5	5	5	5	5	5	1	1	5	5	2	5	3	3	5	4	3	4	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	3	4	9999	9999	9999
5682	2	4	2	2	5	4	1	3	4	4	5	4	3	1	4	4	5	1	1	2	3	3	5	3	3	4	1	5	4	13	4	3	1	6	0	0	6	0	0	0	63	0	0	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	4	0	0	0
6485	2	4	2	2	3	4	4	4	4	4	3	4	4	4	2	2	3	2	2	2	3	3	3	3	4	3	1	2	1	13	4	3	1	8	0	0	8	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0
4938	2	3	2	2	4	4	2	4	4	4	3	4	4	5	1	1	3	4	5	4	4	5	3	2	4	3	1	4	4	4	2	1	0	10	0	0	0	0	0	0	43	1	1	1.3125	1.249	1.2959	1.2931	1.5405	0	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0
2630	2	4	2	3	5	4	2	4	4	4	5	4	4	2	3	3	5	4	2	4	3	4	5	3	3	3	1	3	3	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	3	3	9999	9999	9999
6080	2	1	2	1	5	5	1	5	5	5	5	3	4	1	4	3	5	5	1	4	2	3	5	2	1	3	1	3	3	15	5	4	1	6	0	0	6	0	6	0	18	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0
1730	2	3	4	4	4	3	2	3	3	3	3	4	3	2	4	4	4	3	2	3	2	2	4	2	1	3	1	2	1	13	4	3	1	8	0	0	8	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0
5280	2	4	2	1	5	5	-98	5	5	5	5	3	4	1	4	3	5	5	1	5	2	3	5	2	1	3	1	3	3	4	2	1	0	10	0	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	1.28	1	3	3	0	0	0
2204	2	4	2	2	5	2	1	4	4	5	4	4	5	5	2	3	5	5	1	4	5	4	5	4	4	3	1	3	3	15	5	4	1	9	0	0	9	0	9	0	25	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0
6715	2	3	2	2	5	2	2	4	4	3	5	4	3	2	4	3	5	4	1	5	2	3	5	4	3	3	1	2	1	13	4	3	1	6	0	0	6	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	1.28	1	1	1	0	0	0
1442	2	1	3	2	5	5	2	5	3	2	2	5	5	3	4	3	5	5	4	4	1	2	3	2	1	3	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	0	0	1	-99	-99	9999	9999	9999
6821	2	4	2	2	5	3	2	4	4	4	5	4	4	4	2	4	5	4	4	4	4	4	5	2	5	2	1	3	3	14	4	3	1	8	0	0	8	0	0	0	31	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0
