    -0.975     1.411    -0.806     0.812    -0.080     0.002     0.997     0.000     0.000     0.000     2.000
    -0.099    -0.197     0.252    -0.820     0.776     0.027     0.019     0.000     0.937     0.017     4.000
    -0.318    -1.537     0.516    -1.859    -0.080     0.177     0.000     0.044     0.771     0.008     4.000
    -0.975    -1.068     0.516    -0.375    -1.506     0.918     0.019     0.046     0.000     0.017     1.000
    -1.413     0.138    -0.806     1.554     1.062     0.018     0.982     0.000     0.000     0.000     2.000
    -0.099    -1.403    -0.542     0.070    -0.080     0.935     0.029     0.010     0.019     0.008     1.000
    -0.756    -0.398     1.045    -3.046    -0.650     0.005     0.000     0.995     0.000     0.000     3.000
     0.996     0.741     0.516     0.070     1.347     0.019     0.228     0.000     0.132     0.622     5.000
    -1.194     0.942    -0.013     1.554    -1.221     0.014     0.975     0.010     0.000     0.000     2.000
    -0.756     0.473    -0.013     0.812    -0.365     0.017     0.642     0.340     0.000     0.001     2.000
    -0.099    -0.264    -0.806     0.515     0.491     0.268     0.719     0.002     0.004     0.007     2.000
     0.120    -0.532     0.252    -0.227    -1.221     0.722     0.061     0.177     0.001     0.039     1.000
     1.215    -1.336    -0.013    -0.672    -0.365     0.878     0.002     0.000     0.035     0.084     1.000
    -0.537    -0.197     1.839    -0.969     0.491     0.007     0.001     0.001     0.961     0.031     4.000
     0.558     0.942     0.516     0.515     0.491     0.022     0.868     0.000     0.026     0.083     2.000
     1.215    -0.465    -1.600     0.218    -0.080     0.939     0.051     0.000     0.000     0.009     1.000
     0.339     0.808    -0.277     1.405    -0.365     0.034     0.958     0.006     0.000     0.002     2.000
     0.120    -1.671    -1.071     0.515    -1.791     0.998     0.001     0.000     0.000     0.001     1.000
    -0.537     1.411    -0.013     0.367     0.776     0.002     0.980     0.000     0.014     0.004     2.000
     0.120     0.808     1.045    -1.562     1.632     0.001     0.001     0.000     0.896     0.102     4.000
    -0.099    -0.331     0.781     0.664    -0.936     0.176     0.092     0.716     0.000     0.016     3.000
    -0.756    -0.264    -1.335     0.218    -0.080     0.396     0.581     0.022     0.001     0.001     2.000
     1.653     0.406     0.781    -0.672    -0.650     0.174     0.026     0.000     0.010     0.789     5.000
     0.996    -1.001     0.516    -1.265     0.776     0.057     0.000     0.000     0.868     0.075     4.000
    -0.318     1.478     0.252    -0.227    -0.936     0.018     0.838     0.127     0.002     0.015     2.000
    -2.509     1.747    -0.277     0.218     1.632     0.000     0.999     0.000     0.000     0.001     2.000
    -0.099     0.741    -0.542     0.960     0.776     0.012     0.985     0.000     0.000     0.002     2.000
     0.339    -1.202    -1.071    -1.117     0.206     0.876     0.003     0.000     0.112     0.009     1.000
