    -0.975     1.411    -0.806     0.812    -0.080     0.264     0.036     0.000     0.700     0.000     0.000     4.000
    -0.099    -0.197     0.252    -0.820     0.776     0.016     0.894     0.000     0.000     0.090     0.000     2.000
    -0.318    -1.537     0.516    -1.859    -0.080     0.003     0.947     0.000     0.000     0.050     0.000     2.000
    -0.975    -1.068     0.516    -0.375    -1.506     0.994     0.006     0.000     0.000     0.000     0.000     1.000
    -1.413     0.138    -0.806     1.554     1.062     0.896     0.102     0.000     0.000     0.002     0.000     1.000
    -0.099    -1.403    -0.542     0.070    -0.080     0.093     0.868     0.000     0.000     0.039     0.000     2.000
    -0.756    -0.398     1.045    -3.046    -0.650     0.000     1.000     0.000     0.000     0.000     0.000     2.000
     0.996     0.741     0.516     0.070     1.347     0.063     0.000     0.000     0.173     0.764     0.000     5.000
    -1.194     0.942    -0.013     1.554    -1.221     1.000     0.000     0.000     0.000     0.000     0.000     1.000
    -0.756     0.473    -0.013     0.812    -0.365     0.691     0.010     0.000     0.000     0.000     0.298     1.000
    -0.099    -0.264    -0.806     0.515     0.491     0.071     0.916     0.000     0.000     0.013     0.000     2.000
     0.120    -0.532     0.252    -0.227    -1.221     0.997     0.003     0.000     0.000     0.000     0.000     1.000
     1.215    -1.336    -0.013    -0.672    -0.365     0.305     0.003     0.000     0.000     0.691     0.000     5.000
    -0.537    -0.197     1.839    -0.969     0.491     0.055     0.939     0.000     0.000     0.005     0.000     2.000
     0.558     0.942     0.516     0.515     0.491     0.882     0.000     0.000     0.000     0.026     0.091     1.000
     1.215    -0.465    -1.600     0.218    -0.080     0.120     0.006     0.000     0.000     0.874     0.000     5.000
     0.339     0.808    -0.277     1.405    -0.365     1.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.120    -1.671    -1.071     0.515    -1.791     0.995     0.005     0.000     0.000     0.000     0.000     1.000
    -0.537     1.411    -0.013     0.367     0.776     0.032     0.003     0.000     0.965     0.000     0.000     4.000
     0.120     0.808     1.045    -1.562     1.632     0.003     0.003     0.000     0.000     0.126     0.869     6.000
    -0.099    -0.331     0.781     0.664    -0.936     1.000     0.000     0.000     0.000     0.000     0.000     1.000
    -0.756    -0.264    -1.335     0.218    -0.080     0.152     0.845     0.000     0.000     0.003     0.000     2.000
     1.653     0.406     0.781    -0.672    -0.650     0.944     0.000     0.000     0.000     0.056     0.000     1.000
     0.996    -1.001     0.516    -1.265     0.776     0.003     0.004     0.000     0.000     0.992     0.000     5.000
    -0.318     1.478     0.252    -0.227    -0.936     0.946     0.000     0.000     0.000     0.000     0.054     1.000
    -2.509     1.747    -0.277     0.218     1.632     0.000     0.000     0.000     0.000     0.000     1.000     6.000
    -0.099     0.741    -0.542     0.960     0.776     0.502     0.108     0.000     0.381     0.008     0.000     1.000
     0.339    -1.202    -1.071    -1.117     0.206     0.001     0.492     0.000     0.000     0.507     0.000     5.000
    -1.632    -1.068    -0.806     0.812    -0.936     0.053     0.000     0.947     0.000     0.000     0.000     3.000
     1.434     0.004     0.252    -0.078    -0.080     0.611     0.000     0.000     0.000     0.389     0.000     1.000
    -1.632     1.680    -0.277     1.702     0.491     0.996     0.004     0.000     0.000     0.000     0.000     1.000
    -1.194     1.210     1.574    -1.414     0.206     0.190     0.810     0.000     0.000     0.000     0.000     2.000
     0.120     0.138     1.045     0.812     1.632     0.134     0.029     0.000     0.000     0.838     0.000     5.000
    -0.099     1.277     0.516     0.070    -0.080     1.000     0.000     0.000     0.000     0.000     0.000     1.000
    -0.318     0.674     1.045    -0.078    -0.365     0.999     0.001     0.000     0.000     0.000     0.000     1.000
     1.434    -0.063    -0.806    -1.710    -0.650     0.061     0.000     0.000     0.003     0.936     0.000     5.000
    -0.318    -0.398     0.516    -0.820     0.206     0.046     0.911     0.000     0.037     0.006     0.000     2.000
     1.215     1.344     1.310    -0.820     3.915     0.000     0.000     0.000     0.000     0.000     1.000     6.000
    -1.413     1.948     0.252    -0.672     1.062     0.003     0.053     0.000     0.000     0.000     0.944     6.000
    -0.756    -1.470     2.897    -1.562     0.206     0.000     0.997     0.000     0.000     0.003     0.000     2.000
    -0.537     0.071    -0.542    -0.375    -0.365     0.186     0.779     0.000     0.034     0.000     0.000     2.000
    -1.194     1.076    -0.542    -1.414     0.206     0.001     0.999     0.000     0.000     0.000     0.000     2.000
    -0.537     1.009     0.781    -1.265     1.062     0.003     0.055     0.000     0.000     0.000     0.942     6.000
    -0.975     0.741     0.252    -0.672    -0.080     0.031     0.102     0.000     0.867     0.000     0.000     4.000
    -0.099     1.009     0.516    -0.672     0.491     0.105     0.003     0.000     0.890     0.001     0.000     4.000
    -0.099    -1.202    -1.335     1.702    -1.221     0.992     0.008     0.000     0.000     0.000     0.000     1.000
     0.558     0.674     3.426     0.070     1.918     0.000     0.000     0.000     0.000     1.000     0.000     5.000
