    -0.975     1.411    -0.806     0.812    -0.080     0.000     0.000     0.002     0.998     4.000
    -0.099    -0.197     0.252    -0.820     0.776     0.920     0.028     0.025     0.028     1.000
    -0.318    -1.537     0.516    -1.859    -0.080     0.809     0.021     0.171     0.000     1.000
    -0.975    -1.068     0.516    -0.375    -1.506     0.246     0.027     0.661     0.065     3.000
    -1.413     0.138    -0.806     1.554     1.062     0.000     0.001     0.018     0.982     4.000
    -0.099    -1.403    -0.542     0.070    -0.080     0.025     0.014     0.790     0.171     3.000
    -0.756    -0.398     1.045    -3.046    -0.650     0.051     0.106     0.843     0.000     3.000
     0.996     0.741     0.516     0.070     1.347     0.112     0.613     0.016     0.259     2.000
    -1.194     0.942    -0.013     1.554    -1.221     0.000     0.000     0.011     0.989     4.000
    -0.756     0.473    -0.013     0.812    -0.365     0.000     0.001     0.014     0.984     4.000
    -0.099    -0.264    -0.806     0.515     0.491     0.001     0.006     0.129     0.864     4.000
     0.120    -0.532     0.252    -0.227    -1.221     0.179     0.046     0.585     0.190     3.000
     1.215    -1.336    -0.013    -0.672    -0.365     0.091     0.116     0.783     0.009     3.000
    -0.537    -0.197     1.839    -0.969     0.491     0.754     0.216     0.027     0.003     1.000
     0.558     0.942     0.516     0.515     0.491     0.021     0.068     0.014     0.898     4.000
     1.215    -0.465    -1.600     0.218    -0.080     0.000     0.010     0.860     0.130     3.000
     0.339     0.808    -0.277     1.405    -0.365     0.000     0.002     0.021     0.977     4.000
     0.120    -1.671    -1.071     0.515    -1.791     0.000     0.001     0.989     0.010     3.000
    -0.537     1.411    -0.013     0.367     0.776     0.014     0.006     0.001     0.979     4.000
     0.120     0.808     1.045    -1.562     1.632     0.808     0.190     0.001     0.001     1.000
    -0.099    -0.331     0.781     0.664    -0.936     0.012     0.044     0.323     0.620     4.000
    -0.756    -0.264    -1.335     0.218    -0.080     0.000     0.001     0.226     0.773     4.000
     1.653     0.406     0.781    -0.672    -0.650     0.079     0.724     0.160     0.038     2.000
