    -0.975     1.411    -0.806     0.812    -0.080     0.000     0.006     0.000     0.000     0.993     0.000     5.000
    -0.099    -0.197     0.252    -0.820     0.776     0.000     0.888     0.049     0.000     0.062     0.001     2.000
    -0.318    -1.537     0.516    -1.859    -0.080     0.000     0.954     0.044     0.000     0.002     0.000     2.000
    -0.975    -1.068     0.516    -0.375    -1.506     0.000     0.382     0.002     0.000     0.616     0.000     5.000
    -1.413     0.138    -0.806     1.554     1.062     0.000     0.003     0.000     0.000     0.997     0.000     5.000
    -0.099    -1.403    -0.542     0.070    -0.080     0.000     0.256     0.015     0.000     0.729     0.000     5.000
    -0.756    -0.398     1.045    -3.046    -0.650     0.000     0.999     0.001     0.000     0.000     0.000     2.000
     0.996     0.741     0.516     0.070     1.347     0.000     0.372     0.090     0.000     0.376     0.161     5.000
    -1.194     0.942    -0.013     1.554    -1.221     0.000     0.000     0.000     0.000     1.000     0.000     5.000
    -0.756     0.473    -0.013     0.812    -0.365     0.000     0.012     0.000     0.000     0.988     0.000     5.000
    -0.099    -0.264    -0.806     0.515     0.491     0.000     0.063     0.001     0.000     0.934     0.001     5.000
     0.120    -0.532     0.252    -0.227    -1.221     0.000     0.254     0.001     0.000     0.743     0.003     5.000
     1.215    -1.336    -0.013    -0.672    -0.365     0.000     0.735     0.031     0.000     0.165     0.069     2.000
    -0.537    -0.197     1.839    -0.969     0.491     0.000     0.637     0.349     0.000     0.014     0.000     2.000
     0.558     0.942     0.516     0.515     0.491     0.000     0.078     0.003     0.000     0.893     0.026     5.000
     1.215    -0.465    -1.600     0.218    -0.080     0.000     0.063     0.000     0.000     0.838     0.098     5.000
     0.339     0.808    -0.277     1.405    -0.365     0.000     0.001     0.000     0.000     0.997     0.001     5.000
     0.120    -1.671    -1.071     0.515    -1.791     0.000     0.013     0.000     0.000     0.987     0.000     5.000
    -0.537     1.411    -0.013     0.367     0.776     0.000     0.095     0.001     0.000     0.903     0.001     5.000
     0.120     0.808     1.045    -1.562     1.632     0.000     0.904     0.093     0.000     0.002     0.001     2.000
    -0.099    -0.331     0.781     0.664    -0.936     0.000     0.028     0.001     0.000     0.971     0.000     5.000
    -0.756    -0.264    -1.335     0.218    -0.080     0.002     0.069     0.000     0.000     0.929     0.000     5.000
     1.653     0.406     0.781    -0.672    -0.650     0.000     0.197     0.001     0.000     0.080     0.722     6.000
     0.996    -1.001     0.516    -1.265     0.776     0.000     0.725     0.261     0.000     0.006     0.008     2.000
    -0.318     1.478     0.252    -0.227    -0.936     0.000     0.145     0.000     0.000     0.852     0.003     5.000
    -2.509     1.747    -0.277     0.218     1.632     0.001     0.210     0.001     0.000     0.789     0.000     5.000
    -0.099     0.741    -0.542     0.960     0.776     0.000     0.014     0.000     0.000     0.985     0.001     5.000
     0.339    -1.202    -1.071    -1.117     0.206     0.000     0.935     0.005     0.000     0.057     0.002     2.000
    -1.632    -1.068    -0.806     0.812    -0.936     0.000     0.009     0.000     0.000     0.991     0.000     5.000
     1.434     0.004     0.252    -0.078    -0.080     0.000     0.202     0.005     0.000     0.398     0.396     5.000
    -1.632     1.680    -0.277     1.702     0.491     0.000     0.001     0.000     0.000     0.999     0.000     5.000
    -1.194     1.210     1.574    -1.414     0.206     0.000     0.981     0.004     0.000     0.015     0.000     2.000
     0.120     0.138     1.045     0.812     1.632     0.000     0.063     0.611     0.000     0.325     0.001     3.000
    -0.099     1.277     0.516     0.070    -0.080     0.000     0.157     0.000     0.000     0.838     0.005     5.000
    -0.318     0.674     1.045    -0.078    -0.365     0.000     0.297     0.003     0.000     0.698     0.001     5.000
     1.434    -0.063    -0.806    -1.710    -0.650     0.000     0.698     0.000     0.000     0.019     0.283     2.000
    -0.318    -0.398     0.516    -0.820     0.206     0.000     0.884     0.032     0.000     0.083     0.000     2.000
     1.215     1.344     1.310    -0.820     3.915     0.000     0.024     0.973     0.000     0.000     0.002     3.000
    -1.413     1.948     0.252    -0.672     1.062     0.000     0.796     0.001     0.000     0.203     0.000     2.000
    -0.756    -1.470     2.897    -1.562     0.206     0.000     0.068     0.932     0.000     0.000     0.000     3.000
    -0.537     0.071    -0.542    -0.375    -0.365     0.000     0.365     0.000     0.000     0.634     0.000     5.000
    -1.194     1.076    -0.542    -1.414     0.206     0.000     0.951     0.000     0.000     0.049     0.000     2.000
    -0.537     1.009     0.781    -1.265     1.062     0.000     0.971     0.013     0.000     0.015     0.000     2.000
    -0.975     0.741     0.252    -0.672    -0.080     0.000     0.703     0.001     0.000     0.296     0.000     2.000
    -0.099     1.009     0.516    -0.672     0.491     0.000     0.807     0.004     0.000     0.184     0.004     2.000
    -0.099    -1.202    -1.335     1.702    -1.221     0.000     0.000     0.000     0.000     1.000     0.000     5.000
     0.558     0.674     3.426     0.070     1.918     0.000     0.003     0.997     0.000     0.000     0.000     3.000
     0.339     1.277    -1.071     0.812     0.776     0.000     0.013     0.000     0.000     0.979     0.007     5.000
     2.529     0.942     1.045    -0.523     0.776     0.000     0.011     0.001     0.000     0.002     0.987     6.000
    -0.099     1.948    -1.600     0.664    -0.080     0.007     0.005     0.000     0.000     0.986     0.002     5.000
     0.996     1.478     1.310     0.367    -0.936     0.000     0.037     0.000     0.000     0.792     0.171     5.000
    -0.318     0.942    -1.600     0.218     1.062     0.015     0.097     0.000     0.000     0.887     0.001     5.000
    -0.756     0.205    -0.806    -0.078    -0.936     0.000     0.089     0.000     0.000     0.911     0.000     5.000
     0.339    -1.604     1.574    -0.820     0.491     0.000     0.106     0.892     0.000     0.002     0.000     3.000
    -0.537     0.205     0.252    -0.523    -0.650     0.000     0.522     0.001     0.000     0.477     0.001     2.000
    -0.756     1.009     0.781    -1.562    -0.936     0.000     0.961     0.000     0.000     0.038     0.000     2.000
    -0.537     0.473    -2.658    -0.227    -1.221     0.768     0.008     0.000     0.000     0.224     0.000     1.000
    -2.509     0.205    -0.542     0.515    -1.506     0.000     0.008     0.000     0.000     0.991     0.000     5.000
    -0.099    -2.408     0.781    -1.117     1.632     0.000     0.015     0.985     0.000     0.000     0.000     3.000
    -0.099     0.272    -0.806     1.109     0.206     0.000     0.005     0.000     0.000     0.994     0.000     5.000
    -0.099    -0.264     0.516    -0.227    -1.506     0.000     0.210     0.000     0.000     0.788     0.001     5.000
    -0.318     0.607     0.516     0.664    -0.936     0.000     0.015     0.000     0.000     0.984     0.000     5.000
     0.558     1.411     1.310    -1.414     0.776     0.000     0.957     0.010     0.000     0.010     0.023     2.000
    -0.756     0.674    -1.600     1.702     0.491     0.001     0.000     0.000     0.000     0.998     0.000     5.000
    -1.852     0.473    -0.542     1.109    -1.791     0.000     0.001     0.000     0.000     0.999     0.000     5.000
    -1.194     1.076    -0.013     0.812     0.776     0.000     0.027     0.000     0.000     0.973     0.000     5.000
    -0.537    -0.264     0.252    -2.007    -0.936     0.000     0.993     0.000     0.000     0.007     0.000     2.000
     0.558     0.473     1.574    -2.452     0.776     0.000     0.970     0.029     0.000     0.000     0.002     2.000
    -0.099     0.339     0.516    -0.375    -0.650     0.000     0.426     0.001     0.000     0.570     0.003     5.000
     0.120     1.076    -1.864     1.702    -1.506     0.001     0.000     0.000     0.000     0.999     0.000     5.000
     0.996    -2.073    -0.542    -3.046     0.491     0.000     0.983     0.016     0.000     0.000     0.000     2.000
    -1.194    -0.063    -4.510     0.515     0.206     1.000     0.000     0.000     0.000     0.000     0.000     1.000
    -0.099     0.339    -0.013    -1.117    -0.365     0.000     0.892     0.000     0.000     0.105     0.002     2.000
     0.120    -2.073     0.252    -0.672     0.206     0.000     0.520     0.438     0.000     0.042     0.000     2.000
    -0.099     0.339    -1.335     0.070    -0.365     0.001     0.067     0.000     0.000     0.930     0.002     5.000
     1.653     0.272     0.516     0.367    -0.936     0.000     0.027     0.000     0.000     0.507     0.466     5.000
     0.120    -0.130    -0.542     0.812    -0.936     0.000     0.007     0.000     0.000     0.992     0.001     5.000
