    -0.975     1.411    -0.806     0.812    -0.080     0.004     0.996     0.000     0.000     2.000
    -0.099    -0.197     0.252    -0.820     0.776     0.937     0.062     0.000     0.001     1.000
    -0.318    -1.537     0.516    -1.859    -0.080     0.998     0.002     0.000     0.000     1.000
    -0.975    -1.068     0.516    -0.375    -1.506     0.342     0.658     0.000     0.000     2.000
    -1.413     0.138    -0.806     1.554     1.062     0.004     0.996     0.000     0.000     2.000
    -0.099    -1.403    -0.542     0.070    -0.080     0.286     0.713     0.000     0.001     2.000
    -0.756    -0.398     1.045    -3.046    -0.650     1.000     0.000     0.000     0.000     1.000
     0.996     0.741     0.516     0.070     1.347     0.497     0.378     0.000     0.125     1.000
    -1.194     0.942    -0.013     1.554    -1.221     0.000     1.000     0.000     0.000     2.000
    -0.756     0.473    -0.013     0.812    -0.365     0.011     0.989     0.000     0.000     2.000
    -0.099    -0.264    -0.806     0.515     0.491     0.065     0.934     0.000     0.001     2.000
     0.120    -0.532     0.252    -0.227    -1.221     0.213     0.784     0.000     0.004     2.000
     1.215    -1.336    -0.013    -0.672    -0.365     0.761     0.159     0.000     0.080     1.000
    -0.537    -0.197     1.839    -0.969     0.491     0.985     0.015     0.000     0.000     1.000
     0.558     0.942     0.516     0.515     0.491     0.086     0.893     0.000     0.021     2.000
     1.215    -0.465    -1.600     0.218    -0.080     0.041     0.733     0.000     0.226     2.000
     0.339     0.808    -0.277     1.405    -0.365     0.001     0.997     0.000     0.001     2.000
     0.120    -1.671    -1.071     0.515    -1.791     0.010     0.990     0.000     0.000     2.000
    -0.537     1.411    -0.013     0.367     0.776     0.082     0.917     0.000     0.001     2.000
     0.120     0.808     1.045    -1.562     1.632     0.997     0.002     0.000     0.001     1.000
    -0.099    -0.331     0.781     0.664    -0.936     0.031     0.968     0.000     0.000     2.000
    -0.756    -0.264    -1.335     0.218    -0.080     0.050     0.950     0.000     0.000     2.000
     1.653     0.406     0.781    -0.672    -0.650     0.179     0.091     0.000     0.730     4.000
     0.996    -1.001     0.516    -1.265     0.776     0.986     0.007     0.000     0.008     1.000
    -0.318     1.478     0.252    -0.227    -0.936     0.079     0.916     0.000     0.005     2.000
    -2.509     1.747    -0.277     0.218     1.632     0.177     0.823     0.000     0.000     2.000
    -0.099     0.741    -0.542     0.960     0.776     0.015     0.984     0.000     0.001     2.000
     0.339    -1.202    -1.071    -1.117     0.206     0.922     0.071     0.000     0.007     1.000
    -1.632    -1.068    -0.806     0.812    -0.936     0.008     0.992     0.000     0.000     2.000
     1.434     0.004     0.252    -0.078    -0.080     0.207     0.403     0.000     0.390     2.000
    -1.632     1.680    -0.277     1.702     0.491     0.001     0.999     0.000     0.000     2.000
    -1.194     1.210     1.574    -1.414     0.206     0.981     0.019     0.000     0.000     1.000
     0.120     0.138     1.045     0.812     1.632     0.297     0.702     0.000     0.001     2.000
    -0.099     1.277     0.516     0.070    -0.080     0.125     0.870     0.000     0.005     2.000
    -0.318     0.674     1.045    -0.078    -0.365     0.280     0.719     0.000     0.001     2.000
     1.434    -0.063    -0.806    -1.710    -0.650     0.286     0.016     0.000     0.698     4.000
    -0.318    -0.398     0.516    -0.820     0.206     0.915     0.084     0.000     0.000     1.000
     1.215     1.344     1.310    -0.820     3.915     0.979     0.002     0.000     0.019     1.000
    -1.413     1.948     0.252    -0.672     1.062     0.720     0.280     0.000     0.000     1.000
    -0.756    -1.470     2.897    -1.562     0.206     0.999     0.001     0.000     0.000     1.000
    -0.537     0.071    -0.542    -0.375    -0.365     0.273     0.726     0.000     0.001     2.000
    -1.194     1.076    -0.542    -1.414     0.206     0.898     0.102     0.000     0.000     1.000
    -0.537     1.009     0.781    -1.265     1.062     0.982     0.018     0.000     0.000     1.000
    -0.975     0.741     0.252    -0.672    -0.080     0.614     0.386     0.000     0.000     1.000
    -0.099     1.009     0.516    -0.672     0.491     0.775     0.219     0.000     0.006     1.000
    -0.099    -1.202    -1.335     1.702    -1.221     0.000     1.000     0.000     0.000     2.000
     0.558     0.674     3.426     0.070     1.918     0.971     0.029     0.000     0.001     1.000
     0.339     1.277    -1.071     0.812     0.776     0.010     0.976     0.000     0.014     2.000
     2.529     0.942     1.045    -0.523     0.776     0.020     0.003     0.000     0.977     4.000
    -0.099     1.948    -1.600     0.664    -0.080     0.002     0.991     0.000     0.007     2.000
     0.996     1.478     1.310     0.367    -0.936     0.032     0.853     0.000     0.115     2.000
    -0.318     0.942    -1.600     0.218     1.062     0.067     0.929     0.000     0.004     2.000
    -0.756     0.205    -0.806    -0.078    -0.936     0.050     0.950     0.000     0.000     2.000
     0.339    -1.604     1.574    -0.820     0.491     0.990     0.010     0.000     0.000     1.000
    -0.537     0.205     0.252    -0.523    -0.650     0.433     0.566     0.000     0.001     2.000
    -0.756     1.009     0.781    -1.562    -0.936     0.922     0.077     0.000     0.001     1.000
    -0.537     0.473    -2.658    -0.227    -1.221     0.010     0.987     0.000     0.003     2.000
    -2.509     0.205    -0.542     0.515    -1.506     0.005     0.995     0.000     0.000     2.000
    -0.099    -2.408     0.781    -1.117     1.632     0.999     0.001     0.000     0.000     1.000
    -0.099     0.272    -0.806     1.109     0.206     0.005     0.994     0.000     0.000     2.000
    -0.099    -0.264     0.516    -0.227    -1.506     0.163     0.835     0.000     0.002     2.000
    -0.318     0.607     0.516     0.664    -0.936     0.013     0.987     0.000     0.000     2.000
     0.558     1.411     1.310    -1.414     0.776     0.965     0.012     0.000     0.022     1.000
    -0.756     0.674    -1.600     1.702     0.491     0.000     1.000     0.000     0.000     2.000
    -1.852     0.473    -0.542     1.109    -1.791     0.000     1.000     0.000     0.000     2.000
    -1.194     1.076    -0.013     0.812     0.776     0.026     0.974     0.000     0.000     2.000
    -0.537    -0.264     0.252    -2.007    -0.936     0.987     0.013     0.000     0.000     1.000
     0.558     0.473     1.574    -2.452     0.776     0.998     0.000     0.000     0.001     1.000
    -0.099     0.339     0.516    -0.375    -0.650     0.361     0.635     0.000     0.004     2.000
     0.120     1.076    -1.864     1.702    -1.506     0.000     0.999     0.000     0.001     2.000
     0.996    -2.073    -0.542    -3.046     0.491     0.999     0.000     0.000     0.001     1.000
