    -0.975     1.411    -0.806     0.812    -0.080     0.991     0.009     1.000
    -0.099    -0.197     0.252    -0.820     0.776     0.059     0.941     2.000
    -0.318    -1.537     0.516    -1.859    -0.080     0.001     0.999     2.000
    -0.975    -1.068     0.516    -0.375    -1.506     0.272     0.728     2.000
    -1.413     0.138    -0.806     1.554     1.062     0.984     0.016     1.000
    -0.099    -1.403    -0.542     0.070    -0.080     0.724     0.276     1.000
    -0.756    -0.398     1.045    -3.046    -0.650     0.000     1.000     2.000
     0.996     0.741     0.516     0.070     1.347     0.120     0.880     2.000
    -1.194     0.942    -0.013     1.554    -1.221     0.993     0.007     1.000
    -0.756     0.473    -0.013     0.812    -0.365     0.967     0.033     1.000
    -0.099    -0.264    -0.806     0.515     0.491     0.918     0.082     1.000
     0.120    -0.532     0.252    -0.227    -1.221     0.402     0.598     2.000
     1.215    -1.336    -0.013    -0.672    -0.365     0.042     0.958     2.000
    -0.537    -0.197     1.839    -0.969     0.491     0.007     0.993     2.000
     0.558     0.942     0.516     0.515     0.491     0.697     0.303     1.000
     1.215    -0.465    -1.600     0.218    -0.080     0.793     0.207     1.000
     0.339     0.808    -0.277     1.405    -0.365     0.985     0.015     1.000
     0.120    -1.671    -1.071     0.515    -1.791     0.893     0.107     1.000
    -0.537     1.411    -0.013     0.367     0.776     0.879     0.121     1.000
     0.120     0.808     1.045    -1.562     1.632     0.001     0.999     2.000
    -0.099    -0.331     0.781     0.664    -0.936     0.799     0.201     1.000
    -0.756    -0.264    -1.335     0.218    -0.080     0.954     0.046     1.000
     1.653     0.406     0.781    -0.672    -0.650     0.018     0.982     2.000
     0.996    -1.001     0.516    -1.265     0.776     0.002     0.998     2.000
    -0.318     1.478     0.252    -0.227    -0.936     0.732     0.268     1.000
    -2.509     1.747    -0.277     0.218     1.632     0.622     0.378     1.000
    -0.099     0.741    -0.542     0.960     0.776     0.961     0.039     1.000
     0.339    -1.202    -1.071    -1.117     0.206     0.070     0.930     2.000
    -1.632    -1.068    -0.806     0.812    -0.936     0.974     0.026     1.000
     1.434     0.004     0.252    -0.078    -0.080     0.177     0.823     2.000
    -1.632     1.680    -0.277     1.702     0.491     0.994     0.006     1.000
    -1.194     1.210     1.574    -1.414     0.206     0.006     0.994     2.000
     0.120     0.138     1.045     0.812     1.632     0.292     0.708     2.000
    -0.099     1.277     0.516     0.070    -0.080     0.732     0.268     1.000
    -0.318     0.674     1.045    -0.078    -0.365     0.457     0.543     2.000
     1.434    -0.063    -0.806    -1.710    -0.650     0.004     0.996     2.000
    -0.318    -0.398     0.516    -0.820     0.206     0.075     0.925     2.000
     1.215     1.344     1.310    -0.820     3.915     0.000     1.000     2.000
    -1.413     1.948     0.252    -0.672     1.062     0.245     0.755     2.000
    -0.756    -1.470     2.897    -1.562     0.206     0.000     1.000     2.000
    -0.537     0.071    -0.542    -0.375    -0.365     0.699     0.301     1.000
    -1.194     1.076    -0.542    -1.414     0.206     0.091     0.909     2.000
    -0.537     1.009     0.781    -1.265     1.062     0.011     0.989     2.000
    -0.975     0.741     0.252    -0.672    -0.080     0.340     0.660     2.000
    -0.099     1.009     0.516    -0.672     0.491     0.154     0.846     2.000
    -0.099    -1.202    -1.335     1.702    -1.221     0.994     0.006     1.000
     0.558     0.674     3.426     0.070     1.918     0.001     0.999     2.000
     0.339     1.277    -1.071     0.812     0.776     0.968     0.032     1.000
     2.529     0.942     1.045    -0.523     0.776     0.002     0.998     2.000
    -0.099     1.948    -1.600     0.664    -0.080     0.994     0.006     1.000
     0.996     1.478     1.310     0.367    -0.936     0.432     0.568     2.000
    -0.318     0.942    -1.600     0.218     1.062     0.929     0.071     1.000
    -0.756     0.205    -0.806    -0.078    -0.936     0.899     0.101     1.000
     0.339    -1.604     1.574    -0.820     0.491     0.004     0.996     2.000
    -0.537     0.205     0.252    -0.523    -0.650     0.397     0.603     2.000
    -0.756     1.009     0.781    -1.562    -0.936     0.014     0.986     2.000
    -0.537     0.473    -2.658    -0.227    -1.221     0.966     0.034     1.000
    -2.509     0.205    -0.542     0.515    -1.506     0.940     0.060     1.000
    -0.099    -2.408     0.781    -1.117     1.632     0.001     0.999     2.000
    -0.099     0.272    -0.806     1.109     0.206     0.983     0.017     1.000
    -0.099    -0.264     0.516    -0.227    -1.506     0.364     0.636     2.000
    -0.318     0.607     0.516     0.664    -0.936     0.914     0.086     1.000
     0.558     1.411     1.310    -1.414     0.776     0.002     0.998     2.000
    -0.756     0.674    -1.600     1.702     0.491     0.997     0.003     1.000
    -1.852     0.473    -0.542     1.109    -1.791     0.986     0.014     1.000
    -1.194     1.076    -0.013     0.812     0.776     0.948     0.052     1.000
    -0.537    -0.264     0.252    -2.007    -0.936     0.002     0.998     2.000
     0.558     0.473     1.574    -2.452     0.776     0.000     1.000     2.000
    -0.099     0.339     0.516    -0.375    -0.650     0.375     0.625     2.000
     0.120     1.076    -1.864     1.702    -1.506     0.998     0.002     1.000
     0.996    -2.073    -0.542    -3.046     0.491     0.000     1.000     2.000
    -1.194    -0.063    -4.510     0.515     0.206     0.996     0.004     1.000
    -0.099     0.339    -0.013    -1.117    -0.365     0.091     0.909     2.000
     0.120    -2.073     0.252    -0.672     0.206     0.058     0.942     2.000
    -0.099     0.339    -1.335     0.070    -0.365     0.940     0.060     1.000
     1.653     0.272     0.516     0.367    -0.936     0.304     0.696     2.000
     0.120    -0.130    -0.542     0.812    -0.936     0.963     0.037     1.000
    -0.318    -0.800    -0.277    -0.227    -0.650     0.620     0.380     1.000
     1.215     1.277    -0.806     0.812     1.062     0.838     0.162     1.000
     0.339    -0.197    -0.277     0.960    -1.221     0.950     0.050     1.000
     0.339     0.540    -0.013    -0.969    -0.936     0.120     0.880     2.000
     1.215    -0.465    -1.335    -0.969    -0.080     0.085     0.915     2.000
     0.120    -0.063    -0.013    -1.414     0.491     0.013     0.987     2.000
     0.996    -0.733    -0.277     0.515    -0.650     0.743     0.257     1.000
    -0.975     1.411    -0.277    -0.078    -1.221     0.902     0.098     1.000
     0.996     0.272    -0.542     0.367    -1.221     0.814     0.186     1.000
    -0.975     0.674    -0.013     0.218    -0.650     0.911     0.089     1.000
    -1.194     0.674    -0.542     0.515     1.062     0.912     0.088     1.000
    -0.537    -2.810    -0.013     0.664    -2.077     0.718     0.282     1.000
    -0.756     0.071    -0.806     1.702    -0.936     0.996     0.004     1.000
    -0.099     0.674    -0.806     0.218    -0.080     0.934     0.066     1.000
     0.120     1.344    -0.806     0.664    -0.080     0.979     0.021     1.000
    -0.537     0.071     0.516    -0.820    -0.650     0.144     0.856     2.000
    -0.756     0.339    -0.806     1.257     1.632     0.944     0.056     1.000
     1.434     0.272     1.574    -0.672     0.491     0.004     0.996     2.000
     1.215     0.205     2.103    -1.265    -0.936     0.001     0.999     2.000
    -0.318     0.339    -0.013     0.664    -0.365     0.944     0.056     1.000
     0.339    -1.269     1.574    -1.562     1.632     0.000     1.000     2.000
     2.748     0.406    -0.277     0.515     1.062     0.042     0.958     2.000
    -0.756    -0.331    -0.542     0.515    -0.080     0.946     0.054     1.000
    -0.099     0.339    -1.071     1.702    -0.080     0.996     0.004     1.000
    -0.537     0.205     0.252     0.515     0.206     0.872     0.128     1.000
     1.215     0.004     0.516    -1.414     0.491     0.002     0.998     2.000
     1.653     0.071    -0.013    -0.672     0.206     0.030     0.970     2.000
    -0.537    -1.135    -2.129     0.664    -2.647     0.958     0.042     1.000
     1.653    -1.604    -2.129     0.515    -2.077     0.686     0.314     1.000
    -0.756     0.071    -0.013     0.070    -0.080     0.802     0.198     1.000
     0.120    -1.135    -0.542    -0.078    -2.933     0.279     0.721     2.000
    -0.756     0.339     0.781    -0.969    -1.221     0.077     0.923     2.000
    -0.099    -0.666     0.516    -0.969    -1.221     0.050     0.950     2.000
     0.558    -2.140     0.252    -0.969    -0.080     0.017     0.983     2.000
     2.748    -1.269    -1.864    -1.117    -1.791     0.002     0.998     2.000
    -0.537    -0.197    -0.013    -0.078     0.776     0.512     0.488     1.000
    -0.099    -0.264    -1.071     0.070    -0.080     0.888     0.112     1.000
     0.339     0.875    -0.542     0.812    -0.080     0.967     0.033     1.000
    -0.975    -0.197    -0.542     0.664     0.206     0.958     0.042     1.000
    -0.099    -0.733     1.045    -1.414    -0.365     0.005     0.995     2.000
    -1.413     1.210    -1.071     0.070    -0.936     0.969     0.031     1.000
     0.777    -0.599    -0.277    -1.710    -2.362     0.002     0.998     2.000
    -1.194     1.411    -0.277     1.702    -0.080     0.996     0.004     1.000
     0.777    -1.872    -1.864     1.702     0.491     0.977     0.023     1.000
     0.777     0.674     3.161    -1.117     2.203     0.000     1.000     2.000
     0.558    -0.934     0.252    -1.710     0.206     0.002     0.998     2.000
    -1.194    -1.068     0.252    -0.820    -0.936     0.138     0.862     2.000
    -0.099     0.004     0.252     0.367    -0.365     0.824     0.176     1.000
    -0.975     0.607     1.045     0.515     0.491     0.715     0.285     1.000
    -0.537    -0.599     0.252    -0.672    -0.365     0.206     0.794     2.000
     0.558    -0.130     1.045    -0.969     1.918     0.001     0.999     2.000
    -1.413     1.814    -0.013    -0.227    -0.650     0.856     0.144     1.000
     0.996    -0.934     0.781     1.554     5.627     0.000     1.000     2.000
    -0.318     0.406     0.781     0.960    -0.080     0.906     0.094     1.000
     0.996    -0.264     1.045     0.367     1.918     0.027     0.973     2.000
    -0.975     1.143     1.045    -0.672     1.062     0.065     0.935     2.000
     0.996    -0.666    -1.071     0.960    -0.080     0.934     0.066     1.000
     0.558    -0.063    -0.013     0.664    -0.936     0.875     0.125     1.000
     2.091    -2.542     2.632    -0.820    -0.080     0.000     1.000     2.000
     0.777    -1.269     0.781     0.070    -0.650     0.211     0.789     2.000
    -0.975     0.339     0.252     1.702     0.206     0.984     0.016     1.000
     1.215     0.138    -1.600    -0.523    -0.080     0.404     0.596     2.000
    -0.099     0.942     0.781    -0.672     1.062     0.058     0.942     2.000
    -2.728     0.473    -0.542    -0.969    -0.365     0.203     0.797     2.000
     0.339    -1.068    -1.335     0.515    -0.936     0.943     0.057     1.000
     0.339    -0.666    -0.542     0.515    -0.365     0.893     0.107     1.000
     0.120    -0.197    -0.542     0.070     0.491     0.718     0.282     1.000
    -0.537     1.277     0.781     0.218     0.206     0.746     0.254     1.000
     0.120    -1.537    -0.277     0.218    -0.365     0.716     0.284     1.000
    -0.756    -1.202     0.781    -0.078    -1.506     0.347     0.653     2.000
     0.339    -0.800    -0.277     0.664     0.491     0.818     0.182     1.000
     1.653     0.138     0.252     0.070     0.491     0.130     0.870     2.000
     0.339     0.607    -0.542     0.367     0.491     0.865     0.135     1.000
    -0.318    -0.934    -0.277     0.367    -0.365     0.867     0.133     1.000
    -0.756    -0.867     0.516    -1.117     0.491     0.022     0.978     2.000
