    39.480         *    49.870         *         *         *    42.959     2.951    42.959     2.951     1.000     1.000
         *         *         *    77.310    74.840    73.810    62.687     2.964    62.687     2.964     1.000     1.000
    49.860    58.720         *         *         *         *    52.723     3.088    52.723     3.088     1.000     1.000
         *         *         *    71.090    72.280         *    58.948     3.368    58.948     3.368     1.000     1.000
    49.570    55.450    66.950    63.890         *         *    53.428     3.670    53.428     3.670     1.000     1.000
    61.380    62.060    68.080    63.960    68.970    70.300    59.462     2.357    59.462     2.357     1.000     1.000
         *         *         *    44.230         *         *    40.597     1.993    40.597     1.993     1.000     1.000
         *         *         *    42.890    52.070    57.020    40.848     2.691    40.848     2.691     1.000     1.000
    42.720    54.760         *         *         *         *    47.891     3.142    47.891     3.142     1.000     1.000
         *         *         *    80.000         *    87.600    65.546     4.165    65.546     4.165     1.000     1.000
         *         *         *    66.110         *    65.320    54.997     2.564    54.997     2.564     1.000     1.000
    37.150    60.350         *         *         *         *    47.996     3.624    47.996     3.624     1.000     1.000
    69.190    64.020    76.850         *         *    81.980    65.338     3.336    65.338     3.336     1.000     1.000
         *         *         *    48.680    53.620    55.450    44.000     2.312    44.000     2.312     1.000     1.000
         *         *         *    59.690    55.600    60.530    49.045     2.217    49.045     2.217     1.000     1.000
    48.750    49.450    50.560    53.000    55.110         *    47.239     2.079    47.239     2.079     1.000     1.000
         *         *         *    74.710    77.810    76.960    62.448     3.442    62.448     3.442     1.000     1.000
         *         *         *    40.140    38.470         *    35.772     1.180    35.772     1.180     1.000     1.000
    45.120    31.240    56.760    51.730    49.620         *    41.969     2.415    41.969     2.415     1.000     1.000
    47.500    50.610         *         *         *         *    48.089     2.760    48.089     2.760     1.000     1.000
    41.260    34.760    49.790    51.910         *         *    40.417     3.147    40.417     3.147     1.000     1.000
    37.480         *         *         *         *         *    40.501     2.744    40.501     2.744     1.000     1.000
    51.260    60.060    62.150    64.630         *         *    54.449     3.317    54.449     3.317     1.000     1.000
    44.590    42.000         *         *         *         *    42.996     2.427    42.996     2.427     1.000     1.000
    57.190    61.130         *         *         *         *    56.944     2.949    56.944     2.949     1.000     1.000
