    47.080    49.540    66.800    63.890         *         *    49.369     3.925    48.966     4.014     0.064     0.841     0.096     2.000
         *         *         *    51.290    56.850    61.480    44.717     3.070    42.791     3.723     0.115     0.562     0.323     2.000
    46.680    45.120    53.630         *         *         *    45.879     2.722    46.172     1.813     0.092     0.410     0.497     3.000
    57.140    60.210         *         *         *         *    56.882     2.877    57.542     2.952     0.791     0.121     0.088     1.000
         *         *         *    58.010    54.110    57.650    46.580     2.384    43.441     3.221     0.131     0.442     0.427     2.000
    32.190    31.060         *         *         *         *    34.056     2.310    33.664     1.212     0.000     0.320     0.680     3.000
    38.010         *    39.040    34.200         *         *    37.103     0.733    37.149     0.593     0.000     0.047     0.953     3.000
    66.480         *    69.770    70.120    73.560         *    63.465     2.550    63.490     2.547     0.990     0.006     0.004     1.000
         *         *         *    62.410    71.330         *    54.343     3.547    56.261     3.287     0.599     0.339     0.061     1.000
         *         *         *    54.770    61.280         *    47.457     3.155    45.271     3.826     0.214     0.528     0.257     2.000
         *         *         *    56.270         *         *    47.567     2.902    45.446     3.777     0.198     0.480     0.322     2.000
         *         *         *    54.360    67.710    63.990    47.667     3.637    47.047     3.779     0.033     0.854     0.113     2.000
    55.180    64.680    71.350    62.720    64.170    63.500    57.328     1.906    54.925     2.359     0.306     0.507     0.187     2.000
         *         *         *    74.280    77.250         *    63.478     3.376    63.634     3.360     0.977     0.019     0.004     1.000
    53.830    58.890         *         *         *         *    54.724     2.919    55.852     3.023     0.665     0.195     0.139     1.000
         *         *         *    60.360         *    68.640    51.011     3.250    53.840     2.725     0.461     0.431     0.108     1.000
    42.620    36.040         *         *         *         *    40.363     2.372    39.845     1.196     0.002     0.412     0.585     3.000
         *         *         *    48.280    60.350    64.810    43.911     3.824    43.310     4.065     0.009     0.841     0.150     2.000
         *         *         *         *    54.560    60.730    44.729     2.899    42.614     3.606     0.090     0.559     0.351     2.000
    52.100    49.770         *         *         *         *    49.267     2.482    49.067     1.568     0.213     0.356     0.431     3.000
         *         *         *    69.530         *         *    58.629     3.149    60.256     3.029     0.805     0.165     0.029     1.000
         *         *         *    62.540    68.580    62.490    54.062     2.719    56.888     2.331     0.549     0.329     0.122     1.000
         *         *         *    58.120         *         *    48.819     2.957    46.243     3.780     0.281     0.464     0.255     2.000
         *         *         *    48.430    42.340         *    41.518     1.104    41.847     0.949     0.002     0.069     0.929     3.000
