    48.510    49.090    60.280    53.710    58.790         *    48.552     2.641    48.578     2.815     0.022     0.221     0.000     0.004     0.752     5.000
    58.500    69.760         *    68.050         *         *    61.497     2.614    62.022     2.704     0.759     0.002     0.000     0.005     0.235     1.000
    43.270         *         *         *         *         *    44.585     2.708    46.631     3.298     0.027     0.392     0.110     0.076     0.395     5.000
    64.050    62.040    75.760    74.650         *         *    63.480     3.621    63.553     3.698     0.934     0.000     0.000     0.001     0.065     1.000
         *         *         *    60.370    70.170    67.890    53.373     3.202    53.589     3.061     0.187     0.005     0.000     0.050     0.758     5.000
    58.430    64.380    61.420    59.240    66.240         *    57.015     2.146    56.666     2.218     0.326     0.011     0.000     0.001     0.662     5.000
    41.750         *         *         *         *         *    43.366     2.754    41.920     2.436     0.017     0.426     0.123     0.084     0.350     2.000
         *         *         *    54.930    55.080    55.170    45.974     2.313    46.397     2.428     0.031     0.455     0.005     0.006     0.502     5.000
         *         *         *    55.550    66.970    68.540    50.067     3.500    50.847     3.294     0.036     0.018     0.000     0.083     0.863     5.000
    50.540    46.310    56.010    52.080    61.460         *    47.818     2.873    47.658     3.060     0.019     0.188     0.000     0.005     0.788     5.000
         *         *         *    46.800    39.000    33.020    43.687    -0.831    44.806    -1.279     0.000     0.140     0.860     0.000     0.000     3.000
         *         *         *    52.540    66.320    72.240    46.995     4.387    49.671     3.655     0.004     0.029     0.000     0.307     0.659     5.000
         *         *         *    54.270    63.190         *    48.360     3.174    49.044     3.070     0.034     0.106     0.000     0.064     0.796     5.000
         *         *         *    82.020         *         *    68.064     3.760    69.167     3.658     0.943     0.000     0.000     0.046     0.011     1.000
         *         *         *    64.640    68.590    68.710    55.835     2.875    57.187     2.725     0.558     0.002     0.000     0.020     0.421     1.000
    48.910    50.450    54.220    68.420    67.320    62.000    50.598     3.221    50.753     3.170     0.016     0.023     0.000     0.030     0.931     5.000
    66.490    76.290    76.360         *    81.330         *    69.321     3.091    69.325     3.092     0.998     0.000     0.000     0.000     0.002     1.000
         *         *         *    41.330    39.360    48.160    38.233     1.358    40.935     0.243     0.000     0.490     0.504     0.000     0.006     3.000
    49.260         *         *         *         *         *    49.533     2.660    49.848     2.973     0.132     0.213     0.058     0.041     0.557     5.000
    50.640         *         *         *    58.570    79.120    48.886     3.802    50.727     3.705     0.006     0.289     0.000     0.313     0.392     5.000
    63.890    70.260    68.140    74.800    82.210         *    64.028     3.958    64.028     3.963     0.994     0.000     0.000     0.000     0.006     1.000
         *         *         *    70.100    67.120         *    56.792     2.880    56.208     2.801     0.440     0.002     0.000     0.068     0.490     5.000
         *         *         *    52.370    63.860    66.220    47.910     3.412    48.630     3.268     0.011     0.063     0.000     0.072     0.854     5.000
    56.610         *         *         *    58.410         *    52.205     2.056    51.975     2.226     0.074     0.124     0.001     0.001     0.801     5.000
    45.460    43.820    43.400    50.200    54.300         *    43.326     2.490    43.607     2.242     0.004     0.684     0.005     0.002     0.304     2.000
    44.380    46.800    56.550         *    54.980    50.660    45.332     2.111    45.102     2.104     0.005     0.787     0.006     0.001     0.201     2.000
         *         *         *    59.120    65.930    66.200    51.807     3.020    51.730     2.993     0.201     0.013     0.000     0.027     0.759     5.000
         *         *         *    70.430         *         *    59.404     3.196    60.984     3.152     0.755     0.002     0.000     0.039     0.203     1.000
    41.090    50.060    63.470         *    63.580    64.410    47.864     3.632    48.526     3.446     0.018     0.021     0.000     0.089     0.872     5.000
    65.040         *         *         *         *         *    62.494     2.879    63.480     3.066     0.809     0.002     0.001     0.001     0.188     1.000
         *         *         *    62.230    60.430    58.250    50.907     2.296    50.842     2.338     0.106     0.109     0.000     0.017     0.768     5.000
    62.860    71.400    72.100    78.000    73.450    79.320    66.044     2.589    66.105     2.588     0.966     0.000     0.000     0.000     0.034     1.000
         *         *         *    62.560         *    57.550    50.477     2.258    50.762     2.278     0.081     0.187     0.000     0.023     0.709     5.000
    35.500    31.940    30.620    28.290    36.630         *    33.308     0.285    33.334     0.243     0.000     0.020     0.980     0.000     0.000     3.000
    38.840    44.520         *         *         *         *    41.184     2.794    40.209     2.675     0.004     0.521     0.130     0.065     0.280     2.000
    44.460    46.800         *    54.310    55.970    57.110    45.083     2.653    45.235     2.820     0.036     0.386     0.001     0.002     0.576     5.000
         *         *         *    71.020         *    79.720    60.790     3.465    61.385     3.387     0.918     0.000     0.000     0.027     0.055     1.000
    44.580    44.490         *    39.620    41.560         *    43.402    -0.454    43.570    -0.622     0.000     0.078     0.921     0.000     0.001     3.000
    65.460    66.540    78.910         *    78.180    85.210    66.191     3.381    66.209     3.383     0.990     0.000     0.000     0.001     0.010     1.000
    49.260    58.090    58.880    59.450    58.810         *    51.811     2.351    51.603     2.486     0.165     0.082     0.000     0.002     0.750     5.000
    51.550    61.880    57.400    56.300    63.370    58.070    53.154     1.911    53.120     1.965     0.100     0.119     0.000     0.001     0.780     5.000
    47.040    50.890    64.880    66.780         *    68.650    51.466     3.564    51.660     3.436     0.093     0.008     0.000     0.051     0.848     5.000
    56.630    53.410    63.220    71.440    74.020         *    55.594     4.163    55.571     4.393     0.696     0.000     0.000     0.014     0.289     1.000
         *         *         *    49.380         *    47.920    42.769     1.835    41.714     2.228     0.002     0.780     0.158     0.001     0.059     2.000
    52.610         *    46.860         *         *         *    48.490     1.871    48.220     2.763     0.006     0.295     0.147     0.025     0.527     5.000
         *         *         *    72.680    77.540    69.930    62.908     2.869    63.989     2.766     0.823     0.000     0.000     0.034     0.142     1.000
