     0.000     0.000     1.000     1.000     1.000     0.239     0.052     0.709     0.001     3.000 5881
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 5278
     1.000     1.000     1.000     1.000     1.000     0.978     0.002     0.020     0.000     1.000 6693
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 4294
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 2630
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 6080
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 1730
     1.000     0.000     1.000     0.000     0.000     0.003     0.775     0.083     0.139     2.000 5280
     1.000     1.000     1.000     1.000     0.000     0.678     0.269     0.053     0.000     1.000 2041
     1.000     1.000     0.000     0.000     1.000     0.130     0.078     0.791     0.001     3.000 4888
     0.000     0.000     1.000     1.000     1.000     0.239     0.052     0.709     0.001     3.000 3329
     0.000     0.000     1.000     0.000     1.000     0.026     0.195     0.768     0.011     3.000 4768
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 6800
     1.000     1.000     1.000     1.000     1.000     0.978     0.002     0.020     0.000     1.000 6469
     1.000     0.000     0.000     0.000     0.000     0.000     0.145     0.048     0.807     4.000 4168
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 2417
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 1378
     1.000     1.000     0.000     1.000     1.000     0.613     0.011     0.376     0.000     1.000 2063
     1.000     1.000     1.000     0.000     1.000     0.788     0.050     0.162     0.000     1.000 1033
     0.000     1.000     0.000     0.000     0.000     0.001     0.612     0.069     0.318     2.000 1794
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 2310
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 4615
     1.000     0.000     0.000     0.000     0.000     0.000     0.145     0.048     0.807     4.000 1614
     1.000     1.000     1.000     1.000     1.000     0.978     0.002     0.020     0.000     1.000 4853
     0.000     0.000     1.000     0.000     1.000     0.026     0.195     0.768     0.011     3.000 2834
     1.000     1.000     0.000     0.000     0.000     0.006     0.765     0.135     0.095     2.000 2132
     1.000     1.000     1.000     1.000     1.000     0.978     0.002     0.020     0.000     1.000 3882
     1.000     1.000     1.000     0.000     0.000     0.064     0.882     0.050     0.004     2.000 5031
     1.000     1.000     1.000     1.000     1.000     0.978     0.002     0.020     0.000     1.000 1697
     1.000     0.000     0.000     0.000     0.000     0.000     0.145     0.048     0.807     4.000 1397
     0.000     1.000     0.000     0.000     0.000     0.001     0.612     0.069     0.318     2.000 1762
     1.000     1.000     0.000     1.000     1.000     0.613     0.011     0.376     0.000     1.000 3630
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 3107
     1.000     1.000     1.000     1.000     1.000     0.978     0.002     0.020     0.000     1.000 5093
     1.000     1.000     1.000     1.000     1.000     0.978     0.002     0.020     0.000     1.000 6229
     1.000     1.000     1.000     1.000     0.000     0.678     0.269     0.053     0.000     1.000 4347
     1.000     0.000     0.000     0.000     0.000     0.000     0.145     0.048     0.807     4.000 2250
     0.000     1.000     0.000     1.000     1.000     0.273     0.031     0.696     0.000     3.000 5202
     1.000     1.000     1.000     1.000     0.000     0.678     0.269     0.053     0.000     1.000 5719
     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.009     0.951     4.000 2321
     1.000     1.000     0.000     0.000     1.000     0.130     0.078     0.791     0.001     3.000 1071
     1.000     1.000     0.000     1.000     1.000     0.613     0.011     0.376     0.000     1.000 1452
     1.000     0.000     1.000     0.000     0.000     0.003     0.775     0.083     0.139     2.000 1330
     1.000     1.000     1.000     1.000     1.000     0.978     0.002     0.020     0.000     1.000 3207
