     1.000     1.000     1.000     1.000     1.000     2.000    55.290     0.000     0.957     0.000     0.043     0.000     1.000 5881
     0.000     0.000     0.000     0.000     0.000     1.000    52.500     1.000     0.000     0.117     0.000     0.883     4.000 5278
     1.000     1.000     0.000     0.000     1.000     2.000    65.090     1.000     0.121     0.000     0.879     0.000     3.000 6693
     0.000     0.000     0.000     0.000     0.000     1.000    56.470     1.000     0.000     0.117     0.000     0.883     4.000 4294
     0.000     0.000     1.000     0.000     0.000     2.000    49.530     1.000     0.000     0.934     0.000     0.066     2.000 2630
     0.000     0.000     0.000     0.000     0.000     1.000    50.210     1.000     0.000     0.117     0.000     0.883     4.000 6080
     0.000     0.000     0.000     0.000     0.000     1.000    52.130     1.000     0.000     0.117     0.000     0.883     4.000 1730
     0.000     0.000     0.000     0.000     0.000     1.000    46.700     1.000     0.000     0.117     0.000     0.883     4.000 5280
     1.000     1.000     1.000     1.000     1.000     2.000    46.470     0.000     0.957     0.000     0.043     0.000     1.000 2041
     1.000     1.000     1.000     0.000     1.000     3.000    72.120     0.000     0.687     0.000     0.313     0.000     1.000 4888
     1.000     1.000     0.000     1.000     1.000     2.000    47.240     0.000     0.580     0.000     0.420     0.000     1.000 3329
     0.000     0.000     1.000     0.000     1.000     2.000    53.650     1.000     0.014     0.000     0.982     0.004     3.000 4768
     0.000     0.000     0.000     0.000     0.000     2.000    49.840     1.000     0.000     0.117     0.000     0.883     4.000 6800
     1.000     1.000     0.000     1.000     1.000     2.000    44.850     0.000     0.580     0.000     0.420     0.000     1.000 6469
     1.000     0.000     0.000     0.000     0.000     2.000    52.050     0.000     0.000     0.307     0.000     0.693     4.000 4168
     1.000     1.000     0.000     0.000     0.000     1.000    52.310     1.000     0.006     0.994     0.000     0.000     2.000 2417
     1.000     0.000     1.000     1.000     0.000     2.000    35.760     0.000     0.056     0.940     0.000     0.005     2.000 1378
     1.000     1.000     1.000     0.000     0.000     1.000    31.870     1.000     0.063     0.937     0.000     0.000     2.000 2063
     1.000     0.000     1.000     0.000     1.000     3.000    49.900     0.000     0.048     0.000     0.951     0.001     3.000 1033
     0.000     1.000     1.000     1.000     1.000     2.000    44.590     0.000     0.859     0.000     0.141     0.000     1.000 1794
     0.000     0.000     0.000     0.000     0.000     2.000    40.430     1.000     0.000     0.117     0.000     0.883     4.000 2310
     1.000     0.000     0.000     0.000     0.000     1.000    44.600     1.000     0.000     0.307     0.000     0.693     4.000 4615
     1.000     0.000     0.000     0.000     0.000     3.000    32.120     0.000     0.000     0.307     0.000     0.693     4.000 1614
     1.000     1.000     1.000     1.000     1.000         *    28.690     1.000     0.957     0.000     0.043     0.000     1.000 4853
     1.000     1.000     1.000     1.000     1.000     2.000    41.550     1.000     0.957     0.000     0.043     0.000     1.000 2834
     0.000     0.000     0.000     1.000     1.000     2.000    41.790     1.000     0.008     0.000     0.965     0.026     3.000 2132
     1.000     1.000     0.000     1.000     1.000     3.000    48.950     1.000     0.580     0.000     0.420     0.000     1.000 3882
     0.000     0.000     0.000     1.000     0.000     3.000    51.220     0.000     0.000     0.353     0.000     0.647     4.000 5031
     1.000     1.000     1.000     1.000     1.000     3.000    48.160     0.000     0.957     0.000     0.043     0.000     1.000 1697
     1.000     1.000     0.000     0.000     0.000     1.000    41.600     1.000     0.006     0.994     0.000     0.000     2.000 1397
     1.000     0.000     1.000     0.000     1.000     1.000    52.670     0.000     0.048     0.000     0.951     0.001     3.000 1762
     1.000     1.000     1.000     1.000     1.000     3.000    44.590     0.000     0.957     0.000     0.043     0.000     1.000 3630
     1.000     0.000     1.000     0.000     0.000     1.000    34.780     1.000     0.002     0.977     0.000     0.021     2.000 3107
     1.000     1.000     1.000     1.000     1.000     3.000    42.040     0.000     0.957     0.000     0.043     0.000     1.000 5093
     1.000     1.000     1.000     1.000     1.000     1.000    37.840     0.000     0.957     0.000     0.043     0.000     1.000 6229
     1.000     1.000     0.000     1.000     1.000     2.000    40.460     0.000     0.580     0.000     0.420     0.000     1.000 4347
     0.000     0.000     0.000     0.000     0.000     1.000    58.400     1.000     0.000     0.117     0.000     0.883     4.000 2250
     0.000     0.000     0.000     1.000     0.000     1.000    55.460     1.000     0.000     0.353     0.000     0.647     4.000 5202
     1.000     1.000     1.000     0.000     1.000     2.000    67.010     0.000     0.687     0.000     0.313     0.000     1.000 5719
     0.000     0.000     0.000     0.000     0.000     1.000    45.090     1.000     0.000     0.117     0.000     0.883     4.000 2321
     0.000     0.000     0.000     0.000     0.000     1.000    48.760     1.000     0.000     0.117     0.000     0.883     4.000 1071
     0.000     0.000     0.000     0.000     0.000     2.000    63.790     1.000     0.000     0.117     0.000     0.883     4.000 1452
     0.000     0.000     0.000     0.000     0.000     2.000    47.740     1.000     0.000     0.117     0.000     0.883     4.000 1330
     0.000     1.000     1.000     0.000     1.000     3.000    62.910     0.000     0.376     0.000     0.624     0.000     3.000 3207
     0.000     0.000     0.000     0.000     0.000     2.000    55.360     0.000     0.000     0.117     0.000     0.883     4.000 4124
     0.000     0.000     1.000     0.000     0.000     3.000    65.200     0.000     0.000     0.934     0.000     0.066     2.000 6798
     1.000     0.000     1.000     1.000     1.000     2.000    56.310     1.000     0.337     0.000     0.663     0.000     3.000 2338
     1.000     1.000     1.000     1.000     1.000     2.000    70.510     1.000     0.957     0.000     0.043     0.000     1.000 1944
     1.000     1.000     1.000     1.000     1.000     3.000    61.490     0.000     0.957     0.000     0.043     0.000     1.000 5890
     1.000     1.000     1.000     0.000     1.000     3.000    59.140     0.000     0.687     0.000     0.313     0.000     1.000 2598
     1.000     1.000     1.000     1.000     0.000     1.000    70.410     0.000     0.650     0.350     0.000     0.000     1.000 1431
     1.000     1.000     1.000     1.000     1.000     2.000    64.010     1.000     0.957     0.000     0.043     0.000     1.000 5448
     1.000     0.000     0.000     0.000     0.000     2.000    61.010     1.000     0.000     0.307     0.000     0.693     4.000 6360
     1.000     1.000     1.000     1.000     1.000     3.000    65.140     1.000     0.957     0.000     0.043     0.000     1.000 4163
     1.000     0.000     0.000     1.000     1.000     2.000    54.200     1.000     0.031     0.000     0.964     0.006     3.000 6660
     1.000     1.000     1.000     1.000     1.000     3.000    61.810     1.000     0.957     0.000     0.043     0.000     1.000 5538
     1.000     0.000     1.000     0.000     0.000     3.000    52.270     0.000     0.002     0.977     0.000     0.021     2.000 5263
     1.000     1.000     1.000     1.000     0.000     2.000    60.030     0.000     0.650     0.350     0.000     0.000     1.000 3470
     1.000     1.000     1.000     1.000     1.000     1.000    54.030     0.000     0.957     0.000     0.043     0.000     1.000 4824
     1.000     1.000     0.000     1.000     1.000     3.000    57.970     1.000     0.580     0.000     0.420     0.000     1.000 5888
     1.000     1.000     1.000     1.000     1.000     3.000    58.970     1.000     0.957     0.000     0.043     0.000     1.000 3250
     1.000     0.000     0.000     0.000     0.000     2.000    56.540     0.000     0.000     0.307     0.000     0.693     4.000 1820
     1.000     1.000     0.000     1.000     1.000     3.000    54.850     0.000     0.580     0.000     0.420     0.000     1.000 3730
     1.000     1.000     1.000     1.000     1.000     1.000    53.070     1.000     0.957     0.000     0.043     0.000     1.000 3044
     1.000     0.000     1.000     0.000     1.000     2.000    45.320     0.000     0.048     0.000     0.951     0.001     3.000 1526
     1.000     1.000     1.000     1.000     1.000     3.000    73.380     0.000     0.957     0.000     0.043     0.000     1.000 3018
     0.000     1.000     1.000     1.000     1.000     3.000    48.860     1.000     0.859     0.000     0.141     0.000     1.000 4431
     1.000     0.000     0.000     0.000     1.000     1.000    44.190     1.000     0.003     0.000     0.937     0.060     3.000 2911
     0.000     0.000     0.000     0.000     0.000     1.000    58.430     1.000     0.000     0.117     0.000     0.883     4.000 1386
     1.000     1.000     1.000     1.000     0.000     2.000    62.010     1.000     0.650     0.350     0.000     0.000     1.000 5397
     0.000     0.000     0.000     0.000     0.000     1.000    44.380     1.000     0.000     0.117     0.000     0.883     4.000 6902
     0.000     0.000     1.000     0.000     0.000     1.000    58.770     0.000     0.000     0.934     0.000     0.066     2.000 6862
     1.000     0.000     1.000     1.000     1.000     1.000    42.030     0.000     0.337     0.000     0.663     0.000     3.000 3768
     0.000     0.000     0.000     0.000     0.000     2.000    49.370     0.000     0.000     0.117     0.000     0.883     4.000 6873
     1.000     0.000     1.000     0.000     1.000     2.000    35.370     1.000     0.048     0.000     0.951     0.001     3.000 2793
     0.000     0.000     1.000     0.000     0.000     1.000    43.310     1.000     0.000     0.934     0.000     0.066     2.000 6531
     1.000     0.000     0.000     0.000     0.000     1.000    48.770     1.000     0.000     0.307     0.000     0.693     4.000 6545
     1.000     0.000     0.000     1.000     1.000     2.000    49.190     0.000     0.031     0.000     0.964     0.006     3.000 2388
     0.000     0.000     0.000     0.000     0.000     1.000    50.360     1.000     0.000     0.117     0.000     0.883     4.000 4439
     1.000     1.000     1.000     1.000     0.000     2.000    54.290     0.000     0.650     0.350     0.000     0.000     1.000 2763
     0.000     0.000     0.000     0.000     0.000     1.000    43.710     1.000     0.000     0.117     0.000     0.883     4.000 5542
     0.000     1.000     0.000     1.000     1.000     2.000    56.330     1.000     0.275     0.000     0.725     0.000     3.000 2023
     0.000     1.000     1.000     1.000     0.000     1.000    43.880     1.000     0.262     0.738     0.000     0.000     2.000 5828
     1.000     1.000     1.000     0.000     1.000     2.000    69.340     1.000     0.687     0.000     0.313     0.000     1.000 3412
     0.000     0.000     0.000     0.000     0.000     1.000    42.080     1.000     0.000     0.117     0.000     0.883     4.000 5173
     1.000     1.000     0.000     0.000     0.000     1.000    52.310     1.000     0.006     0.994     0.000     0.000     2.000 5399
     1.000     0.000     1.000     0.000     1.000     1.000    56.310     1.000     0.048     0.000     0.951     0.001     3.000 2825
     1.000     1.000     1.000     1.000     1.000     2.000    38.660     1.000     0.957     0.000     0.043     0.000     1.000 5225
     1.000     0.000     0.000     0.000     0.000     1.000    43.260     1.000     0.000     0.307     0.000     0.693     4.000 6361
     1.000     0.000     0.000     0.000     0.000     3.000    63.600     0.000     0.000     0.307     0.000     0.693     4.000 3161
     0.000     0.000     0.000     0.000     0.000     2.000    47.270     1.000     0.000     0.117     0.000     0.883     4.000 1632
     0.000     0.000     0.000     0.000     0.000     2.000    55.350     0.000     0.000     0.117     0.000     0.883     4.000 1898
     1.000     1.000     0.000     0.000     0.000     1.000    47.510     1.000     0.006     0.994     0.000     0.000     2.000 5379
     1.000     0.000     1.000     0.000     1.000     2.000    63.650     0.000     0.048     0.000     0.951     0.001     3.000 1844
     1.000     1.000     0.000     0.000     0.000     2.000    54.850     1.000     0.006     0.994     0.000     0.000     2.000 1191
     1.000     0.000     0.000     0.000     0.000     2.000    58.700     0.000     0.000     0.307     0.000     0.693     4.000 3706
     1.000     1.000     1.000     1.000     1.000     2.000    56.090     1.000     0.957     0.000     0.043     0.000     1.000 4932
     1.000     0.000     1.000     1.000     1.000     3.000    49.690     0.000     0.337     0.000     0.663     0.000     3.000 4122
     1.000     0.000     0.000     0.000     0.000     1.000    52.500     0.000     0.000     0.307     0.000     0.693     4.000 2617
     1.000     1.000     1.000     1.000     1.000     1.000    52.660     1.000     0.957     0.000     0.043     0.000     1.000 1821
     1.000     0.000     1.000     1.000     1.000     3.000    58.770     0.000     0.337     0.000     0.663     0.000     3.000 2563
     1.000     0.000     1.000     1.000     1.000     1.000    36.620     0.000     0.337     0.000     0.663     0.000     3.000 2466
     0.000     0.000     1.000     0.000     1.000     1.000    40.860     1.000     0.014     0.000     0.982     0.004     3.000 4763
     1.000     0.000     0.000     0.000     0.000     1.000    47.820     1.000     0.000     0.307     0.000     0.693     4.000 5653
     0.000     0.000     0.000     0.000     0.000     1.000    39.780     1.000     0.000     0.117     0.000     0.883     4.000 5681
     1.000     0.000     1.000     0.000     1.000     3.000    67.720     0.000     0.048     0.000     0.951     0.001     3.000 2123
     0.000     0.000     0.000     0.000     1.000     2.000    46.100     0.000     0.001     0.000     0.763     0.236     3.000 4650
     1.000     1.000     1.000     1.000     1.000     2.000    50.710     0.000     0.957     0.000     0.043     0.000     1.000 3785
     0.000     0.000     0.000     0.000     0.000     1.000    42.620     1.000     0.000     0.117     0.000     0.883     4.000 2345
     0.000     0.000     0.000     0.000     1.000     3.000    42.230     0.000     0.001     0.000     0.763     0.236     3.000 6407
     1.000     1.000     0.000     0.000     1.000     1.000    40.890     0.000     0.121     0.000     0.879     0.000     3.000 2740
     0.000     0.000     1.000     0.000     0.000     1.000    48.960     0.000     0.000     0.934     0.000     0.066     2.000 1778
     1.000     0.000     0.000     1.000     1.000     1.000    49.080     0.000     0.031     0.000     0.964     0.006     3.000 3954
     1.000     0.000     0.000     0.000     0.000     2.000    63.120     1.000     0.000     0.307     0.000     0.693     4.000 2620
     1.000     1.000     1.000     1.000     1.000     1.000    35.220     0.000     0.957     0.000     0.043     0.000     1.000 6122
     1.000     1.000     1.000     1.000     1.000     2.000    45.130     1.000     0.957     0.000     0.043     0.000     1.000 5084
     1.000     0.000     0.000     0.000     1.000     2.000    69.070     0.000     0.003     0.000     0.937     0.060     3.000 3513
     1.000     1.000     0.000     1.000     1.000     1.000    39.110     0.000     0.580     0.000     0.420     0.000     1.000 6779
     1.000     0.000     0.000     0.000     0.000     1.000    41.400     1.000     0.000     0.307     0.000     0.693     4.000 4859
