0	0	1	0	0	3	65.2	0	0	0.934	0	0.066	2	6798	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	1	1	1	2	56.31	1	0.337	0	0.663	0	3	2338	0	1	1	0	1	0.44	0.181	0.379	0	1
1	1	1	1	1	2	70.51	1	0.957	0	0.043	0	1	1944	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	3	61.49	0	0.957	0	0.043	0	1	5890	1	1	0	1	0	0.14	0.525	0.322	0.014	2
1	1	1	0	1	3	59.14	0	0.687	0	0.313	0	1	2598	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	0	1	70.41	0	0.65	0.35	0	0	1	1431	1	1	1	0	0	0.064	0.882	0.05	0.004	2
1	1	1	1	1	2	64.01	1	0.957	0	0.043	0	1	5448	1	0	0	1	0	0.004	0.299	0.346	0.351	4
1	0	0	0	0	2	61.01	1	0	0.307	0	0.693	4	6360	1	0	0	0	0	0	0.145	0.048	0.807	4
1	1	1	1	1	3	65.14	1	0.957	0	0.043	0	1	4163	1	1	1	0	0	0.064	0.882	0.05	0.004	2
1	0	0	1	1	2	54.2	1	0.031	0	0.964	0.006	3	6660	0	0	1	1	0	0.015	0.705	0.167	0.113	2
1	1	1	1	1	3	61.81	1	0.957	0	0.043	0	1	5538	0	1	1	0	0	0.011	0.94	0.034	0.016	2
1	0	1	0	0	3	52.27	0	0.002	0.977	0	0.021	2	5263	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	0	2	60.03	0	0.65	0.35	0	0	1	3470	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	1	54.03	0	0.957	0	0.043	0	1	4824	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	0	1	1	3	57.97	1	0.58	0	0.42	0	1	5888	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	3	58.97	1	0.957	0	0.043	0	1	3250	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	0	2	56.54	0	0	0.307	0	0.693	4	1820	1	0	0	0	0	0	0.145	0.048	0.807	4
1	1	0	1	1	3	54.85	0	0.58	0	0.42	0	1	3730	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	1	53.07	1	0.957	0	0.043	0	1	3044	1	0	0	0	0	0	0.145	0.048	0.807	4
1	0	1	0	1	2	45.32	0	0.048	0	0.951	0.001	3	1526	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	3	73.38	0	0.957	0	0.043	0	1	3018	1	1	0	1	1	0.613	0.011	0.376	0	1
0	1	1	1	1	3	48.86	1	0.859	0	0.141	0	1	4431	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	1	1	44.19	1	0.003	0	0.937	0.06	3	2911	1	0	1	0	1	0.108	0.124	0.766	0.002	3
0	0	0	0	0	1	58.43	1	0	0.117	0	0.883	4	1386	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	0	2	62.01	1	0.65	0.35	0	0	1	5397	1	0	1	1	0	0.09	0.646	0.24	0.025	2
0	0	0	0	0	1	44.38	1	0	0.117	0	0.883	4	6902	0	0	0	0	0	0	0.041	0.009	0.951	4
0	0	1	0	0	1	58.77	0	0	0.934	0	0.066	2	6862	0	0	0	1	0	0	0.15	0.111	0.739	4
1	0	1	1	1	1	42.03	0	0.337	0	0.663	0	3	3768	0	1	1	0	0	0.011	0.94	0.034	0.016	2
0	0	0	0	0	2	49.37	0	0	0.117	0	0.883	4	6873	1	0	0	1	1	0.045	0.014	0.94	0.001	3
1	0	1	0	1	2	35.37	1	0.048	0	0.951	0.001	3	2793	1	1	1	1	1	0.978	0.002	0.02	0	1
0	0	1	0	0	1	43.31	1	0	0.934	0	0.066	2	6531	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	0	1	48.77	1	0	0.307	0	0.693	4	6545	1	1	1	0	1	0.788	0.05	0.162	0	1
1	0	0	1	1	2	49.19	0	0.031	0	0.964	0.006	3	2388	0	0	1	0	1	0.026	0.195	0.768	0.011	3
0	0	0	0	0	1	50.36	1	0	0.117	0	0.883	4	4439	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	0	2	54.29	0	0.65	0.35	0	0	1	2763	1	1	1	1	1	0.978	0.002	0.02	0	1
0	0	0	0	0	1	43.71	1	0	0.117	0	0.883	4	5542	1	0	0	0	0	0	0.145	0.048	0.807	4
0	1	0	1	1	2	56.33	1	0.275	0	0.725	0	3	2023	1	1	0	1	1	0.613	0.011	0.376	0	1
0	1	1	1	0	1	43.88	1	0.262	0.738	0	0	2	5828	0	1	1	1	1	0.91	0.011	0.079	0	1
1	1	1	0	1	2	69.34	1	0.687	0	0.313	0	1	3412	1	1	1	1	1	0.978	0.002	0.02	0	1
0	0	0	0	0	1	42.08	1	0	0.117	0	0.883	4	5173	0	1	1	1	1	0.91	0.011	0.079	0	1
1	1	0	0	0	1	52.31	1	0.006	0.994	0	0	2	5399	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	1	0	1	1	56.31	1	0.048	0	0.951	0.001	3	2825	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	2	38.66	1	0.957	0	0.043	0	1	5225	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	0	1	43.26	1	0	0.307	0	0.693	4	6361	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	0	3	63.6	0	0	0.307	0	0.693	4	3161	1	0	0	1	0	0.004	0.299	0.346	0.351	4
0	0	0	0	0	2	47.27	1	0	0.117	0	0.883	4	1632	1	0	1	1	1	0.573	0.019	0.408	0	1
0	0	0	0	0	2	55.35	0	0	0.117	0	0.883	4	1898	1	1	1	0	1	0.788	0.05	0.162	0	1
1	1	0	0	0	1	47.51	1	0.006	0.994	0	0	2	5379	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	1	0	1	2	63.65	0	0.048	0	0.951	0.001	3	1844	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	0	0	0	2	54.85	1	0.006	0.994	0	0	2	1191	1	1	0	0	1	0.13	0.078	0.791	0.001	3
1	0	0	0	0	2	58.7	0	0	0.307	0	0.693	4	3706	1	0	1	1	1	0.573	0.019	0.408	0	1
1	1	1	1	1	2	56.09	1	0.957	0	0.043	0	1	4932	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	1	1	1	3	49.69	0	0.337	0	0.663	0	3	4122	1	1	1	1	0	0.678	0.269	0.053	0	1
1	0	0	0	0	1	52.5	0	0	0.307	0	0.693	4	2617	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	1	52.66	1	0.957	0	0.043	0	1	1821	1	0	0	0	0	0	0.145	0.048	0.807	4
1	0	1	1	1	3	58.77	0	0.337	0	0.663	0	3	2563	1	0	1	1	1	0.573	0.019	0.408	0	1
1	0	1	1	1	1	36.62	0	0.337	0	0.663	0	3	2466	1	1	1	1	1	0.978	0.002	0.02	0	1
0	0	1	0	1	1	40.86	1	0.014	0	0.982	0.004	3	4763	1	0	0	0	0	0	0.145	0.048	0.807	4
1	0	0	0	0	1	47.82	1	0	0.307	0	0.693	4	5653	1	0	0	0	0	0	0.145	0.048	0.807	4
0	0	0	0	0	1	39.78	1	0	0.117	0	0.883	4	5681	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	1	0	1	3	67.72	0	0.048	0	0.951	0.001	3	2123	0	1	1	0	0	0.011	0.94	0.034	0.016	2
0	0	0	0	1	2	46.1	0	0.001	0	0.763	0.236	3	4650	0	0	0	1	0	0	0.15	0.111	0.739	4
1	1	1	1	1	2	50.71	0	0.957	0	0.043	0	1	3785	1	0	0	0	0	0	0.145	0.048	0.807	4
0	0	0	0	0	1	42.62	1	0	0.117	0	0.883	4	2345	0	0	0	0	1	0.001	0.066	0.815	0.117	3
0	0	0	0	1	3	42.23	0	0.001	0	0.763	0.236	3	6407	1	0	1	0	1	0.108	0.124	0.766	0.002	3
1	1	0	0	1	1	40.89	0	0.121	0	0.879	0	3	2740	1	0	0	1	1	0.045	0.014	0.94	0.001	3
0	0	1	0	0	1	48.96	0	0	0.934	0	0.066	2	1778	0	0	1	0	0	0	0.548	0.037	0.415	2
1	0	0	1	1	1	49.08	0	0.031	0	0.964	0.006	3	3954	0	0	1	0	0	0	0.548	0.037	0.415	2
1	0	0	0	0	2	63.12	1	0	0.307	0	0.693	4	2620	1	0	1	1	0	0.09	0.646	0.24	0.025	2
1	1	1	1	1	1	35.22	0	0.957	0	0.043	0	1	6122	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	2	45.13	1	0.957	0	0.043	0	1	5084	1	0	0	1	1	0.045	0.014	0.94	0.001	3
1	0	0	0	1	2	69.07	0	0.003	0	0.937	0.06	3	3513	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	0	1	1	1	39.11	0	0.58	0	0.42	0	1	6779	1	0	0	1	1	0.045	0.014	0.94	0.001	3
1	0	0	0	0	1	41.4	1	0	0.307	0	0.693	4	4859	1	1	1	0	1	0.788	0.05	0.162	0	1
1	0	1	0	0	.	38.28	0	0.002	0.977	0	0.021	2	4690	1	0	0	1	0	0.004	0.299	0.346	0.351	4
1	1	0	1	1	3	52.7	0	0.58	0	0.42	0	1	6515	0	0	0	0	0	0	0.041	0.009	0.951	4
0	1	1	1	0	2	48.09	0	0.262	0.738	0	0	2	5476	1	1	1	0	1	0.788	0.05	0.162	0	1
0	1	1	0	1	1	35.71	1	0.376	0	0.624	0	3	1172	0	0	0	1	0	0	0.15	0.111	0.739	4
1	1	1	1	1	3	38.78	0	0.957	0	0.043	0	1	3548	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	3	74.55	1	0.957	0	0.043	0	1	4187	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	1	1	65.42	1	0.003	0	0.937	0.06	3	4135	1	0	0	0	0	0	0.145	0.048	0.807	4
0	0	0	0	0	3	60.69	1	0	0.117	0	0.883	4	3255	1	1	1	1	1	0.978	0.002	0.02	0	1
0	0	0	0	0	1	47.84	1	0	0.117	0	0.883	4	5362	0	0	0	0	0	0	0.041	0.009	0.951	4
0	0	0	0	0	2	49.1	0	0	0.117	0	0.883	4	6539	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	1	69.68	0	0.957	0	0.043	0	1	1072	1	0	0	0	0	0	0.145	0.048	0.807	4
1	1	1	1	0	1	40.37	1	0.65	0.35	0	0	1	4554	1	0	0	0	0	0	0.145	0.048	0.807	4
1	1	1	1	1	2	78.53	0	0.957	0	0.043	0	1	4188	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	1	2	62.51	1	0.003	0	0.937	0.06	3	6863	1	0	0	0	0	0	0.145	0.048	0.807	4
1	1	1	1	1	2	64.27	1	0.957	0	0.043	0	1	1132	1	1	1	1	1	0.978	0.002	0.02	0	1
0	0	0	1	1	1	42.77	0	0.008	0	0.965	0.026	3	5566	0	0	0	0	0	0	0.041	0.009	0.951	4
0	1	1	1	0	2	53.28	1	0.262	0.738	0	0	2	2719	0	0	1	0	0	0	0.548	0.037	0.415	2
0	0	0	0	0	1	49.23	1	0	0.117	0	0.883	4	3770	0	0	0	0	0	0	0.041	0.009	0.951	4
0	0	0	0	0	3	58.02	1	0	0.117	0	0.883	4	5576	1	1	0	0	0	0.006	0.765	0.135	0.095	2
0	0	0	0	0	2	47.96	1	0	0.117	0	0.883	4	3549	1	1	1	0	0	0.064	0.882	0.05	0.004	2
0	0	0	0	0	1	58.06	1	0	0.117	0	0.883	4	3601	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	3	65.32	1	0.957	0	0.043	0	1	5879	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	1	64.75	0	0.957	0	0.043	0	1	3610	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	0	1	44.39	1	0	0.307	0	0.693	4	2903	0	0	0	0	0	0	0.041	0.009	0.951	4
0	1	0	0	0	2	41.09	1	0.001	0.999	0	0	2	1222	0	0	0	0	0	0	0.041	0.009	0.951	4
0	1	0	0	0	1	57.01	1	0.001	0.999	0	0	2	4363	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	0	1	2	72.49	0	0.687	0	0.313	0	1	5836	0	0	0	0	0	0	0.041	0.009	0.951	4
0	0	0	0	0	1	58.98	1	0	0.117	0	0.883	4	5842	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	2	58.41	0	0.957	0	0.043	0	1	6463	0	1	1	0	1	0.44	0.181	0.379	0	1
1	0	0	1	0	3	57.02	0	0.004	0.643	0	0.353	2	4589	1	0	0	0	0	0	0.145	0.048	0.807	4
1	0	1	0	1	.	65.83	0	0.048	0	0.951	0.001	3	3389	1	0	0	0	1	0.004	0.048	0.927	0.02	3
1	1	1	1	1	1	41.76	0	0.957	0	0.043	0	1	6458	1	0	0	1	1	0.045	0.014	0.94	0.001	3
0	0	0	0	0	2	42.26	1	0	0.117	0	0.883	4	2991	1	0	1	0	0	0.003	0.775	0.083	0.139	2
1	1	1	1	1	2	82.63	0	0.957	0	0.043	0	1	2235	0	0	0	0	0	0	0.041	0.009	0.951	4
0	0	0	0	0	1	58.38	1	0	0.117	0	0.883	4	5894	0	0	0	0	1	0.001	0.066	0.815	0.117	3
1	1	1	0	1	2	67.38	0	0.687	0	0.313	0	1	2099	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	0	1	1	41.4	0	0.003	0	0.937	0.06	3	6796	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	0	2	66.07	1	0	0.307	0	0.693	4	2076	1	1	0	1	1	0.613	0.011	0.376	0	1
0	0	0	0	0	2	42.96	1	0	0.117	0	0.883	4	2637	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	0	2	65.31	0	0.65	0.35	0	0	1	4355	1	0	0	0	1	0.004	0.048	0.927	0.02	3
0	0	0	0	1	2	61.29	0	0.001	0	0.763	0.236	3	1701	1	0	1	1	0	0.09	0.646	0.24	0.025	2
1	0	0	0	0	2	.	1	0	0.307	0	0.693	4	2087	0	0	1	0	0	0	0.548	0.037	0.415	2
1	1	1	1	1	2	62.95	1	0.957	0	0.043	0	1	3007	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	0	3	62.88	0	0.65	0.35	0	0	1	4796	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	0	1	55.08	0	0	0.307	0	0.693	4	2326	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	1	1	1	2	46.84	0	0.337	0	0.663	0	3	1405	1	1	1	1	0	0.678	0.269	0.053	0	1
0	0	0	0	1	1	51.53	1	0.001	0	0.763	0.236	3	5139	0	1	0	1	1	0.273	0.031	0.696	0	3
1	0	0	0	0	1	53.74	1	0	0.307	0	0.693	4	6253	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	3	73	0	0.957	0	0.043	0	1	6032	1	0	1	1	1	0.573	0.019	0.408	0	1
0	1	1	0	0	1	44.28	1	0.013	0.987	0	0	2	3102	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	1	1	52.31	1	0.003	0	0.937	0.06	3	5739	1	0	0	0	0	0	0.145	0.048	0.807	4
1	1	1	0	1	3	56.68	1	0.687	0	0.313	0	1	2635	1	1	0	1	1	0.613	0.011	0.376	0	1
1	0	0	0	1	2	48.62	0	0.003	0	0.937	0.06	3	6378	0	0	1	0	0	0	0.548	0.037	0.415	2
0	0	0	0	0	1	51.92	1	0	0.117	0	0.883	4	5197	0	0	0	0	0	0	0.041	0.009	0.951	4
1	1	1	1	1	3	67.4	0	0.957	0	0.043	0	1	4653	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	1	1	1	2	50.56	0	0.957	0	0.043	0	1	4617	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	0	1	1	2	57.76	0	0.031	0	0.964	0.006	3	3030	1	1	1	1	1	0.978	0.002	0.02	0	1
1	0	1	1	1	3	50.75	0	0.337	0	0.663	0	3	3965	0	0	0	0	0	0	0.041	0.009	0.951	4
1	0	0	0	0	1	47.86	1	0	0.307	0	0.693	4	2400	0	0	0	0	0	0	0.041	0.009	0.951	4
0	0	0	0	1	2	74.59	0	0.001	0	0.763	0.236	3	1045	0	1	1	1	1	0.91	0.011	0.079	0	1
0	0	0	0	0	1	69.44	1	0	0.117	0	0.883	4	2886	0	0	1	0	0	0	0.548	0.037	0.415	2
1	1	0	0	1	3	56.34	1	0.121	0	0.879	0	3	2384	1	1	1	1	1	0.978	0.002	0.02	0	1
1	1	0	0	1	2	57.01	1	0.121	0	0.879	0	3	1065	1	1	1	1	1	0.978	0.002	0.02	0	1
0	1	1	1	1	2	40.2	1	0.859	0	0.141	0	1	6728	1	0	0	0	0	0	0.145	0.048	0.807	4
