     1.000     1.000     1.000     0.000     1.000     0.827     0.047     0.126     0.000     1.000 1534
     1.000     1.000     1.000     1.000     1.000     0.965     0.003     0.032     0.000     1.000 1535
     1.000     0.000     0.000     0.000     0.000     0.000     0.146     0.064     0.790     4.000 1537
     1.000     1.000     1.000     1.000     1.000     0.965     0.003     0.032     0.000     1.000 1539
     1.000     1.000     1.000     1.000     0.000     0.478     0.409     0.113     0.000     1.000 1540
     0.000     0.000     0.000     0.000     0.000     0.000     0.045     0.015     0.940     4.000 1541
     1.000     0.000     1.000     1.000     1.000     0.535     0.060     0.405     0.000     1.000 1543
     1.000     1.000     1.000     1.000     1.000     0.965     0.003     0.032     0.000     1.000 1544
     0.000         *         *         *         *     0.234     0.232     0.224     0.311     4.000 1549
     0.000     1.000     1.000     1.000     0.000     0.168     0.685     0.147     0.000     2.000 1550
     0.000     1.000     1.000     1.000     1.000     0.879     0.015     0.106     0.000     1.000 1554
     1.000     1.000     1.000     0.000     1.000     0.827     0.047     0.126     0.000     1.000 1556
     1.000     1.000     1.000     1.000     0.000     0.478     0.409     0.113     0.000     1.000 1559
     1.000     1.000     1.000     1.000     1.000     0.965     0.003     0.032     0.000     1.000 1560
     0.000     0.000     1.000     0.000     0.000     0.000     0.920     0.040     0.040     2.000 1561
     1.000     1.000     0.000     0.000     1.000     0.072     0.042     0.886     0.000     3.000 1562
     0.000     0.000     1.000     0.000     0.000     0.000     0.920     0.040     0.040     2.000 1563
     0.000     0.000     0.000     0.000     0.000     0.000     0.045     0.015     0.940     4.000 1567
     1.000     1.000     1.000     1.000     1.000     0.965     0.003     0.032     0.000     1.000 1568
     1.000     1.000     0.000     1.000     1.000     0.270     0.010     0.720     0.000     3.000 1572
     1.000     1.000     1.000     0.000     1.000     0.827     0.047     0.126     0.000     1.000 1574
     0.000     0.000     0.000     0.000     0.000     0.000     0.045     0.015     0.940     4.000 1576
     1.000     1.000     1.000     1.000     1.000     0.965     0.003     0.032     0.000     1.000 1578
     0.000     0.000     0.000     1.000     1.000     0.004     0.024     0.972     0.000     3.000 1579
