     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1007
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1008
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1009
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1010
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1011
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1012
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1013
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1014
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1016
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1018
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1019
     1.000     1.000     1.000     0.000     1.000     0.801     0.157     0.042     0.000     1.000 1020
     0.000     0.000     0.000     0.000     1.000     0.001     0.192     0.808     0.000     3.000 1021
     1.000     1.000     1.000     0.000     0.000     0.037     0.961     0.000     0.002     2.000 1025
     1.000     1.000     1.000     0.000     1.000     0.801     0.157     0.042     0.000     1.000 1026
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1027
     1.000     0.000     1.000     0.000     0.000     0.002     0.880     0.000     0.117     2.000 1028
     1.000     0.000     0.000     0.000     0.000     0.000     0.173     0.000     0.827     4.000 1029
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1033
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1036
     1.000     0.000     1.000     1.000     1.000     0.670     0.074     0.256     0.000     1.000 1037
     1.000     0.000     1.000     1.000     1.000     0.670     0.074     0.256     0.000     1.000 1038
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1040
     1.000     0.000     1.000     0.000     1.000     0.178     0.476     0.347     0.000     2.000 1042
     0.000     0.000     0.000     1.000     0.000     0.000     0.175     0.000     0.825     4.000 1043
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1045
     1.000     1.000     1.000     0.000     1.000     0.801     0.157     0.042     0.000     1.000 1048
     0.000     0.000     1.000     0.000     1.000     0.040     0.647     0.313     0.000     2.000 1049
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1052
     1.000     0.000     1.000     0.000     0.000     0.002     0.880     0.000     0.117     2.000 1054
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1055
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1056
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1058
     0.000     0.000     1.000     0.000     0.000     0.000     0.534     0.000     0.466     2.000 1059
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1062
     1.000     1.000     0.000     0.000     0.000     0.002     0.920     0.000     0.078     2.000 1064
     1.000     0.000     1.000     1.000     1.000     0.670     0.074     0.256     0.000     1.000 1065
     0.000     0.000     0.000     1.000     1.000     0.004     0.048     0.949     0.000     3.000 1066
     0.000     0.000     1.000     0.000     0.000     0.000     0.534     0.000     0.466     2.000 1067
     1.000     0.000     0.000     0.000     0.000     0.000     0.173     0.000     0.827     4.000 1069
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1070
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1071
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1072
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1073
     1.000     0.000     0.000     1.000     1.000     0.015     0.032     0.953     0.000     3.000 1074
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1075
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1078
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1080
     1.000     0.000     1.000     0.000     0.000     0.002     0.880     0.000     0.117     2.000 1081
     1.000     0.000     0.000     0.000     0.000     0.000     0.173     0.000     0.827     4.000 1085
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1087
     1.000     0.000     0.000     0.000     0.000     0.000     0.173     0.000     0.827     4.000 1088
     0.000     0.000     1.000     0.000     0.000     0.000     0.534     0.000     0.466     2.000 1089
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1090
     1.000     0.000     0.000     0.000     0.000     0.000     0.173     0.000     0.827     4.000 1098
     1.000     1.000     1.000     0.000     0.000     0.037     0.961     0.000     0.002     2.000 1099
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1100
     0.000     1.000     1.000     1.000     1.000     0.918     0.045     0.037     0.000     1.000 1101
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1102
     0.000     1.000     1.000     0.000     0.000     0.006     0.979     0.000     0.015     2.000 1104
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1106
     1.000     1.000     1.000     0.000     0.000     0.037     0.961     0.000     0.002     2.000 1109
     0.000     0.000     0.000     1.000     0.000     0.000     0.175     0.000     0.825     4.000 1111
     1.000     0.000     1.000     0.000     0.000     0.002     0.880     0.000     0.117     2.000 1112
     0.000     1.000     1.000     0.000     1.000     0.419     0.494     0.087     0.000     2.000 1113
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1114
     0.000     0.000     1.000     0.000     0.000     0.000     0.534     0.000     0.466     2.000 1115
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1118
     0.000     1.000     1.000     0.000     1.000     0.419     0.494     0.087     0.000     2.000 1121
     1.000     0.000     1.000     0.000     0.000     0.002     0.880     0.000     0.117     2.000 1123
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1125
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1128
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1132
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1133
     1.000     0.000     1.000     1.000     1.000     0.670     0.074     0.256     0.000     1.000 1135
     1.000     1.000     1.000     0.000     0.000     0.037     0.961     0.000     0.002     2.000 1139
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1140
     1.000     1.000     1.000     1.000     0.000     0.478     0.522     0.000     0.000     2.000 1141
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1142
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1143
     1.000     0.000     0.000     0.000     0.000     0.000     0.173     0.000     0.827     4.000 1146
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1147
     0.000     1.000     0.000     0.000     1.000     0.017     0.389     0.594     0.000     3.000 1148
     1.000     0.000     1.000     0.000     0.000     0.002     0.880     0.000     0.117     2.000 1149
     1.000     0.000     1.000     0.000     1.000     0.178     0.476     0.347     0.000     2.000 1154
     1.000     0.000     0.000     1.000     0.000     0.002     0.580     0.000     0.418     2.000 1155
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1156
     1.000     1.000     1.000     0.000     0.000     0.037     0.961     0.000     0.002     2.000 1157
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1158
     1.000     0.000     0.000     1.000     1.000     0.015     0.032     0.953     0.000     3.000 1161
     1.000     0.000     0.000     0.000     0.000     0.000     0.173     0.000     0.827     4.000 1164
     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.969     4.000 1166
     1.000     1.000     1.000     0.000     1.000     0.801     0.157     0.042     0.000     1.000 1167
     1.000     0.000     1.000     0.000     1.000     0.178     0.476     0.347     0.000     2.000 1168
     1.000     1.000     1.000     0.000     0.000     0.037     0.961     0.000     0.002     2.000 1171
     1.000     0.000     0.000     0.000     0.000     0.000     0.173     0.000     0.827     4.000 1172
     1.000     1.000     1.000     1.000     1.000     0.982     0.008     0.010     0.000     1.000 1173
