     0.000     0.000     0.000     1.000     1.000     1.000     1.000    45.000     0.294     0.001     0.000     0.704     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000         *     0.000     0.981     0.003     0.016     2.000
     0.000     0.000     0.000     1.000     1.000         *     1.000         *     0.242     0.002     0.000     0.755     4.000
     1.000     1.000     1.000     0.000     1.000         *     1.000         *     0.002     0.869     0.047     0.082     2.000
     0.000     0.000     0.000     1.000     0.000         *     0.000         *     0.992     0.000     0.007     0.000     1.000
     0.000     1.000     1.000     1.000     1.000         *     0.000         *     0.004     0.748     0.003     0.245     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     0.000         *     0.003     0.056     0.941     0.000     3.000
     1.000     1.000     0.000     0.000     0.000     0.000     1.000    40.790     0.112     0.003     0.885     0.000     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000         *     0.000     0.973     0.002     0.025     2.000
     1.000     1.000     1.000     0.000     1.000         *     0.000         *     0.002     0.869     0.078     0.051     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    42.260     0.006     0.027     0.968     0.000     3.000
     1.000     0.000     0.000         *     0.000         *     0.000         *     0.696     0.002     0.302     0.000     1.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    50.520     0.006     0.051     0.943     0.000     3.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    51.660     0.006     0.056     0.939     0.000     3.000
     1.000     1.000     1.000     1.000     1.000         *     1.000         *     0.000     0.962     0.002     0.035     2.000
     1.000     1.000     1.000     0.000     1.000         *     1.000         *     0.002     0.869     0.047     0.082     2.000
     0.000     0.000     0.000     1.000     0.000         *     0.000         *     0.992     0.000     0.007     0.000     1.000
     1.000     1.000     0.000     0.000     0.000         *     1.000         *     0.099     0.019     0.882     0.000     3.000
         *         *         *         *         *         *     0.000         *     0.177     0.501     0.195     0.127     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    41.340     0.006     0.025     0.970     0.000     3.000
     1.000     1.000     1.000     0.000     0.000         *     1.000         *     0.006     0.074     0.920     0.000     3.000
     1.000     1.000     1.000     0.000     1.000         *     1.000         *     0.002     0.869     0.047     0.082     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000    38.890     0.993     0.000     0.007     0.000     1.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000    51.540     0.000     0.922     0.010     0.068     2.000
     1.000     1.000     1.000     0.000     1.000     0.000     1.000         *     0.003     0.774     0.071     0.151     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    30.370     0.005     0.010     0.984     0.000     3.000
     1.000     1.000     0.000     0.000     0.000     1.000     1.000    37.320     0.087     0.004     0.909     0.000     3.000
         *         *         *         *         *         *     0.000         *     0.177     0.501     0.195     0.127     2.000
     1.000     1.000     0.000     0.000     1.000         *     1.000         *     0.067     0.484     0.100     0.349     2.000
     0.000     0.000         *     0.000     1.000         *     0.000         *     0.621     0.004     0.004     0.371     1.000
     0.000     0.000     1.000     0.000     0.000         *     1.000         *     0.930     0.001     0.069     0.000     1.000
     1.000     1.000     1.000     0.000     1.000         *     0.000         *     0.002     0.869     0.078     0.051     2.000
     1.000     1.000     0.000     0.000     1.000         *     0.000         *     0.069     0.520     0.178     0.234     2.000
         *         *         *         *         *         *     0.000         *     0.177     0.501     0.195     0.127     2.000
     1.000     1.000     1.000     0.000     1.000         *     1.000    54.820     0.002     0.836     0.058     0.103     2.000
     1.000     1.000     0.000     0.000     0.000         *     0.000         *     0.060     0.012     0.928     0.000     3.000
         *         *         *         *         *     1.000     0.000    54.320     0.173     0.497     0.210     0.120     2.000
     0.000     1.000     0.000     1.000     1.000         *     0.000         *     0.088     0.258     0.004     0.649     4.000
         *         *         *         *         *         *     0.000         *     0.177     0.501     0.195     0.127     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    46.410     0.006     0.037     0.957     0.000     3.000
     1.000     1.000     1.000     0.000     0.000         *     0.000         *     0.004     0.046     0.950     0.000     3.000
     1.000     1.000     0.000     0.000     0.000     0.000     0.000    45.360     0.068     0.002     0.929     0.000     3.000
     1.000     0.000     1.000     0.000     0.000         *     0.000         *     0.118     0.005     0.877     0.000     3.000
     0.000     0.000     1.000     1.000     1.000         *     0.000         *     0.053     0.031     0.001     0.915     4.000
         *         *         *         *         *         *     1.000         *     0.184     0.496     0.117     0.203     2.000
     1.000     1.000     0.000     0.000     0.000         *     1.000         *     0.099     0.019     0.882     0.000     3.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.000    47.590     0.006     0.684     0.005     0.305     2.000
     1.000     1.000     1.000     1.000     1.000         *     0.000         *     0.000     0.974     0.004     0.022     2.000
         *         *         *         *         *         *     1.000         *     0.184     0.496     0.117     0.203     2.000
     0.000     1.000     0.000     1.000     0.000     1.000     1.000    46.180     0.826     0.032     0.141     0.001     1.000
     1.000     1.000     1.000     1.000     0.000         *     1.000         *     0.002     0.664     0.334     0.000     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000    42.180     0.993     0.000     0.007     0.000     1.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    43.810     0.000     0.937     0.005     0.057     2.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.000    33.460     0.085     0.004     0.002     0.910     4.000
     1.000     1.000     1.000     0.000     1.000     1.000     0.000    44.620     0.003     0.762     0.163     0.071     2.000
     0.000     0.000     1.000     1.000     1.000         *     1.000         *     0.036     0.020     0.000     0.944     4.000
     1.000     1.000     1.000     1.000     0.000         *     1.000         *     0.002     0.664     0.334     0.000     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000    44.360     0.000     0.844     0.009     0.146     2.000
     1.000     1.000     1.000     0.000     0.000         *     0.000         *     0.004     0.046     0.950     0.000     3.000
         *         *         *         *         *         *     0.000    61.230     0.154     0.551     0.164     0.130     2.000
     1.000     1.000     1.000     1.000     1.000         *     0.000         *     0.000     0.974     0.004     0.022     2.000
     1.000     1.000     1.000     0.000     0.000         *     1.000         *     0.006     0.074     0.920     0.000     3.000
     0.000     0.000     0.000     0.000     0.000         *     0.000         *     0.992     0.000     0.008     0.000     1.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    84.000     0.000     0.993     0.000     0.007     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000    70.440     0.001     0.948     0.015     0.036     2.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000    68.480     0.995     0.000     0.005     0.000     1.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000    72.010     0.000     0.974     0.002     0.024     2.000
     1.000     0.000     1.000     0.000     0.000     0.000     0.000    49.190     0.135     0.001     0.864     0.000     3.000
     0.000     0.000     0.000         *     0.000     0.000     1.000    69.900     0.996     0.000     0.003     0.000     1.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    69.000     0.000     0.983     0.001     0.016     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    66.370     0.000     0.987     0.001     0.011     2.000
         *         *         *         *         *     1.000     0.000    62.840     0.116     0.647     0.137     0.100     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     0.000    77.390     0.000     0.969     0.015     0.016     2.000
         *         *         *         *         *     1.000     0.000    36.830     0.286     0.213     0.372     0.130     3.000
     0.000     1.000     0.000     1.000     1.000     1.000     0.000    59.180     0.075     0.324     0.004     0.598     4.000
         *         *         *         *         *     1.000     0.000    48.460     0.214     0.391     0.266     0.129     2.000
     0.000     1.000     1.000     1.000     1.000     1.000     1.000    63.820     0.002     0.765     0.001     0.232     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    75.300     0.000     0.992     0.001     0.007     2.000
     0.000     1.000     1.000     0.000     0.000     1.000     0.000    65.420     0.156     0.078     0.766     0.000     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    58.060     0.000     0.970     0.002     0.028     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000    69.190     0.000     0.954     0.001     0.044     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    84.550     0.000     0.995     0.000     0.004     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    92.010     0.000     0.997     0.000     0.003     2.000
     0.000     0.000     0.000     0.000     0.000         *     0.000         *     0.992     0.000     0.008     0.000     1.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.000    75.810     0.001     0.908     0.001     0.091     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    64.270     0.000     0.979     0.001     0.020     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     0.000    51.780     0.002     0.843     0.101     0.054     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    66.370     0.005     0.163     0.832     0.000     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    66.650     0.000     0.987     0.001     0.011     2.000
     1.000     0.000     0.000     0.000     1.000     1.000     1.000    53.110     0.412     0.009     0.019     0.560     4.000
     1.000     1.000     0.000     1.000     1.000     0.000     1.000    49.230     0.011     0.482     0.014     0.493     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    72.080     0.000     0.986     0.001     0.013     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    61.400     0.000     0.975     0.001     0.023     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000    64.600     0.000     0.942     0.002     0.056     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000    76.460     0.000     0.963     0.009     0.027     2.000
     0.000     0.000     1.000     1.000     1.000     0.000     1.000    50.050     0.039     0.006     0.000     0.955     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    62.780     0.000     0.977     0.001     0.022     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     0.000    56.720     0.003     0.051     0.946     0.000     3.000
         *         *         *         *         *         *     0.000         *     0.177     0.501     0.195     0.127     2.000
     0.000     0.000     1.000     0.000     0.000     0.000     1.000         *     0.940     0.000     0.060     0.000     1.000
     1.000     1.000     1.000     1.000     1.000         *     0.000         *     0.000     0.974     0.004     0.022     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    73.480     0.000     0.991     0.001     0.008     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    76.080     0.000     0.992     0.001     0.007     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000    32.740     0.993     0.000     0.007     0.000     1.000
     1.000     1.000     1.000     0.000     1.000     1.000     0.000    61.890     0.001     0.916     0.048     0.034     2.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000    52.550     0.992     0.000     0.008     0.000     1.000
     1.000     0.000     1.000     0.000     0.000     0.000     1.000    61.530     0.221     0.005     0.773     0.000     3.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000    37.160     0.001     0.839     0.028     0.132     2.000
     0.000     1.000     1.000     1.000     1.000     1.000     1.000    72.480     0.001     0.838     0.000     0.160     2.000
     1.000     1.000     1.000     1.000     0.000         *     1.000         *     0.002     0.664     0.334     0.000     2.000
     1.000     1.000     1.000     0.000     1.000         *     1.000    62.650     0.001     0.893     0.033     0.073     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    74.770     0.000     0.992     0.001     0.007     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    78.460     0.000     0.993     0.001     0.006     2.000
     0.000     1.000     0.000     0.000     0.000     1.000     0.000    79.910     0.771     0.018     0.210     0.000     1.000
     1.000     0.000     1.000     1.000     1.000     1.000     1.000    42.840     0.010     0.147     0.008     0.835     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    58.610     0.000     0.971     0.002     0.027     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    57.960     0.000     0.970     0.002     0.028     2.000
     0.000     0.000     0.000     1.000     1.000     1.000     1.000    55.420     0.244     0.002     0.000     0.754     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    68.070     0.000     0.983     0.001     0.017     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000    68.420     0.000     0.952     0.002     0.046     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    77.800     0.004     0.330     0.666     0.000     3.000
     0.000     0.000     1.000     1.000     0.000     1.000     1.000         *     0.907     0.018     0.072     0.003     1.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000         *     0.004     0.028     0.968     0.000     3.000
     1.000     1.000     1.000     0.000     1.000         *     0.000    75.570     0.001     0.955     0.021     0.024     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000    57.080     0.002     0.888     0.042     0.069     2.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000    65.760     0.028     0.038     0.000     0.934     4.000
     1.000     1.000     1.000     0.000     1.000         *     1.000         *     0.002     0.869     0.047     0.082     2.000
     1.000     0.000     1.000     1.000     1.000     1.000     1.000    74.180     0.003     0.477     0.002     0.518     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    62.500     0.000     0.977     0.001     0.022     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    90.110     0.000     0.997     0.000     0.003     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    71.300     0.000     0.985     0.001     0.014     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    71.770     0.000     0.990     0.001     0.009     2.000
         *     1.000     1.000     1.000     1.000         *     1.000         *     0.001     0.917     0.002     0.081     2.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    54.720     0.002     0.652     0.346     0.000     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    80.160     0.000     0.991     0.000     0.009     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    71.220     0.000     0.990     0.001     0.009     2.000
     0.000     1.000     1.000     0.000     1.000     0.000     1.000    61.090     0.054     0.255     0.020     0.671     4.000
     1.000     0.000     1.000     1.000     1.000     0.000     0.000    62.320     0.008     0.209     0.008     0.774     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    79.210     0.000     0.994     0.001     0.006     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000    83.060     0.000     0.995     0.000     0.005     2.000
     1.000     0.000     1.000     1.000     1.000     0.000     0.000    83.800     0.003     0.454     0.003     0.539     4.000
     0.000     1.000     1.000     0.000     1.000     0.000     0.000    80.210     0.027     0.600     0.016     0.357     2.000
     1.000     1.000     1.000     1.000     1.000         *     1.000         *     0.000     0.962     0.002     0.035     2.000
     1.000     1.000     1.000     1.000     1.000         *     1.000         *     0.000     0.962     0.002     0.035     2.000
     1.000     1.000     1.000     1.000     1.000         *     1.000         *     0.000     0.962     0.002     0.035     2.000
     1.000     0.000     1.000     1.000     1.000     0.000     1.000    73.430     0.004     0.231     0.002     0.763     4.000
     1.000     1.000     1.000     1.000     1.000         *     1.000         *     0.000     0.962     0.002     0.035     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    80.400     0.000     0.991     0.000     0.009     2.000
     1.000     0.000     0.000     0.000     1.000     0.000     1.000    74.480     0.285     0.011     0.009     0.695     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    70.430     0.000     0.985     0.001     0.015     2.000
     1.000     1.000     0.000         *     1.000         *     0.000         *     0.020     0.763     0.051     0.167     2.000
     1.000     0.000     1.000     1.000     1.000     1.000     1.000    71.360     0.003     0.440     0.002     0.554     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    69.050     0.000     0.984     0.001     0.016     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000    69.060     0.000     0.954     0.001     0.045     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000    70.390     0.000     0.971     0.002     0.026     2.000
