0	0	1	1	1	0	71.05	0
0	1	1	1	1	1	68.89	0
1	0	1	1	1	.	.	1
0	0	1	.	1	0	71	1
1	1	1	1	1	.	.	1
1	0	1	1	1	1	59.3	1
1	1	1	1	1	.	.	1
1	1	1	0	1	1	66.62	1
1	1	1	1	0	.	.	0
.	.	.	.	.	1	80.2	0
1	1	0	1	1	0	60.2	1
1	1	1	1	1	1	63.59	1
0	0	0	0	0	1	63.82	1
1	1	1	1	1	1	56.01	1
0	0	0	0	0	.	.	1
0	0	0	0	1	1	64.2	1
0	0	0	1	0	.	.	1
1	1	1	1	1	.	.	0
1	1	1	1	1	1	59.84	0
1	1	1	1	0	1	79.18	0
1	1	1	1	1	1	55.87	0
1	1	1	1	1	1	66.97	1
1	1	1	0	1	0	47.17	1
0	0	1	1	1	1	56.88	1
1	1	0	1	1	0	46.53	1
1	1	1	1	1	1	54.62	0
1	1	1	1	1	1	57.14	0
.	.	.	.	.	1	59.09	1
1	0	1	0	0	1	42.69	1
1	1	1	1	1	0	64.58	1
0	0	1	1	1	1	41.55	0
1	1	1	1	1	.	.	0
1	1	1	1	0	.	.	0
0	1	0	1	0	.	53.38	1
.	.	.	.	.	.	.	1
0	0	1	1	1	0	54.76	0
.	.	.	.	.	1	57.39	0
.	.	.	.	.	1	47.33	0
1	1	1	1	1	.	55.78	1
1	1	1	1	1	1	.	1
.	.	.	.	.	.	.	0
1	1	1	1	1	1	44.57	0
1	1	1	1	1	1	36.1	0
1	1	1	0	0	1	49.24	1
.	.	.	.	.	1	57.7	0
1	1	1	1	1	.	.	0
1	1	1	1	1	.	46.37	0
1	1	1	1	1	1	49.26	1
.	.	.	.	.	.	.	0
1	1	1	1	1	0	.	0
0	1	0	1	1	0	43.03	0
.	.	.	.	.	.	.	1
.	.	.	.	.	.	.	0
.	.	.	.	.	.	.	0
1	1	0	1	1	1	.	0
1	0	1	1	1	0	71.11	1
0	0	0	0	0	1	52.19	0
.	.	.	.	.	0	43.03	0
.	.	.	.	.	.	.	1
.	.	.	.	.	1	54.13	0
.	.	.	.	.	.	.	0
1	1	1	0	0	.	.	0
0	0	0	0	0	.	.	0
.	.	.	.	.	.	51.18	1
0	1	1	1	1	1	48	1
0	0	0	0	0	.	40.28	0
0	0	1	1	1	.	.	0
0	0	1	1	1	1	51.63	1
0	1	0	0	1	1	36.56	0
0	0	0	0	1	1	44.12	1
1	1	1	1	1	1	.	1
1	1	0	1	0	1	34.69	0
0	1	1	1	1	1	56.13	1
1	1	1	1	1	0	.	1
1	1	1	0	0	1	71.46	0
0	0	0	0	1	1	42.4	0
0	0	1	0	1	.	.	0
.	.	.	.	.	1	49.11	1
1	1	1	0	0	1	.	1
1	0	0	.	1	0	36.61	1
1	0	1	0	1	.	.	0
1	1	1	0	1	1	42.74	0
1	1	1	1	1	.	39.46	0
1	1	1	1	1	.	.	1
0	0	1	0	1	.	.	0
.	1	1	0	0	1	32.93	1
1	1	1	0	1	.	.	1
1	0	1	1	1	1	46.69	1
1	1	1	1	1	.	.	0
1	1	1	1	1	1	77.24	1
1	1	1	0	0	.	.	0
1	1	1	0	1	0	37.96	0
1	1	1	1	1	.	.	0
1	1	1	0	0	.	.	0
1	1	1	1	1	0	45.3	0
0	0	0	1	1	.	.	0
1	1	1	1	0	1	68.6	1
0	0	0	0	0	0	38.03	0
0	1	0	0	0	.	44.42	0
0	0	0	1	0	0	46.26	1
1	0	1	1	1	1	43.74	0
1	0	1	0	0	.	.	0
0	1	1	0	1	.	.	0
0	0	0	0	0	.	.	0
1	1	1	0	0	.	.	0
0	0	0	0	0	.	.	0
1	1	1	1	1	1	70.17	0
0	0	0	0	0	1	53.95	0
.	.	.	.	.	.	.	0
1	1	0	0	0	.	.	0
1	0	1	0	0	0	45.32	0
1	1	1	0	0	.	.	0
1	0	0	1	0	.	.	1
0	0	0	1	0	.	.	0
0	0	1	0	0	.	56.55	0
1	1	1	0	1	.	.	0
1	1	1	1	1	1	56.16	0
1	1	1	1	1	.	62.91	0
0	0	0	1	1	1	45	1
1	1	1	1	1	1	.	0
0	0	0	1	1	.	.	1
1	1	1	0	1	.	.	1
0	0	0	1	0	.	.	0
0	1	1	1	1	.	.	0
1	1	1	0	0	1	.	0
1	1	0	0	0	0	40.79	1
1	1	1	1	1	1	.	1
1	1	1	0	1	.	.	0
1	1	1	0	0	1	42.26	1
1	0	0	.	0	.	.	0
1	1	1	0	0	1	50.52	1
1	1	1	0	0	1	51.66	1
1	1	1	1	1	.	.	1
1	1	1	0	1	.	.	1
0	0	0	1	0	.	.	0
1	1	0	0	0	.	.	1
.	.	.	.	.	.	.	0
1	1	1	0	0	1	41.34	1
1	1	1	0	0	.	.	1
1	1	1	0	1	.	.	1
0	0	0	0	0	0	38.89	0
1	1	1	1	1	0	51.54	0
1	1	1	0	1	0	.	1
1	1	1	0	0	1	30.37	1
1	1	0	0	0	1	37.32	1
.	.	.	.	.	.	.	0
1	1	0	0	1	.	.	1
0	0	.	0	1	.	.	0
0	0	1	0	0	.	.	1
1	1	1	0	1	.	.	0
1	1	0	0	1	.	.	0
.	.	.	.	.	.	.	0
1	1	1	0	1	.	54.82	1
1	1	0	0	0	.	.	0
.	.	.	.	.	1	54.32	0
0	1	0	1	1	.	.	0
.	.	.	.	.	.	.	0
1	1	1	0	0	1	46.41	1
1	1	1	0	0	.	.	0
1	1	0	0	0	0	45.36	0
1	0	1	0	0	.	.	0
0	0	1	1	1	.	.	0
.	.	.	.	.	.	.	1
1	1	0	0	0	.	.	1
0	1	1	1	1	1	47.59	0
1	1	1	1	1	.	.	0
.	.	.	.	.	.	.	1
0	1	0	1	0	1	46.18	1
1	1	1	1	0	.	.	1
0	0	0	0	0	0	42.18	0
1	1	1	1	1	1	43.81	1
0	0	1	1	1	0	33.46	0
1	1	1	0	1	1	44.62	0
0	0	1	1	1	.	.	1
1	1	1	1	0	.	.	1
1	1	1	1	1	0	44.36	1
1	1	1	0	0	.	.	0
.	.	.	.	.	.	61.23	0
1	1	1	1	1	.	.	0
1	1	1	0	0	.	.	1
0	0	0	0	0	.	.	0
1	1	1	1	1	1	84	1
1	1	1	0	1	1	70.44	1
0	0	0	0	0	1	68.48	1
1	1	1	1	1	0	72.01	0
1	0	1	0	0	0	49.19	0
0	0	0	.	0	0	69.9	1
1	1	1	1	1	1	69	1
1	1	1	1	1	1	66.37	0
.	.	.	.	.	1	62.84	0
1	1	1	0	1	1	77.39	0
.	.	.	.	.	1	36.83	0
0	1	0	1	1	1	59.18	0
.	.	.	.	.	1	48.46	0
0	1	1	1	1	1	63.82	1
1	1	1	1	1	1	75.3	0
0	1	1	0	0	1	65.42	0
1	1	1	1	1	1	58.06	1
1	1	1	1	1	0	69.19	1
1	1	1	1	1	1	84.55	0
1	1	1	1	1	1	92.01	0
0	0	0	0	0	.	.	0
0	1	1	1	1	1	75.81	0
1	1	1	1	1	1	64.27	1
1	1	1	0	1	1	51.78	0
1	1	1	0	0	1	66.37	1
1	1	1	1	1	1	66.65	0
1	0	0	0	1	1	53.11	1
1	1	0	1	1	0	49.23	1
1	1	1	1	1	1	72.08	1
1	1	1	1	1	1	61.4	1
1	1	1	1	1	0	64.6	1
1	1	1	0	1	1	76.46	1
0	0	1	1	1	0	50.05	1
1	1	1	1	1	1	62.78	1
1	1	1	0	0	1	56.72	0
.	.	.	.	.	.	.	0
0	0	1	0	0	0	.	1
1	1	1	1	1	.	.	0
1	1	1	1	1	1	73.48	0
1	1	1	1	1	1	76.08	0
0	0	0	0	0	0	32.74	0
1	1	1	0	1	1	61.89	0
0	0	0	0	0	1	52.55	0
1	0	1	0	0	0	61.53	1
1	1	1	1	1	0	37.16	0
0	1	1	1	1	1	72.48	1
1	1	1	1	0	.	.	1
1	1	1	0	1	.	62.65	1
1	1	1	1	1	1	74.77	0
1	1	1	1	1	1	78.46	0
0	1	0	0	0	1	79.91	0
1	0	1	1	1	1	42.84	1
1	1	1	1	1	1	58.61	1
1	1	1	1	1	1	57.96	1
0	0	0	1	1	1	55.42	1
1	1	1	1	1	1	68.07	1
1	1	1	1	1	0	68.42	1
1	1	1	0	0	1	77.8	1
0	0	1	1	0	1	.	1
1	1	1	0	0	0	.	0
1	1	1	0	1	.	75.57	0
1	1	1	0	1	1	57.08	1
0	0	1	1	1	1	65.76	1
1	1	1	0	1	.	.	1
1	0	1	1	1	1	74.18	1
1	1	1	1	1	1	62.5	1
1	1	1	1	1	1	90.11	0
1	1	1	1	1	1	71.3	1
1	1	1	1	1	1	71.77	0
.	1	1	1	1	.	.	1
1	1	1	1	0	1	54.72	1
1	1	1	1	1	1	80.16	1
1	1	1	1	1	1	71.22	0
0	1	1	0	1	0	61.09	1
1	0	1	1	1	0	62.32	0
1	1	1	1	1	1	79.21	0
1	1	1	1	1	1	83.06	0
1	0	1	1	1	0	83.8	0
0	1	1	0	1	0	80.21	0
1	1	1	1	1	.	.	1
1	1	1	1	1	.	.	1
1	1	1	1	1	.	.	1
1	0	1	1	1	0	73.43	1
1	1	1	1	1	.	.	1
1	1	1	1	1	1	80.4	1
1	0	0	0	1	0	74.48	1
1	1	1	1	1	1	70.43	1
1	1	0	.	1	.	.	0
1	0	1	1	1	1	71.36	1
1	1	1	1	1	1	69.05	1
1	1	1	1	1	0	69.06	1
1	1	1	1	1	0	70.39	0
1	1	1	1	1	.	.	0
1	1	1	1	1	1	45.49	0
1	1	1	0	0	.	.	0
1	1	1	1	1	0	.	0
1	1	1	1	1	.	.	0
1	1	1	1	0	1	72.76	0
1	1	1	1	1	1	73.29	1
1	1	1	1	1	0	63.72	1
1	1	1	1	1	.	.	1
1	1	1	1	0	1	70.37	1
1	1	1	1	1	1	66.57	1
1	1	1	1	1	1	.	0
1	1	1	1	1	1	62.82	0
1	1	1	1	1	0	.	1
.	.	.	.	.	1	60.74	1
0	1	1	1	1	1	59.17	1
1	1	1	1	1	0	60.91	0
1	1	1	1	1	0	56.61	0
.	.	.	.	.	.	.	0
1	1	1	0	0	.	.	1
1	1	1	1	1	1	49.07	1
1	1	1	1	1	1	45.49	1
1	1	1	0	0	1	52.87	1
1	1	1	1	1	0	45.06	1
0	0	0	0	0	1	55.25	0
1	1	0	0	1	.	.	0
1	1	1	1	1	1	69.06	0
1	1	1	0	0	0	46.17	0
1	0	0	0	0	0	50.42	0
.	.	.	.	.	1	59.7	0
0	0	0	0	0	1	33.34	1
1	1	1	1	1	1	51.74	1
1	1	1	1	1	1	42.84	1
1	1	1	1	1	1	85.76	0
1	1	1	1	0	.	.	0
0	1	1	1	1	1	72.07	1
1	0	1	1	1	0	71.89	1
0	0	0	1	0	1	79.23	1
0	0	0	0	0	1	.	0
.	.	.	.	.	0	39.01	0
1	1	1	1	1	1	58.43	0
1	1	1	1	1	.	.	1
1	1	1	1	1	1	47.72	1
0	1	1	1	1	.	43.57	1
0	0	1	0	0	0	.	1
.	.	.	.	.	.	63.09	1
1	1	1	1	1	0	48.46	1
1	1	1	1	1	1	43.55	1
1	1	1	1	0	1	76.16	1
0	0	1	1	1	0	62.46	1
0	0	0	1	1	0	72.89	0
0	1	1	1	1	.	58.32	1
0	1	1	1	1	0	70.5	0
0	1	1	1	1	.	.	0
.	.	.	.	.	0	66.66	1
1	0	1	0	0	.	26.57	0
.	.	.	.	.	1	58.64	0
.	.	.	.	.	1	31.65	0
1	1	1	1	1	.	53	1
1	1	1	1	1	1	.	0
1	1	1	1	1	.	41.8	0
0	0	1	1	1	.	.	1
1	1	1	1	1	1	.	0
.	.	.	.	.	.	.	0
1	1	1	1	1	1	63.26	0
1	1	1	1	1	1	42.19	1
0	0	0	0	0	0	61.38	0
0	0	0	0	0	0	47.37	0
1	0	1	0	0	1	.	0
0	0	1	0	0	1	43.33	0
1	1	1	1	1	1	57.83	1
1	1	1	1	0	1	68.85	0
.	.	.	.	.	.	.	1
.	.	.	.	.	.	.	0
1	1	1	1	1	1	47.62	1
0	0	0	1	1	1	29.29	0
.	.	.	.	.	.	.	0
1	1	1	1	0	1	60.78	0
1	1	1	1	0	1	57.53	0
1	1	1	1	1	.	.	0
.	.	.	.	.	0	54.23	1
1	0	1	0	0	.	36.29	0
1	1	1	.	1	1	43.39	1
0	1	1	0	1	0	62.69	1
1	1	1	1	1	0	.	0
1	1	1	1	1	1	.	1
1	1	1	1	0	1	55.36	1
1	1	0	1	1	.	.	0
.	.	.	.	.	0	40.63	1
.	.	.	.	.	.	.	1
1	1	1	1	1	1	.	0
.	.	.	.	.	.	.	1
1	1	1	1	1	0	.	0
0	0	0	0	0	1	38.03	1
1	1	1	0	1	0	60.4	0
1	1	1	1	1	1	60.29	1
1	1	1	0	1	.	.	0
1	1	1	1	1	1	67.96	0
1	1	1	0	1	1	56.63	1
1	1	1	1	1	1	78.14	1
1	1	1	0	1	1	67.1	1
1	1	1	0	0	.	.	0
1	1	1	1	1	1	57.11	1
1	1	1	1	1	.	76.75	0
1	0	0	0	1	0	48.71	1
1	1	1	1	0	0	64.75	1
1	1	1	1	1	.	43.21	0
0	0	0	1	0	1	59.61	1
.	.	.	.	.	.	.	1
