0	0	1	1	1	0	0	71.05	0.025	0.886	0.076	0.014	2
0	1	1	1	1	0	1	68.89	0.002	0.159	0.789	0.05	3
1	0	1	1	1	1	.	.	0.004	0.21	0.682	0.104	3
0	0	1	.	1	1	0	71	0.092	0.831	0.047	0.03	2
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	0	1	1	1	1	1	59.3	0.004	0.21	0.682	0.104	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	1	1	0	1	1	1	66.62	0.001	0.015	0.296	0.688	4
1	1	1	1	0	0	.	.	0.002	0	0.174	0.825	4
1	1	0	1	1	1	0	60.2	0.003	0.063	0.782	0.152	3
1	1	1	1	1	1	1	63.59	0	0.005	0.944	0.051	3
0	0	0	0	0	1	1	63.82	0.995	0	0	0.005	1
1	1	1	1	1	1	1	56.01	0	0.005	0.944	0.051	3
0	0	0	0	0	1	.	.	0.995	0	0	0.005	1
0	0	0	0	1	1	1	64.2	0.544	0.448	0	0.007	1
0	0	0	1	0	1	.	.	0.989	0	0	0.011	1
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	59.84	0	0.005	0.944	0.051	3
1	1	1	1	0	0	1	79.18	0.002	0	0.174	0.825	4
1	1	1	1	1	0	1	55.87	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	66.97	0	0.005	0.944	0.051	3
1	1	1	0	1	1	0	47.17	0.001	0.015	0.296	0.688	4
0	0	1	1	1	1	1	56.88	0.025	0.886	0.076	0.014	2
1	1	0	1	1	1	0	46.53	0.003	0.063	0.782	0.152	3
1	1	1	1	1	0	1	54.62	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	57.14	0	0.005	0.944	0.051	3
1	0	1	0	0	1	1	42.69	0.177	0	0.001	0.822	4
1	1	1	1	1	1	0	64.58	0	0.005	0.944	0.051	3
0	0	1	1	1	0	1	41.55	0.025	0.886	0.076	0.014	2
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	0	0	.	.	0.002	0	0.174	0.825	4
0	1	0	1	0	1	.	53.38	0.655	0	0.016	0.329	1
0	0	1	1	1	0	0	54.76	0.025	0.886	0.076	0.014	2
1	1	1	1	1	1	.	55.78	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	44.57	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	36.1	0	0.005	0.944	0.051	3
1	1	1	0	0	1	1	49.24	0.005	0	0.005	0.991	4
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	46.37	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	49.26	0	0.005	0.944	0.051	3
1	1	1	1	1	0	0	.	0	0.005	0.944	0.051	3
0	1	0	1	1	0	0	43.03	0.041	0.684	0.224	0.051	2
1	1	0	1	1	0	1	.	0.003	0.063	0.782	0.152	3
1	0	1	1	1	1	0	71.11	0.004	0.21	0.682	0.104	3
0	0	0	0	0	0	1	52.19	0.995	0	0	0.005	1
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
0	0	0	0	0	0	.	.	0.995	0	0	0.005	1
0	1	1	1	1	1	1	48	0.002	0.159	0.789	0.05	3
0	0	0	0	0	0	.	40.28	0.995	0	0	0.005	1
0	0	1	1	1	0	.	.	0.025	0.886	0.076	0.014	2
0	0	1	1	1	1	1	51.63	0.025	0.886	0.076	0.014	2
0	1	0	0	1	0	1	36.56	0.28	0.526	0.018	0.177	2
0	0	0	0	1	1	1	44.12	0.544	0.448	0	0.007	1
1	1	1	1	1	1	1	.	0	0.005	0.944	0.051	3
1	1	0	1	0	0	1	34.69	0.043	0	0.052	0.905	4
0	1	1	1	1	1	1	56.13	0.002	0.159	0.789	0.05	3
1	1	1	1	1	1	0	.	0	0.005	0.944	0.051	3
1	1	1	0	0	0	1	71.46	0.005	0	0.005	0.991	4
0	0	0	0	1	0	1	42.4	0.544	0.448	0	0.007	1
0	0	1	0	1	0	.	.	0.188	0.753	0.007	0.052	2
1	1	1	0	0	1	1	.	0.005	0	0.005	0.991	4
1	0	0	.	1	1	0	36.61	0.226	0.547	0.078	0.15	2
1	0	1	0	1	0	.	.	0.051	0.267	0.09	0.593	4
1	1	1	0	1	0	1	42.74	0.001	0.015	0.296	0.688	4
1	1	1	1	1	0	.	39.46	0	0.005	0.944	0.051	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
0	0	1	0	1	0	.	.	0.188	0.753	0.007	0.052	2
.	1	1	0	0	1	1	32.93	0.029	0	0.005	0.966	4
1	1	1	0	1	1	.	.	0.001	0.015	0.296	0.688	4
1	0	1	1	1	1	1	46.69	0.004	0.21	0.682	0.104	3
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	77.24	0	0.005	0.944	0.051	3
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
1	1	1	0	1	0	0	37.96	0.001	0.015	0.296	0.688	4
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
1	1	1	1	1	0	0	45.3	0	0.005	0.944	0.051	3
0	0	0	1	1	0	.	.	0.118	0.874	0.005	0.003	2
1	1	1	1	0	1	1	68.6	0.002	0	0.174	0.825	4
0	0	0	0	0	0	0	38.03	0.995	0	0	0.005	1
0	1	0	0	0	0	.	44.42	0.799	0	0	0.201	1
0	0	0	1	0	1	0	46.26	0.989	0	0	0.011	1
1	0	1	1	1	0	1	43.74	0.004	0.21	0.682	0.104	3
1	0	1	0	0	0	.	.	0.177	0	0.001	0.822	4
0	1	1	0	1	0	.	.	0.036	0.331	0.17	0.463	4
0	0	0	0	0	0	.	.	0.995	0	0	0.005	1
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
0	0	0	0	0	0	.	.	0.995	0	0	0.005	1
1	1	1	1	1	0	1	70.17	0	0.005	0.944	0.051	3
0	0	0	0	0	0	1	53.95	0.995	0	0	0.005	1
1	1	0	0	0	0	.	.	0.086	0	0.001	0.913	4
1	0	1	0	0	0	0	45.32	0.177	0	0.001	0.822	4
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
1	0	0	1	0	1	.	.	0.681	0	0.006	0.312	1
0	0	0	1	0	0	.	.	0.989	0	0	0.011	1
0	0	1	0	0	0	.	56.55	0.901	0	0	0.099	1
1	1	1	0	1	0	.	.	0.001	0.015	0.296	0.688	4
1	1	1	1	1	0	1	56.16	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	62.91	0	0.005	0.944	0.051	3
0	0	0	1	1	1	1	45	0.118	0.874	0.005	0.003	2
1	1	1	1	1	0	1	.	0	0.005	0.944	0.051	3
0	0	0	1	1	1	.	.	0.118	0.874	0.005	0.003	2
1	1	1	0	1	1	.	.	0.001	0.015	0.296	0.688	4
0	0	0	1	0	0	.	.	0.989	0	0	0.011	1
0	1	1	1	1	0	.	.	0.002	0.159	0.789	0.05	3
1	1	1	0	0	0	1	.	0.005	0	0.005	0.991	4
1	1	0	0	0	1	0	40.79	0.086	0	0.001	0.913	4
1	1	1	1	1	1	1	.	0	0.005	0.944	0.051	3
1	1	1	0	1	0	.	.	0.001	0.015	0.296	0.688	4
1	1	1	0	0	1	1	42.26	0.005	0	0.005	0.991	4
1	0	0	.	0	0	.	.	0.79	0	0.001	0.209	1
1	1	1	0	0	1	1	50.52	0.005	0	0.005	0.991	4
1	1	1	0	0	1	1	51.66	0.005	0	0.005	0.991	4
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	1	1	0	1	1	.	.	0.001	0.015	0.296	0.688	4
0	0	0	1	0	0	.	.	0.989	0	0	0.011	1
1	1	0	0	0	1	.	.	0.086	0	0.001	0.913	4
1	1	1	0	0	1	1	41.34	0.005	0	0.005	0.991	4
1	1	1	0	0	1	.	.	0.005	0	0.005	0.991	4
1	1	1	0	1	1	.	.	0.001	0.015	0.296	0.688	4
0	0	0	0	0	0	0	38.89	0.995	0	0	0.005	1
1	1	1	1	1	0	0	51.54	0	0.005	0.944	0.051	3
1	1	1	0	1	1	0	.	0.001	0.015	0.296	0.688	4
1	1	1	0	0	1	1	30.37	0.005	0	0.005	0.991	4
1	1	0	0	0	1	1	37.32	0.086	0	0.001	0.913	4
1	1	0	0	1	1	.	.	0.03	0.074	0.095	0.801	4
0	0	.	0	1	0	.	.	0.381	0.588	0.003	0.028	2
0	0	1	0	0	1	.	.	0.901	0	0	0.099	1
1	1	1	0	1	0	.	.	0.001	0.015	0.296	0.688	4
1	1	0	0	1	0	.	.	0.03	0.074	0.095	0.801	4
1	1	1	0	1	1	.	54.82	0.001	0.015	0.296	0.688	4
1	1	0	0	0	0	.	.	0.086	0	0.001	0.913	4
0	1	0	1	1	0	.	.	0.041	0.684	0.224	0.051	2
1	1	1	0	0	1	1	46.41	0.005	0	0.005	0.991	4
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
1	1	0	0	0	0	0	45.36	0.086	0	0.001	0.913	4
1	0	1	0	0	0	.	.	0.177	0	0.001	0.822	4
0	0	1	1	1	0	.	.	0.025	0.886	0.076	0.014	2
1	1	0	0	0	1	.	.	0.086	0	0.001	0.913	4
0	1	1	1	1	0	1	47.59	0.002	0.159	0.789	0.05	3
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
0	1	0	1	0	1	1	46.18	0.655	0	0.016	0.329	1
1	1	1	1	0	1	.	.	0.002	0	0.174	0.825	4
0	0	0	0	0	0	0	42.18	0.995	0	0	0.005	1
1	1	1	1	1	1	1	43.81	0	0.005	0.944	0.051	3
0	0	1	1	1	0	0	33.46	0.025	0.886	0.076	0.014	2
1	1	1	0	1	0	1	44.62	0.001	0.015	0.296	0.688	4
0	0	1	1	1	1	.	.	0.025	0.886	0.076	0.014	2
1	1	1	1	0	1	.	.	0.002	0	0.174	0.825	4
1	1	1	1	1	1	0	44.36	0	0.005	0.944	0.051	3
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	0	0	1	.	.	0.005	0	0.005	0.991	4
0	0	0	0	0	0	.	.	0.995	0	0	0.005	1
