1	1	1	1	1	1	1	84	0	0.005	0.944	0.051	3
1	1	1	0	1	1	1	70.44	0.001	0.015	0.296	0.688	4
0	0	0	0	0	1	1	68.48	0.995	0	0	0.005	1
1	1	1	1	1	0	0	72.01	0	0.005	0.944	0.051	3
1	0	1	0	0	0	0	49.19	0.177	0	0.001	0.822	4
0	0	0	.	0	1	0	69.9	0.994	0	0	0.006	1
1	1	1	1	1	1	1	69	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	66.37	0	0.005	0.944	0.051	3
1	1	1	0	1	0	1	77.39	0.001	0.015	0.296	0.688	4
0	1	0	1	1	0	1	59.18	0.041	0.684	0.224	0.051	2
0	1	1	1	1	1	1	63.82	0.002	0.159	0.789	0.05	3
1	1	1	1	1	0	1	75.3	0	0.005	0.944	0.051	3
0	1	1	0	0	0	1	65.42	0.164	0	0.003	0.833	4
1	1	1	1	1	1	1	58.06	0	0.005	0.944	0.051	3
1	1	1	1	1	1	0	69.19	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	84.55	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	92.01	0	0.005	0.944	0.051	3
0	0	0	0	0	0	.	.	0.995	0	0	0.005	1
0	1	1	1	1	0	1	75.81	0.002	0.159	0.789	0.05	3
1	1	1	1	1	1	1	64.27	0	0.005	0.944	0.051	3
1	1	1	0	1	0	1	51.78	0.001	0.015	0.296	0.688	4
1	1	1	0	0	1	1	66.37	0.005	0	0.005	0.991	4
1	1	1	1	1	0	1	66.65	0	0.005	0.944	0.051	3
1	0	0	0	1	1	1	53.11	0.373	0.403	0.009	0.215	2
1	1	0	1	1	1	0	49.23	0.003	0.063	0.782	0.152	3
1	1	1	1	1	1	1	72.08	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	61.4	0	0.005	0.944	0.051	3
1	1	1	1	1	1	0	64.6	0	0.005	0.944	0.051	3
1	1	1	0	1	1	1	76.46	0.001	0.015	0.296	0.688	4
0	0	1	1	1	1	0	50.05	0.025	0.886	0.076	0.014	2
1	1	1	1	1	1	1	62.78	0	0.005	0.944	0.051	3
1	1	1	0	0	0	1	56.72	0.005	0	0.005	0.991	4
0	0	1	0	0	1	0	.	0.901	0	0	0.099	1
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	73.48	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	76.08	0	0.005	0.944	0.051	3
0	0	0	0	0	0	0	32.74	0.995	0	0	0.005	1
1	1	1	0	1	0	1	61.89	0.001	0.015	0.296	0.688	4
0	0	0	0	0	0	1	52.55	0.995	0	0	0.005	1
1	0	1	0	0	1	0	61.53	0.177	0	0.001	0.822	4
1	1	1	1	1	0	0	37.16	0	0.005	0.944	0.051	3
0	1	1	1	1	1	1	72.48	0.002	0.159	0.789	0.05	3
1	1	1	1	0	1	.	.	0.002	0	0.174	0.825	4
1	1	1	0	1	1	.	62.65	0.001	0.015	0.296	0.688	4
1	1	1	1	1	0	1	74.77	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	78.46	0	0.005	0.944	0.051	3
0	1	0	0	0	0	1	79.91	0.799	0	0	0.201	1
1	0	1	1	1	1	1	42.84	0.004	0.21	0.682	0.104	3
1	1	1	1	1	1	1	58.61	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	57.96	0	0.005	0.944	0.051	3
0	0	0	1	1	1	1	55.42	0.118	0.874	0.005	0.003	2
1	1	1	1	1	1	1	68.07	0	0.005	0.944	0.051	3
1	1	1	1	1	1	0	68.42	0	0.005	0.944	0.051	3
1	1	1	0	0	1	1	77.8	0.005	0	0.005	0.991	4
0	0	1	1	0	1	1	.	0.81	0	0.011	0.178	1
1	1	1	0	0	0	0	.	0.005	0	0.005	0.991	4
1	1	1	0	1	0	.	75.57	0.001	0.015	0.296	0.688	4
1	1	1	0	1	1	1	57.08	0.001	0.015	0.296	0.688	4
0	0	1	1	1	1	1	65.76	0.025	0.886	0.076	0.014	2
1	1	1	0	1	1	.	.	0.001	0.015	0.296	0.688	4
1	0	1	1	1	1	1	74.18	0.004	0.21	0.682	0.104	3
1	1	1	1	1	1	1	62.5	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	90.11	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	71.3	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	71.77	0	0.005	0.944	0.051	3
.	1	1	1	1	1	.	.	0	0.026	0.923	0.05	3
1	1	1	1	0	1	1	54.72	0.002	0	0.174	0.825	4
1	1	1	1	1	1	1	80.16	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	71.22	0	0.005	0.944	0.051	3
0	1	1	0	1	1	0	61.09	0.036	0.331	0.17	0.463	4
1	0	1	1	1	0	0	62.32	0.004	0.21	0.682	0.104	3
1	1	1	1	1	0	1	79.21	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	83.06	0	0.005	0.944	0.051	3
1	0	1	1	1	0	0	83.8	0.004	0.21	0.682	0.104	3
0	1	1	0	1	0	0	80.21	0.036	0.331	0.17	0.463	4
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	0	1	1	1	1	0	73.43	0.004	0.21	0.682	0.104	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	80.4	0	0.005	0.944	0.051	3
1	0	0	0	1	1	0	74.48	0.373	0.403	0.009	0.215	2
1	1	1	1	1	1	1	70.43	0	0.005	0.944	0.051	3
1	1	0	.	1	0	.	.	0.012	0.067	0.548	0.373	3
1	0	1	1	1	1	1	71.36	0.004	0.21	0.682	0.104	3
1	1	1	1	1	1	1	69.05	0	0.005	0.944	0.051	3
1	1	1	1	1	1	0	69.06	0	0.005	0.944	0.051	3
1	1	1	1	1	0	0	70.39	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	45.49	0	0.005	0.944	0.051	3
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
1	1	1	1	1	0	0	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	0	0	1	72.76	0.002	0	0.174	0.825	4
1	1	1	1	1	1	1	73.29	0	0.005	0.944	0.051	3
1	1	1	1	1	1	0	63.72	0	0.005	0.944	0.051	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	1	1	1	0	1	1	70.37	0.002	0	0.174	0.825	4
1	1	1	1	1	1	1	66.57	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	62.82	0	0.005	0.944	0.051	3
1	1	1	1	1	1	0	.	0	0.005	0.944	0.051	3
0	1	1	1	1	1	1	59.17	0.002	0.159	0.789	0.05	3
1	1	1	1	1	0	0	60.91	0	0.005	0.944	0.051	3
1	1	1	1	1	0	0	56.61	0	0.005	0.944	0.051	3
1	1	1	0	0	1	.	.	0.005	0	0.005	0.991	4
1	1	1	1	1	1	1	49.07	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	45.49	0	0.005	0.944	0.051	3
1	1	1	0	0	1	1	52.87	0.005	0	0.005	0.991	4
1	1	1	1	1	1	0	45.06	0	0.005	0.944	0.051	3
0	0	0	0	0	0	1	55.25	0.995	0	0	0.005	1
1	1	0	0	1	0	.	.	0.03	0.074	0.095	0.801	4
1	1	1	1	1	0	1	69.06	0	0.005	0.944	0.051	3
1	1	1	0	0	0	0	46.17	0.005	0	0.005	0.991	4
1	0	0	0	0	0	0	50.42	0.814	0	0	0.186	1
0	0	0	0	0	1	1	33.34	0.995	0	0	0.005	1
1	1	1	1	1	1	1	51.74	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	42.84	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	85.76	0	0.005	0.944	0.051	3
1	1	1	1	0	0	.	.	0.002	0	0.174	0.825	4
0	1	1	1	1	1	1	72.07	0.002	0.159	0.789	0.05	3
1	0	1	1	1	1	0	71.89	0.004	0.21	0.682	0.104	3
0	0	0	1	0	1	1	79.23	0.989	0	0	0.011	1
0	0	0	0	0	0	1	.	0.995	0	0	0.005	1
1	1	1	1	1	0	1	58.43	0	0.005	0.944	0.051	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	47.72	0	0.005	0.944	0.051	3
0	1	1	1	1	1	.	43.57	0.002	0.159	0.789	0.05	3
0	0	1	0	0	1	0	.	0.901	0	0	0.099	1
1	1	1	1	1	1	0	48.46	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	43.55	0	0.005	0.944	0.051	3
1	1	1	1	0	1	1	76.16	0.002	0	0.174	0.825	4
0	0	1	1	1	1	0	62.46	0.025	0.886	0.076	0.014	2
0	0	0	1	1	0	0	72.89	0.118	0.874	0.005	0.003	2
0	1	1	1	1	1	.	58.32	0.002	0.159	0.789	0.05	3
0	1	1	1	1	0	0	70.5	0.002	0.159	0.789	0.05	3
0	1	1	1	1	0	.	.	0.002	0.159	0.789	0.05	3
1	0	1	0	0	0	.	26.57	0.177	0	0.001	0.822	4
1	1	1	1	1	1	.	53	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	41.8	0	0.005	0.944	0.051	3
0	0	1	1	1	1	.	.	0.025	0.886	0.076	0.014	2
1	1	1	1	1	0	1	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	63.26	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	42.19	0	0.005	0.944	0.051	3
0	0	0	0	0	0	0	61.38	0.995	0	0	0.005	1
0	0	0	0	0	0	0	47.37	0.995	0	0	0.005	1
1	0	1	0	0	0	1	.	0.177	0	0.001	0.822	4
0	0	1	0	0	0	1	43.33	0.901	0	0	0.099	1
1	1	1	1	1	1	1	57.83	0	0.005	0.944	0.051	3
1	1	1	1	0	0	1	68.85	0.002	0	0.174	0.825	4
1	1	1	1	1	1	1	47.62	0	0.005	0.944	0.051	3
0	0	0	1	1	0	1	29.29	0.118	0.874	0.005	0.003	2
1	1	1	1	0	0	1	60.78	0.002	0	0.174	0.825	4
1	1	1	1	0	0	1	57.53	0.002	0	0.174	0.825	4
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	0	1	0	0	0	.	36.29	0.177	0	0.001	0.822	4
1	1	1	.	1	1	1	43.39	0	0.007	0.836	0.157	3
0	1	1	0	1	1	0	62.69	0.036	0.331	0.17	0.463	4
1	1	1	1	1	0	0	.	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	.	0	0.005	0.944	0.051	3
1	1	1	1	0	1	1	55.36	0.002	0	0.174	0.825	4
1	1	0	1	1	0	.	.	0.003	0.063	0.782	0.152	3
1	1	1	1	1	0	1	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	0	.	0	0.005	0.944	0.051	3
0	0	0	0	0	1	1	38.03	0.995	0	0	0.005	1
1	1	1	0	1	0	0	60.4	0.001	0.015	0.296	0.688	4
1	1	1	1	1	1	1	60.29	0	0.005	0.944	0.051	3
1	1	1	0	1	0	.	.	0.001	0.015	0.296	0.688	4
1	1	1	1	1	0	1	67.96	0	0.005	0.944	0.051	3
1	1	1	0	1	1	1	56.63	0.001	0.015	0.296	0.688	4
1	1	1	1	1	1	1	78.14	0	0.005	0.944	0.051	3
1	1	1	0	1	1	1	67.1	0.001	0.015	0.296	0.688	4
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
1	1	1	1	1	1	1	57.11	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	76.75	0	0.005	0.944	0.051	3
1	0	0	0	1	1	0	48.71	0.373	0.403	0.009	0.215	2
1	1	1	1	0	1	0	64.75	0.002	0	0.174	0.825	4
1	1	1	1	1	0	.	43.21	0	0.005	0.944	0.051	3
0	0	0	1	0	1	1	59.61	0.989	0	0	0.011	1
1	1	0	1	0	0	1	.	0.043	0	0.052	0.905	4
1	1	1	1	1	1	1	66.89	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	.	0	0.005	0.944	0.051	3
0	0	1	0	0	0	0	42.11	0.901	0	0	0.099	1
1	1	1	1	.	1	.	.	0	0.005	0.871	0.124	3
1	1	1	1	1	0	1	63.62	0	0.005	0.944	0.051	3
1	1	1	0	1	1	.	63.08	0.001	0.015	0.296	0.688	4
1	1	1	1	1	1	.	56.62	0	0.005	0.944	0.051	3
1	.	0	0	0	0	0	30.79	0.419	0	0.001	0.58	4
0	0	1	0	1	1	0	56.44	0.188	0.753	0.007	0.052	2
1	1	1	0	0	1	1	.	0.005	0	0.005	0.991	4
1	0	1	1	1	0	0	.	0.004	0.21	0.682	0.104	3
1	1	1	0	0	1	1	34.01	0.005	0	0.005	0.991	4
1	1	1	0	0	0	0	44.85	0.005	0	0.005	0.991	4
1	0	0	1	.	0	0	.	0.262	0.479	0.105	0.154	2
1	1	1	1	1	1	1	44.98	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	58.78	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	.	0	0.005	0.944	0.051	3
0	0	1	0	1	1	1	61.74	0.188	0.753	0.007	0.052	2
1	1	1	1	1	1	1	58.1	0	0.005	0.944	0.051	3
0	0	0	1	1	0	0	.	0.118	0.874	0.005	0.003	2
1	1	1	1	1	1	1	77.92	0	0.005	0.944	0.051	3
1	1	1	.	1	0	1	69.3	0	0.007	0.836	0.157	3
0	0	1	1	1	1	1	45.83	0.025	0.886	0.076	0.014	2
1	1	1	0	0	0	1	.	0.005	0	0.005	0.991	4
1	1	1	1	1	0	1	72.66	0	0.005	0.944	0.051	3
0	0	0	0	1	1	1	51.59	0.544	0.448	0	0.007	1
1	1	1	1	1	0	1	45.53	0	0.005	0.944	0.051	3
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
0	1	0	1	1	1	0	34.45	0.041	0.684	0.224	0.051	2
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
0	1	1	0	0	1	0	60.52	0.164	0	0.003	0.833	4
1	1	1	0	1	1	1	.	0.001	0.015	0.296	0.688	4
1	1	1	1	1	1	1	71.47	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	61.03	0	0.005	0.944	0.051	3
1	1	1	0	0	1	1	53.5	0.005	0	0.005	0.991	4
1	1	1	1	1	1	1	61.07	0	0.005	0.944	0.051	3
1	0	1	1	0	0	1	.	0.091	0	0.063	0.846	4
1	1	1	0	1	1	1	51.92	0.001	0.015	0.296	0.688	4
1	1	1	1	1	1	1	55.04	0	0.005	0.944	0.051	3
0	0	1	0	1	1	1	46.26	0.188	0.753	0.007	0.052	2
1	1	1	.	1	1	1	60.4	0	0.007	0.836	0.157	3
1	0	0	1	0	1	.	.	0.681	0	0.006	0.312	1
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
0	0	1	0	1	0	.	.	0.188	0.753	0.007	0.052	2
1	1	1	0	0	1	.	.	0.005	0	0.005	0.991	4
1	1	1	0	0	0	1	74.1	0.005	0	0.005	0.991	4
0	1	1	1	1	1	0	54.33	0.002	0.159	0.789	0.05	3
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	0	1	0	1	60.03	0.001	0.015	0.296	0.688	4
1	1	1	1	1	0	.	71.1	0	0.005	0.944	0.051	3
0	1	1	1	1	1	0	40.65	0.002	0.159	0.789	0.05	3
0	0	0	0	1	1	1	57.51	0.544	0.448	0	0.007	1
0	0	0	0	0	0	0	45.99	0.995	0	0	0.005	1
1	1	1	1	1	0	0	77.22	0	0.005	0.944	0.051	3
0	0	1	1	1	1	.	.	0.025	0.886	0.076	0.014	2
0	0	0	0	0	0	.	.	0.995	0	0	0.005	1
0	0	0	0	0	0	0	58.96	0.995	0	0	0.005	1
0	1	1	0	1	0	.	81	0.036	0.331	0.17	0.463	4
1	1	1	1	0	0	.	85.66	0.002	0	0.174	0.825	4
0	0	0	1	1	1	.	.	0.118	0.874	0.005	0.003	2
1	1	1	0	0	0	.	.	0.005	0	0.005	0.991	4
1	1	1	1	1	1	1	57.64	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	0	1	1	1	0	.	.	0.004	0.21	0.682	0.104	3
1	1	1	1	1	1	1	65.21	0	0.005	0.944	0.051	3
0	1	1	1	1	0	1	.	0.002	0.159	0.789	0.05	3
1	1	1	0	0	1	.	48.44	0.005	0	0.005	0.991	4
1	1	1	1	1	0	1	67.29	0	0.005	0.944	0.051	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	1	1	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	.	.	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	77.96	0	0.005	0.944	0.051	3
1	1	1	1	1	0	1	.	0	0.005	0.944	0.051	3
0	0	1	0	0	1	0	65.84	0.901	0	0	0.099	1
0	0	1	.	1	1	1	59.35	0.092	0.831	0.047	0.03	2
0	0	0	0	1	1	1	60.95	0.544	0.448	0	0.007	1
1	1	1	1	1	0	0	69.24	0	0.005	0.944	0.051	3
0	1	1	1	1	1	0	75.68	0.002	0.159	0.789	0.05	3
1	1	1	1	1	1	.	.	0	0.005	0.944	0.051	3
