2630	2	2	2	3	5	4	2	4	2	2	5	2	2	4	3	3	5	4	2	4	3	2	5	3	3	49.53	58.05	3	1	1	3	2	3	3	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	3	3	4	4	4	4	4	2	3	4	3	3	0	9999	9999	9999	59.61	56.93	1	1	1	1	1	1	0	0	1	0	0	0	1	0
6080	2	5	2	1	5	5	1	5	1	1	5	3	2	5	4	3	5	5	1	4	4	3	5	4	5	50.21	49.96	3	1	1	3	2	3	3	15	5	4	1	6	0	0	6	0	6	0	18	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	1	5	5	3	4	1	2	3	2	1	0	0	0	0	55.06	48.32	1	0	1	1	0	1	0	0	0	0	0	0	1	0
1730	2	3	4	4	4	3	2	3	3	3	3	2	3	4	4	4	4	3	2	3	4	4	4	4	5	52.13	58.22	3	1	1	2	1	2	1	13	4	3	1	8	0	0	8	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	3	3	3	4	3	2	2	2	2	1	0	0	0	0	61.99	63.86	1	0	0	0	1	0	0	0	0	0	0	0	1	0
5280	2	2	2	1	5	5	-98	5	1	1	5	3	2	5	4	3	5	5	1	5	4	3	5	4	5	46.7	49.73	3	1	1	2	3	3	3	4	2	1	0	10	0	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	1.28	1	3	3	4	5	5	3	4	1	2	3	2	1	0	0	0	0	60.09	62.21	1	1	1	1	0	1	0	0	0	0	0	0	1	0
2204	2	2	2	2	5	2	1	4	2	1	4	2	1	1	2	3	5	5	1	4	1	2	5	2	2	63.32	62.04	3	1	1	2	3	3	3	15	5	4	1	9	0	0	9	0	9	0	25	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	4	4	5	4	5	5	5	4	4	4	0	0	0	0	58.98	60.26	1	1	1	1	1	1	1	1	1	1	1	0	1	0
6715	2	3	2	2	5	2	2	4	2	3	5	2	3	4	4	3	5	4	1	5	4	3	5	2	3	47.52	58.92	3	1	1	2	1	2	1	13	4	3	1	6	0	0	6	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	1.28	1	1	1	3	4	3	4	3	2	2	3	4	3	1	0	0	0	57.98	60.38	1	0	1	0	1	0	0	0	0	1	0	1	0	0
1442	2	5	3	2	5	5	2	5	3	4	2	1	1	3	4	3	5	5	4	4	5	4	3	4	5	54.93	62.02	3	1	1	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	0	0	1	-99	-99	1	3	2	5	5	3	1	2	2	1	9999	9999	9999	9999	47.5	63.41	1	0	0	0	1	1	0	0	0	0	0	0	0	0
6821	2	2	2	2	5	3	2	4	2	2	5	2	2	2	2	4	5	4	4	4	2	2	5	4	1	45.82	9999	2	1	1	3	2	3	3	14	4	3	1	8	0	0	8	0	0	0	31	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	4	4	4	4	4	4	4	4	2	5	0	0	0	0	47.49	54.07	0	1	1	1	1	1	1	1	1	0	1	0	0	0
2041	2	1	1	2	3	4	4	5	1	2	2	1	1	2	2	1	3	2	4	3	2	1	3	2	2	46.47	44.91	2	1	1	1	1	1	1	9	3	2	0	10	0	0	0	0	0	0	24	2	2	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	5	5	4	5	5	4	4	5	4	4	0	0	1	0	55.03	57.01	0	1	1	1	1	1	1	1	1	1	1	0	0	0
4888	2	2	3	2	5	4	3	4	2	2	3	2	2	1	1	1	5	5	5	5	1	1	5	4	1	72.12	74.12	2	1	1	2	2	2	1	15	5	4	1	3	1	1	3	0	9	0	19	1	2	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	2	2	4	4	4	4	4	5	5	5	2	5	1	0	1	0	66.3	63.01	0	1	1	1	1	1	1	1	1	0	1	0	0	1
3329	2	2	2	2	3	-98	1	4	1	2	3	1	1	2	2	2	3	4	1	4	2	4	3	2	2	47.24	9999	2	1	1	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	4	5	4	5	5	4	4	2	4	4	0	9999	9999	9999	51.44	55.23	0	1	1	1	1	1	1	1	0	1	1	0	0	0
1915	2	1	2	1	5	4	1	5	2	1	4	1	1	1	2	2	4	4	1	3	2	2	4	3	3	52.19	55.6	2	1	1	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	2	2	5	4	5	5	5	5	4	4	3	3	1	9999	9999	9999	55.65	61.37	1	1	1	1	1	1	1	1	1	0	0	1	0	0
4768	2	1	2	3	5	3	2	2	2	3	3	2	3	5	3	2	1	1	3	1	3	2	3	3	2	53.65	9999	2	1	1	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	3	3	5	4	3	4	3	1	3	4	3	4	0	9999	9999	9999	56.52	54.53	1	1	1	0	1	0	0	0	1	0	1	0	1	0
6611	2	2	2	2	4	4	1	5	1	2	5	1	2	2	2	2	5	4	1	4	3	2	5	3	4	64.52	64.01	2	1	1	2	2	2	1	5	2	1	0	10	0	0	0	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	4	5	4	5	4	4	3	4	3	2	0	0	0	0	50.04	57.37	1	1	1	1	1	1	1	0	1	0	0	0	1	0
6800	2	4	2	2	4	4	2	4	2	3	4	2	2	4	2	2	3	4	2	4	3	3	3	4	4	49.84	54.9	2	1	1	1	4	4	4	11	4	3	1	10	0	0	10	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	1	1	2	4	3	4	4	2	3	3	2	2	1	0	0	0	50.1	50.22	1	0	1	0	1	1	0	0	0	0	0	1	0	0
1840	2	1	1	1	5	5	1	5	1	1	3	1	1	1	1	1	3	5	5	5	3	2	3	3	3	44.1	39.47	2	1	1	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	5	5	5	5	5	5	3	4	3	3	0	9999	9999	9999	43.43	45.33	0	1	1	1	1	1	1	0	1	0	0	0	0	0
6469	2	2	3	1	4	4	1	1	1	-98	4	1	1	1	1	1	4	4	4	4	1	4	-98	1	1	44.85	47.1	2	1	1	1	2	2	1	3	2	1	0	10	0	0	0	0	0	0	31	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	4	5	999	5	5	5	5	2	5	5	0	0	0	0	46.64	51.8	0	1	1	9999	1	1	1	1	0	1	1	0	0	0
6115	2	1	1	1	5	5	4	5	5	5	5	2	2	1	1	1	5	5	2	5	1	1	5	3	2	44.33	39.1	2	1	1	5	2	5	4	5	2	1	0	9	0	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	0	0	0	0	0	0	0	1.28	1	1	1	5	1	1	4	4	5	5	5	3	4	1	0	0	0	40.12	51.42	1	1	0	0	1	1	1	1	1	0	1	1	0	0
5593	2	4	4	2	5	2	2	4	4	1	5	1	2	2	2	2	5	4	2	5	2	1	5	2	2	37.37	40.21	2	1	1	2	5	5	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	0	1	3	3	2	2	5	5	4	4	4	5	4	4	0	9999	9999	9999	39.13	47.94	1	0	0	1	1	1	1	1	1	1	1	0	1	0
3803	2	1	1	1	5	5	5	5	1	3	5	1	1	5	5	5	5	5	1	2	-98	2	5	3	3	40.04	9999	2	1	1	2	1	2	1	4	2	1	0	10	0	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	5	5	3	5	5	1	999	4	3	3	0	0	0	0	55.69	58.75	1	1	1	0	1	1	0	9999	1	0	0	0	1	0
4168	2	3	3	2	4	4	2	4	3	3	4	2	2	2	2	2	4	4	4	4	4	3	4	3	4	52.05	56.05	2	1	1	2	-99	2	1	3	2	1	0	10	0	0	0	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	3	3	3	4	4	4	2	3	3	2	0	0	0	0	47.3	47.04	0	0	0	0	1	1	1	0	0	0	0	0	0	0
4607	2	2	2	1	3	2	1	3	1	2	3	1	1	1	2	2	3	2	-98	3	1	1	3	3	2	41.27	40.51	2	1	1	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	4	5	4	5	5	5	5	5	3	4	0	9999	9999	9999	43.58	44.94	0	1	1	1	1	1	1	1	1	0	1	0	0	0
4618	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	3	2	1	4	2	3	1	2	1	1	40.66	39.83	2	1	1	2	2	2	1	8	2	1	0	10	0	0	0	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	1.35	2	3	3	4	4	4	5	5	5	3	5	5	5	0	0	0	0	49.28	48.62	0	1	1	1	1	1	1	0	1	1	1	0	0	0
3299	2	2	2	2	4	4	1	2	2	3	5	3	-98	1	1	1	5	-98	1	5	3	3	5	4	1	39.89	41.93	2	1	1	1	5	5	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	0	1	3	3	4	4	3	3	999	5	3	3	2	5	0	9999	9999	9999	51.41	9999	1	1	1	0	0	9999	1	0	0	0	1	0	1	0
5374	2	1	1	1	3	5	4	5	2	2	4	2	2	2	2	2	2	4	4	4	4	4	2	4	4	41.1	9999	2	1	1	2	4	4	4	8	2	1	0	10	0	0	0	0	0	0	32	1	1	1.3125	1.249	0	0	0	0	0	0	0	0	1.28	1	2	2	5	4	4	4	4	4	2	2	2	2	1	0	0	0	44.11	49.91	1	1	1	1	1	1	1	0	0	0	0	1	0	0
3746	2	3	3	2	5	4	3	2	-98	4	5	1	2	2	4	2	5	4	1	5	4	4	5	1	3	40.21	44.54	2	1	1	2	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	0	2	3	3	3	999	2	5	4	4	2	2	5	3	0	9999	9999	9999	48.8	52.94	0	0	9999	0	1	1	1	0	0	1	0	0	0	0
5353	2	2	2	2	5	3	1	4	4	2	4	2	1	2	2	2	4	4	2	4	4	2	4	-98	4	59.61	66.37	2	1	1	2	2	2	1	13	4	3	1	8	0	0	8	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	1.3752	1.35	2	3	3	4	2	4	4	5	4	2	4	999	2	0	0	0	0	51.78	51.86	0	1	0	1	1	1	1	0	1	9999	0	0	0	0
4533	2	1	1	1	3	4	5	4	3	1	3	3	1	2	2	2	2	3	3	4	4	4	4	4	4	37.47	36.76	2	1	1	-99	1	1	1	3	2	1	0	10	0	0	0	0	0	0	63	0	0	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	2	2	5	3	5	3	5	4	2	2	2	2	1	0	0	0	47.81	53.42	0	1	0	1	0	1	1	0	0	0	0	0	0	1
2417	2	1	2	2	5	4	2	1	1	1	5	3	3	2	3	4	5	2	1	1	1	3	1	3	3	52.31	54.39	1	1	1	2	-99	2	1	5	2	1	0	5	1	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	2	2	5	5	5	3	3	4	5	3	3	3	1	0	0	0	49.73	56.37	1	1	1	1	0	0	1	1	0	0	0	1	0	0
6901	2	2	3	2	4	4	4	4	2	3	4	4	2	1	3	1	4	4	4	4	3	2	4	3	3	41.82	47.99	2	1	1	3	4	4	4	5	2	1	0	7	0	0	0	0	0	0	61	0	0	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	1.3752	1.28	1	3	5	4	4	3	2	4	5	3	4	3	3	1	0	0	0	47.33	52.56	1	1	1	0	0	1	1	0	1	0	0	1	0	0
3616	2	2	3	4	3	1	2	3	4	2	4	3	1	3	4	1	2	5	1	2	3	2	3	3	2	35.07	9999	1	1	-99	2	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	0	0	0	0	0	0	0	0	0	0	2	3	3	4	2	4	3	5	3	3	4	3	4	0	9999	9999	9999	40.39	9999	0	1	0	1	0	1	0	0	1	0	1	0	0	0
3094	2	2	3	2	5	5	2	2	2	2	5	1	1	2	2	3	5	3	2	2	2	2	5	2	2	49.22	49.88	1	1	1	2	1	2	1	1	1	1	0	10	0	0	0	0	0	0	63	0	0	1.3125	1.249	1.2959	1.2931	0	0	0	0	0	0	1.35	2	3	3	4	4	4	5	5	4	4	4	4	4	0	0	0	0	42.58	45.31	0	1	1	1	1	1	1	1	1	1	1	0	0	0
1378	2	2	2	1	4	4	2	4	2	4	4	1	2	2	4	2	4	4	2	4	4	2	4	2	4	35.76	38.72	1	1	1	2	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	4	4	2	5	4	4	2	4	4	2	0	9999	9999	9999	33	39.18	0	1	1	0	1	1	1	0	1	1	0	0	0	0
2063	2	2	2	2	3	4	1	2	2	2	3	1	1	2	4	4	3	5	1	1	2	2	3	4	4	31.87	41.05	1	1	1	2	4	4	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	3	3	4	4	4	5	5	4	4	4	2	2	0	9999	9999	9999	37.63	38.93	1	1	1	1	1	1	1	1	1	0	0	0	1	0
4582	2	1	1	1	1	4	1	4	1	1	4	1	1	1	1	1	3	1	2	4	2	1	4	2	2	39.28	42.79	1	1	-99	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	0	1.3549	0	0	1.3752	0	2	-99	-99	5	5	5	5	5	5	4	5	4	4	9999	9999	9999	9999	48.03	50.04	0	1	1	1	1	1	1	1	1	1	1	0	0	0
6062	2	1	2	2	3	4	2	4	3	2	3	2	2	1	2	2	3	4	2	4	3	2	3	2	2	47.96	54.06	1	1	1	2	3	3	3	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	0	0	0	0	0	0	0	0	0	2	2	2	5	3	4	4	4	5	3	4	4	4	1	9999	9999	9999	42.98	50.79	0	1	0	1	1	1	1	0	1	1	1	0	0	1
1976	2	2	2	2	4	3	-98	3	2	2	4	2	2	2	2	2	4	2	2	2	2	2	4	2	2	51.55	47.34	1	1	1	1	1	1	1	1	1	1	0	10	0	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	1.35	2	3	3	4	4	4	4	4	4	4	4	4	4	0	0	0	0	48.33	44.92	0	1	1	1	1	1	1	1	1	1	1	0	0	0
4092	2	1	1	1	4	5	4	5	5	1	5	1	1	2	3	4	5	2	1	5	1	5	5	5	1	40.74	46.38	1	1	1	5	2	5	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2837	0	0	0	0	0	0	0	1	3	3	5	1	5	5	5	4	5	1	1	5	0	9999	9999	9999	42.11	42.22	1	1	0	1	1	1	1	1	0	0	1	0	1	0
2319	2	1	2	2	-98	3	2	2	1	2	2	1	2	3	2	2	1	2	1	2	1	2	1	2	1	39.13	32.28	1	1	1	2	5	5	4	4	2	1	0	10	0	0	0	0	0	0	42	1	1	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	1.35	2	3	3	5	5	4	5	4	3	5	4	4	5	0	0	0	0	36.17	34.9	0	1	1	1	1	1	0	1	1	1	1	0	0	0
1721	2	1	2	2	-98	1	3	1	2	2	1	2	2	1	2	1	4	-98	4	3	2	-98	2	3	5	38.12	9999	1	1	1	-99	-99	-99	-99	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	0	2	3	3	5	4	4	4	4	5	4	999	3	1	0	9999	9999	9999	48.05	9999	0	1	1	1	1	1	1	1	9999	0	0	0	0	0
3996	2	1	2	2	2	3	4	4	4	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	41.86	40.51	1	1	1	2	-99	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2837	0	0	1.3549	0	0	0	0	2	3	3	5	2	4	5	4	5	5	5	5	5	0	9999	9999	9999	44.19	36.02	0	1	0	1	1	1	1	1	1	1	1	0	0	0
4754	2	4	1	2	3	5	4	5	1	3	4	4	3	4	3	3	1	4	4	1	3	1	3	2	4	47.58	38.83	1	1	-99	1	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	0	0	0	0	0	0	0	0	0	1	3	3	2	5	3	2	3	2	3	5	4	2	0	9999	9999	9999	31.14	31.91	1	0	1	0	0	0	0	0	1	1	0	0	1	0
3585	2	1	2	3	3	2	3	3	3	2	4	3	5	4	2	3	4	1	5	1	2	1	4	2	3	50.37	9999	1	1	1	2	-99	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	0	0	0	0	0	0	0	2	3	3	5	3	4	3	1	2	4	5	4	3	0	9999	9999	9999	38.34	34.93	0	1	0	1	0	0	0	1	1	1	0	0	0	0
2784	2	2	2	2	2	2	2	4	2	2	4	1	2	2	2	2	2	4	2	4	2	2	2	4	2	37.21	9999	1	1	-99	1	-99	1	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	0	0	0	0	0	0	0	0	0	0	2	-99	-99	4	4	4	5	4	4	4	4	2	4	9999	9999	9999	9999	36.78	9999	0	1	1	1	1	1	1	1	1	0	1	0	0	0
4039	2	1	2	2	3	2	1	1	2	4	2	3	-98	5	4	3	1	2	1	2	1	3	4	4	2	41.99	9999	1	1	1	1	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	0	2	3	3	5	4	2	3	999	1	5	3	2	4	0	9999	9999	9999	31.52	39.15	0	1	1	0	0	9999	0	1	0	0	1	0	0	0
5373	2	2	3	2	5	4	2	4	1	1	5	1	1	2	3	1	5	4	2	5	1	1	5	1	1	65.24	69.56	4	1	1	5	5	5	4	14	4	3	1	5	1	0	7	0	0	0	25	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	4	5	5	5	5	4	5	5	5	5	0	0	0	0	67.35	71.89	1	1	1	1	1	1	1	1	1	1	1	0	1	0
1033	2	3	2	2	4	4	1	1	1	1	3	1	1	1	1	1	2	5	1	2	3	2	3	3	2	49.9	36.2	2	1	1	2	2	2	1	8	2	1	0	6	0	0	0	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	3	5	5	5	5	5	3	4	3	4	0	0	0	0	44.24	40.36	0	0	1	1	1	1	1	0	1	0	1	0	0	0
2418	2	4	2	2	3	4	2	4	2	1	3	2	3	4	3	2	3	4	2	4	3	2	3	3	3	39.87	39.02	1	1	1	1	2	2	1	3	2	1	0	10	0	0	0	0	0	0	52	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	1.35	2	-99	-99	2	4	5	4	3	2	3	4	3	3	9999	0	0	0	43.59	36.49	0	0	1	1	1	0	0	0	1	0	0	0	0	0
5318	2	5	3	4	3	1	1	1	1	1	3	1	3	5	5	5	3	1	1	1	1	3	3	1	3	38.68	9999	1	1	-99	2	2	2	1	1	1	1	0	10	0	0	0	0	0	0	61	0	0	1.3125	1.249	0	0	0	0	0	0	0	0	1.28	1	3	3	1	5	5	5	3	1	5	3	5	3	0	0	0	0	9999	9999	1	0	1	1	1	0	0	1	0	1	0	0	1	0
1794	2	1	1	2	4	4	2	4	2	2	3	2	2	3	3	2	3	3	2	3	2	2	3	2	2	44.59	52.84	1	1	1	-99	-99	-99	-99	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	5	4	4	4	4	3	4	4	4	4	0	9999	9999	9999	48.83	57.38	0	1	1	1	1	1	0	1	1	1	1	0	0	0
2212	2	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	56.58	9999	1	1	1	2	1	2	1	3	2	1	0	10	0	0	0	0	0	0	41	1	1	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	0	1.35	2	3	3	1	3	3	3	3	3	3	3	3	3	0	0	0	0	40.21	40.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1324	2	1	1	1	5	5	2	5	1	1	3	1	1	1	1	1	2	5	1	1	1	1	3	4	1	44.59	42	2	1	1	2	5	5	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	.668	.6357	.7403	.9506	0	1.4092	0	0	0	1.1198	0	2	2	2	5	5	5	5	5	5	5	5	2	5	1	9999	9999	9999	42.71	45.07	0	1	1	1	1	1	1	1	1	0	1	0	0	1
