CASENUM,COHORT,AB39A,GA32A,KA46A,AB39B,AB39C,AB39D,AB39E,AB39F,AB39G,AB39H,GA32H,KA46H,AB39I,GA32I,KA46I,AB39J,AB39K,GA32K,KA46K,AB39L,GA32L,KA46L,AB39M,GA33A,KA47A,AB39N,AB39O,AB39P,AB39Q,AB39R,AB39S,AB39T,GA33H,KA47H,AB39U,GA33I,KA47I,AB39V,AB39W,GA33K,KA47K,AB39X,GA33L,KA47L,SCIENCEG7,SCIG8,SCIG11,MTH7,SCI7,SCI8,MOTHED,FATHED,PEDUC,PEDUC3,RSEDAN,RSEDAN6,RSEDAN5,RBACC,RMAJFIRST,RMAJFIRST2,RMAJLAST2,RMAJLAST,RGRADMAJ,RGRADMAJ10,RSTEMM,RSTEMMX,RSTEMMB,RSTEMMA,WEIGHT7,WEIGHT8,WEIGHT9,WEIGHT10,WEIGHT11,WEIGHT12,WEIGHTP1,WEIGHTP2,WEIGHTP4,WGT12A,WEIGHTR,GENDER,RACETH3,RACETH,MINORITY,STEM,STEMSUP,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE
3185,2,1,1,1,2,2,5,4,1,4,1,1,1,1,1,1,4,1,1,0,1,1,0,0,1,1,3,4,5,2,1,1,0,0,0,0,1,0,3,0,1,0,0,1,1,52.31,59.19,67.25,2,0,1,2,2,2,1,13,4,3,1,1,1,0,8,0,0,0,20,2,2,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,1,0,62.23,65.53,77.35,83.48,85.54,0
3853,2,0,1,0,2,2,4,4,2,4,1,0,1,0,1,1,4,1,0,1,1,0,1,1,1,0,1,1,4,5,5,5,0,0,1,0,1,1,5,1,0,1,1,0,1,56.14,53.6,9999,2,0,1,4,5,5,4,13,4,3,1,8,0,0,8,0,0,0,31,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,-99,-99,9999,0,0,0,57.74,62.72,9999,9999,57.51,0
1746,2,1,NA,1,2,3,4,4,2,4,1,NA,1,1,NA,1,5,1,NA,1,1,NA,1,1,NA,0,3,3,4,2,2,-98,0,NA,0,1,NA,1,5,1,NA,0,1,NA,0,35.04,51.19,9999,2,0,1,2,1,2,1,3,2,1,0,10,0,0,0,0,0,0,22,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,1,1,1,0,0,0,49.65,52.15,9999,9999,9999,1
2866,2,1,1,1,1,2,4,4,4,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,1,0,0,1,1,1,3,1,0,0,1,1,1,63.96,65.1,73.24,2,0,1,2,5,5,4,13,4,3,1,9,0,0,9,0,0,0,18,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,58.33,66.4,76.5,80.24,86.06,0
5590,2,1,1,0,2,1,5,4,1,4,1,1,1,0,1,1,4,1,1,1,1,1,1,1,1,0,2,2,4,4,1,4,0,0,1,0,1,1,4,1,0,1,1,0,1,63.48,64.97,75.5,2,1,1,2,5,5,4,7,2,1,0,1,1,0,0,0,0,0,43,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,66.62,71.17,76.88,80.44,73.16,0
1287,2,1,1,1,1,1,4,4,4,5,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,NA,1,1,1,1,4,0,1,1,1,1,1,69.03,71.36,73.41,2,0,1,2,3,3,3,15,5,4,1,5,1,1,5,1,4,1,15,3,3,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,1,1,0,61.89,66.17,66.47,83.32,79.21,0
1716,2,1,1,0,2,2,5,5,5,5,0,1,1,1,1,0,5,1,0,0,1,0,0,1,1,1,2,2,5,5,5,5,0,1,1,1,1,0,5,1,0,0,1,0,1,57.15,60.81,74.82,2,0,1,3,4,4,4,5,2,1,0,9,0,0,0,0,0,0,22,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,59.58,62.36,79.72,79.7,81.2,0
6155,2,0,NA,NA,3,2,4,3,2,4,1,NA,NA,1,NA,NA,4,0,NA,NA,1,NA,NA,1,NA,NA,1,1,4,4,1,5,1,NA,NA,1,NA,NA,4,0,NA,NA,0,NA,NA,61.45,59.71,9999,2,0,1,5,3,5,4,15,5,4,1,1,1,1,1,0,7,0,20,2,2,2.2575,2.6221,2.3642,0,0,0,0,0,0,0,1.89,2,1,1,1,0,1,0,59.63,61.58,9999,9999,9999,0
1284,2,1,1,NA,2,2,5,4,2,5,1,1,NA,1,1,NA,4,1,1,NA,1,1,NA,1,1,NA,1,1,5,4,3,4,0,1,NA,1,NA,NA,5,1,1,NA,1,1,NA,48.92,57.87,9999,2,0,1,3,2,3,3,11,4,3,1,8,0,0,9,0,0,0,22,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,54.28,50.35,65.76,9999,9999,0
5948,2,0,0,1,2,2,5,4,3,5,1,0,1,1,1,1,5,0,1,1,1,0,0,1,1,1,2,2,5,4,4,5,1,1,1,1,1,1,5,0,0,1,1,1,1,54.24,63.52,70.37,2,0,1,3,-99,3,3,14,4,3,1,10,0,1,5,0,0,0,21,2,2,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,3,3,0,0,1,0,58.39,59.61,72.68,68.9,76.65,1
6845,2,1,1,0,2,2,5,5,4,5,1,0,0,1,0,0,5,1,0,1,1,0,0,1,1,0,1,-96,5,5,4,5,1,0,0,0,0,0,5,0,0,0,1,0,0,58.09,59.12,9999,2,0,1,4,5,5,4,9,3,2,0,9,0,0,0,0,0,0,18,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,46.32,35.25,56.85,9999,9999,0
5517,2,1,1,0,3,2,5,2,1,5,0,1,1,1,1,1,5,1,1,1,1,0,0,1,0,0,1,1,5,5,5,5,1,0,0,1,0,0,5,0,1,0,0,0,0,58.1,56.13,71.34,2,0,1,4,5,5,4,13,4,3,1,6,0,0,6,0,0,0,24,2,2,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,1,0,58.65,55.19,69.99,74.8,72.05,0
3852,2,1,1,0,2,2,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,3,4,2,-98,0,0,1,1,1,1,3,0,0,1,0,0,1,58.65,61.37,66.84,2,0,1,3,3,3,3,5,2,1,0,10,0,0,0,0,0,0,32,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,0,0,0,1.9592,1.89,2,3,3,0,0,0,0,47.19,52.15,60.89,75.1,69.73,0
5869,2,0,0,1,4,4,5,3,2,5,1,1,1,0,0,0,3,1,1,1,NA,1,1,0,1,1,3,3,3,3,3,3,0,0,0,0,0,0,3,0,1,0,0,1,0,53.49,9999,53.21,2,0,-99,2,1,2,1,5,2,1,0,8,0,0,0,0,0,0,32,1,1,2.2575,0,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,-99,-99,9999,0,0,0,51.1,9999,51.18,56.38,59.02,1
1354,2,1,1,1,2,2,5,4,5,5,1,1,1,1,0,1,5,1,1,1,1,1,1,0,1,1,4,5,5,2,5,3,1,1,1,1,NA,1,5,1,1,0,0,1,1,49.51,60.4,73.46,2,0,1,4,5,5,4,16,6,5,1,1,1,1,1,1,4,1,15,3,3,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,3,3,0,1,1,0,55.43,61.38,72.06,79.15,79.76,1
5378,2,0,0,0,5,3,3,2,2,4,0,NA,1,1,0,1,3,1,0,0,1,0,1,1,0,0,3,3,3,4,4,5,1,0,1,1,0,1,2,0,0,0,1,0,1,42.33,44.13,61.63,2,1,1,2,2,2,1,2,2,1,0,10,0,0,0,0,0,0,43,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,37.82,40.6,46.67,57.06,57.15,0
3813,2,1,1,1,2,2,4,4,2,4,1,1,0,0,1,0,4,1,1,1,1,1,1,0,1,0,4,3,4,4,2,4,0,0,0,0,0,0,4,1,0,0,1,0,1,54.77,52.96,60.75,2,0,1,2,2,2,1,5,2,1,0,8,0,0,0,0,0,0,32,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,51.02,48.81,64.26,62.26,9999,0
2783,2,0,0,0,4,2,4,2,1,3,1,1,0,0,1,0,4,1,1,0,1,1,0,1,1,0,2,3,4,2,2,3,0,0,0,0,1,0,4,0,1,0,0,1,0,35.26,46.94,52.07,2,0,1,2,5,5,4,5,2,1,0,10,0,0,0,0,0,0,61,0,0,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,2,2,1,0,0,0,30.65,57.93,9999,9999,47.06,1
3751,2,1,1,1,1,1,2,4,1,5,1,1,0,1,1,0,3,1,1,0,1,1,0,1,1,0,1,1,3,5,5,5,1,1,1,1,1,1,2,1,1,0,1,1,0,61.01,58.32,66.36,2,1,1,2,4,4,4,5,2,1,0,9,0,0,0,0,0,0,22,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,1,1,1,0,0,0,59.33,58.57,68.18,78.3,73.51,0
5382,2,1,NA,NA,3,2,4,5,2,3,1,NA,NA,1,NA,NA,4,1,NA,NA,1,NA,NA,1,NA,NA,3,2,4,-96,4,4,1,NA,NA,1,NA,NA,3,1,NA,NA,1,NA,NA,37.63,38.21,9999,2,1,1,1,1,1,1,1,1,1,0,10,0,0,0,0,0,0,51,1,1,2.2575,2.6221,2.3642,2.2304,0,0,1.8428,0,0,1.9592,1.89,2,1,1,1,0,0,0,52.32,48.27,9999,9999,9999,0
6345,2,0,0,NA,5,4,5,3,2,5,0,0,NA,0,0,NA,3,0,0,NA,0,0,NA,0,1,NA,5,1,5,5,5,5,0,1,NA,0,0,NA,3,0,0,NA,1,1,NA,48.66,60.56,9999,2,0,1,2,-99,2,1,5,2,1,0,5,1,0,0,0,0,0,61,0,0,2.2575,2.6221,2.3642,2.2304,2.1324,0,1.8428,0,0,1.9592,2.08,1,3,3,0,0,0,0,50.11,55.74,65.41,69.86,9999,1
1470,2,0,1,1,4,2,4,2,2,4,1,1,1,1,1,1,4,1,0,1,1,1,1,0,1,0,2,2,2,3,2,2,1,0,0,1,1,1,1,1,1,1,1,1,0,56.52,56.43,67.14,2,1,0,2,5,5,4,8,2,1,0,7,0,0,0,0,0,0,43,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,50.74,54.89,62.04,69.21,64.72,0
4673,2,0,NA,NA,4,3,4,3,1,2,0,NA,NA,0,NA,NA,4,1,NA,NA,1,NA,NA,0,NA,NA,3,3,2,3,3,2,0,NA,NA,0,NA,NA,4,1,NA,NA,1,NA,NA,44.25,9999,9999,2,0,-99,3,4,4,4,5,2,1,0,10,0,0,0,0,0,0,32,1,1,2.2575,0,2.3642,2.2304,2.1324,0,0,0,0,0,1.89,2,3,3,0,0,0,0,56.35,9999,9999,9999,9999,0
4009,2,1,1,1,1,1,3,5,2,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,5,2,5,0,1,1,1,1,1,3,1,1,1,1,1,1,68.95,73.94,85.8,5,0,1,4,3,4,4,13,4,3,1,3,1,0,8,0,0,0,22,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,64.42,72.43,79.27,79.62,87.59,0
1005,2,0,0,NA,3,2,5,5,2,3,0,0,NA,0,0,NA,3,0,0,NA,0,0,NA,NA,1,NA,-98,-98,-98,-98,-98,-98,NA,0,NA,NA,0,NA,-98,NA,0,NA,NA,1,NA,46.93,42.97,9999,2,0,1,2,4,4,4,13,4,3,1,9,0,0,9,0,0,0,32,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,3,3,0,0,0,0,43.66,56.56,62.81,9999,9999,1
4587,2,1,1,1,2,2,4,4,2,3,1,1,0,1,1,0,4,1,1,1,1,1,1,0,0,0,3,4,4,2,2,2,0,1,0,1,0,0,4,0,0,0,1,0,0,60.89,62.04,78.76,2,0,1,2,2,2,1,5,2,1,0,3,1,0,0,0,0,0,32,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,63.82,74.84,84.16,90.75,93.09,0
5900,2,1,0,0,2,1,5,2,2,2,0,1,0,1,1,1,5,1,1,0,0,0,1,1,1,1,3,2,4,4,3,1,0,0,0,1,1,0,4,0,0,0,0,0,0,35.13,50,64.3,2,0,1,2,2,2,1,6,2,1,0,7,0,0,0,0,0,0,61,0,0,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,3,3,0,0,0,0,58.99,61.11,71.11,63.32,65.58,1
3563,2,0,1,NA,2,2,5,5,2,5,1,0,NA,0,1,NA,5,1,1,NA,1,0,NA,0,1,NA,4,-98,5,-98,-98,-98,0,1,NA,0,1,NA,5,0,1,NA,0,1,NA,54.8,54.82,9999,2,0,1,2,5,5,4,15,5,4,1,5,1,1,5,1,4,1,15,3,3,2.2575,2.6221,2.3642,2.2304,2.1324,0,0,0,0,1.9592,2.08,1,3,3,0,1,1,0,52.13,55.76,69.94,9999,9999,1
6451,2,1,1,1,4,3,3,2,1,4,1,0,1,1,1,1,4,1,1,1,0,1,1,1,0,1,3,3,4,4,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,40.75,48.92,53.85,2,0,1,1,1,1,1,5,2,1,0,10,0,0,0,0,0,0,33,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,1,1,1,0,0,0,47.62,42.21,44.75,47.13,55.06,0
4662,2,1,1,1,2,2,5,3,3,4,1,0,1,1,1,1,5,1,1,1,1,1,1,1,0,1,3,2,5,4,3,4,1,0,1,1,0,1,5,1,1,1,1,1,1,57.33,65.31,66.51,2,0,1,4,2,4,4,13,4,3,1,10,0,0,7,0,0,0,52,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,3,3,0,0,0,0,66.74,63.88,81.25,83.06,79.02,1
2042,2,0,NA,NA,4,2,5,2,1,5,1,NA,NA,1,NA,NA,5,1,NA,NA,0,NA,NA,1,NA,NA,1,1,5,5,1,5,0,NA,NA,1,NA,NA,5,0,NA,NA,0,NA,NA,52.62,9999,9999,2,0,-99,4,5,5,4,13,4,3,1,10,0,0,10,0,0,0,63,0,0,2.2575,0,0,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,-99,-99,9999,0,0,0,54.92,9999,9999,9999,9999,1
3779,2,1,1,1,2,2,5,5,4,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,1,2,2,5,5,2,5,1,0,0,0,1,1,5,1,0,0,1,0,0,52.4,64.54,72.31,2,0,1,2,1,2,1,11,4,3,1,10,0,0,7,0,0,0,22,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,-99,-99,9999,0,0,0,62.42,66.33,71.69,73.28,67.49,1
3934,2,0,0,0,4,3,5,2,2,4,1,1,0,1,1,1,5,1,1,0,1,0,0,0,0,0,2,-98,5,4,2,3,1,1,0,1,1,0,5,1,0,0,1,0,0,59.19,65.87,68.82,2,0,1,3,5,5,4,13,4,3,1,10,0,0,10,0,0,0,63,0,0,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,56.58,54.87,65.72,62.84,63.31,0
3766,2,0,1,1,3,3,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,3,3,5,1,1,5,1,1,0,0,1,1,5,1,1,0,1,0,0,47.34,54.49,78.53,2,0,1,2,4,4,4,15,5,4,1,8,0,0,8,0,7,0,20,2,2,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,1,1,1,0,1,0,42.08,65.4,70.23,83.77,76.36,0
2862,2,0,NA,NA,3,-98,2,4,2,4,0,NA,NA,0,NA,NA,4,1,NA,NA,1,NA,NA,1,NA,NA,3,2,5,4,2,4,0,NA,NA,0,NA,NA,5,0,NA,NA,0,NA,NA,49.21,54.63,60.23,2,0,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,61,0,0,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,1,1,1,0,0,0,49.47,52.79,9999,60.54,9999,1
1834,2,1,1,1,1,1,5,5,2,4,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,60.76,66.95,69.65,5,0,1,5,4,5,4,12,4,3,1,8,0,0,8,0,0,0,61,0,0,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,3,3,0,0,0,0,61.97,68.39,74.19,75.73,83.64,1
3426,2,1,1,1,1,1,3,5,1,4,1,0,1,1,0,0,3,1,1,1,1,0,0,1,1,0,1,1,3,5,1,4,1,0,1,1,0,1,3,1,1,NA,0,0,0,65.27,65.93,77.78,2,1,1,2,-99,2,1,13,4,3,1,10,0,0,10,0,0,0,18,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,66.1,69.48,80.69,86.06,87.69,0
4012,2,1,1,0,1,1,5,5,2,4,1,0,0,1,0,0,5,1,1,0,1,1,0,1,1,1,1,1,5,5,2,4,1,0,0,1,1,0,5,1,1,0,1,1,1,51.81,58.82,59.09,2,0,1,4,5,5,4,15,5,4,1,5,1,1,5,1,4,1,15,3,3,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,2.08,1,3,3,0,1,1,0,53.21,58.26,72.11,68.17,71.4,1
4314,2,1,1,NA,4,1,3,1,2,1,0,1,NA,0,1,NA,5,0,1,NA,0,1,NA,1,1,NA,3,3,2,1,2,1,1,1,NA,0,1,NA,2,1,1,NA,0,1,NA,36.29,36.15,57.46,2,0,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,33,1,1,2.2575,2.6221,2.3642,2.2304,2.1324,1.856,1.8428,0,0,1.9592,1.89,2,3,5,1,0,0,0,42.23,41.03,45.25,54.66,57.52,0
4107,2,1,NA,NA,1,2,3,2,3,4,0,NA,NA,1,NA,NA,2,0,NA,NA,0,NA,NA,1,NA,NA,3,1,4,5,3,2,0,NA,NA,0,NA,NA,2,1,NA,NA,0,NA,NA,55.05,47.86,9999,2,0,1,2,2,2,1,5,2,1,0,10,0,0,0,0,0,0,32,1,1,2.2575,2.6221,2.3642,2.2304,0,1.856,1.8428,0,0,1.9592,1.89,2,3,3,0,0,0,0,37.81,37.52,71.49,9999,9999,0
6924,2,1,1,0,1,5,5,-98,-96,-98,1,1,1,1,1,1,5,1,0,0,1,1,1,0,1,1,5,4,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,47.7,50.76,75.11,4,1,1,2,2,2,1,7,2,1,0,10,0,0,0,0,0,0,32,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,0.61,1,3,3,0,0,0,0,55.29,69.39,77.48,82.98,84.24,1
6814,2,0,0,0,4,4,5,3,2,3,0,0,1,0,1,1,5,1,1,1,0,1,1,1,0,0,3,3,4,3,2,3,0,0,1,0,1,1,4,0,0,1,0,0,1,52,46.35,65.65,2,1,1,2,3,3,3,5,2,1,0,10,0,0,0,0,0,0,22,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0,0,0,0.7118,0.61,1,3,3,0,0,0,0,51.08,50.05,68.42,76,73.46,1
3303,2,1,1,1,1,2,5,5,2,4,1,1,1,0,1,1,5,1,1,1,1,1,1,0,0,0,3,2,5,5,1,2,1,0,1,0,0,1,5,0,1,1,1,0,1,54.27,54.06,65.53,4,1,1,2,3,3,3,15,5,4,1,10,0,0,6,0,10,0,22,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,0.61,1,2,2,1,0,0,0,53.5,57.93,74.52,76.18,84,1
5006,2,1,NA,NA,2,2,5,5,4,5,1,NA,NA,1,NA,NA,5,1,NA,NA,1,NA,NA,0,NA,NA,2,4,5,4,2,5,0,NA,NA,0,NA,NA,3,0,NA,NA,0,NA,NA,35.3,51.48,9999,2,1,1,4,2,4,4,5,2,1,0,6,0,0,0,0,0,0,32,1,1,0.7051,0.7766,0.8067,0.7754,0,0,0,0,0,0,0.61,1,2,2,1,0,0,0,48.05,50.67,9999,9999,9999,1
5551,2,1,NA,NA,2,2,3,2,3,2,1,NA,NA,1,NA,NA,3,1,NA,NA,0,NA,NA,0,NA,NA,5,4,2,4,1,1,1,NA,NA,0,NA,NA,2,0,NA,NA,1,NA,NA,52.94,45.45,9999,2,1,1,2,3,3,3,3,2,1,0,10,0,0,0,0,0,0,43,1,1,0.7051,0.7766,0,0,0,0,0,0,0,0,1.03,2,3,3,0,0,0,0,35.75,38.98,9999,9999,9999,0
6418,2,1,1,1,2,2,5,5,2,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,5,5,2,4,1,1,1,1,1,1,5,1,1,0,1,1,1,58.85,60.74,9999,4,1,1,2,2,2,1,13,4,3,1,9,0,0,9,0,0,0,22,1,1,0.7051,0.7766,0.8067,0.7754,0,0.6679,0.7724,0,0,0.7118,0.61,1,3,3,0,0,0,0,58.92,63.33,70.47,9999,77.52,1
1506,2,1,NA,NA,3,2,4,4,2,4,1,NA,NA,1,NA,NA,5,1,NA,NA,1,NA,NA,1,NA,NA,3,2,5,4,2,4,1,NA,NA,1,NA,NA,5,0,NA,NA,1,NA,NA,59.63,61.36,9999,4,1,1,1,2,2,1,9,3,2,0,5,1,0,0,0,0,0,21,2,2,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,0.61,1,3,3,0,0,1,0,61.25,63.13,9999,9999,84.07,1
2403,2,1,NA,0,1,1,5,4,4,4,1,NA,1,1,NA,1,5,1,NA,1,1,NA,1,1,NA,0,2,3,4,4,2,4,0,NA,0,0,NA,1,4,0,NA,0,0,NA,0,61.14,60.15,9999,2,1,1,2,2,2,1,5,2,1,0,8,0,0,0,0,0,0,32,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,0.61,1,3,3,0,0,0,0,54.67,61.32,9999,9999,78.71,1
1991,2,0,NA,NA,3,2,4,4,2,4,1,NA,NA,0,NA,NA,4,1,NA,NA,1,NA,NA,0,NA,NA,3,3,4,4,2,4,0,NA,NA,0,NA,NA,4,0,NA,NA,0,NA,NA,49.85,41.19,9999,2,1,1,2,2,2,1,5,2,1,0,10,0,0,0,0,0,0,52,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,0.61,1,3,3,0,0,0,0,44.39,47.44,9999,9999,9999,1
5276,2,1,1,NA,2,2,2,4,2,4,1,1,NA,1,1,NA,2,1,1,NA,1,1,NA,1,1,NA,2,1,1,5,4,4,1,1,NA,1,1,NA,2,0,0,NA,0,0,NA,66.69,9999,81.94,4,1,1,4,2,4,4,13,4,3,1,1,1,1,1,0,0,1,16,3,3,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,1.03,2,3,3,0,1,1,0,63.09,69.35,78.47,81.63,9999,0
3098,2,1,NA,NA,2,2,5,5,3,5,1,NA,NA,1,NA,NA,5,1,NA,NA,1,NA,NA,1,NA,NA,2,2,5,5,3,5,1,NA,NA,1,NA,NA,5,1,NA,NA,1,NA,NA,57.19,54.77,9999,4,1,1,2,2,2,1,6,2,1,0,8,0,0,0,0,0,0,22,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,1.03,2,-99,-99,9999,0,0,0,56.04,64.41,9999,9999,75.3,0
6490,2,1,NA,NA,2,2,4,4,4,4,1,NA,NA,1,NA,NA,5,1,NA,NA,0,NA,NA,1,NA,NA,2,2,4,4,4,4,1,NA,NA,1,NA,NA,5,1,NA,NA,0,NA,NA,59.32,70.49,81.59,4,1,1,3,2,3,3,13,4,3,1,6,0,0,6,0,0,0,32,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0,0,0,0.7118,0.61,1,3,3,0,0,0,0,67.2,73.27,9999,82.17,9999,1
1303,2,1,NA,NA,2,2,5,4,3,5,0,NA,NA,0,NA,NA,5,1,NA,NA,0,NA,NA,0,NA,NA,5,4,5,2,1,3,0,NA,NA,0,NA,NA,5,0,NA,NA,0,NA,NA,49.86,58.72,9999,4,1,1,2,3,3,3,5,2,1,0,6,0,0,0,0,0,0,63,0,0,0.7051,0.7766,0,0,0,0,0,0,0,0,0.61,1,3,3,0,0,0,0,61.43,61.16,9999,9999,9999,1
4276,2,1,1,NA,2,2,3,4,2,4,1,1,NA,1,1,NA,3,1,1,NA,1,0,NA,0,1,NA,3,2,3,2,2,3,1,0,NA,1,0,NA,3,1,0,NA,0,0,NA,67.06,72.52,9999,4,1,1,4,5,5,4,15,5,4,1,7,0,0,7,0,7,0,25,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,0.61,1,3,3,0,0,0,0,55.59,63.49,82.61,9999,83.14,1
6261,2,1,NA,NA,2,2,5,3,2,5,0,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,0,NA,NA,3,2,3,3,2,4,0,NA,NA,1,NA,NA,3,1,NA,NA,1,NA,NA,61.93,57.66,9999,4,1,1,3,3,3,3,5,2,1,0,10,0,0,0,0,0,0,32,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0,0,0,0.7118,1.03,2,3,5,1,0,0,0,52.42,61.53,9999,9999,9999,0
6651,2,1,1,NA,1,1,5,5,2,5,1,1,NA,1,1,NA,5,1,0,NA,1,1,NA,1,1,NA,1,1,5,5,2,5,0,0,NA,1,0,NA,5,0,0,NA,1,1,NA,60.67,62.22,78.64,4,1,1,2,2,2,1,8,2,1,0,3,1,0,0,0,0,0,61,0,0,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,0.61,1,3,3,0,0,0,0,64.67,69.21,85.6,87.26,99.3,1
6555,2,0,1,NA,1,2,5,3,2,5,1,1,NA,1,1,NA,5,0,0,NA,1,1,NA,1,0,NA,1,2,5,4,3,5,NA,1,NA,1,1,NA,5,1,1,NA,1,1,NA,49.44,9999,9999,4,1,1,5,4,5,4,13,4,3,1,10,0,0,10,0,0,0,18,1,1,0.7051,0.7766,0.8067,0.7754,0.7631,0.6679,0.7724,0,0,0.7118,0.61,1,3,3,0,0,0,0,46.87,9999,71.1,77.51,9999,1
