CASENUM,COHORT,AB39A,GA32A,KA46A,AB39B,AB39C,AB39D,AB39E,AB39F,AB39G,AB39H,GA32H,KA46H,AB39I,GA32I,KA46I,AB39J,AB39K,GA32K,KA46K,AB39L,GA32L,KA46L,AB39M,GA33A,KA47A,AB39N,AB39O,AB39P,AB39Q,AB39R,AB39S,AB39T,GA33H,KA47H,AB39U,GA33I,KA47I,AB39V,AB39W,GA33K,KA47K,AB39X,GA33L,KA47L,SCIENCEG7,SCIG8,SCIG11,MTH7,SCI7,SCI8,MOTHED,FATHED,PEDUC,PEDUC3,RSEDAN,RSEDAN6,RSEDAN5,RBACC,RMAJFIRST,RMAJFIRST2,RMAJLAST2,RMAJLAST,RGRADMAJ,RGRADMAJ10,RSTEMM,RSTEMMX,RSTEMMB,RSTEMMA,WEIGHT7,WEIGHT8,WEIGHT9,WEIGHT10,WEIGHT11,WEIGHT12,WEIGHTP1,WEIGHTP2,WEIGHTP4,WGT12A,WEIGHTR,GENDER,RACETH3,RACETH,MINORITY,STEM,STEMSUP,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE
6915,2,1,1,NA,2,1,5,4,2,5,1,0,NA,1,1,NA,5,1,0,NA,1,1,NA,1,1,NA,1,1,3,5,5,5,1,1,NA,1,1,NA,1,1,0,NA,1,1,NA,59.14,57.31,9999,2,1,1,3,3,3,3,17,6,5,1,1,1,0,9,0,9,0,18,1,1,0.6671,0.6463,0.6723,0.7003,0.8664,0.8549,0.8167,0,0,0.7174,0.62,2,3,3,0,0,0,0,56.27,54.36,70.5,9999,9999,0
3785,2,1,0,1,1,1,5,5,1,5,1,1,1,1,0,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,0,1,1,0,1,5,1,0,1,1,0,1,50.71,9999,9999,2,0,1,2,2,2,1,15,5,4,1,3,1,1,3,1,3,1,13,3,3,0.6671,0.6463,0.6723,0.7003,0.8664,0.8549,0.8167,0,0,0.7174,0.62,2,3,3,0,1,1,1,50.35,47.04,54.29,9999,78.54,0
2345,2,0,0,0,3,2,5,2,1,3,0,0,1,0,1,1,5,1,1,1,0,1,1,0,0,0,4,-98,3,3,3,3,0,0,0,0,0,1,3,0,0,0,0,1,0,42.62,52.78,56.08,2,1,1,1,1,1,1,8,2,1,0,8,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,1,1,1,0,0,0,44.32,46.09,62.09,62.12,68.48,1
6407,2,0,NA,NA,5,5,3,3,5,5,1,0,NA,0,NA,NA,3,1,1,NA,1,0,NA,0,1,NA,5,1,3,3,5,5,0,0,NA,0,1,NA,3,0,0,NA,1,1,NA,42.23,44.33,59.49,1,1,1,1,1,1,1,1,1,1,0,10,0,0,0,0,0,0,63,0,0,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,1,1,1,0,0,0,33.91,34.21,36.04,47.19,35.9,0
5445,2,0,1,NA,4,2,4,5,1,1,0,1,NA,0,NA,NA,4,0,1,NA,1,1,NA,0,0,NA,2,2,4,4,2,4,0,0,NA,0,0,NA,5,0,0,NA,0,0,NA,45.42,43.43,44.45,4,1,1,2,4,4,4,11,4,3,1,9,0,0,10,0,0,0,18,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,3,4,0,0,0,0,53.91,44.13,51.08,55.94,9999,1
5903,2,0,0,NA,4,3,4,3,3,4,0,1,NA,0,0,NA,4,0,1,NA,0,0,NA,0,0,NA,5,3,4,4,4,4,0,0,NA,0,0,NA,4,0,NA,NA,0,0,NA,45.98,45.57,9999,2,1,1,2,2,2,1,2,2,1,0,10,0,0,0,0,0,0,61,0,0,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,3,3,0,0,0,0,38.73,46.04,46.57,9999,9999,1
3954,2,0,1,0,4,3,5,2,3,4,1,1,1,0,1,0,3,1,1,1,0,1,1,1,0,0,3,3,3,4,2,4,0,0,0,0,1,1,3,1,0,0,1,0,0,49.08,9999,61.08,1,1,1,2,1,2,1,13,4,3,1,9,0,0,9,0,0,0,32,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,1,1,1,0,0,0,45.76,38.17,50.06,56.32,55.94,0
2620,2,1,0,0,3,4,5,4,1,4,1,1,1,0,1,1,5,1,1,1,1,1,1,1,1,1,2,2,5,5,3,5,0,0,0,0,1,1,5,0,1,0,0,0,0,63.12,58.49,63.14,4,1,1,3,2,3,3,11,4,3,1,10,0,1,5,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,3,3,0,0,0,0,62.34,61.83,66.27,62.88,69.3,1
2555,2,1,1,NA,2,2,5,2,1,5,1,1,NA,1,1,NA,2,1,1,NA,1,1,NA,1,1,NA,2,4,4,4,2,4,0,1,NA,0,1,NA,4,1,1,NA,1,1,NA,46.94,9999,9999,2,1,1,3,3,3,3,14,4,3,1,8,0,0,8,0,0,0,24,2,2,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,3,4,0,0,1,0,45.09,9999,9999,9999,9999,0
4961,2,0,0,1,1,5,5,5,1,1,1,0,1,1,1,1,5,1,0,1,1,0,1,0,1,0,1,1,5,5,1,5,0,1,1,NA,1,0,5,0,0,0,0,0,0,32.74,42.87,47.58,2,1,1,2,2,2,1,1,1,1,0,10,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,3,3,0,0,0,0,35.5,41.5,48.61,59.12,51.17,1
5171,2,1,0,0,2,2,4,4,1,3,1,0,1,1,1,1,3,1,1,1,1,0,1,1,1,1,2,2,4,5,1,4,0,0,0,0,1,1,3,0,0,0,0,0,0,71.37,70.19,9999,4,1,1,2,4,4,4,8,2,1,0,10,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,1,1,1,0,0,0,69.14,74.18,72.46,9999,9999,0
5987,2,1,1,1,1,1,4,4,2,4,1,1,1,1,1,1,5,1,0,1,1,1,1,0,0,0,4,2,4,3,2,4,1,0,0,1,1,0,4,1,0,0,1,0,0,30.47,37.22,9999,2,1,1,2,1,2,1,5,2,1,0,2,1,0,0,0,0,0,32,1,1,1.5915,1.752,1.6307,1.5384,0,1.6397,1.6038,0,0,1.6008,1.67,1,1,1,1,0,0,0,32.84,45.15,49.79,9999,9999,1
5068,2,1,0,NA,2,1,5,-98,-96,5,0,1,NA,1,1,NA,4,0,1,NA,0,1,NA,1,1,NA,2,2,4,4,1,4,0,1,NA,1,1,NA,3,1,1,NA,0,1,NA,33.98,9999,9999,1,1,1,1,1,1,1,1,1,1,0,10,0,0,0,0,0,0,32,1,1,1.5915,1.752,1.6307,1.5384,0,0,0,0,0,0,1.67,1,1,1,1,0,0,0,37.01,9999,46.72,9999,9999,1
6122,2,1,1,1,1,1,4,4,1,2,1,0,1,1,1,1,4,1,1,1,1,1,1,1,0,0,1,1,4,4,1,2,1,0,0,1,0,1,4,1,0,0,1,0,0,35.22,9999,61.33,2,1,-99,-99,5,5,4,15,5,4,1,3,1,1,3,1,3,1,13,3,3,1.5915,0,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,3,4,0,1,1,1,43.35,9999,66.49,73.86,80.66,0
5084,2,0,0,1,4,2,5,5,1,3,1,0,1,1,0,1,5,1,1,1,1,1,1,1,1,1,2,2,5,5,1,3,1,0,1,1,0,1,5,1,1,1,1,1,1,45.13,9999,66.3,2,1,-99,2,-99,2,1,5,2,1,0,9,0,0,0,0,0,0,32,1,1,1.5915,0,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,3,3,0,0,0,0,50.49,9999,67.27,67.04,72.39,1
3513,2,1,1,0,1,1,3,5,2,4,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,0,1,1,3,5,2,4,0,1,1,0,1,1,4,0,1,1,1,1,1,69.07,71.65,80.66,4,1,1,2,3,3,3,16,6,5,1,1,1,1,1,1,4,1,15,3,3,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,3,4,0,1,1,0,69.45,78.4,81.72,83.15,87.82,0
2999,2,1,0,NA,1,2,5,3,2,5,1,1,NA,0,1,NA,5,1,1,NA,1,1,NA,0,1,NA,5,5,5,5,5,3,0,1,NA,0,1,NA,5,1,1,NA,0,1,NA,57.3,9999,55.74,2,1,1,2,2,2,1,3,2,1,0,10,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,0,0,0,1.6008,1.67,1,1,1,1,0,0,0,47.83,56.88,60.77,63.09,9999,1
6275,2,1,0,NA,2,2,5,4,2,4,0,1,NA,0,1,NA,5,0,1,NA,1,1,NA,1,1,NA,2,2,5,4,2,4,0,0,NA,0,0,NA,5,0,0,NA,1,0,NA,51.17,9999,74.18,2,1,1,3,5,5,4,11,4,3,1,10,0,0,10,0,0,0,18,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,3,4,0,0,0,0,62.84,9999,75.95,73.85,9999,1
4147,2,1,0,NA,3,2,5,1,1,4,0,0,NA,0,1,NA,5,1,0,NA,0,0,NA,0,0,NA,4,4,5,2,1,2,0,1,NA,0,1,NA,5,0,0,NA,0,0,NA,55.94,9999,9999,2,1,-99,4,5,5,4,15,5,4,1,6,0,0,6,0,6,0,63,0,0,1.5915,0,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,3,4,0,0,0,0,50.25,9999,72.54,9999,9999,1
2544,2,0,NA,1,3,2,3,5,1,3,1,NA,1,0,NA,0,3,1,NA,0,0,NA,1,1,NA,0,3,-96,3,2,1,2,0,NA,0,0,NA,0,1,0,NA,0,0,NA,0,37.6,9999,9999,1,0,-99,5,5,5,4,14,4,3,1,8,0,0,8,0,0,0,22,1,1,1.5915,0,1.6307,1.5384,1.8273,1.6397,0,0,0,1.6008,2.05,2,3,4,0,0,0,0,44.33,9999,9999,9999,65.69,0
6779,2,1,1,1,2,2,5,5,1,5,1,0,1,0,0,0,5,1,1,1,1,0,1,1,1,0,2,2,5,5,5,5,1,0,0,0,0,0,5,1,1,0,1,1,0,39.11,38.33,9999,1,1,1,2,1,2,1,5,2,1,0,6,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,2,2,1,0,0,0,38.88,42.99,32.62,9999,43.35,0
4887,2,0,0,NA,5,3,2,-98,4,1,0,0,NA,1,0,NA,5,0,0,NA,0,1,NA,1,0,NA,3,5,4,2,1,3,0,0,NA,1,0,NA,1,0,0,NA,0,0,NA,41.11,37.62,9999,1,1,1,2,4,4,4,4,2,1,0,10,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,0,0,0,0,0,0,2.05,2,3,3,0,0,0,0,34.59,32.28,39.55,9999,9999,0
4737,2,1,0,NA,2,1,5,4,1,5,1,1,NA,1,1,NA,5,1,1,NA,1,1,NA,1,1,NA,1,1,5,5,5,5,0,0,NA,1,1,NA,5,1,1,NA,1,0,NA,58.44,64.56,73.97,2,1,1,4,5,5,4,6,2,1,0,9,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,3,4,0,0,0,0,65.86,64.09,71.87,82.86,9999,0
2078,2,1,1,NA,2,2,2,4,4,4,0,0,NA,0,1,NA,4,0,1,NA,0,1,NA,0,1,NA,4,3,4,4,4,4,0,0,NA,0,1,NA,4,0,0,NA,0,0,NA,42.88,54.18,62.28,2,1,1,1,1,1,1,5,2,1,0,10,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,1,1,1,0,0,0,54.92,59.22,77.24,72.49,9999,0
6011,2,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,3,1,1,NA,1,1,NA,0,0,NA,4,4,4,4,2,2,1,1,NA,1,1,NA,3,0,0,NA,0,0,NA,44.96,59.05,64.66,2,1,1,2,2,2,1,5,2,1,0,10,0,0,0,0,0,0,31,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,3,3,0,0,0,0,38.05,54.34,9999,67.63,9999,0
2738,2,1,1,NA,1,1,5,5,5,5,1,1,NA,1,0,NA,5,1,0,NA,1,1,NA,0,0,NA,5,5,1,5,5,3,1,0,NA,1,0,NA,1,NA,0,NA,0,0,NA,45.36,38.17,9999,2,1,1,2,1,2,1,4,2,1,0,10,0,0,0,0,0,0,61,0,0,1.5915,1.752,1.6307,1.5384,1.8273,0,1.6038,0,0,1.6008,1.67,1,-99,-99,9999,0,0,0,39.15,44.44,36.35,9999,9999,1
6515,2,1,0,0,2,2,2,2,1,4,1,0,1,1,0,1,3,1,1,1,1,0,1,1,0,1,2,2,3,2,2,3,1,0,1,0,0,1,3,1,0,1,1,0,1,52.7,9999,66.55,2,0,-99,4,4,4,4,5,2,1,0,1,1,0,0,0,0,0,63,0,0,1.5915,0,1.6307,1.5384,1.8273,1.6397,0,0,0,1.6008,2.05,2,3,4,0,0,0,0,46.87,9999,62.34,61.74,72.31,0
2664,2,1,1,NA,3,3,4,4,2,4,0,1,NA,0,1,NA,4,0,1,NA,1,1,NA,0,1,NA,3,3,4,4,3,4,0,1,NA,0,1,NA,4,0,1,NA,0,1,NA,38.06,52.38,9999,2,1,1,-99,-99,-99,-99,1,1,1,0,10,0,0,0,0,0,0,61,0,0,1.5915,1.752,1.6307,1.5384,1.8273,0,1.6038,0,0,1.6008,1.67,1,1,1,1,0,0,0,44.45,42.09,54.81,57.84,9999,1
5476,2,0,0,0,2,2,3,4,1,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,3,2,4,3,1,4,1,1,0,1,1,1,4,1,0,0,0,1,0,48.09,53.03,9999,2,1,1,2,3,3,3,14,4,3,1,9,0,0,9,0,0,0,20,2,2,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,3,4,0,0,1,0,53.91,52.62,66.73,9999,67.17,0
1658,2,1,NA,0,1,1,1,5,2,5,1,NA,0,1,NA,0,1,1,NA,0,1,NA,0,0,NA,0,5,1,1,1,1,4,0,NA,0,0,NA,0,1,0,NA,0,0,NA,0,65.32,71.1,75.66,4,1,1,2,4,4,4,6,2,1,0,8,0,0,0,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,3,3,0,0,0,0,64.48,70.43,9999,72.07,9999,0
1491,2,1,1,NA,1,1,3,5,5,5,1,1,NA,1,0,NA,3,1,1,NA,1,0,NA,1,1,NA,5,-96,5,5,5,1,1,0,NA,1,0,NA,3,1,1,NA,1,0,NA,48.92,59.63,75.44,2,1,1,5,2,5,4,13,4,3,1,6,0,0,6,0,0,0,22,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,0,0,0,1.6008,2.05,2,3,4,0,0,0,0,48.39,47.07,63.17,66.32,9999,0
1172,2,0,1,0,3,2,2,3,2,5,0,0,1,0,0,0,5,1,1,0,1,1,0,0,0,1,3,3,3,3,3,3,1,0,0,1,0,0,3,0,1,0,1,0,0,35.71,38.34,57.45,2,1,1,2,2,2,1,5,2,1,0,6,0,0,0,0,0,0,32,1,1,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,0,0,0,1.6008,1.67,1,1,1,1,0,0,0,41.33,41.72,43.27,44.85,42.82,1
3548,2,1,1,1,2,2,2,2,2,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,2,2,2,2,2,2,1,0,0,1,0,0,2,1,0,0,1,0,1,38.78,39.54,9999,2,1,1,2,2,2,1,14,4,3,1,1,1,1,1,0,0,0,21,2,2,1.5915,1.752,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,2.05,2,1,1,1,0,1,0,38.02,34.62,45.66,60.66,67.45,0
6354,2,1,1,NA,1,1,5,5,1,5,1,1,NA,1,1,NA,5,1,1,NA,1,1,NA,1,1,NA,1,1,5,5,1,5,0,1,NA,1,1,NA,5,0,1,NA,1,1,NA,42.66,9999,9999,2,1,-99,4,5,5,4,16,6,5,1,1,1,1,1,1,4,0,61,0,0,1.5915,0,1.6307,1.5384,1.8273,1.6397,1.6038,0,0,1.6008,1.67,1,3,4,0,0,0,0,43.3,9999,64.12,9999,9999,1
3532,2,1,1,NA,2,2,5,1,-98,2,1,1,NA,1,1,NA,5,1,1,NA,1,1,NA,0,1,NA,2,2,5,4,1,5,1,1,NA,0,1,NA,5,0,1,NA,1,1,NA,50.74,64.66,53.03,2,1,1,3,2,3,3,16,6,5,1,8,0,0,8,0,5,0,17,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0,0.4585,0,0,0.4685,0.4,2,-99,-99,9999,0,0,0,68.92,62.87,9999,9999,9999,0
6557,2,1,NA,NA,1,1,5,4,1,4,1,NA,NA,1,NA,NA,3,1,NA,NA,1,NA,NA,1,NA,NA,2,2,5,-96,-98,-96,1,NA,NA,0,NA,NA,3,1,NA,NA,1,NA,NA,64.9,62.38,76.99,2,1,1,3,5,5,4,14,4,3,1,9,0,1,1,0,0,0,25,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,4,0,0,0,0,70.25,66.76,78.94,83.41,9999,1
3876,2,1,1,1,2,2,5,5,4,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,1,1,1,1,1,1,5,NA,1,1,1,1,1,72.71,70.11,83.98,2,1,1,4,2,4,4,15,5,4,1,3,1,1,3,1,3,1,13,3,3,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,1,1,1,69.8,64.8,81.54,77.94,99.3,1
6192,2,1,1,NA,2,2,5,5,2,4,1,1,NA,1,1,NA,5,1,1,NA,1,1,NA,1,1,NA,2,1,4,4,4,4,0,1,NA,1,1,NA,5,0,1,NA,0,1,NA,60.52,57.45,9999,2,1,1,3,4,4,4,13,4,3,1,1,1,1,1,0,0,0,31,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,0,0,0,61.69,67.44,73.37,9999,9999,1
3021,2,0,1,NA,3,-98,5,4,2,4,1,0,NA,1,1,NA,5,1,0,NA,0,0,NA,1,1,NA,1,1,5,5,1,5,1,1,NA,1,1,NA,5,1,0,NA,0,1,NA,69.07,69.74,9999,2,1,1,5,5,5,4,17,6,5,1,1,1,1,1,1,1,0,61,0,0,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,0,0,0,60.28,61.83,79.03,9999,9999,1
1214,2,1,1,1,1,1,3,5,3,5,1,1,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,3,5,3,4,1,1,1,1,0,1,3,1,1,1,1,1,1,63.89,70.26,82.21,2,1,1,5,4,5,4,17,6,5,1,1,1,1,1,1,4,1,15,3,3,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,-99,-99,9999,1,1,0,68.16,76.64,78.03,87.69,9999,1
3674,2,1,1,NA,2,2,5,2,1,3,0,1,NA,1,1,NA,5,0,1,NA,0,1,NA,1,1,NA,2,2,5,2,1,3,0,1,NA,0,1,NA,5,0,1,NA,0,1,NA,58.34,52.66,9999,2,1,1,2,-99,2,1,13,4,3,1,6,0,0,6,0,0,0,61,0,0,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0,0,0,0.4685,0.36,1,3,3,0,0,0,0,60.75,56.12,9999,9999,9999,1
3545,2,0,NA,NA,1,1,5,4,2,5,0,NA,NA,0,NA,NA,4,0,NA,NA,0,NA,NA,1,NA,NA,1,2,5,5,2,5,0,NA,NA,0,NA,NA,4,0,NA,NA,0,NA,NA,74.02,74.2,9999,2,1,1,4,5,5,4,14,4,3,1,1,1,1,1,0,0,1,16,3,3,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.4,2,-99,-99,9999,1,1,0,70.7,78.84,9999,9999,9999,0
2362,2,1,1,NA,2,2,3,4,2,4,1,1,NA,1,1,NA,3,1,1,NA,1,1,NA,0,1,NA,2,2,3,3,1,2,1,1,NA,1,1,NA,3,1,1,NA,0,0,NA,61.4,63.81,72.72,2,1,1,5,5,5,4,3,2,1,0,10,0,0,0,0,0,0,52,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.4,2,3,3,0,0,0,0,65.89,66.4,80.73,82.93,9999,0
5934,2,1,NA,NA,2,2,4,4,2,4,1,NA,NA,1,NA,NA,4,1,NA,NA,1,NA,NA,1,NA,NA,2,2,4,4,2,4,1,NA,NA,1,NA,NA,4,1,NA,NA,1,NA,NA,48.97,74.87,83.84,2,1,1,-99,-99,-99,-99,13,4,3,1,9,0,0,9,0,0,0,18,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0,0,0,0,0.4685,0.4,2,-99,-99,9999,0,0,0,45.36,66.35,9999,81.73,9999,0
1802,2,1,1,0,1,2,5,5,5,5,1,1,1,1,1,1,5,1,0,1,1,1,1,0,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,0,0,1,1,1,1,74.48,68.43,74.19,2,1,1,4,4,4,4,15,5,4,1,6,0,0,6,0,6,0,23,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,-99,-99,9999,0,0,0,63.61,71.03,77.57,80.04,92.4,1
4597,2,0,NA,NA,2,2,5,3,3,4,1,NA,NA,1,NA,NA,4,1,NA,NA,1,NA,NA,1,NA,NA,2,2,5,4,2,4,1,NA,NA,0,NA,NA,5,1,NA,NA,1,NA,NA,67.63,74.65,9999,2,1,1,2,5,5,4,13,4,3,1,6,0,0,6,0,0,0,18,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,0,0,0,67.74,70.74,9999,9999,9999,1
4187,2,1,1,1,1,1,5,5,4,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,1,1,1,1,1,1,2,1,1,1,1,1,1,74.55,77.05,88.3,5,1,1,4,4,4,4,16,6,5,1,10,0,0,9,0,5,0,17,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,0,0,0,82.54,85.36,91.31,86.03,92.48,1
5859,2,1,1,NA,2,2,3,4,1,4,1,1,NA,0,1,NA,2,1,0,NA,1,1,NA,0,0,NA,2,4,4,4,1,2,0,0,NA,0,1,NA,3,1,0,NA,0,0,NA,68.47,69.56,9999,2,1,1,5,3,5,4,13,4,3,1,9,0,0,9,0,0,0,63,0,0,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,0,0,0,74.66,72.73,79.85,9999,9999,1
6052,2,0,0,0,4,4,4,2,2,2,1,0,1,1,1,1,4,1,1,0,1,0,0,1,1,1,2,2,4,4,4,4,1,0,1,1,0,1,4,1,1,0,1,0,1,54.94,50.78,76.91,2,1,1,4,4,4,4,15,5,4,1,6,0,0,6,0,6,0,18,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,0,0,0,50.13,46.98,66.48,67.16,9999,1
4778,2,1,1,NA,1,1,3,5,1,5,0,1,NA,0,0,NA,3,0,1,NA,0,1,NA,0,1,NA,2,3,5,5,1,5,0,0,NA,0,0,NA,3,0,0,NA,0,0,NA,9999,33.8,9999,2,1,1,2,5,5,4,14,4,3,1,10,0,0,6,0,0,0,22,1,1,0.4985,0.4588,0.4517,0.4589,0,0.4586,0.4585,0,0,0.4685,0.4,2,-99,-99,9999,0,0,0,62.46,9999,9999,9999,9999,0
6642,2,0,1,NA,2,2,3,4,4,5,0,0,NA,1,1,NA,3,1,0,NA,0,1,NA,1,1,NA,-98,3,3,4,2,4,1,0,NA,1,1,NA,3,1,0,NA,0,0,NA,58.53,62.19,9999,2,1,1,2,4,4,4,14,4,3,1,8,0,0,8,0,0,0,32,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0,0,0,0,0,0.36,1,3,3,0,0,0,0,59.72,62.69,68.91,9999,9999,1
1755,2,1,1,1,4,3,4,2,1,2,NA,1,0,0,0,1,4,0,1,0,1,0,0,1,1,1,3,2,4,3,-98,3,0,1,0,0,0,1,4,0,0,0,0,0,0,57.95,62.18,9999,2,1,1,3,5,5,4,14,4,3,1,6,0,0,6,0,0,0,31,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,0,0,0,57.04,57.96,66.97,9999,9999,1
6333,2,1,NA,0,2,2,4,4,2,4,1,NA,1,1,NA,1,3,1,NA,1,1,NA,1,1,NA,1,2,2,4,2,4,2,1,NA,1,1,NA,1,3,1,NA,1,1,NA,0,78.6,78.64,9999,2,1,1,5,4,5,4,15,5,4,1,6,0,0,6,0,8,0,22,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.4,2,3,3,0,0,0,0,71.24,79.63,9999,9999,9999,0
4135,2,1,1,1,1,2,5,5,5,5,0,0,1,1,1,1,5,0,1,1,1,1,1,1,1,1,2,2,5,4,3,4,0,0,0,0,0,1,5,0,0,0,1,0,1,65.42,64.67,9999,2,1,1,4,4,4,4,13,4,3,1,3,1,1,3,0,0,1,13,3,3,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0.4585,0,0,0.4685,0.36,1,3,3,0,1,1,1,74.58,67.51,87.07,9999,87.35,1
6111,2,1,1,NA,2,1,5,5,1,5,1,0,NA,1,1,NA,5,1,0,NA,1,0,NA,0,0,NA,2,2,5,3,1,4,0,0,NA,1,0,NA,5,0,0,NA,0,0,NA,44.61,46.51,9999,2,1,1,4,2,4,4,15,5,4,1,9,0,0,9,0,6,0,18,1,1,0.4985,0.4588,0.4517,0.4589,0,0,0,0,0,0,0.36,1,3,3,0,0,0,0,42.23,59.38,9999,9999,9999,1
6899,2,0,NA,NA,1,1,5,4,3,4,1,NA,NA,1,NA,NA,2,1,NA,NA,1,NA,NA,0,NA,NA,1,1,5,4,2,4,1,NA,NA,1,NA,NA,2,1,NA,NA,1,NA,NA,77.83,82.65,9999,2,1,1,4,4,4,4,13,4,3,1,6,0,0,6,0,0,0,31,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0,0.4585,0,0,0.4685,0.4,2,-99,-99,9999,0,0,0,77.78,78.07,9999,9999,9999,0
3274,2,1,0,NA,2,2,5,4,2,2,1,1,NA,1,1,NA,5,0,0,NA,0,0,NA,0,0,NA,1,2,5,5,2,4,0,1,NA,1,1,NA,5,0,0,NA,0,0,NA,62.61,61.43,9999,2,1,1,4,4,4,4,15,5,4,1,10,0,0,6,0,7,0,23,1,1,0.4985,0.4588,0.4517,0.4589,0.5234,0.4586,0,0,0,0.4685,0.36,1,3,3,0,0,0,0,56.86,56.53,78.87,9999,9999,1
