     0.000     0.000     0.000     1.000     1.000     0.000     0.541     0.009     0.449     1.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.803     0.088     0.108     1.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.803     0.088     0.108     1.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.992     0.008     2.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.541     0.009     0.449     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.541     0.009     0.449     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.541     0.009     0.449     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.139     0.007     0.854     3.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.371     0.020     0.609     3.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.371     0.020     0.609     3.000
     0.000     0.000     0.000     1.000     0.000     1.000     0.806     0.015     0.179     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.371     0.020     0.609     3.000
     0.000     0.000     0.000     1.000     1.000     1.000     0.959     0.011     0.030     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.139     0.007     0.854     3.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.139     0.007     0.854     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.541     0.009     0.449     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     1.000     0.000     1.000     0.806     0.015     0.179     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     1.000     0.000     1.000     0.806     0.015     0.179     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.541     0.009     0.449     1.000
     1.000     0.000     0.000     0.000     0.000     0.000     0.037     0.073     0.889     3.000
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.223     0.777     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.967     0.033     2.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.146     0.004     0.850     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.002     0.976     3.000
