stu_id,strat_id,psu,bys87a,bys87c,bys87f,bys89a,bys89b,bys89l,bys89r,bys89u,f1s18a,f1s18b,f1s18c,f1s18d,f1s18e,bys70a,bys70b,bys70c,bys70d,bystlang,bytm12b,bysex,byrace_r,byses2qu,f3onet2curr,f3onet6curr,f3bytscwt,school
104207,104,2,2,3,1,4,3,4,4,4,2,3,3,3,4,-3,-3,-3,-3,1,-4,2,-5,3,13,-5,524.41,1042
104208,104,2,3,4,3,4,3,3,3,3,4,3,3,4,4,-3,-3,-3,-3,1,-4,1,-5,4,13,-5,680.9357,1042
104209,104,2,2,2,2,4,3,3,3,3,3,4,4,4,4,-3,-3,-3,-3,1,-4,2,-5,4,-4,-5,0,1042
104211,104,2,1,2,1,4,3,2,3,3,2,2,2,3,3,-3,-3,-3,-3,1,-4,2,-5,4,-4,-5,0,1042
104212,104,2,4,3,3,2,1,1,2,2,2,2,2,3,3,1,1,1,1,0,0,2,-5,1,27,-5,577.3228,1042
104213,104,2,2,2,2,4,4,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,2,41,-5,601.2986,1042
104214,104,2,2,2,2,3,3,2,3,2,-8,-8,-8,-8,-8,1,1,1,1,0,-3,2,-5,2,39,-5,227.9999,1042
104215,104,2,3,3,3,1,4,2,1,1,-9,-9,-9,-9,-9,-3,-3,-3,-3,1,-4,1,-5,2,11,-5,621.3693,1042
104216,104,2,2,2,2,3,3,3,4,3,3,2,3,4,3,-3,-3,-3,-3,1,-4,1,-5,4,29,-5,508.3493,1042
104217,104,2,-7,-7,-7,-7,-7,-7,-7,-7,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,2,-5,3,27,-5,519.7026,1042
104218,104,2,2,3,3,2,2,2,3,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,2,11,-5,268.1462,1042
104220,104,2,2,3,3,2,2,2,2,2,3,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,4,21,-5,548.5613,1042
104222,104,2,2,2,2,3,3,4,3,3,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,4,29,-5,147.872,1042
104223,104,2,2,-9,2,4,4,4,4,4,3,3,2,4,4,-3,-3,-3,-3,1,-3,1,-5,4,41,-5,545.7835,1042
104224,104,2,3,3,3,3,2,2,2,3,3,2,3,3,4,-3,-3,-3,-3,1,-3,1,-5,4,33,-5,690.7408,1042
104225,104,2,2,2,2,3,3,3,4,4,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,1,-5,3,33,-5,668.1289,1042
104228,104,2,-7,-7,-7,-7,-7,-7,-7,-7,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,2,-5,4,39,-5,467.2826,1042
104231,104,2,1,1,1,4,4,4,4,4,4,3,4,4,4,-3,-3,-3,-3,1,-3,2,-5,2,15,-5,527.1151,1042
105101,105,1,4,3,2,2,2,2,2,3,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,2,31,-5,168.0749,1051
105102,105,1,4,3,3,2,3,2,2,2,2,2,3,3,4,-3,-3,-3,-3,1,-3,2,-5,3,43,-5,184.2729,1051
105103,105,1,3,3,2,4,2,2,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1051
105104,105,1,3,4,3,4,4,4,4,4,3,3,3,3,3,-3,-3,-3,-3,1,0,1,-5,2,51,-5,184.8966,1051
105105,105,1,2,3,3,2,1,1,2,3,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,4,-8,-5,0,1051
105106,105,1,4,4,4,2,2,3,2,2,1,1,2,2,3,-3,-3,-3,-3,1,-3,2,-5,2,45,-5,229.2252,1051
105107,105,1,2,2,2,3,2,2,3,3,3,3,3,3,3,-3,-3,-3,-3,1,0,1,-5,4,13,-5,243.0266,1051
105108,105,1,3,3,3,3,3,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,4,47,-5,0,1051
105109,105,1,4,3,2,4,3,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,1,47,-5,261.343,1051
105110,105,1,4,4,3,2,2,3,3,3,2,2,1,2,3,-3,-3,-3,-3,1,0,1,-5,1,-4,-5,0,1051
105111,105,1,2,-9,3,3,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,1,-4,-5,0,1051
105112,105,1,2,3,2,2,3,2,2,2,2,2,3,4,3,-3,-3,-3,-3,1,0,1,-5,4,13,-5,221.9804,1051
105113,105,1,3,4,4,2,2,1,1,1,3,2,2,4,2,-3,-3,-3,-3,1,0,1,-5,1,-4,-5,0,1051
105114,105,1,2,1,2,3,3,3,3,3,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,1,41,-5,191.96,1051
105115,105,1,2,3,2,2,2,2,2,2,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,2,29,-5,173.4951,1051
105116,105,1,3,3,3,3,3,3,3,3,2,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,4,27,-5,169.7746,1051
105117,105,1,3,3,2,3,2,3,4,3,2,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,4,41,-5,170.2464,1051
105118,105,1,2,2,2,3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,4,41,-5,177.1467,1051
105119,105,1,3,3,3,3,2,2,2,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,-4,-5,0,1051
105120,105,1,2,3,3,2,2,2,2,2,2,3,2,2,3,-3,-3,-3,-3,1,0,2,-5,3,41,-5,192.159,1051
105121,105,1,3,3,2,2,2,2,3,2,3,3,3,4,3,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,194.2018,1051
105122,105,1,2,2,2,4,4,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,35,-5,213.1813,1051
105123,105,1,3,2,2,3,3,3,3,4,2,2,2,3,3,-3,-3,-3,-3,1,0,1,-5,3,41,-5,233.3226,1051
105124,105,1,2,3,3,1,1,1,2,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,3,39,-5,286.2675,1051
105125,105,1,3,3,2,4,2,2,3,3,2,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,1,39,-5,194.8683,1051
105126,105,1,2,3,2,4,3,3,3,3,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1051
105127,105,1,2,2,2,4,3,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,35,-5,256.369,1051
105128,105,1,3,3,3,2,1,1,2,2,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,170.4093,1051
105129,105,1,3,3,3,2,4,3,2,2,2,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,4,13,-5,193.0231,1051
105130,105,1,2,2,2,2,2,2,3,3,-9,-9,2,-9,-9,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,180.611,1051
105132,105,1,3,3,2,4,3,2,2,3,2,2,1,2,2,-3,-3,-3,-3,1,-3,1,-5,1,41,-5,193.3378,1051
105133,105,1,2,4,2,1,1,1,2,2,2,2,3,3,3,-3,-3,-3,-3,1,-3,2,-5,1,49,-5,181.5898,1051
105134,105,1,3,3,3,2,1,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,11,-5,0,1051
105161,105,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,43,-5,0,1051
105201,105,2,1,2,2,3,3,3,3,3,2,2,4,2,2,-3,-3,-3,-3,1,0,2,-5,2,43,-5,252.1862,1052
105202,105,2,4,4,4,2,2,2,2,1,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,1,43,-5,294.352,1052
105205,105,2,2,2,2,3,3,3,3,3,2,2,2,3,2,-3,-3,-3,-3,1,0,2,-5,1,29,-5,268.0503,1052
105207,105,2,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,3,2,-3,-3,-3,-3,1,0,2,-5,1,41,-5,283.6377,1052
105208,105,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,19,-5,683.6002,1052
105209,105,2,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,-3,-3,-3,-3,1,-3,1,-5,1,49,-5,275.86130000000003,1052
105211,105,2,2,2,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,-3,-5,234.7554,1052
105213,105,2,2,4,2,1,2,1,2,-9,1,2,1,1,2,1,1,1,1,0,-3,2,-5,2,27,-5,58.9145,1052
105216,105,2,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,-3,-3,-3,-3,1,-9,2,-5,2,-4,-5,0,1052
105217,105,2,-9,-9,-9,-9,-9,-9,-9,-9,3,1,4,4,4,-3,-3,-3,-3,1,0,2,-5,3,25,-5,249.1437,1052
105218,105,2,2,3,3,3,2,3,3,2,2,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,1,21,-5,333.0734,1052
105219,105,2,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,2,2,-3,-3,-3,-3,1,0,1,-5,3,-4,-5,0,1052
105220,105,2,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,2,53,-5,290.0239,1052
105221,105,2,1,3,3,2,1,2,3,3,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,1,41,-5,292.0801,1052
105226,105,2,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,3,4,-3,-3,-3,-3,1,-3,1,-5,2,17,-5,289.937,1052
105227,105,2,3,2,2,3,3,3,3,3,3,3,2,3,4,-3,-3,-3,-3,1,-3,2,-5,4,19,-5,240.9547,1052
105228,105,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,0,2,-5,1,-3,-5,272.7333,1052
106101,106,1,3,4,4,3,3,4,4,4,2,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,4,15,-5,577.2791,1061
106102,106,1,2,2,2,3,2,3,3,3,3,3,2,3,3,-3,-3,-3,-3,1,-3,2,-5,4,29,-5,470.7735,1061
106103,106,1,3,3,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,27,-5,502.6857,1061
106104,106,1,3,3,3,3,3,3,3,3,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,4,-9,-5,498.2927,1061
106105,106,1,2,2,3,2,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,579.7231,1061
106106,106,1,3,3,2,2,2,2,2,2,2,2,2,3,2,-3,-3,-3,-3,1,0,2,-5,1,31,-5,539.7782,1061
106107,106,1,3,3,2,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,3,-4,-5,0,1061
106108,106,1,2,2,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,564.6833,1061
106109,106,1,-7,-7,-7,-7,-7,-7,-7,-7,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,2,29,-5,647.1075,1061
106110,106,1,2,3,3,2,2,3,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,4,39,-5,476.3561,1061
106111,106,1,2,3,2,4,4,4,4,4,3,4,4,3,3,-3,-3,-3,-3,1,-3,1,-5,4,19,-5,546.1943,1061
106112,106,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,49,-5,1056.1647,1061
106113,106,1,-7,-7,-7,-7,-7,-7,-7,-7,3,2,4,3,2,-3,-3,-3,-3,1,-3,1,-5,2,33,-5,677.1627,1061
106114,106,1,3,2,2,4,3,3,3,3,3,3,2,3,3,-3,-3,-3,-3,1,-3,2,-5,3,11,-5,574.3336,1061
106115,106,1,-6,3,2,2,2,2,2,2,2,2,2,3,2,-3,-3,-3,-3,1,0,1,-5,4,21,-5,718.6732,1061
106117,106,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,-9,-5,892.1597,1061
106119,106,1,2,2,2,-9,-9,-9,-9,-9,4,4,3,4,3,-3,-3,-3,-3,1,-3,2,-5,2,-4,-5,0,1061
106122,106,1,2,3,3,2,2,3,3,4,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,3,11,-5,586.792,1061
106124,106,1,2,2,2,3,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,3,53,-5,570.0583,1061
106125,106,1,3,3,2,2,2,3,3,3,2,3,3,4,4,-3,-3,-3,-3,1,-3,2,-5,3,21,-5,546.7636,1061
106126,106,1,-7,-7,-7,-7,-7,-7,-7,-7,3,1,4,4,4,-3,-3,-3,-3,1,-3,2,-5,2,25,-5,546.3879,1061
106127,106,1,2,2,2,3,3,3,3,3,4,4,4,4,4,-9,-9,-9,-9,1,-3,2,-5,3,13,-5,676.9877,1061
106128,106,1,3,3,2,3,3,3,3,3,3,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,4,43,-5,469.0918,1061
106129,106,1,3,3,3,4,4,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,3,11,-5,563.2224,1061
106201,106,2,4,4,4,3,3,3,3,3,3,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,3,-4,-5,0,1062
106202,106,2,2,2,2,4,4,4,4,4,3,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,2,17,-5,269.1826,1062
106203,106,2,3,4,4,2,2,2,-6,2,2,2,3,3,4,-3,-3,-3,-3,1,-3,2,-5,3,29,-5,224.1898,1062
106204,106,2,2,2,2,3,3,3,3,3,3,3,3,3,4,-3,-3,-3,-3,1,-3,1,-5,2,11,-5,255.6165,1062
106206,106,2,2,3,2,2,1,2,2,2,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,1,41,-5,250.0126,1062
106207,106,2,-9,-9,-9,-9,2,-9,2,-9,4,4,3,4,3,-3,-3,-3,-3,1,-3,1,-5,2,17,-5,269.0725,1062
106208,106,2,2,2,2,4,4,4,4,4,4,3,3,4,4,-3,-3,-3,-3,1,-3,1,-5,1,35,-5,272.5621,1062
106209,106,2,4,3,3,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,0,1,-5,3,51,-5,277.2276,1062
106210,106,2,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,3,1,-3,-3,-3,-3,1,-3,1,-5,2,13,-5,249.0023,1062
106211,106,2,2,3,2,2,3,3,3,3,2,2,4,4,4,-3,-3,-3,-3,1,-3,2,-5,2,11,-5,243.5918,1062
106212,106,2,-9,-9,1,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,1,51,-5,259.6327,1062
106213,106,2,3,4,3,2,2,2,2,1,3,2,3,2,3,-3,-3,-3,-3,1,-3,2,-5,1,39,-5,250.6599,1062
107101,107,1,-9,-9,-9,-9,-9,-9,-9,-9,4,3,3,4,4,-3,-3,-3,-3,1,-3,2,-5,2,19,-5,229.339,1071
107102,107,1,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,3,4,-3,-3,-3,-3,1,-3,1,-5,3,29,-5,286.9404,1071
107104,107,1,2,2,3,3,3,3,3,3,3,3,3,4,3,-3,-3,-3,-3,1,-4,2,-5,2,43,-5,270.2977,1071
107105,107,1,-9,-9,1,-9,-9,-9,-9,-9,4,3,4,4,3,-3,-3,-3,-3,1,-3,1,-5,2,53,-5,263.7147,1071
107106,107,1,3,4,4,4,2,1,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,2,-4,-5,0,1071
107107,107,1,3,3,2,2,2,2,2,2,3,2,3,3,3,-3,-3,-3,-3,1,-9,1,-5,4,-8,-5,0,1071
107108,107,1,-9,-9,-9,-9,-9,-9,1,-9,2,2,1,2,2,-3,-3,-3,-3,1,0,2,-5,3,21,-5,95.0742,1071
107109,107,1,2,3,3,2,-9,2,2,1,2,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,1,43,-5,270.219,1071
107110,107,1,3,2,1,2,2,2,3,3,4,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,3,47,-5,415.5849,1071
107111,107,1,2,3,3,2,1,1,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,41,-5,511.9957,1071
107112,107,1,3,3,3,1,1,1,1,1,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,2,-4,-5,0,1071
107113,107,1,3,3,3,2,2,2,2,2,2,2,2,3,3,-3,-3,-3,-3,1,-4,2,-5,2,43,-5,232.7345,1071
107114,107,1,2,2,2,2,2,2,2,2,4,2,3,4,4,-3,-3,-3,-3,1,-3,2,-5,1,39,-5,206.2566,1071
107115,107,1,2,3,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,1,29,-5,255.6309,1071
107116,107,1,-9,-9,-9,-9,-9,-9,-9,-9,4,3,3,4,4,2,3,2,2,0,-3,2,-5,2,43,-5,37.7822,1071
107117,107,1,-7,-7,-7,-7,-7,-7,-7,-7,2,1,1,2,1,-3,-3,-3,-3,1,-4,2,-5,4,39,-5,252.1457,1071
107119,107,1,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,2,1,-3,-3,-3,-3,1,-3,1,-5,3,33,-5,273.8922,1071
107120,107,1,4,4,4,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,1,-4,1,-5,1,53,-5,239.0161,1071
107121,107,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,4,-4,-5,0,1071
107122,107,1,-7,-7,-7,-7,-7,-7,-7,-7,2,2,1,2,2,-3,-3,-3,-3,1,-4,1,-5,1,47,-5,231.1742,1071
107123,107,1,1,1,1,4,4,1,1,-9,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1071
107124,107,1,-7,-7,-7,-7,-7,-7,-7,-7,3,2,3,3,3,-3,-3,-3,-3,1,-3,1,-5,4,37,-5,253.8778,1071
107125,107,1,2,3,2,4,3,3,3,3,2,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,3,25,-5,307.8686,1071
107126,107,1,3,3,3,3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,1,-4,1,-5,1,47,-5,249.5085,1071
107127,107,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,2,51,-5,253.2513,1071
107128,107,1,3,3,3,1,1,1,2,1,4,3,4,4,4,-3,-3,-3,-3,1,-3,2,-5,3,-3,-5,236.6327,1071
107129,107,1,2,2,2,4,4,4,3,4,4,3,3,4,3,-3,-3,-3,-3,1,-3,1,-5,3,15,-5,310.1999,1071
107130,107,1,4,4,4,3,3,3,3,3,2,1,1,1,1,-3,-3,-3,-3,1,-4,1,-5,2,47,-5,274.8286,1071
107131,107,1,4,4,4,1,1,1,1,1,1,1,1,2,1,-3,-3,-3,-3,1,-4,1,-5,1,-4,-5,0,1071
107132,107,1,3,4,3,2,2,-9,-9,2,2,3,3,3,3,-3,-3,-3,-3,1,-4,1,-5,1,49,-5,238.7743,1071
107201,107,2,4,4,4,2,2,1,1,2,3,2,4,2,4,-3,-3,-3,-3,1,-3,2,-5,2,35,-5,236.8972,1072
107202,107,2,1,3,3,4,4,4,4,4,3,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,1,-8,-5,0,1072
107203,107,2,2,2,2,4,4,3,2,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,51,-5,311.9048,1072
107204,107,2,2,3,1,2,2,2,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,1,37,-5,330.1508,1072
107206,107,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,3,53,-5,277.1861,1072
107207,107,2,3,4,3,3,2,2,2,2,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,2,31,-5,236.0768,1072
107208,107,2,1,1,1,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,0,1,-5,2,-4,-5,0,1072
107209,107,2,1,1,1,4,4,4,4,4,3,3,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,220.551,1072
107210,107,2,2,2,1,4,3,3,3,3,1,1,1,2,3,-3,-3,-3,-3,1,-3,1,-5,2,-4,-5,0,1072
107211,107,2,4,4,4,3,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,39,-5,283.9852,1072
107212,107,2,4,4,2,2,2,1,1,1,1,1,1,1,1,-3,-3,-3,-3,1,0,1,-5,1,49,-5,277.5836,1072
107213,107,2,2,2,2,4,3,3,3,3,3,2,3,3,4,-3,-3,-3,-3,1,-3,1,-5,2,49,-5,277.6499,1072
107215,107,2,4,3,4,-9,-9,-9,-9,-9,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,2,27,-5,261.7483,1072
107216,107,2,3,3,3,2,2,2,2,2,1,1,1,2,3,-3,-3,-3,-3,1,-3,1,-5,2,53,-5,333.2083,1072
107217,107,2,3,3,3,3,3,-9,3,3,4,3,4,4,3,-3,-3,-3,-3,1,-3,1,-5,1,43,-5,324.9841,1072
107218,107,2,1,4,2,1,2,3,4,3,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,2,55,-5,230.6699,1072
107219,107,2,1,2,1,1,1,2,1,1,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1072
107220,107,2,4,4,4,4,4,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,3,43,-5,317.6429,1072
107221,107,2,2,3,2,3,3,2,2,2,2,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,2,41,-5,289.0383,1072
107222,107,2,2,3,2,2,2,3,3,3,4,3,3,4,3,-3,-3,-3,-3,1,-3,1,-5,2,15,-5,270.6076,1072
107223,107,2,2,3,3,2,2,2,2,2,3,2,2,4,4,-3,-3,-3,-3,1,-3,1,-5,3,43,-5,264.6081,1072
107224,107,2,4,4,4,2,1,1,-9,1,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,4,37,-5,295.4493,1072
107225,107,2,3,3,3,2,1,1,1,1,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,1,-5,2,35,-5,306.1279,1072
107226,107,2,2,3,2,3,2,2,2,2,2,1,1,2,2,-3,-3,-3,-3,1,-3,1,-5,2,-3,-5,294.0114,1072
107229,107,2,3,4,4,2,2,3,3,2,4,3,3,4,3,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1072
107231,107,2,3,3,2,2,2,2,2,2,3,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,4,-4,-5,0,1072
107232,107,2,4,4,4,2,2,1,1,1,2,1,1,2,1,-3,-3,-3,-3,1,0,2,-5,2,-4,-5,0,1072
108101,108,1,1,2,3,2,2,2,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,4,43,-5,459.2431,1081
108103,108,1,2,3,3,3,2,4,4,4,2,3,3,3,3,-3,-3,-3,-3,1,-4,1,-5,4,-8,-5,0,1081
108105,108,1,3,2,2,3,4,4,4,4,-8,-8,-8,-8,-8,1,1,1,1,0,-4,2,-5,4,31,-5,120.8701,1081
108106,108,1,2,3,3,2,2,2,2,2,1,1,1,1,3,1,1,3,2,0,1,2,-5,4,11,-5,445.6261,1081
108107,108,1,-7,-7,-7,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,2,2,1,2,0,-3,1,-5,4,-8,-5,0,1081
108109,108,1,2,2,3,3,2,2,3,3,3,4,4,3,4,-3,-3,-3,-3,1,-4,2,-5,3,11,-5,461.4993,1081
108110,108,1,2,3,3,4,2,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,4,17,-5,415.7527,1081
108111,108,1,3,3,3,3,4,4,4,4,3,4,4,3,3,-3,-3,-3,-3,1,-4,1,-5,4,17,-5,125.998,1081
108115,108,1,2,2,2,2,2,2,2,4,1,2,2,2,2,-3,-3,-3,-3,1,-4,2,-5,4,11,-5,441.6282,1081
108117,108,1,1,1,1,3,3,3,-9,4,2,3,3,3,4,-3,-3,-3,-3,1,-3,1,-5,3,29,-5,512.0807,1081
108120,108,1,3,3,3,3,1,2,3,3,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,3,25,-5,454.3189,1081
108122,108,1,3,3,3,3,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,4,29,-5,401.1791,1081
108125,108,1,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,1,0,-3,1,-5,4,13,-5,148.0741,1081
108126,108,1,2,2,2,3,3,3,3,3,-8,-8,-8,-8,-8,1,2,2,3,0,-4,2,-5,4,13,-5,118.0551,1081
108127,108,1,1,3,2,4,3,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,3,27,-5,468.6707,1081
108128,108,1,3,4,4,1,1,2,1,1,2,2,3,3,2,-3,-3,-3,-3,1,-3,2,-5,4,-4,-5,0,1081
108129,108,1,3,4,3,3,2,2,3,3,1,3,2,1,2,-3,-3,-3,-3,1,-3,2,-5,4,29,-5,396.5784,1081
108201,108,2,4,4,4,1,1,2,2,2,4,3,4,4,4,-3,-3,-3,-3,1,-4,2,-5,3,11,-5,439.3743,1082
108203,108,2,2,2,2,3,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1082
108204,108,2,-9,-9,-9,-9,-9,-9,1,-9,2,2,3,3,2,-3,-3,-3,-3,1,-3,1,-5,2,47,-5,511.5114,1082
108205,108,2,1,1,1,4,4,-9,-9,-9,-4,-4,-4,-4,-4,2,2,3,2,0,-3,1,-5,3,-4,-5,0,1082
108206,108,2,2,2,2,4,2,-9,-9,-9,1,1,1,3,1,-3,-3,-3,-3,1,-3,2,-5,3,29,-5,425.6899,1082
108207,108,2,2,3,2,2,2,4,4,4,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,1,11,-5,431.9469,1082
108208,108,2,4,4,4,2,2,2,2,2,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,3,25,-5,458.4674,1082
108209,108,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,53,-5,737.0516,1082
108210,108,2,4,4,3,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,3,33,-5,470.5291,1082
108211,108,2,-7,-7,-7,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,2,53,-5,0,1082
108212,108,2,3,4,3,4,3,3,3,2,2,2,3,3,2,-3,-3,-3,-3,1,-3,1,-5,4,49,-5,477.6786,1082
108214,108,2,1,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,1,-5,1,53,-5,0,1082
108216,108,2,2,3,2,2,2,2,2,2,3,2,2,3,3,-3,-3,-3,-3,1,0,1,-5,4,-4,-5,0,1082
