CASENUM,GENDER,AB34D,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
2723,1,3,42.99,52.34,55.43,57.2,NA,NA
2724,2,1,42.51,39.88,NA,NA,NA,NA
2725,1,NA,NA,NA,NA,58.08,NA,58.63
2726,2,NA,34.91,35.29,NA,NA,NA,NA
2727,1,NA,NA,NA,NA,43.44,45.04,46.98
2728,1,NA,NA,NA,NA,66.48,NA,NA
2729,1,2,67.88,72.88,74.94,80.78,82.3,80.33
2730,2,NA,NA,NA,NA,66.94,67.31,66.03
2731,1,2,42.76,46.9,61.58,70.28,63.58,68.6
2732,1,2,69.71,71.99,66.38,NA,NA,NA
2733,2,NA,NA,NA,NA,76.22,NA,NA
2734,1,2,39.91,NA,NA,NA,NA,NA
2735,1,NA,NA,NA,NA,71.27,NA,73.44
2736,2,NA,NA,NA,NA,77.92,82.73,91.67
2737,1,1,50.13,57.81,62.39,68.01,67.32,63.06
2738,1,1,45.36,38.17,NA,NA,NA,NA
2739,2,NA,NA,NA,NA,59.16,54.27,61.99
2740,2,1,40.89,39.53,47.17,43.58,NA,NA
2741,1,1,62.24,NA,NA,NA,NA,NA
2742,1,1,41.45,NA,52.83,56.7,NA,NA
2743,1,NA,NA,NA,NA,70.91,72.63,72.98
2744,2,NA,NA,NA,NA,56.28,50.73,68.29
2745,2,NA,NA,NA,NA,NA,35.41,NA
2746,1,NA,37.87,48.96,53.68,57.97,57.02,49.7
2747,2,2,46.67,NA,NA,NA,NA,52.46
2748,1,1,37.82,NA,NA,NA,NA,NA
2749,1,NA,NA,NA,NA,71.96,73.68,NA
2750,2,1,51.39,59.41,60.93,63.77,64.74,66.43
2751,2,NA,NA,NA,NA,77.04,84.3,83.65
2752,2,1,51.02,NA,59.7,52.93,57.38,NA
2753,1,NA,NA,NA,NA,64.97,66.94,NA
2754,2,NA,NA,NA,NA,65.64,74.98,71.89
2755,2,2,55.99,49.66,45.37,64.76,NA,NA
2756,1,NA,NA,NA,NA,65,NA,60.59
2757,2,1,55.33,56.92,NA,NA,NA,NA
2758,2,NA,NA,NA,NA,51.51,54.7,52.59
2759,1,2,49.98,57.88,57.71,56.61,64.02,NA
2760,1,NA,NA,NA,NA,63.47,72.63,70.21
2761,2,NA,49.1,59.79,63.19,68.11,60.93,NA
2762,2,NA,NA,NA,NA,51.97,NA,NA
2763,2,2,54.29,67.78,63.89,71.14,76.89,76.77
2764,2,NA,NA,NA,NA,53.13,66.87,69.56
2765,1,3,44.28,47.66,44.38,60.84,64.7,61.73
2766,1,3,64.54,66.63,69.57,73.27,75.44,82.94
2767,2,NA,NA,NA,NA,57.57,52.02,NA
2768,2,3,63.3,NA,59.35,67.46,65.55,NA
2769,1,NA,NA,NA,NA,65.75,67.17,NA
2770,1,NA,NA,NA,NA,55.77,61.39,58.15
2771,1,NA,NA,NA,NA,72.48,70.21,72.89
2772,1,NA,NA,NA,NA,50.12,NA,NA
2773,2,2,54.45,60.27,69.04,NA,78.2,NA
2774,1,NA,NA,NA,NA,59.23,59.79,NA
2775,2,1,48.44,39.76,37.93,34.32,41.94,45.24
2776,2,1,54.32,NA,57.24,76.11,NA,NA
2777,2,NA,NA,NA,NA,52.75,72.37,69.07
2778,1,NA,NA,NA,NA,45.39,51.64,NA
2779,1,2,50.69,NA,NA,NA,NA,NA
2780,1,NA,NA,NA,NA,68.49,NA,NA
2781,1,NA,NA,NA,NA,41.55,NA,44.67
2782,1,NA,NA,NA,NA,58.58,NA,71.71
2783,1,1,35.26,46.94,44.94,52.22,52.07,48.61
2784,2,1,37.21,NA,NA,NA,NA,NA
2785,2,NA,NA,NA,NA,68.25,69.62,70.4
2786,2,NA,NA,NA,NA,66.83,69.61,NA
2787,1,NA,NA,NA,NA,47.24,55.13,NA
2788,2,2,47.02,66.45,74.09,76.43,NA,NA
2789,2,NA,NA,NA,NA,75.78,76.38,79.76
2790,1,NA,NA,NA,NA,56.7,60.26,68.27
2791,1,NA,NA,NA,NA,55.01,54.06,60.14
2792,1,1,66.22,75.04,76.42,77.79,NA,NA
2793,1,2,35.37,31.73,47.08,NA,NA,42.32
2794,1,NA,NA,NA,NA,64.26,71.92,76.56
2795,1,2,62.39,67.43,70.62,66.81,73.79,72.45
2796,2,NA,NA,NA,NA,57.69,NA,NA
2797,1,2,69.47,68.36,69.88,76.34,80.97,85.53
2798,2,3,43.98,55.65,59.25,63.17,65.18,61.38
2799,2,NA,27.46,37.93,39.83,NA,NA,NA
2800,1,2,52.91,58.22,66.61,62.38,73.25,74.37
2801,2,NA,NA,NA,NA,74.92,78.02,NA
2802,1,NA,NA,NA,NA,50.13,NA,NA
2803,1,NA,NA,NA,NA,64.8,60.88,NA
2804,2,3,64.48,72.39,71.35,74.48,78.55,NA
2805,1,NA,NA,NA,NA,64.43,65.28,65.55
2806,2,3,61.34,63.3,67.29,NA,NA,70.1
2807,2,NA,NA,NA,NA,62.63,58.44,NA
2808,2,1,58.41,NA,NA,NA,NA,NA
2809,1,NA,NA,NA,NA,60.81,64.63,63.54
2810,2,2,59.19,67.34,68.27,65.14,69,66.94
2811,1,NA,NA,NA,NA,63.29,NA,52.9
2812,1,NA,NA,NA,NA,64.07,76.84,69.72
2813,2,NA,NA,NA,NA,51.73,NA,NA
2814,1,NA,NA,NA,NA,56.28,NA,NA
2815,2,1,41.78,34.98,34,NA,NA,NA
2816,2,3,40.18,34.79,45.66,49.56,43.54,44.04
2817,1,NA,NA,NA,NA,44.5,41.75,50.08
2818,2,1,43.09,53.94,50.41,NA,NA,NA
2819,2,NA,NA,NA,NA,66.15,74.54,72.82
2820,1,1,50.18,NA,65.11,62.68,NA,NA
2821,1,1,52.54,44.87,52.57,52.72,NA,NA
2822,2,1,44.79,NA,NA,NA,NA,NA
2823,2,NA,NA,NA,NA,62.93,63.69,NA
2824,2,NA,NA,NA,NA,58.06,63.58,63.95
2825,1,1,56.31,56.76,65.6,65.61,68.39,70.38
2826,1,NA,NA,NA,NA,59.37,66.9,NA
2827,2,2,54.99,66.86,61.23,NA,60.24,NA
2828,2,NA,NA,NA,NA,71.47,72.84,NA
2829,1,NA,NA,NA,NA,70.42,NA,62.98
2830,2,3,74.38,73.88,81.19,NA,NA,NA
2831,2,2,39.81,50.8,NA,NA,NA,NA
2832,1,2,53.03,59.46,64.23,69,75.3,76.2
2833,2,NA,50.88,52.87,59.93,67.78,64.21,NA
2834,1,2,41.55,35.84,34.42,39.48,36.16,NA
2835,2,NA,NA,NA,NA,50.82,NA,NA
2836,2,2,40.9,41.78,44.71,NA,59.31,NA
2837,2,NA,NA,NA,NA,67.57,75.37,80.16
2838,1,NA,NA,NA,NA,56.68,NA,63.03
2839,1,1,53.59,NA,63.66,NA,NA,NA
2840,1,2,59.04,63.47,63.28,55.99,NA,NA
2841,2,1,39.08,NA,38.94,49.36,NA,NA
2842,2,1,43.78,54.94,49.54,42.37,62.73,NA
2843,1,NA,NA,NA,NA,65.7,69.96,66.09
2844,1,2,50.99,55.28,56.19,64.19,NA,71.24
2845,2,NA,NA,NA,NA,73.15,NA,NA
2846,2,NA,NA,NA,NA,76.16,84.68,84.14
2847,2,1,54.03,48.49,NA,NA,NA,NA
2848,2,NA,58.75,57.44,67.85,70.68,NA,NA
2849,2,3,35.33,50.3,NA,NA,NA,NA
2850,2,2,58.26,60.71,71.32,66.03,NA,67.04
2851,2,1,37.28,44.76,49.2,51.31,46.59,46.85
2852,2,NA,NA,NA,NA,40.4,57.87,NA
2853,1,1,59.58,59.42,66.5,69.24,72.79,65.29
2854,2,3,50.04,40.82,63.84,NA,81.44,NA
2855,2,NA,NA,NA,NA,NA,NA,NA
2856,1,NA,NA,NA,NA,82.04,NA,NA
2857,1,NA,NA,NA,NA,42.11,61.49,NA
2858,1,1,49.04,59.21,59.96,59.36,NA,NA
2859,2,NA,NA,NA,NA,69.22,72.02,75.39
2860,1,2,57.78,58.88,67.87,72.46,NA,75.52
2861,2,1,53,49.58,58.56,NA,57.29,50.16
2862,1,2,49.21,54.63,56.64,NA,60.23,NA
2863,1,1,40.36,50.5,NA,61.11,NA,NA
2864,2,2,59.84,62.81,70.87,72.44,75.5,77.72
2865,1,NA,NA,NA,NA,61.23,68.78,69.86
2866,2,2,63.96,65.1,65.92,66.65,73.24,77.36
2867,2,3,42.42,54.61,59.21,NA,NA,61.98
2868,1,NA,NA,NA,NA,59.41,59.49,NA
2869,1,NA,NA,NA,NA,55.48,NA,NA
2870,2,1,35.18,34.81,51.07,48.45,46.37,NA
2871,2,NA,NA,NA,NA,72.66,NA,NA
2872,2,2,52.15,62.18,57.93,61.56,67.67,66.83
2873,2,3,NA,35.12,NA,NA,NA,NA
2874,1,2,50,46.86,NA,NA,NA,NA
2875,1,NA,NA,NA,NA,58.99,60.64,NA
2876,2,NA,NA,NA,NA,54.6,NA,NA
2877,2,NA,NA,NA,NA,72.91,81.34,82.07
2878,2,3,55.74,62.26,61.61,68.06,68.49,NA
2879,1,3,57.44,59.16,61.73,67.99,73.05,NA
2880,2,NA,NA,NA,NA,74.23,75.91,72.02
2881,2,NA,NA,NA,NA,64.66,NA,NA
2882,1,NA,NA,NA,NA,54.21,60.86,57.38
2883,1,NA,NA,NA,NA,79.31,81.32,NA
2884,2,NA,NA,NA,NA,56.96,69.57,77.91
2885,1,2,43.85,44.43,55.68,51.92,55.64,46.37
2886,1,1,69.44,69.27,78.52,84.22,86.51,86.39
2887,1,NA,NA,NA,NA,59.71,NA,NA
2888,1,1,52.98,NA,NA,NA,60.66,55.84
2889,2,NA,NA,NA,NA,55.41,59.35,NA
2890,1,NA,NA,NA,NA,70.47,72.92,NA
2891,1,NA,NA,NA,NA,62.69,57.13,61.23
2892,1,NA,NA,NA,NA,61.56,62.86,63.8
2893,1,3,48.76,NA,NA,NA,NA,NA
2894,2,2,60,57.06,68.34,74.51,73.5,72.13
2895,1,NA,NA,NA,NA,NA,72.95,72.31
2896,2,NA,NA,NA,NA,65.74,NA,NA
2897,1,3,48.33,NA,50.1,54.09,60.95,54.35
2898,2,NA,NA,NA,NA,68.77,64.91,72.83
2899,2,NA,NA,NA,NA,71.11,68.26,60.3
2900,1,NA,NA,NA,NA,65.1,66.94,67.25
2901,2,3,50.6,62.3,69.28,77.34,72.03,66.75
2902,2,NA,NA,NA,NA,70.83,68.88,72.47
2903,1,1,44.39,47.89,61.58,60.28,64.58,NA
2904,1,2,61.78,69.3,72.32,72.73,NA,NA
2905,2,NA,NA,NA,NA,44.64,46.92,48.37
2906,2,NA,NA,NA,NA,64.47,62.11,NA
2907,2,NA,NA,NA,NA,70.04,NA,69.51
2908,1,1,49.6,50.63,56.94,54.47,58.76,53.4
2909,2,2,48.54,49.65,53.08,NA,NA,NA
2910,2,NA,NA,NA,NA,44.48,NA,NA
2911,1,1,44.19,46.51,48.63,47.43,52.25,47.44
2912,1,1,34.08,NA,NA,NA,NA,NA
2913,1,1,51.26,NA,NA,NA,NA,61.41
2914,2,2,63.57,63.12,75.4,NA,NA,NA
2915,1,NA,NA,NA,NA,58.87,58.18,55.14
2916,1,2,39.55,42.78,NA,NA,NA,NA
2917,2,NA,NA,NA,NA,57.79,63.2,63.43
2918,2,3,73.49,76.51,74.7,84.15,85.37,87.36
2919,1,NA,NA,NA,NA,36.97,39.4,34.42
2920,1,NA,NA,NA,NA,68.47,69.78,63.65
2921,1,1,44.1,46.04,52.2,52.06,73.19,NA
2922,2,NA,NA,NA,NA,63.71,NA,63.48
2923,1,NA,NA,NA,NA,60.34,62.6,60.2
2924,2,1,67.51,62.71,NA,NA,NA,NA
2925,2,NA,NA,NA,NA,71.53,76.9,78.11
2926,1,1,55.81,53.86,NA,65.18,69.2,NA
2927,2,1,46.4,52.07,59.82,NA,NA,NA
2928,2,1,73.16,67.37,78.06,82.52,82.07,NA
2929,2,NA,NA,NA,NA,54.02,NA,NA
2930,2,NA,NA,NA,NA,67.82,62.67,NA
2931,2,1,38.97,NA,NA,NA,NA,NA
2932,2,NA,NA,NA,NA,58.71,62.99,64.43
2933,2,NA,NA,NA,NA,90.72,84.83,89.69
2934,2,NA,NA,NA,NA,41.87,NA,NA
2935,2,1,58.81,66.65,66.17,68.67,70.7,72.46
2936,1,2,53.14,54.54,60.7,63.02,67.35,64.17
2937,1,2,60.42,NA,NA,NA,NA,NA
2938,2,NA,NA,NA,NA,70.49,76.05,78.77
2939,1,1,51.02,52.41,54.5,45.29,NA,NA
2940,1,1,51.38,58.95,61.7,63.59,63.71,65.34
2941,2,1,33.41,25.16,NA,NA,NA,NA
2942,2,NA,NA,NA,NA,80.18,79.67,NA
2943,1,NA,NA,NA,NA,48.81,61.11,NA
2944,1,2,45.57,51.42,54.94,51.68,53.75,50.87
2945,2,NA,NA,NA,NA,60.22,59.62,66.27
2946,1,NA,NA,NA,NA,52.67,58.39,62.39
2947,1,2,40.7,53.67,56.97,55.02,55.83,56.53
2948,2,NA,NA,NA,NA,59.13,53.68,52.92
2949,1,NA,NA,NA,NA,60.15,NA,NA
2950,1,NA,NA,NA,NA,62.04,NA,NA
2951,1,NA,NA,NA,NA,NA,NA,NA
2952,2,NA,NA,NA,NA,65.29,65,66.14
2953,2,2,78.3,76.4,77.6,86.33,84.54,81.26
2954,2,NA,NA,NA,NA,52.69,69.28,NA
2955,2,3,56.91,55.3,70.43,71.3,67.96,69.2
2956,2,1,59.86,56.25,66.25,66.49,70.4,NA
2957,2,2,66.49,67.77,71.63,79.52,80.14,83.73
2958,1,NA,NA,NA,NA,54.8,NA,NA
2959,1,NA,NA,NA,NA,61.16,NA,NA
2960,1,NA,NA,NA,NA,65.44,69.59,68.78
2961,2,NA,NA,NA,NA,52.19,50.61,50.2
2962,2,3,58.79,54.56,65.1,69.82,71.25,NA
2963,2,NA,NA,NA,NA,56.48,67.36,66.74
2964,2,NA,NA,NA,NA,74.66,80.12,82.07
2965,2,NA,NA,NA,NA,52.18,53.21,NA
2966,2,NA,NA,NA,NA,75.51,85.96,86.23
2967,2,NA,41.09,48.23,57.29,60.25,NA,59.86
2968,1,NA,NA,NA,NA,58.93,65.82,63.25
2969,1,3,39.7,52.34,54.96,51.85,NA,48.92
2970,2,3,39.3,37.28,60.71,59.8,52.21,52.34
2971,1,NA,NA,NA,NA,47.58,55.6,51.58
2972,1,2,47.92,48.01,NA,NA,NA,NA
2973,2,NA,NA,NA,NA,69.31,71.87,NA
2974,1,NA,NA,NA,NA,46.91,NA,NA
2975,2,1,51.55,NA,54.99,NA,NA,NA
2976,1,1,46.55,53.37,61.45,NA,61.46,NA
2977,1,2,51.79,NA,48.25,NA,NA,NA
2978,2,2,55.92,66.81,NA,68.84,NA,57.43
2979,1,NA,NA,NA,NA,55.47,64.51,62.12
2980,2,NA,NA,NA,NA,50.15,NA,NA
2981,1,NA,NA,NA,NA,65.7,67.39,66.18
2982,1,1,49.9,58.18,NA,NA,NA,NA
2983,1,NA,NA,NA,NA,52.03,NA,61.63
2984,1,2,34.39,35.48,NA,NA,48.79,NA
2985,2,3,55.19,46.52,64.96,61.56,64.43,69.76
2986,1,3,30.75,36.83,NA,NA,41.14,NA
2987,1,NA,NA,NA,NA,63.65,NA,NA
2988,1,NA,NA,NA,NA,69.78,71.71,75.04
2989,1,NA,NA,NA,NA,71.25,69.66,72.5
2990,2,NA,NA,NA,NA,71.92,73.61,78.64
2991,1,2,42.26,42.73,44.45,50.25,NA,56.03
2992,1,NA,NA,NA,NA,53.52,61.27,58.46
2993,1,NA,NA,NA,NA,80.43,80.8,80.28
2994,1,NA,NA,NA,NA,45.65,52.15,59.56
2995,2,NA,NA,NA,NA,60.66,73.82,73.47
2996,1,NA,NA,NA,NA,47.42,54.61,49.93
2997,1,NA,NA,NA,NA,66.38,66.4,NA
2998,1,NA,NA,NA,NA,56.97,58.45,55.23
2999,1,1,57.3,NA,NA,NA,55.74,NA
3000,2,2,46.31,37.76,31.36,35.86,NA,NA
3001,1,NA,NA,NA,NA,53.97,61.86,NA
3002,1,NA,NA,NA,NA,NA,NA,NA
3003,1,NA,NA,NA,NA,69.14,72.34,79.53
3004,1,3,49.32,52.84,NA,NA,52.79,NA
3005,1,NA,NA,NA,NA,56.74,55.56,55.01
3006,1,NA,NA,NA,NA,67.48,71.58,68.28
3007,1,2,62.95,62.03,70.25,75.24,72.12,77.41
3008,1,1,38.66,44.36,37.44,48.02,NA,NA
3009,2,NA,NA,NA,NA,61.09,59.21,NA
3010,1,3,40.96,NA,NA,NA,NA,NA
3011,1,NA,NA,NA,NA,52.05,NA,59.89
3012,1,1,49.26,44.69,49.23,61.82,65.16,69.29
3013,1,1,45.33,NA,NA,NA,NA,NA
3014,2,1,59.72,NA,NA,NA,NA,NA
3015,1,1,39.97,49.86,49.18,48.06,58.62,61.34
3016,1,3,51.75,NA,53.5,58.96,NA,NA
3017,1,NA,NA,NA,NA,48.75,NA,NA
3018,2,3,73.38,68.4,71.7,81.08,76.69,80.14
3019,1,NA,NA,NA,NA,62.4,NA,NA
3020,1,NA,NA,NA,NA,47.47,48.88,NA
3021,1,2,69.07,69.74,66.29,71.54,NA,NA
3022,2,1,41.65,54.62,54.33,48.04,NA,NA
3023,2,NA,NA,NA,NA,55.19,69.25,NA
3024,2,1,51.91,56.29,59.73,55.06,NA,NA
3025,1,NA,NA,NA,NA,63.04,68.35,NA
3026,1,2,64.59,71.2,72.63,80.96,79.12,80.26
3027,2,NA,NA,NA,NA,62.01,65.88,65.74
3028,2,NA,NA,NA,NA,53.2,NA,NA
3029,1,NA,NA,NA,NA,42.28,52.42,51.74
3030,2,2,57.76,65.19,64.26,76.12,79.1,84.4
3031,2,NA,NA,NA,NA,56.24,54.37,50.62
3032,1,NA,NA,NA,NA,NA,NA,NA
3033,1,2,50.3,52.35,56.12,54.95,56.92,57.79
3034,1,1,41.82,49.47,NA,NA,NA,NA
3035,1,3,48.05,59.97,61.21,NA,65.42,NA
3036,1,NA,NA,NA,NA,42.6,41.73,44.16
3037,1,1,41.06,39.62,NA,NA,NA,NA
3038,1,NA,NA,NA,NA,49.22,54.17,NA
3039,2,3,52.43,NA,67.4,68.56,68.6,64.24
3040,2,NA,NA,NA,NA,74.11,76.59,73.82
3041,1,NA,37.46,45.7,42.5,NA,63.03,NA
3042,2,NA,NA,NA,NA,77.92,81.01,78.21
3043,1,2,45.63,42.18,NA,NA,NA,NA
3044,1,1,53.07,50.05,58.57,62.79,62.39,60.74
3045,1,2,60.83,NA,NA,NA,NA,NA
3046,2,2,34.81,41.09,NA,NA,NA,NA
3047,2,3,73.67,79.61,82.8,80.27,NA,NA
3048,2,1,64.79,60.84,69.28,NA,NA,NA
3049,1,NA,NA,NA,NA,43.45,NA,NA
3050,2,NA,NA,NA,NA,61.65,80.93,79.16
3051,1,2,40.72,43.02,40.92,NA,NA,53.26
3052,2,NA,NA,NA,NA,49.16,NA,67.47
3053,1,3,66.03,61.22,65.92,68.84,67.87,72.69
3054,2,NA,NA,NA,NA,48.7,NA,NA
3055,1,NA,NA,NA,NA,64.86,69.15,71.91
3056,2,1,52.32,62.78,54.85,NA,57.48,NA
3057,1,NA,NA,NA,NA,56.66,NA,NA
3058,1,NA,NA,NA,NA,49.84,NA,66.75
3059,2,3,59.99,54.1,46.95,57.25,58.55,63.13
3060,1,NA,NA,NA,NA,56.12,60.58,62.32
3061,2,3,76.52,72.12,72.6,82.45,81.93,90.55
3062,1,NA,NA,NA,NA,52.12,66.31,NA
3063,1,NA,NA,NA,NA,55.73,NA,NA
3064,1,NA,NA,NA,NA,59.59,70.62,65.68
3065,2,3,60.44,54.35,58.26,62.21,67.59,76.31
3066,2,NA,NA,NA,NA,78.06,NA,NA
3067,1,NA,NA,NA,NA,48.19,56.86,72.56
3068,2,1,38.32,44.7,53.12,50.25,59.21,57.65
3069,1,NA,NA,NA,NA,43.21,52.7,47.46
3070,2,2,38.79,44.65,58.07,60.31,64.72,62.42
3071,1,NA,NA,NA,NA,60.9,NA,70.73
3072,2,NA,53.57,60.41,63.18,NA,61.55,NA
3073,1,1,44.34,56.32,NA,NA,NA,NA
3074,1,1,57.97,58.21,68.06,70.76,71.7,69.22
3075,2,NA,NA,NA,NA,40.62,61,NA
3076,1,2,47.74,62.13,66.41,64.83,71.32,NA
3077,1,1,41.61,34.8,52.7,54.35,52.78,50.64
3078,2,1,36.59,44.36,46.55,NA,NA,NA
3079,1,NA,NA,NA,NA,72.3,81.1,81.15
3080,1,2,52.74,54.66,NA,NA,NA,NA
3081,2,NA,NA,NA,NA,49.72,NA,NA
3082,2,NA,NA,NA,NA,55.24,NA,NA
3083,2,2,56.64,63.58,61.87,NA,NA,NA
3084,2,NA,NA,NA,NA,NA,71.8,68.71
3085,1,1,51.3,50.26,57.59,51.17,55.48,NA
3086,2,NA,NA,NA,NA,NA,NA,NA
3087,1,NA,NA,NA,NA,64.66,58.96,64.21
3088,2,NA,NA,NA,NA,60.03,NA,66.17
3089,1,NA,NA,NA,NA,48.88,51.97,NA
3090,1,2,48.34,45.75,53,46.58,44.4,NA
3091,1,NA,NA,NA,NA,46.14,46.38,47.4
3092,1,1,58.39,62.24,63.47,62.52,67.37,68.86
3093,2,3,62.35,64.64,69.6,68.82,NA,70.19
3094,2,1,49.22,49.88,46.71,56.57,NA,NA
3095,2,3,34.95,33.22,46.52,NA,34.27,NA
3096,2,NA,NA,NA,NA,72,NA,62.48
3097,1,2,72.48,76.51,81.62,83.71,80.89,85.57
3098,2,2,57.19,54.77,65.92,NA,NA,NA
3099,2,3,28.92,47.55,47.95,53.02,NA,NA
3100,1,NA,NA,NA,NA,71.01,73.95,NA
3101,2,NA,NA,NA,NA,68.25,74.5,74.4
3102,1,1,44.28,48.29,41.16,49.66,NA,38.04
3103,2,NA,NA,NA,NA,55.6,61.79,NA
3104,1,2,61.85,66.01,NA,NA,NA,NA
3105,1,2,38.61,40.27,NA,44.31,38.72,54.74
3106,2,1,66.93,66.75,72.65,69.18,NA,NA
3107,1,1,34.78,34.17,39.17,45,45.33,41.26
3108,2,3,57.72,56.68,55.94,NA,60.04,NA
3109,2,NA,NA,NA,NA,37.66,40.76,39.17
3110,1,2,39.09,37.89,42.62,40.57,51.46,NA
3111,2,1,59.39,53.47,58.8,66.39,68.61,NA
3112,2,NA,NA,NA,NA,48.77,NA,NA
3113,1,NA,NA,NA,NA,55.78,NA,NA
3114,1,3,59.32,64.98,NA,NA,NA,NA
3115,1,NA,NA,NA,NA,74.03,76.77,74.76
3116,2,NA,NA,NA,NA,45.66,50.43,NA
3117,1,NA,NA,NA,NA,53.27,51.4,51.14
3118,1,1,31.79,27.06,NA,NA,NA,NA
3119,2,NA,NA,NA,NA,59.09,NA,62.61
3120,2,NA,41.54,48.59,50.88,52.86,NA,32.08
3121,1,3,67.85,71.4,80.96,82.63,85.27,87.87
3122,1,1,54.5,54.04,57.31,51.32,NA,NA
3123,1,NA,NA,NA,NA,53.16,67.79,67.09
3124,2,2,47.24,47.48,51.24,NA,NA,NA
3125,1,2,52.83,NA,48.2,NA,NA,NA
3126,2,NA,NA,NA,NA,52.44,NA,NA
3127,1,NA,41.31,39.83,NA,NA,NA,NA
3128,1,NA,NA,NA,NA,67.86,67.71,68.96
3129,2,2,74.08,71.78,76.02,81.16,84.94,NA
3130,2,3,50.25,54.89,59.09,NA,NA,NA
3131,1,1,58.82,69.89,67.2,67,72.08,69.55
3132,1,NA,NA,NA,NA,70.01,NA,NA
3133,1,1,47.46,59.96,58.35,68.02,68.05,74.06
3134,2,1,45.31,60.28,NA,60.85,NA,NA
3135,1,2,64.7,60.19,70.26,65.9,61.09,64.25
3136,2,NA,NA,NA,NA,58.62,NA,NA
3137,1,2,55.24,50.61,63.62,58.73,NA,62.73
3138,1,1,61.98,NA,61.79,66.88,72.45,NA
3139,2,NA,NA,NA,NA,49.58,49.14,NA
3140,1,NA,NA,NA,NA,NA,NA,NA
3141,2,NA,NA,NA,NA,61.64,NA,NA
3142,1,NA,NA,NA,NA,66.99,70.11,66.32
3143,2,NA,NA,NA,NA,58.02,60.21,64.66
3144,1,NA,NA,NA,NA,70.2,72.63,NA
3145,1,NA,NA,NA,NA,59.67,55.89,57.98
3146,2,NA,NA,NA,NA,76.9,80.17,NA
3147,1,3,49.84,55.03,56.93,52.92,NA,NA
3148,1,NA,NA,NA,NA,74.99,81.83,80.18
3149,1,2,50.47,65.9,68.76,NA,73.92,81.96
3150,1,NA,NA,NA,NA,50.55,54.17,50.41
3151,2,1,40.16,30.75,37.79,75.24,NA,NA
3152,1,NA,NA,NA,NA,NA,NA,NA
3153,2,NA,NA,NA,NA,72.88,80.34,78.22
3154,1,2,42.25,49.77,52.91,83.4,NA,NA
3155,1,NA,NA,NA,NA,60.59,74.41,73.17
3156,2,NA,NA,NA,NA,52.27,56.37,55.36
3157,1,NA,NA,NA,NA,64.41,NA,NA
3158,2,NA,NA,NA,NA,42.37,54.47,52.89
3159,2,NA,NA,NA,NA,53.38,NA,NA
3160,2,NA,NA,NA,NA,58.77,NA,NA
3161,2,3,63.6,69.53,72.7,75.51,80.32,86.66
3162,1,NA,NA,NA,NA,71.15,76.23,79.44
3163,1,1,63.64,NA,NA,NA,NA,NA
3164,1,NA,NA,NA,NA,NA,NA,NA
3165,2,1,46.74,NA,43.24,NA,NA,NA
3166,1,1,43,55.04,53.8,49.96,NA,61.36
3167,1,1,39.94,46.27,59.09,58.69,63.6,59.59
3168,1,NA,NA,NA,NA,47.93,NA,NA
3169,1,NA,60.73,57.83,60.61,65,68.83,70.73
3170,1,NA,NA,NA,NA,45.98,58.26,NA
3171,2,3,42.16,54.64,60.39,63.89,65.41,NA
3172,2,NA,NA,NA,NA,48.38,NA,61.34
3173,2,2,53.22,50.31,52.36,55.64,62.04,NA
3174,2,1,40.62,34.57,53.98,54.71,55.43,NA
3175,2,NA,NA,NA,NA,74.34,73.7,71.92
3176,1,2,60.04,67.66,63.6,68.14,72.13,NA
3177,2,NA,NA,NA,NA,66.16,64.48,67.91
3178,1,NA,NA,NA,NA,67.89,70.55,69.03
3179,1,1,48.16,51.44,55.94,50.4,NA,63.78
3180,1,NA,NA,NA,NA,46.02,54.16,NA
3181,1,NA,NA,NA,NA,48.57,NA,NA
3182,1,NA,NA,NA,NA,53.44,59.31,63.63
3183,2,2,59.11,64.12,68.31,71.57,78.38,NA
3184,1,2,50.72,68.32,69.71,71.86,70.21,64.7
3185,2,2,52.31,59.19,62.56,62.49,67.25,73.41
3186,1,1,31.67,49.91,50.55,NA,NA,47.39
3187,1,1,40.52,36.7,38.66,46.98,NA,NA
3188,2,NA,NA,NA,NA,71.36,77.77,82.19
3189,2,2,47.63,45.12,NA,NA,NA,NA
3190,2,NA,NA,NA,NA,72.43,75.26,84.95
3191,1,NA,NA,NA,NA,42.78,53.42,50.54
3192,1,NA,NA,NA,NA,57.8,67.22,NA
3193,2,NA,NA,NA,NA,67.25,64.35,68.79
3194,2,1,45.37,50.25,59.7,83.55,NA,NA
3195,1,NA,NA,NA,NA,58.52,NA,NA
3196,1,NA,NA,NA,NA,47.26,NA,NA
3197,1,NA,NA,NA,NA,50.89,NA,NA
3198,1,NA,NA,NA,NA,61.99,61.91,NA
3199,2,3,60.63,62.69,56.02,66.63,NA,NA
3200,1,NA,NA,NA,NA,81.37,80.33,83.81
3201,2,NA,NA,NA,NA,60.55,63.29,62.04
3202,2,3,61.39,64.24,71.88,70.2,75.45,76.98
3203,2,1,40.99,61.33,70.85,68.24,NA,NA
3204,1,2,39.45,47.61,NA,NA,NA,NA
3205,2,3,57.5,NA,NA,NA,NA,NA
3206,1,2,70.36,71.82,76.24,75.46,76.41,NA
3207,2,3,62.91,64.02,64.56,72.74,67.64,76.87
3208,1,2,55.47,48.53,NA,68.93,68.98,NA
