CASENUM,GENDER,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L
1465,2,2,2,2,2,2,2,2,2,2,2
1466,2,2,1,2,1,1,1,1,1,1,1
1467,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,2,2,2,2,2,2,3,3,2,2,3
1471,2,1,1,1,4,1,2,2,2,4,2
1472,2,3,3,3,3,3,3,3,3,3,3
1473,1,2,2,2,2,3,2,2,2,3,3
1474,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,2,4,3,2,4,3,2,3,3,3,3
1477,1,4,3,3,2,2,4,3,3,3,3
1478,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,2,2,4,3,2,2,2,4,4,4,1
1480,2,2,2,2,2,2,4,3,3,3,4
1481,2,1,3,2,3,3,1,3,2,3,3
1482,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,1,2,2,2,2,2,2,2,2,3,3
1485,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,1,4,4,4,2,3,2,2,2,2,2
1487,1,4,2,3,2,NA,2,2,3,3,3
1488,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,2,2,3,2,3,3,1,2,2,3,3
1491,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,1,3,4,3,NA,1,3,3,3,3,4
1493,2,1,1,1,2,1,2,2,2,2,2
1494,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,2,2,2,2,2,2,2,2,2,2,2
1499,1,4,4,2,4,4,4,4,2,4,2
1500,2,3,3,2,3,3,5,5,3,2,1
1501,1,2,1,1,1,1,3,1,1,2,3
1502,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,2,2,1,3,1,1,4,3,4,4,4
1505,1,2,4,3,2,2,2,2,3,2,2
1506,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,2,2,3,2,3,1,1,3,1,2,1
1514,1,2,2,2,2,2,3,3,2,3,3
1515,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,1,2,3,2,2,2,2,3,3,3,3
1518,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,1,4,3,5,2,2,4,3,5,3,3
1520,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,2,2,2,2,2,2,2,2,2,2,2
1523,1,4,2,3,2,3,2,4,3,3,3
1524,2,2,2,2,2,2,2,2,2,2,2
1525,2,1,3,2,2,2,5,3,3,4,4
1526,2,2,2,2,2,3,2,2,2,2,3
1527,2,5,3,3,3,3,2,3,3,3,3
1528,2,1,1,1,1,1,1,2,1,1,1
1529,2,1,1,1,1,1,1,2,2,2,1
1530,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,2,2,2,1,1,1,2,2,1,1,1
1534,1,2,2,2,3,2,4,3,3,3,3
1535,1,2,2,2,2,2,2,2,2,2,2
1536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,2,2,3,3,3,3,3,3,3,3,3
1538,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,1,1,1,1,1,1,3,2,1,1,3
1540,1,2,2,2,2,3,2,3,3,3,3
1541,2,3,3,3,3,3,3,3,3,3,3
1542,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,2,2,4,2,2,2,4,2,2,4,4
1544,1,2,2,2,2,2,3,3,NA,3,3
1545,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,1,4,2,2,2,4,2,3,2,3,3
1551,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,1,3,2,2,2,2,1,3,2,1,1
1555,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,1,1,1,1,4,1,5,3,3,5,5
1557,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,1,2,2,2,2,3,4,4,2,4,2
1560,2,1,1,1,2,2,4,1,1,1,1
1561,1,4,4,2,3,3,4,3,3,3,4
1562,2,2,2,3,3,2,2,3,3,3,2
1563,1,4,3,2,3,3,2,3,3,4,3
1564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,1,3,3,4,3,4,2,4,4,4,4
1568,1,2,2,2,2,2,3,4,4,3,3
1569,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,1,2,2,3,1,1,1,2,2,3,2
1573,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,1,2,2,2,3,2,2,3,3,3,3
1575,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1576,1,3,3,3,3,3,3,3,3,3,3
1577,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,1,1,1,2,1,1,5,5,3,5,5
1579,1,4,3,3,1,1,4,3,3,3,3
1580,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,2,2,2,2,2,2,2,2,2,2,2
1583,1,4,5,5,5,5,4,4,3,3,3
1584,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,1,4,3,3,3,3,3,3,3,3,3
1588,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,2,5,5,5,4,5,1,5,5,5,5
1590,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,2,1,1,1,1,1,1,1,1,1,1
1592,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,1,4,2,3,3,3,3,3,3,3,3
1594,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,2,2,2,2,3,2,1,1,1,5,1
1596,2,2,1,1,2,2,2,1,1,2,2
1597,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,1,5,2,3,3,3,5,5,5,5,5
1604,1,4,4,2,4,4,4,4,4,5,4
1605,2,3,3,3,3,3,3,3,3,3,3
1606,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,2,1,3,2,2,3,1,2,2,3,3
1610,1,4,3,3,2,3,3,3,3,2,3
1611,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,2,2,2,2,1,2,5,4,3,2,3
1615,2,2,1,3,2,2,2,3,3,2,2
1616,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,1,4,2,2,2,2,2,2,3,3,2
1619,2,4,1,3,1,3,1,3,3,3,3
1620,1,4,2,2,4,4,4,2,2,4,4
1621,2,3,3,3,3,3,3,3,3,3,3
1622,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,2,3,3,3,3,3,3,3,3,3,3
1627,2,2,2,3,2,2,2,3,3,3,3
1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,1,4,3,3,3,3,3,3,3,3,3
1631,2,2,2,2,3,2,2,2,2,2,2
1632,1,2,2,1,3,2,2,2,2,3,2
1633,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,2,4,3,3,2,2,5,3,3,3,3
1636,2,3,3,5,3,3,2,1,1,3,3
1637,1,4,4,4,2,2,2,4,3,2,2
1638,1,4,2,2,4,2,2,2,5,4,NA
1639,2,1,2,2,1,1,NA,2,2,2,2
1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,1,4,2,2,4,4,5,2,2,5,4
1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,2,2,4,2,3,2,3,3,3,4,3
1646,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,2,2,2,2,2,2,2,2,3,2,2
1648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,1,3,2,2,1,1,1,3,1,3,3
1653,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,1,2,2,2,2,2,2,2,2,2,2
1655,1,5,1,2,3,2,1,2,3,1,3
1656,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,2,5,3,3,3,3,3,3,3,3,3
1658,2,3,3,3,3,3,3,3,3,3,3
1659,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,2,5,4,2,5,2,4,4,3,5,4
1662,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,1,4,2,2,2,3,4,2,2,3,3
1666,1,3,3,3,3,3,3,3,3,3,3
1667,1,4,3,2,2,3,4,4,3,3,4
1668,2,4,3,3,4,4,4,4,4,4,4
1669,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,1,4,2,2,3,2,2,2,2,2,2
1672,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,2,4,2,2,NA,4,4,4,4,4,4
1674,1,2,2,2,2,2,5,4,3,4,4
1675,1,4,4,2,4,3,2,3,3,3,3
1676,1,2,2,2,3,3,4,4,4,4,4
1677,1,4,1,1,1,1,4,1,1,1,1
1678,2,4,3,3,4,4,3,4,4,4,4
1679,1,4,4,4,3,5,4,5,5,5,5
1680,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,2,3,2,3,1,1,2,4,2,4,2
1684,2,4,2,2,3,3,2,3,3,3,3
1685,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,2,2,2,2,2,2,2,2,2,2,2
1689,1,4,1,2,4,2,2,4,2,4,4
1690,2,2,2,2,2,3,2,2,2,2,3
1691,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,2,4,2,4,3,3,4,4,4,4,4
1696,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,2,4,4,2,3,1,4,4,2,3,2
1698,1,2,2,1,2,2,2,2,1,2,2
1699,1,4,2,2,2,2,4,4,2,2,3
1700,1,4,2,2,2,2,2,3,2,3,3
1701,2,2,3,3,3,3,3,3,3,3,3
1702,1,4,2,3,4,3,3,2,3,4,4
1703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,1,4,2,2,3,2,2,3,2,3,3
1705,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,1,2,3,3,3,2,2,3,3,3,3
1707,2,2,2,2,2,2,1,1,1,2,1
1708,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,1,2,2,1,2,4,3,2,1,1,3
1715,1,2,1,2,2,2,2,2,2,2,2
1716,2,5,2,4,4,5,2,2,4,4,2
1717,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,2,1,1,1,5,1,1,1,1,5,5
1720,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,1,2,1,1,1,1,2,3,2,2,2
1723,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,1,1,1,1,1,1,1,2,2,2,2
1728,1,1,2,2,2,1,2,2,3,3,2
1729,1,5,2,2,2,2,5,4,4,4,4
1730,1,4,2,2,2,1,5,4,3,4,5
1731,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,1,2,2,3,1,1,4,3,3,3,3
1733,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1734,2,1,2,2,2,1,2,2,2,2,1
1735,2,3,2,2,2,2,3,2,2,2,2
1736,1,2,3,2,2,2,2,3,2,2,2
1737,2,2,2,2,2,2,3,2,3,3,3
1738,2,2,3,3,3,3,3,3,3,3,3
1739,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1740,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,1,5,3,5,5,5,5,5,3,3,3
1742,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743,2,4,4,2,2,2,5,5,5,2,4
1744,2,5,4,3,2,2,4,3,3,4,3
1745,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,1,2,2,2,2,2,3,3,2,3,3
1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,1,2,4,3,2,3,2,2,2,3,4
1749,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,1,2,3,2,2,3,2,2,2,2,3
1751,1,4,4,4,NA,2,3,3,3,3,3
1752,2,4,3,3,3,4,2,2,2,3,3
1753,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,1,4,3,3,2,3,5,5,4,3,5
1755,1,2,3,2,3,3,2,3,2,3,3
1756,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,1,4,4,4,4,3,5,5,5,5,5
1761,2,4,1,1,3,1,4,3,3,3,3
1762,2,2,2,2,3,2,3,3,3,4,3
1763,2,2,3,2,2,3,2,2,2,2,3
1764,2,1,2,4,2,4,3,5,3,3,1
1765,2,NA,4,4,4,4,4,4,4,4,4
1766,1,3,2,2,2,3,2,3,2,3,3
1767,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,2,3,3,2,2,2,3,4,4,4,2
1769,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,1,2,2,4,2,2,4,4,4,2,2
1771,1,4,2,1,2,3,2,4,1,4,5
1772,2,5,2,2,4,4,4,4,3,4,3
1773,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,2,2,1,1,1,1,2,2,2,2,2
1776,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,2,3,3,3,NA,2,2,2,3,3,3
1778,2,2,3,2,2,2,4,3,2,3,4
1779,1,4,2,2,2,2,4,2,2,2,2
1780,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,1,2,2,2,4,3,2,2,4,4,2
1782,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,2,1,2,2,2,1,2,2,2,3,3
1784,1,4,2,2,3,4,2,3,2,3,4
1785,1,4,2,3,2,2,4,3,3,4,2
1786,2,3,3,2,3,3,3,3,2,3,3
1787,1,2,5,2,4,5,2,4,2,1,4
1788,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,1,4,2,2,2,2,4,3,3,3,3
1790,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,1,3,4,4,3,4,5,4,4,4,5
1794,2,2,2,2,2,3,2,3,2,2,2
1795,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,1,1,1,1,3,3,3,3,3,3,3
1797,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,1,3,3,3,3,3,3,3,3,3,3
1800,1,2,1,2,2,1,2,3,2,3,3
1801,1,2,2,2,3,2,4,3,3,3,2
1802,1,5,2,1,1,2,2,1,1,1,2
1803,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,1,3,2,3,5,3,3,2,3,5,3
1806,2,2,3,2,3,2,2,3,2,2,2
1807,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,1,4,3,3,3,3,2,3,3,3,3
1810,1,4,2,2,2,3,5,5,5,4,5
1811,1,5,3,3,3,5,4,3,3,3,4
1812,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,2,1,2,2,3,2,4,2,2,3,3
1814,2,4,4,2,4,3,4,4,4,4,4
1815,2,4,2,2,1,1,1,2,1,2,1
1816,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1817,1,5,2,2,3,2,2,3,2,1,1
1818,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1819,1,5,3,3,3,3,2,3,3,3,3
1820,2,2,4,2,4,4,2,4,2,4,3
1821,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822,1,5,2,2,3,3,2,3,2,3,3
1823,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,1,2,2,2,2,1,4,3,2,3,2
1825,2,1,2,2,1,1,2,2,2,2,2
1826,1,1,1,1,1,1,2,3,2,4,4
1827,1,5,4,4,2,2,4,4,4,4,4
1828,1,2,2,2,2,2,2,2,2,2,2
1829,2,2,1,1,2,2,2,4,3,3,4
1830,2,2,1,1,1,1,1,2,1,1,1
1831,1,5,3,3,3,3,3,3,3,3,3
1832,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,1,1,1,1,1,1,1,1,2,2,1
1834,1,1,2,2,2,2,1,2,2,2,2
1835,2,2,3,1,4,4,3,3,2,4,4
1836,2,3,3,3,3,3,3,3,3,3,3
1837,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,1,2,2,2,2,3,2,4,2,2,2
1840,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,1,2,2,2,4,3,4,4,4,4,3
1842,2,4,2,3,3,3,2,3,3,3,3
1843,2,2,2,1,2,2,4,2,2,4,2
1844,2,2,2,2,2,1,4,3,2,2,3
1845,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,1,2,2,2,4,3,2,3,3,3,3
1848,2,2,2,2,2,2,2,2,2,2,2
1849,1,4,NA,4,4,4,4,4,4,4,4
1850,2,2,2,1,2,1,1,2,2,2,2
1851,1,1,2,1,2,1,5,3,1,3,3
1852,1,2,2,NA,2,1,1,1,1,1,1
1853,1,2,1,1,1,1,1,1,1,1,2
1854,2,2,1,2,3,1,4,4,4,4,3
1855,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,2,2,3,3,2,3,3,2,3,3,3
1858,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,1,2,2,2,2,2,2,2,2,4,2
1861,1,4,2,2,2,2,2,2,2,2,2
1862,2,2,2,2,2,2,2,2,2,2,2
1863,1,3,3,3,3,3,3,3,3,3,3
1864,1,3,2,2,2,2,1,1,2,4,1
1865,2,2,2,2,2,2,2,2,2,2,2
1866,2,2,4,3,4,2,2,2,2,3,2
1867,1,2,4,4,4,4,2,3,3,4,4
1868,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,1,5,2,2,3,1,4,4,2,3,4
1871,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,2,2,2,2,2,2,2,1,1,2,2
1873,1,3,3,3,3,3,3,3,3,3,3
1874,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,2,2,2,2,2,2,2,2,2,2,2
1878,1,4,2,2,2,2,2,2,2,2,2
1879,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,2,4,1,2,2,3,4,1,2,2,3
1881,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,2,3,3,3,3,3,3,3,3,3,3
1883,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,1,1,2,1,3,4,5,5,NA,NA,NA
1885,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,1,2,3,2,2,3,2,2,3,3,3
1887,1,2,2,2,2,2,1,2,2,2,2
1888,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,2,1,2,2,2,2,4,5,4,4,4
1890,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,2,4,2,3,3,3,4,2,3,3,3
1893,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,2,1,1,1,1,1,1,1,1,1,1
1895,1,4,4,2,2,4,3,3,2,3,2
1896,1,3,1,1,1,1,5,1,1,1,5
1897,1,2,2,2,4,2,2,2,2,4,2
1898,2,2,4,2,2,2,2,2,2,2,2
1899,2,1,2,2,2,2,5,4,4,2,5
1900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,1,1,2,2,2,1,2,2,2,2,2
1910,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,1,4,2,2,2,2,4,3,2,3,3
1912,1,5,2,1,1,1,2,1,1,2,1
1913,2,4,4,4,4,2,4,3,3,3,3
1914,2,4,5,2,3,4,3,3,2,3,3
1915,1,2,2,2,2,2,3,2,2,2,3
1916,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,2,2,2,2,2,2,2,2,2,2,2
1920,2,3,3,3,2,2,3,3,3,2,2
1921,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,2,2,2,2,2,2,2,2,2,2,2
1923,1,5,4,3,4,3,1,4,4,4,5
1924,1,1,2,1,5,2,2,2,2,4,3
1925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,1,2,2,2,4,2,4,4,3,4,3
1927,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,2,2,3,3,2,3,3,3,3,NA,3
1929,2,3,3,3,3,3,3,3,3,3,3
1930,1,4,2,2,3,1,5,2,2,3,2
1931,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,2,1,3,2,4,4,1,3,3,4,2
1933,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,1,4,3,4,4,4,2,4,4,2,4
1935,1,4,2,2,3,3,1,2,2,3,3
1936,2,1,1,2,1,2,2,1,2,1,2
