     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000    70.050    78.520    78.770     0.000     0.532     0.086     0.382     2.000 3819
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000    59.360    72.060    75.050     0.975     0.018     0.007     0.000     1.000 5881
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000    61.660    70.000    90.010     0.000     0.575     0.034     0.391     2.000 5278
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     1.000    69.870    74.470    80.020     0.733     0.261     0.006     0.000     1.000 6693
     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    64.220    61.900    79.070     0.000     0.074     0.386     0.541     4.000 4294
     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000    60.130         *    84.560     0.000     0.999     0.000     0.000     2.000 5682
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    55.060    63.960    75.090     0.000     0.040     0.011     0.949     4.000 6080
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    61.990    62.710    69.110     0.000     0.019     0.978     0.003     3.000 1730
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    60.090    63.670    69.660     0.000     0.008     0.991     0.001     3.000 5280
     0.000     1.000     0.000     1.000     1.000         *         *         *         *         *     1.000     1.000    57.980    68.850    78.240     0.134     0.243     0.612     0.011     3.000 6715
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    47.490    56.320         *     0.000     0.040     0.011     0.949     4.000 6821
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000    55.030    54.260    68.900     0.733     0.261     0.006     0.000     1.000 2041
     1.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     0.000    66.300    82.490    91.440     0.001     0.965     0.031     0.003     2.000 4888
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000    50.040         *    66.010     0.002     0.079     0.919     0.000     3.000 6611
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000    50.100    55.210    59.190     0.000     0.018     0.002     0.980     4.000 6800
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000    46.640    54.220    61.160     0.998     0.002     0.000     0.000     1.000 6469
     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000    55.690         *    64.750     0.745     0.237     0.017     0.000     1.000 3803
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    47.300    36.890    57.400     0.000     0.002     0.000     0.998     4.000 4168
     1.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000    49.730    61.090    67.630     0.000     0.012     0.980     0.008     3.000 2417
     0.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000    67.350    78.210         *     0.003     0.596     0.398     0.003     2.000 5373
     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000    44.240    45.140    52.570     0.991     0.009     0.000     0.000     1.000 1033
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000         *     0.000    43.590         *    27.010     0.000     0.002     0.000     0.998     4.000 2418
     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000    52.570    55.210    56.850     0.000     0.062     0.736     0.202     3.000 2310
     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000    36.780    43.510    50.270     0.000     0.386     0.017     0.597     4.000 4853
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000    44.060    39.890    36.180     0.002     0.937     0.058     0.004     2.000 2834
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000    32.040         *    51.340     0.998     0.002     0.000     0.000     1.000 2561
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000    60.080    82.140    79.430     0.733     0.261     0.006     0.000     1.000 3882
