     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000    70.050    78.520    78.770     0.000     0.946     0.049     0.005     2.000 3819
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000    59.360    72.060    75.050     0.998     0.000     0.002     0.000     1.000 5881
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    68.470         *         *     0.000     0.003     0.008     0.990     4.000 1435
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000    61.660    70.000    90.010     0.000     0.001     0.003     0.996     4.000 5278
     1.000     1.000         *     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     1.000    69.870    74.470    80.020     0.642     0.198     0.160     0.000     1.000 6693
     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    64.220    61.900    79.070     0.000     0.970     0.022     0.008     2.000 4294
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    60.130         *    84.560     0.000     0.925     0.055     0.020     2.000 5682
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000    60.660    72.150         *     0.046     0.885     0.069     0.000     2.000 6485
     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000    71.660    86.790         *     0.904     0.012     0.085     0.000     1.000 4938
     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    55.060    63.960    75.090     0.000     0.905     0.064     0.031     2.000 6080
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    61.990    62.710    69.110     0.000     0.017     0.016     0.967     4.000 1730
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    60.090    63.670    69.660     0.000     0.963     0.030     0.006     2.000 5280
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000    58.980    65.770         *     0.998     0.000     0.002     0.000     1.000 2204
     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000    57.980    68.850    78.240     0.000     0.483     0.394     0.123     2.000 6715
