0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	43.59	.	27.01	-0.007	0	-0.001	0.018	-0.001	0	0	0.002	-0.002	0	0	0.005	0.038	0.003	0.003	-0.095	0.215	0.015	0.017	-0.541	0.027	0.002	0.002	-0.068	0.055	0.004	0.004	-0.139	-1.161	-0.078	-0.091	2.915	-0.02	-0.001	-0.002	0.051	-0.003	0	0	0.006	-0.005	0	0	0.013	0.11	0.007	0.009	-0.277	-0.005	0	0	0.013	-0.001	0	0	0.002	-0.001	0	0	0.003	0.028	0.002	0.002	-0.07	2418
0	1	1	1	0	0	1	0	1	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	1	.	.	.	-0.141	0.002	0.006	0	0.001	0	0	0	0.007	0	0	0	0	0	0	0	-0.346	0.005	0.015	0	0.002	0	0	0	0.017	0	-0.001	0	-0.001	0	0	0	1.677	-0.022	-0.072	0.002	-0.012	0	0	0	-0.08	0.001	0.003	0	0.005	0	0	0	-0.074	0.001	0.003	0	0.001	0	0	0	0.004	0	0	0	0	0	0	0	5318
0	0	0	0	0	0	0	0	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	40.21	.	.	0.014	0	-0.001	0	0	0	0	0	-0.001	0	0	0	0	0	0	0	-0.119	0.002	0.005	0	0.001	0	0	0	0.006	0	0	0	0	0	0	0	-0.105	0.001	0.004	0	0.001	0	0	0	0.005	0	0	0	0	0	0	0	1.326	-0.018	-0.057	0.002	-0.009	0	0	0	-0.063	0.001	0.003	0	0.004	0	0	0	2212
0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	.	.	.	.	.	.	.	.	.	.	0	1	49.85	.	.	1.207	-0.016	-0.051	0.002	-0.008	0	0	0	-0.058	0.001	0.002	0	0.004	0	0	0	-0.029	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	-0.066	0.001	0.003	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4916
1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	52.57	55.21	56.85	-0.008	0.02	-0.002	-0.001	-0.001	0.002	0	0	-0.002	0.005	0	0	0.041	-0.106	0.009	0.004	0.234	-0.603	0.054	0.02	0.029	-0.076	0.007	0.003	0.06	-0.155	0.014	0.005	-1.263	3.249	-0.29	-0.11	-0.022	0.057	-0.005	-0.002	-0.003	0.007	-0.001	0	-0.006	0.015	-0.001	0	0.12	-0.309	0.028	0.01	-0.006	0.014	-0.001	0	-0.001	0.002	0	0	-0.001	0.004	0	0	0.03	-0.078	0.007	0.003	2310
1	1	0	1	0	0	0	0	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	35.06	48.05	.	-0.043	0.001	0.002	0	0	0	0	0	0.002	0	0	0	0	0	0	0	1.315	-0.018	-0.056	0.002	-0.009	0	0	0	-0.063	0.001	0.003	0	0.004	0	0	0	-0.125	0.002	0.005	0	0.001	0	0	0	0.006	0	0	0	0	0	0	0	-0.031	0	0.001	0	0	0	0	0	0.002	0	0	0	0	0	0	0	1382
1	1	1	1	1	1	1	1	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	1	46.66	.	.	1.207	-0.016	-0.051	0.002	-0.008	0	0	0	-0.058	0.001	0.002	0	0.004	0	0	0	-0.029	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	-0.066	0.001	0.003	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1656
1	0	0	1	1	0	0	0	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	1	57.68	.	.	-0.043	0.001	0.002	0	0	0	0	0	0.002	0	0	0	0	0	0	0	1.315	-0.018	-0.056	0.002	-0.009	0	0	0	-0.063	0.001	0.003	0	0.004	0	0	0	-0.125	0.002	0.005	0	0.001	0	0	0	0.006	0	0	0	0	0	0	0	-0.031	0	0.001	0	0	0	0	0	0.002	0	0	0	0	0	0	0	2407
1	1	1	1	1	1	1	1	1	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	57.58	71.65	.	1.207	-0.016	-0.051	0.002	-0.008	0	0	0	-0.058	0.001	0.002	0	0.004	0	0	0	-0.029	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	-0.066	0.001	0.003	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4924
1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	36.78	43.51	50.27	-0.835	-0.056	-0.065	2.098	0.006	0	0	-0.014	0.04	0.003	0.003	-0.1	-0.003	0	0	0.006	0.02	0.001	0.002	-0.051	0	0	0	0	-0.001	0	0	0.002	0	0	0	0	0.046	0.003	0.004	-0.115	0	0	0	0.001	-0.002	0	0	0.006	0	0	0	0	-0.003	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	4853
