0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	9999	9999	9999	60.41	56.62	68.23	9999	1	0	59.71	64.9	66.62	4	1054	0	.062	.903	.034	3	3
1	0	0	1	9999	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	9999	9999	9999	58.33	9999	70.62	71.67	1	0	57.98	72.4	65.2	1	1065	.076	.008	.915	0	3	3
0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	46.13	49.75	66.79	49.7	1	0	44.78	62.02	65.68	3	1066	.001	.024	.967	.009	3	1
0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	9999	1	1	0	0	1	0	0	9999	9999	9999	9999	54.04	9999	55.55	1	0	55.64	61.88	9999	2	1067	.001	.701	.284	.014	2	1
1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	9999	9999	9999	48.98	44.89	73.82	65.49	1	0	53.24	73.3	79.79	1	1071	0	.93	.052	.018	2	2
0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	58.99	65.68	74.7	76.47	0	0	63.07	75.08	70.44	2	1072	.992	0	.008	0	1	3
0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	9999	9999	75.08	73.89	0	1	55.85	74.62	74.75	3	1073	.992	0	.008	0	1	4
1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	38.93	43.63	48.05	50.54	0	0	42.04	39.7	40.68	1	1080	.998	0	.002	0	1	3
0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	9999	9999	9999	57.73	57.33	62.04	62.56	1	0	58.57	56.38	60.11	2	1087	0	.979	.018	.003	2	2
1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	65.43	62.48	82.84	73.24	1	0	59.31	72.89	84.38	2	1104	.213	.653	.134	0	2	2
1	0	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	60.54	61.6	71.19	64.19	1	0	49.63	71.42	72.79	3	1112	0	.023	.88	.097	3	2
1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	9999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	52.74	62.04	63.79	71.34	0	0	56.07	59.22	67.71	1	1123	.048	.854	.098	0	2	1
0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	73.21	70.91	76.15	80.97	1	0	65.79	75.49	79.65	1	1132	.992	0	.008	0	1	1
1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	9999	1	1	1	1	0	1	1	1	1	0	1	9999	9999	9999	49.2	45.81	70.95	61.44	0	0	44.28	68.35	69.43	1	1135	.734	.009	.258	0	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.04	75.24	88.24	79.76	0	0	68.37	86.69	9999	1	1140	.998	0	.002	0	1	3
1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	9999	0	1	1	1	1	1	1	1	1	0	0	9999	9999	9999	56.22	55.45	67.98	64.23	0	0	49.63	64	67.57	1	1142	.966	.001	.033	0	1	2
1	0	0	0	0	1	0	0	0	0	1	1	1	9999	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	9999	9999	9999	9999	55.62	86.09	74.12	0	0	62.61	9999	85.13	2	1146	0	.002	.051	.947	4	2
1	0	9999	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	9999	53.81	69.72	63.61	1	0	52.36	9999	74.08	1	1149	.008	.528	.461	.003	2	3
1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	46.72	53.55	63.86	57.6	0	0	51.79	64.07	68.04	4	1155	0	.042	.872	.086	3	2
0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	65.36	66.07	77.17	74.98	1	0	60.77	80.77	9999	1	1158	0	0	.002	.998	4	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	9999	46.48	9999	9999	0	0	63.92	81.65	9999	2	1167	.978	.004	.018	0	1	1
0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	41.72	38.34	44.85	57.45	1	1	41.33	43.27	42.82	2	1172	0	.016	.132	.852	4	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	59.71	51.44	66.66	68.93	0	0	54.6	67.17	66.01	1	1173	.998	0	.002	0	1	1
1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	9999	1	0	0	0	58.48	47.17	9999	52.84	1	1	57.31	65.49	74.98	1	1175	0	.991	.009	0	2	1
1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	9999	9999	9999	66.15	75.47	78.25	79.94	0	0	60.45	78.69	79.82	3	1178	.998	0	.002	0	1	3
0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	9999	0	1	0	0	1	1	9999	9999	9999	50.8	52.09	48.85	64.94	1	0	37.06	51.52	51.06	3	1183	.439	.216	.344	0	1	3
1	0	1	0	0	0	0	0	0	0	1	1	9999	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	58.28	51.6	74.75	66.37	1	9999	58.83	69.47	78.66	1	1184	0	.012	.036	.951	4	4
1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	76.16	75.4	94.31	82.85	0	0	71.01	90.01	96.39	1	1190	0	.991	.009	0	2	1
0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	57.63	62.45	69.17	69.15	1	1	55.5	67.61	73.07	3	1191	.004	.881	.115	0	2	3
0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	47.27	64.38	54.4	66.24	0	0	46.98	55.39	9999	1	1198	0	.979	.018	.003	2	4
1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	9999	9999	62.82	58.57	1	9999	44.54	42.64	60.47	1	1212	.018	.033	.949	0	3	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	76.64	70.26	87.69	82.21	1	9999	68.16	78.03	9999	1	1214	.998	0	.002	0	1	1
0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.44	50.06	63.32	63.58	1	0	48.56	60.67	57.18	4	1222	0	.002	.014	.984	4	3
0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	69.27	71.4	75.94	73.45	0	0	64.49	76.77	84.86	4	1225	0	.922	.037	.041	2	2
0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	53.7	46.8	65.84	55.97	1	0	53.08	67.58	67.42	3	1229	.001	.681	.306	.012	2	4
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	9999	9999	9999	77.98	66.54	97.39	78.18	0	0	69.53	89.68	94.53	1	1232	.992	0	.008	0	1	2
0	1	1	1	1	1	9999	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	9999	9999	9999	66.34	61.88	9999	63.37	0	1	39.29	9999	56.29	3	1234	.006	.897	.096	.001	2	1
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9999	9999	9999	34.07	50.89	9999	9999	0	0	40.08	9999	56.13	1	1235	.992	0	.008	0	1	1
1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	51.83	36.31	60.36	42.02	1	0	48.59	53.44	9999	3	1242	0	.032	.032	.936	4	3
1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	9999	1	1	0	1	1	1	1	0	0	0	0	55.19	54.57	73.34	66.62	0	0	57.02	71.28	76.52	3	1244	.012	.569	.418	.001	2	1
0	1	0	1	0	0	1	0	1	0	1	1	9999	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	54.34	60.74	47.44	62.52	0	0	34.79	51.64	56.88	2	1245	.001	.066	.922	.012	3	3
0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	9999	1	0	0	1	0	1	0	1	0	0	0	0	9999	9999	9999	42.05	58.07	56.56	62.96	1	0	37.11	49.15	9999	3	1250	0	0	.019	.98	4	2
0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	9999	9999	9999	50.71	49.54	9999	9999	0	0	37.72	65.33	9999	2	1254	0	0	.002	.998	4	3
1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	9999	9999	9999	55.1	64.68	9999	64.17	0	0	55.45	72.92	66.72	2	1266	.907	.038	.054	0	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38.34	49.7	62.2	64.35	1	0	54.01	61.84	74.58	4	1282	.998	0	.002	0	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	9999	1	1	1	1	1	0	66.17	71.36	83.32	73.41	0	0	61.89	66.47	79.21	1	1287	.998	0	.002	0	1	1
0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.13	48.99	9999	9999	1	0	47.16	9999	9999	4	1288	.001	.935	.063	.001	2	4
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	67.57	83.26	9999	9999	0	0	62.01	95.26	9999	1	1289	.998	0	.002	0	1	1
0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	53.93	9999	9999	33.97	0	0	43.94	9999	9999	3	1292	0	0	.002	.998	4	2
1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	39.96	55.23	56.54	9999	1	0	46.19	66.92	9999	1	1296	.998	0	.002	0	1	3
0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	9999	9999	9999	47.65	34.18	42.47	64.29	0	1	43.68	39.36	54.25	1	1297	.001	.031	.96	.007	3	2
1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	9999	9999	9999	55.87	62.06	67.95	68.97	0	0	52.22	64.29	64.6	1	1306	.998	0	.002	0	1	3
0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	9999	9999	9999	9999	31.24	57.29	49.62	1	0	47.81	9999	9999	3	1319	0	0	.002	.998	4	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	69.56	61.13	9999	9999	0	0	62.25	63.72	9999	2	1325	.998	0	.002	0	1	1
0	0	0	0	0	0	9999	0	0	0	0	0	0	0	9999	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	9999	9999	9999	48.2	48.77	59.38	65.09	1	0	44.37	56.45	84.54	3	1330	0	0	.003	.996	4	4
1	0	0	0	0	0	0	0	0	0	0	1	9999	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	9999	9999	9999	38.14	41.99	53.69	46.18	1	0	39.81	9999	9999	2	1343	0	.001	.005	.994	4	2
0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	67.78	73.73	76.87	80.11	0	0	62.44	74.3	9999	2	1346	.015	.354	.631	.001	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	61.5	71.51	72.76	73.46	0	0	58.43	76.74	89.1	1	1352	.998	0	.002	0	1	2
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	9999	1	1	1	1	0	61.38	60.4	79.15	73.46	1	0	55.43	72.06	79.76	1	1354	.978	.004	.018	0	1	1
0	0	0	0	0	0	0	0	0	0	1	9999	0	0	1	9999	0	0	0	9999	1	1	1	1	1	0	0	0	0	1	9999	9999	9999	34.71	30.38	9999	9999	0	0	31.61	37.98	47.12	2	1356	0	0	.002	.998	4	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	65.68	59.08	85.44	76.41	0	1	9999	77.36	88.5	1	1359	.998	0	.002	0	1	1
0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	45.43	47.96	62.73	50.2	1	0	47.14	65.61	66.77	3	1362	0	.014	.108	.878	4	2
0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	52.16	64.7	68.99	66.65	0	1	51.69	65.58	9999	1	1364	0	0	.019	.98	4	4
0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	60.24	65.97	79.11	73.44	1	0	55.45	75.02	75.22	1	1369	0	.151	.616	.233	3	2
0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	9999	9999	9999	39.18	38.72	42.81	53.38	0	0	33	37.86	39.14	4	1378	0	.331	.086	.583	4	3
1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	9999	69.59	80.42	83.67	0	0	63.77	75.2	77.37	3	1379	.684	.183	.134	0	1	1
0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	9999	9999	9999	53.68	64.67	69.95	74.15	1	0	53.03	70.85	67.42	2	1383	.004	.888	.107	.001	2	1
0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9999	59.72	70.3	62.64	1	0	56.62	67.71	64.62	4	1386	0	.808	.098	.094	2	2
0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	9999	9999	9999	50.09	9999	9999	9999	0	0	44.9	9999	9999	3	1389	0	0	.019	.98	4	1
0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50.62	57.51	67.36	62.96	0	0	49.17	63.94	60.34	4	1392	0	.001	.718	.28	3	4
0	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	61.02	65.05	73	62.28	1	0	53.08	72.36	9999	3	1396	.009	.132	.858	.002	3	2
0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	42.87	52.55	55.75	48.48	1	1	43.04	40.74	51.39	2	1397	0	.922	.037	.041	2	2
1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	51.68	43.53	65.36	62.38	1	1	51.04	64.78	68.1	1	1399	0	.975	.018	.007	2	1
1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	57.91	61.92	67.71	69.51	1	0	57.15	72.57	69.93	1	1402	.998	0	.002	0	1	2
0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	56.03	53.69	9999	37.91	0	0	32.42	69.15	60.46	2	1403	.004	.881	.115	0	2	3
1	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	9999	9999	9999	44.92	59.65	55.64	9999	0	0	50.14	63.88	67.9	1	1405	.007	.027	.965	.001	3	3
1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	53.59	58.66	9999	9999	0	0	49.95	64.97	9999	3	1410	.001	.006	.991	.002	3	3
1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	9999	9999	9999	64.43	60.8	64.68	58.47	1	0	55.33	67.81	64.42	2	1413	.998	0	.002	0	1	2
1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	49.24	39.14	65	51.58	1	0	47.56	65.54	66.04	1	1425	.209	.002	.79	0	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	79.27	74.67	87.61	87.31	0	0	74.01	85.1	90.83	3	1431	.998	0	.002	0	1	1
0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	50.78	59.22	61.3	71.52	0	0	50.66	66.83	9999	3	1433	0	0	.002	.998	4	4
1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	9999	9999	9999	57.62	63.18	76.81	75.2	1	0	61.69	73.14	73.79	1	1439	.967	0	.033	0	1	1
0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	9999	9999	9999	44.83	9999	74.11	58.7	0	1	44.82	70.47	9999	4	1445	0	.922	.037	.041	2	3
0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9999	9999	9999	31.26	9999	39.5	44.78	0	1	35.87	38.59	32.18	4	1447	0	0	.002	.998	4	2
0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	9999	1	1	1	1	1	1	1	1	0	1	0	1	9999	9999	9999	57.18	55.21	65.12	67.51	1	1	46.87	58.91	64.63	1	1449	.065	.085	.849	0	3	1
1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	77.78	66.99	97.39	75.7	1	0	71.91	88.87	91.45	1	1452	.005	.964	.031	0	2	2
0	1	0	0	1	0	1	0	9999	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	40.81	9999	9999	75.91	1	0	47.88	71.68	78.05	3	1457	.006	.055	.936	.004	3	2
1	0	0	0	1	1	0	9999	9999	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	37.39	9999	9999	9999	0	0	42.64	9999	9999	1	1460	0	.093	.582	.325	3	2
0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	38.57	53.83	71.22	65.39	0	0	41.59	69.47	72.98	3	1464	.004	.888	.107	.001	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	9999	9999	9999	45.38	9999	72.27	52.49	0	0	54.68	63.24	57.28	1	1465	.998	0	.002	0	1	1
1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	54.89	56.43	69.21	67.14	0	0	50.74	62.04	64.72	1	1470	.182	.686	.132	0	2	1
0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	9999	9999	9999	52.72	52.69	68.38	46.39	0	1	50.52	61.39	9999	2	1472	0	0	.002	.998	4	2
1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	71.46	65.42	9999	9999	1	0	61.73	76.12	9999	2	1473	.112	.116	.771	0	3	1
0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	71.06	68.39	87.4	85.34	0	0	64.74	81	82.69	3	1476	0	.005	.122	.873	4	2
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	58.86	58.76	77.01	68.53	0	0	63.19	71.51	76.93	3	1479	.001	.272	.721	.005	3	4
1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	54.94	50.64	9999	64.25	0	0	60.57	52.07	9999	1	1480	0	.991	.009	0	2	2
1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	9999	9999	9999	44.19	9999	64.47	49.28	1	0	39.74	51.65	58.98	2	1484	.684	.183	.134	0	1	1
0	1	0	1	9999	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	59.55	61.43	65.17	67.11	1	0	51.2	64.69	64.97	2	1487	.002	.363	.621	.014	3	2
0	0	0	9999	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	9999	54.01	9999	9999	1	1	54.34	9999	9999	1	1492	0	.076	.03	.894	4	2
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	69.86	65.51	82.08	82.39	0	0	57.89	79.25	90.15	1	1493	.998	0	.002	0	1	3
1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	9999	9999	9999	54.21	56.84	63.09	62.03	0	1	50.08	61.97	61.43	1	1498	.998	0	.002	0	1	1
1	1	0	1	1	0	0	0	0	0	1	0	0	9999	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	40.34	37.53	36.55	9999	0	9999	37.98	39.6	41.04	2	1504	0	.975	.018	.007	2	2
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9999	9999	9999	61.23	55.59	67.89	62.12	1	0	50.43	66.73	9999	4	1519	0	.309	.073	.619	4	4
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	9999	9999	65.95	67.2	0	0	44.45	75.15	66.44	1	1522	.998	0	.002	0	1	1
1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	9999	9999	9999	47.11	45.2	9999	9999	0	0	49.57	51	62.96	4	1526	.564	.011	.425	0	1	3
0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	9999	9999	63.96	9999	0	0	57.22	73.42	9999	3	1527	0	0	.019	.98	4	1
1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	56.92	46.48	70.9	47.72	0	0	55.69	54.51	56.44	1	1529	.998	0	.002	0	1	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9999	9999	9999	9999	9999	49.56	61.68	0	1	32.64	35.94	41.68	1	1533	.998	0	.002	0	1	1
