    44.480    48.990    44.630    60.500         *         *     1.000     1.000    45.135     3.320    45.097     3.383     0.058     0.015     0.012     0.915     4.000
    88.030    83.260    84.660    91.330         *         *     0.000     3.000    79.927     3.175    79.927     3.175     0.000     1.000     0.000     0.000     2.000
    42.250         *    34.930    31.160    33.970    30.900     0.000     1.000    39.086    -1.117    39.094    -1.120     0.998     0.000     0.000     0.002     1.000
    44.890    57.000    58.250    63.410    63.370         *     1.000     1.000    50.987     3.324    51.728     3.216     0.001     0.687     0.000     0.312     2.000
    46.420    55.230    60.630    61.070         *         *     1.000     2.000    51.009     3.422    52.018     3.346     0.006     0.495     0.005     0.494     2.000
    32.840    34.180    52.420         *    64.290         *     0.000     1.000    33.972     6.411    32.190     6.867     0.000     0.000     0.764     0.236     3.000
    36.030    35.250         *         *         *         *     0.000     1.000    37.108     1.495    36.797     0.053     0.602     0.000     0.038     0.360     1.000
    39.480         *    49.870         *         *         *     1.000     2.000    42.793     3.062    43.421     3.378     0.299     0.033     0.042     0.626     4.000
    49.860    58.720         *         *         *         *     1.000     1.000    52.456     3.222    53.901     3.369     0.021     0.589     0.009     0.382     2.000
    49.570    55.450    66.950    63.890         *         *     0.000     2.000    53.131     3.618    52.554     3.474     0.000     0.330     0.011     0.659     4.000
    61.380    62.060    68.080    63.960    68.970    70.300     0.000     2.000    59.688     2.361    59.965     2.313     0.000     0.874     0.000     0.126     2.000
    42.720    54.760         *         *         *         *     0.000     3.000    47.575     3.614    48.056     3.374     0.081     0.034     0.079     0.806     4.000
    37.150    60.350         *         *         *         *     1.000     1.000    43.159     5.343    45.684     3.473     0.004     0.026     0.360     0.610     4.000
    69.190    64.020    76.850         *         *    81.980     0.000     2.000    65.457     3.474    65.535     3.485     0.000     0.965     0.000     0.035     2.000
    48.750    49.450    50.560    53.000    55.110         *     0.000     1.000    46.495     2.338    46.181     2.481     0.048     0.163     0.000     0.789     4.000
    45.120    31.240    56.760    51.730    49.620         *     1.000     1.000    41.883     2.631    41.846     2.671     0.033     0.000     0.000     0.967     4.000
    47.500    50.610         *         *         *         *     0.000     3.000    48.406     2.850    48.781     3.178     0.185     0.030     0.025     0.760     4.000
    41.260    34.760    49.790    51.910         *         *     1.000     2.000    41.154     3.075    41.316     3.361     0.252     0.001     0.015     0.731     4.000
    37.480         *         *         *         *         *     0.000     3.000    39.865     2.364    38.366     1.108     0.642     0.002     0.077     0.279     1.000
    51.260    60.060    62.150    64.630         *         *     0.000     2.000    54.769     3.354    55.352     3.375     0.000     0.712     0.001     0.286     2.000
    44.590    42.000         *         *         *         *     0.000     3.000    43.557     1.925    42.595     0.711     0.587     0.001     0.035     0.378     1.000
    57.190    61.130         *         *         *         *     0.000     3.000    57.303     3.187    58.658     3.412     0.004     0.514     0.002     0.480     2.000
    47.740    48.770    60.490    59.620    65.090    63.810     1.000     2.000    49.510     3.467    49.231     3.490     0.004     0.278     0.000     0.718     4.000
    41.580    45.870         *         *         *         *     1.000     2.000    43.397     2.682    44.090     3.313     0.393     0.032     0.033     0.542     4.000
    52.390    45.100    55.150    52.260         *         *     1.000     3.000    48.200     2.370    48.239     2.684     0.234     0.025     0.000     0.740     4.000
    52.370    59.500    59.760         *         *         *     1.000     1.000    54.031     3.092    54.549     3.120     0.006     0.785     0.001     0.207     2.000
    68.920    70.220    73.700    77.990    79.080         *     1.000     2.000    67.046     3.120    67.057     3.119     0.000     0.995     0.000     0.005     2.000
    36.430    41.990    49.760         *    46.180    50.960     1.000     1.000    39.847     2.081    39.406     2.474     0.387     0.009     0.000     0.603     4.000
    30.260    53.990    56.560    55.790    58.000         *     1.000     1.000    42.883     3.897    42.784     3.916     0.000     0.029     0.000     0.970     4.000
    58.460    73.730    72.600    78.560    80.110    77.010     0.000     2.000    65.893     3.408    65.959     3.402     0.000     0.981     0.000     0.019     2.000
    41.910    39.910    38.660         *         *         *     1.000     1.000    40.127     1.247    40.316     0.516     0.694     0.002     0.005     0.298     1.000
    40.070    36.390    36.020    41.140    37.970    42.600     0.000     1.000    38.759     0.083    38.893     0.008     0.949     0.000     0.000     0.051     1.000
    44.440         *         *         *         *         *     0.000     1.000    44.965     2.457    44.946     3.022     0.235     0.091     0.032     0.642     4.000
    62.580    71.510    72.620    78.660    73.460    74.640     0.000     3.000    66.260     2.387    66.825     2.292     0.000     0.847     0.000     0.153     2.000
    49.510    60.400    59.560    66.030    73.460    74.130     1.000     2.000    54.131     4.181    54.427     4.177     0.000     0.753     0.000     0.247     2.000
    73.180    72.840    76.930    81.150    85.600         *     0.000     2.000    69.668     3.786    69.668     3.786     0.000     1.000     0.000     0.000     2.000
    34.690    30.380    46.310         *         *         *     0.000     1.000    36.383     3.009    36.573     3.330     0.268     0.000     0.090     0.641     4.000
         *    59.080    71.430    67.410    76.410    81.020     0.000     2.000    58.420     4.161    58.884     4.102     0.000     0.846     0.016     0.139     2.000
    47.530    47.960    52.560    58.190    50.200    53.180     1.000     1.000    46.606     1.745    45.985     2.062     0.264     0.039     0.000     0.697     4.000
    57.740    64.700    62.560    64.690    66.650    69.960     0.000     2.000    58.340     2.324    58.741     2.245     0.000     0.839     0.000     0.161     2.000
    55.100    65.970    70.690    68.780    73.440    68.630     1.000     1.000    60.708     2.889    60.978     2.851     0.000     0.923     0.000     0.077     2.000
    50.930         *         *         *         *         *     1.000     1.000    50.412     2.857    48.757     2.936     0.092     0.422     0.008     0.477     4.000
    70.210    70.040    74.510    77.470    81.120         *     0.000     3.000    67.586     3.327    67.594     3.327     0.000     0.995     0.000     0.005     2.000
    35.430    39.560    37.850         *         *         *     1.000     2.000    37.090     1.771    36.980     1.475     0.856     0.000     0.010     0.133     1.000
    35.760    38.720    41.650    36.710    53.380         *     0.000     2.000    37.889     2.160    38.141     1.603     0.642     0.000     0.000     0.358     1.000
    71.060    69.590    76.850    80.170    83.670    81.650     0.000     3.000    68.791     3.434    68.799     3.433     0.000     0.996     0.000     0.004     2.000
    37.970    35.600         *         *         *         *     0.000     1.000    38.131     1.445    37.838    -0.058     0.585     0.000     0.035     0.379     1.000
    37.840    37.930    37.220         *         *         *     1.000     2.000    37.518     1.545    37.428     1.289     0.877     0.000     0.008     0.115     1.000
    39.080         *    32.050         *         *         *     0.000     1.000    37.811     0.254    37.880    -0.352     0.825     0.000     0.016     0.159     1.000
    58.240    64.670         *    66.350    74.150         *     1.000     2.000    59.242     3.332    59.521     3.300     0.000     0.865     0.000     0.135     2.000
    58.430    59.720    68.900    64.420    62.640    72.070     1.000     1.000    57.071     2.289    58.444     1.984     0.002     0.544     0.000     0.454     2.000
    56.110         *         *         *         *         *     1.000     2.000    55.290     2.989    57.162     3.121     0.024     0.554     0.003     0.419     2.000
    53.710         *    59.690         *         *         *     0.000     2.000    53.180     3.068    52.218     2.964     0.012     0.405     0.003     0.580     4.000
    60.650         *         *    66.150    64.620    69.940     1.000     3.000    57.760     2.233    58.808     1.977     0.001     0.584     0.000     0.415     2.000
    53.310    57.510    63.920    61.890    62.960    55.300     0.000     1.000    53.955     2.109    52.816     2.303     0.003     0.360     0.000     0.637     4.000
    44.490    59.000    59.440         *    58.060         *     0.000     3.000    49.741     2.711    49.690     2.736     0.011     0.014     0.000     0.975     4.000
    47.940    38.820    59.200    51.450    46.430         *     0.000     2.000    45.240     1.383    44.687     1.825     0.335     0.000     0.000     0.665     4.000
    40.910    65.050    68.490    69.190    62.280         *     1.000     1.000    51.679     3.516    51.659     3.519     0.000     0.004     0.000     0.996     4.000
    41.600    52.550    48.760    46.230    48.480    52.830     1.000     1.000    43.724     1.669    42.927     2.074     0.321     0.027     0.000     0.652     4.000
    46.780    43.530    47.030    58.830    62.380         *     1.000     2.000    45.692     3.655    45.711     3.684     0.030     0.018     0.000     0.952     4.000
    35.120    38.880         *         *         *         *     0.000     1.000    37.902     1.914    37.575     0.134     0.492     0.002     0.039     0.467     1.000
    57.200    61.920    69.000    71.590    69.510    74.870     1.000     1.000    59.556     3.009    59.690     2.989     0.000     0.951     0.000     0.049     2.000
    40.030    53.690    52.000    43.490    37.910    52.870     0.000     3.000    44.247     0.383    44.282     0.365     0.976     0.000     0.000     0.024     1.000
    40.280         *         *         *         *         *     0.000     2.000    42.346     2.462    43.902     3.271     0.400     0.013     0.063     0.524     4.000
    46.840    59.650         *    69.190         *         *     0.000     2.000    53.205     4.283    54.873     4.311     0.000     0.494     0.052     0.454     2.000
    58.550    64.270         *         *         *         *     0.000     3.000    59.623     3.282    60.730     3.448     0.001     0.671     0.001     0.326     2.000
    71.050    73.770    76.250    72.970    75.960         *     0.000     3.000    69.209     1.976    69.291     1.960     0.000     0.974     0.000     0.026     2.000
    39.620    58.660    66.640    65.080         *         *     0.000     2.000    47.568     5.553    50.247     4.064     0.000     0.105     0.314     0.580     4.000
    31.650    45.080         *    39.160         *         *     1.000     2.000    37.002     1.935    36.972     1.591     0.788     0.000     0.014     0.198     1.000
    58.150    60.800    67.920    61.660    58.470    66.770     1.000     2.000    55.696     1.884    55.233     2.018     0.015     0.118     0.000     0.867     4.000
    49.160    40.010    64.120    63.670         *         *     1.000     2.000    48.650     4.107    48.834     3.757     0.002     0.000     0.079     0.918     4.000
    33.630    39.880         *    50.440         *         *     1.000     3.000    37.845     3.009    37.392     2.705     0.774     0.001     0.020     0.205     1.000
    48.000    39.140    53.850    55.620    51.580    57.660     1.000     2.000    44.965     2.408    44.888     2.522     0.140     0.004     0.000     0.856     4.000
