0	1	1	1	1	1	2	71.05	0.898	0	0.102	0	1
0	1	1	1	1	1	2	68.89	0.898	0	0.102	0	1
1	0	1	1	0	0	3	.	0	0.018	0.982	0	3
0	0	0	0	0	0	2	71	0	0.966	0.034	0	2
1	1	0	0	1	0	2	.	0.143	0	0.32	0.537	4
1	1	1	1	1	0	2	59.3	0.956	0	0.044	0	1
1	1	0	1	1	0	2	.	0.613	0	0.117	0.27	1
1	1	1	1	1	0	4	66.62	0.956	0	0.044	0	1
1	0	0	1	1	1	2	.	0.099	0	0.134	0.768	4
1	1	0	1	1	0	3	60.2	0.613	0	0.117	0.27	1
1	1	1	1	1	0	3	63.59	0.956	0	0.044	0	1
0	0	0	1	0	0	2	63.82	0	0.775	0.225	0	2
1	0	1	1	0	0	2	56.01	0	0.018	0.982	0	3
0	0	0	0	0	0	2	.	0	0.966	0.034	0	2
0	1	1	1	1	0	2	64.2	0.898	0	0.102	0	1
0	0	0	1	1	0	2	.	0.033	0	0.112	0.855	4
1	1	1	1	1	1	3	.	0.956	0	0.044	0	1
1	1	1	1	1	1	1	59.84	0.956	0	0.044	0	1
1	1	0	1	1	1	2	79.18	0.613	0	0.117	0.27	1
1	1	1	1	1	1	2	55.87	0.956	0	0.044	0	1
1	1	1	0	1	0	2	66.97	0.648	0	0.352	0	1
1	0	0	0	1	0	2	47.17	0.012	0	0.191	0.797	4
0	1	1	1	1	0	2	56.88	0.898	0	0.102	0	1
1	1	0	1	1	0	1	46.53	0.613	0	0.117	0.27	1
1	1	1	0	1	1	2	54.62	0.648	0	0.352	0	1
1	1	1	0	1	1	1	57.14	0.648	0	0.352	0	1
1	0	1	1	1	0	2	42.69	0.752	0	0.248	0	1
1	1	1	1	1	0	2	64.58	0.956	0	0.044	0	1
0	0	0	0	0	1	2	41.55	0	0.966	0.034	0	2
1	1	1	1	1	1	2	.	0.956	0	0.044	0	1
1	0	1	1	0	1	2	.	0	0.018	0.982	0	3
0	1	0	0	1	0	1	53.38	0.053	0	0.292	0.654	4
0	0	1	.	1	1	2	54.76	0.45	0	0.55	0	3
1	1	0	1	1	0	2	55.78	0.613	0	0.117	0.27	1
1	1	1	0	1	0	3	.	0.648	0	0.352	0	1
1	1	0	1	0	1	2	44.57	0	0.036	0.964	0	3
1	1	0	1	1	1	2	36.1	0.613	0	0.117	0.27	1
1	1	1	1	1	0	2	49.24	0.956	0	0.044	0	1
1	0	0	1	1	1	2	.	0.099	0	0.134	0.768	4
1	1	0	1	1	1	1	46.37	0.613	0	0.117	0.27	1
1	1	0	1	1	0	5	49.26	0.613	0	0.117	0.27	1
1	1	0	1	1	1	.	.	0.613	0	0.117	0.27	1
0	0	0	1	1	1	2	43.03	0.033	0	0.112	0.855	4
1	1	1	0	0	1	1	.	0	0.006	0.994	0	3
1	0	1	1	1	0	5	71.11	0.752	0	0.248	0	1
0	1	1	1	1	1	2	52.19	0.898	0	0.102	0	1
1	1	1	.	1	1	2	.	0.935	0	0.065	0	1
0	0	1	1	1	1	2	.	0.552	0	0.448	0	1
0	1	1	1	1	0	.	48	0.898	0	0.102	0	1
0	1	0	0	0	1	2	40.28	0	0.538	0.462	0	2
0	1	1	1	0	1	2	.	0	0.003	0.997	0	3
0	0	0	0	1	0	2	51.63	0.004	0	0.152	0.844	4
0	0	0	0	0	1	2	36.56	0	0.966	0.034	0	2
0	1	1	1	1	0	1	44.12	0.898	0	0.102	0	1
1	1	1	1	1	0	2	.	0.956	0	0.044	0	1
1	1	0	1	0	1	2	34.69	0	0.036	0.964	0	3
0	1	1	1	0	0	1	56.13	0	0.003	0.997	0	3
1	1	0	1	1	0	2	.	0.613	0	0.117	0.27	1
