     0.000     1.000     1.000     1.000     1.000     2.000     0.898     0.000     0.102     0.000     1.000
     0.000     1.000     1.000     1.000     1.000     2.000     0.898     0.000     0.102     0.000     1.000
     1.000     0.000     1.000     1.000     0.000     3.000     0.000     0.018     0.982     0.000     3.000
     0.000     0.000     0.000     0.000     0.000     2.000     0.000     0.966     0.034     0.000     2.000
     1.000     1.000     0.000     0.000     1.000     2.000     0.143     0.000     0.320     0.537     4.000
     1.000     1.000     1.000     1.000     1.000     2.000     0.956     0.000     0.044     0.000     1.000
     1.000     1.000     0.000     1.000     1.000     2.000     0.613     0.000     0.117     0.270     1.000
     1.000     1.000     1.000     1.000     1.000     4.000     0.956     0.000     0.044     0.000     1.000
     1.000     0.000     0.000     1.000     1.000     2.000     0.099     0.000     0.134     0.768     4.000
     1.000     1.000     0.000     1.000     1.000     3.000     0.613     0.000     0.117     0.270     1.000
     1.000     1.000     1.000     1.000     1.000     3.000     0.956     0.000     0.044     0.000     1.000
     0.000     0.000     0.000     1.000     0.000     2.000     0.000     0.775     0.225     0.000     2.000
     1.000     0.000     1.000     1.000     0.000     2.000     0.000     0.018     0.982     0.000     3.000
     0.000     0.000     0.000     0.000     0.000     2.000     0.000     0.966     0.034     0.000     2.000
     0.000     1.000     1.000     1.000     1.000     2.000     0.898     0.000     0.102     0.000     1.000
     0.000     0.000     0.000     1.000     1.000     2.000     0.033     0.000     0.112     0.855     4.000
     1.000     1.000     1.000     1.000     1.000     3.000     0.956     0.000     0.044     0.000     1.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.044     0.000     1.000
     1.000     1.000     0.000     1.000     1.000     2.000     0.613     0.000     0.117     0.270     1.000
     1.000     1.000     1.000     1.000     1.000     2.000     0.956     0.000     0.044     0.000     1.000
     1.000     1.000     1.000     0.000     1.000     2.000     0.648     0.000     0.352     0.000     1.000
     1.000     0.000     0.000     0.000     1.000     2.000     0.012     0.000     0.191     0.797     4.000
     0.000     1.000     1.000     1.000     1.000     2.000     0.898     0.000     0.102     0.000     1.000
     1.000     1.000     0.000     1.000     1.000     1.000     0.613     0.000     0.117     0.270     1.000
     1.000     1.000     1.000     0.000     1.000     2.000     0.648     0.000     0.352     0.000     1.000
     1.000     1.000     1.000     0.000     1.000     1.000     0.648     0.000     0.352     0.000     1.000
     1.000     0.000     1.000     1.000     1.000     2.000     0.752     0.000     0.248     0.000     1.000
