103310	103	3	1	1	0	1	1	.	.	.	.	.	.	.	.	.	.	.	.	1	.	1	.	1	.	.	0	1033	0	1
103312	103	3	.	.	.	.	.	.	.	.	0	0	0	1	1	.	.	.	.	1	0	2	.	4	.	.	0	1033	1	0
103313	103	3	0	0	0	0	0	0	0	0	.	.	.	.	.	.	.	.	.	1	0	2	.	2	.	.	0	1033	1	0
103314	103	3	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	.	2	.	1	1	.	71.3561	1033	1	1
103315	103	3	1	0	0	1	1	1	0	0	.	.	.	.	.	1	1	1	1	0	.	2	.	1	0	.	767.5233	1033	1	1
103316	103	3	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	.	2	.	1	0	.	664.5438	1033	1	1
103317	103	3	0	0	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	0	.	1	.	1	.	.	89.5635	1033	0	1
103318	103	3	0	0	1	0	0	0	0	0	1	1	1	1	1	.	.	.	.	1	.	2	.	4	0	.	630.7675	1033	1	0
103319	103	3	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	.	1	.	1	1	.	123.8022	1033	0	1
103320	103	3	1	0	0	0	0	0	0	0	.	.	.	.	.	1	1	1	1	0	.	2	.	1	0	.	200.8984	1033	1	1
103321	103	3	1	0	1	0	0	.	.	.	1	0	0	0	0	.	.	.	.	1	.	2	.	2	.	.	0	1033	1	0
103322	103	3	0	0	0	0	0	1	1	1	0	0	0	0	0	.	.	.	.	1	.	2	.	2	0	.	65.1736	1033	1	0
103323	103	3	0	0	0	1	1	1	1	1	1	1	1	1	1	.	.	.	.	1	.	1	.	1	0	.	718.5093	1033	0	1
103324	103	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	.	3	0	.	963.6372	1033	0	0
104101	104	1	1	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.	1	.	2	.	4	0	.	278.1432	1041	1	0
104102	104	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	.	442.4978	1041	.	.
104103	104	1	1	0	1	0	0	1	1	1	.	.	.	.	.	.	.	.	.	1	.	1	.	4	1	.	515.6016	1041	0	0
104104	104	1	0	0	0	0	0	0	0	0	.	.	.	.	.	.	.	.	.	1	0	2	.	4	1	.	247.2592	1041	1	0
104105	104	1	1	1	1	1	1	.	0	.	1	1	1	1	1	1	1	1	0	0	.	1	.	3	.	.	0	1041	0	0
104106	104	1	1	1	1	0	0	0	0	0	.	.	.	.	.	1	1	1	1	0	.	2	.	2	0	.	300.3784	1041	1	0
104107	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.	1	.	1	.	3	0	.	315.7277	1041	0	0
104108	104	1	1	1	1	0	0	1	1	1	0	1	1	0	0	.	.	.	.	1	.	2	.	4	0	.	270.004	1041	1	0
104109	104	1	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	.	1	.	1	0	.	477.3258	1041	0	1
104110	104	1	1	0	1	1	1	1	0	0	0	0	0	0	0	.	.	.	.	1	.	1	.	4	1	.	292.7457	1041	0	0
104111	104	1	.	.	.	.	.	.	.	.	1	1	0	1	1	.	.	.	.	1	.	1	.	3	0	.	600.3578	1041	0	0
104112	104	1	.	.	.	.	.	.	.	.	1	1	0	1	1	.	.	.	.	1	.	1	.	4	1	.	268.8698	1041	0	0
104113	104	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	446.5709	1041	.	.
104115	104	1	1	1	1	0	0	0	0	0	1	0	1	.	1	.	.	.	.	1	0	1	.	3	0	.	506.8576	1041	0	0
104116	104	1	0	0	0	0	0	0	0	0	1	1	1	1	1	.	.	.	.	1	.	1	.	2	0	.	529.8341	1041	0	0
104117	104	1	1	0	0	0	0	0	0	0	0	0	1	1	1	.	.	.	.	1	.	2	.	4	0	.	71.2601	1041	1	0
104118	104	1	1	0	0	.	.	0	.	.	0	0	0	0	0	.	.	.	.	1	.	1	.	4	.	.	0	1041	0	0
104119	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.	1	.	1	.	4	0	.	278.0171	1041	0	0
104122	104	1	0	0	0	0	0	1	0	0	1	0	0	1	1	.	.	.	.	1	0	1	.	4	0	.	151.7269	1041	0	0
104123	104	1	1	0	1	0	0	1	0	.	1	1	1	1	1	.	.	.	.	1	.	2	.	4	1	.	465.6276	1041	1	0
104124	104	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	.	482.2785	1041	.	.
104201	104	2	1	0	1	1	1	1	1	1	1	1	1	1	1	.	.	.	.	1	.	1	.	4	0	.	959.1675	1042	0	0
104202	104	2	1	0	1	1	0	1	1	1	1	1	1	1	1	.	.	.	.	1	.	1	.	4	1	.	544.4807	1042	0	0
104203	104	2	0	0	0	1	1	0	0	1	1	1	1	1	0	.	.	.	.	1	0	1	.	4	0	.	956.8857	1042	0	0
104204	104	2	0	0	0	1	0	1	1	1	.	.	.	.	.	.	.	.	.	1	.	2	.	4	1	.	433.6806	1042	1	0
104205	104	2	1	0	1	0	0	0	0	0	0	0	0	0	1	.	.	.	.	1	0	1	.	1	1	.	571.9873	1042	0	1
104206	104	2	.	.	.	.	.	.	.	.	0	0	0	0	0	.	.	.	.	1	.	1	.	4	0	.	639.783	1042	0	0
104207	104	2	1	0	1	1	1	1	1	1	0	1	1	1	1	.	.	.	.	1	.	2	.	3	0	.	524.41	1042	1	0
104208	104	2	0	0	0	1	1	1	1	1	1	1	1	1	1	.	.	.	.	1	.	1	.	4	0	.	680.9357	1042	0	0
104209	104	2	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	.	.	1	.	2	.	4	.	.	0	1042	1	0
104211	104	2	1	1	1	1	1	0	1	1	0	0	0	1	1	.	.	.	.	1	.	2	.	4	.	.	0	1042	1	0
104212	104	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	2	.	1	0	.	577.3228	1042	1	1
104213	104	2	1	1	1	1	1	1	1	1	.	.	.	.	.	.	.	.	.	1	.	1	.	2	0	.	601.2986	1042	0	0
104214	104	2	1	1	1	1	1	0	1	0	.	.	.	.	.	1	1	1	1	0	.	2	.	2	0	.	227.9999	1042	1	0
104215	104	2	0	0	0	0	1	0	0	0	.	.	.	.	.	.	.	.	.	1	.	1	.	2	1	.	621.3693	1042	0	0
104216	104	2	1	1	1	1	1	1	1	1	1	0	1	1	1	.	.	.	.	1	.	1	.	4	0	.	508.3493	1042	0	0
104217	104	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	2	.	3	0	.	519.7026	1042	1	0
104218	104	2	1	0	0	0	0	0	1	0	.	.	.	.	.	.	.	.	.	1	.	2	.	2	1	.	268.1462	1042	1	0
104220	104	2	1	0	0	0	0	0	0	0	1	0	0	0	0	.	.	.	.	1	.	2	.	4	0	.	548.5613	1042	1	0
104222	104	2	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	.	.	1	.	1	.	4	0	.	147.872	1042	0	0
104223	104	2	1	.	1	1	1	1	1	1	1	1	0	1	1	.	.	.	.	1	.	1	.	4	0	.	545.7835	1042	0	0
104224	104	2	0	0	0	1	0	0	0	1	1	0	1	1	1	.	.	.	.	1	.	1	.	4	0	.	690.7408	1042	0	0
104225	104	2	1	1	1	1	1	1	1	1	.	.	.	.	.	.	.	.	.	1	0	1	.	3	0	.	668.1289	1042	0	0
104228	104	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	2	.	4	0	.	467.2826	1042	1	0
104231	104	2	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	.	.	1	.	2	.	2	1	.	527.1151	1042	1	0
105101	105	1	0	0	1	0	0	0	0	1	0	0	0	0	0	.	.	.	.	1	.	2	.	2	0	.	168.0749	1051	1	0
105102	105	1	0	0	0	0	1	0	0	0	0	0	1	1	1	.	.	.	.	1	.	2	.	3	0	.	184.2729	1051	1	0
