4607	2	2	2	1	3	2	1	3	1	2	3	1	1	1	2	2	3	2	-98	3	1	1	3	3	2	41.27	40.51	2	1	1	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	4	5	4	5	5	5	5	5	3	4	0	999	999	999	43.58	44.94
4618	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	3	2	1	4	2	3	1	2	1	1	40.66	39.83	2	1	1	2	2	2	1	8	2	1	0	10	0	0	0	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	1.35	2	3	3	4	4	4	5	5	5	3	5	5	5	0	0	0	0	49.28	48.62
3299	2	2	2	2	4	4	1	2	2	3	5	3	-98	1	1	1	5	-98	1	5	3	3	5	4	1	39.89	41.93	2	1	1	1	5	5	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	0	1	3	3	4	4	3	3	999	5	3	3	2	5	0	999	999	999	51.41	-96
5374	2	1	1	1	3	5	4	5	2	2	4	2	2	2	2	2	2	4	4	4	4	4	2	4	4	41.1	-96	2	1	1	2	4	4	4	8	2	1	0	10	0	0	0	0	0	0	32	1	1	1.3125	1.249	0	0	0	0	0	0	0	0	1.28	1	2	2	5	4	4	4	4	4	2	2	2	2	1	0	0	0	44.11	49.91
3746	2	3	3	2	5	4	3	2	-98	4	5	1	2	2	4	2	5	4	1	5	4	4	5	1	3	40.21	44.54	2	1	1	2	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	0	2	3	3	3	999	2	5	4	4	2	2	5	3	0	999	999	999	48.8	52.94
5353	2	2	2	2	5	3	1	4	4	2	4	2	1	2	2	2	4	4	2	4	4	2	4	-98	4	59.61	66.37	2	1	1	2	2	2	1	13	4	3	1	8	0	0	8	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	1.3752	1.35	2	3	3	4	2	4	4	5	4	2	4	999	2	0	0	0	0	51.78	51.86
4533	2	1	1	1	3	4	5	4	3	1	3	3	1	2	2	2	2	3	3	4	4	4	4	4	4	37.47	36.76	2	1	1	-99	1	1	1	3	2	1	0	10	0	0	0	0	0	0	63	0	0	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	2	2	5	3	5	3	5	4	2	2	2	2	1	0	0	0	47.81	53.42
2417	2	1	2	2	5	4	2	1	1	1	5	3	3	2	3	4	5	2	1	1	1	3	1	3	3	52.31	54.39	1	1	1	2	-99	2	1	5	2	1	0	5	1	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	2	2	5	5	5	3	3	4	5	3	3	3	1	0	0	0	49.73	56.37
6901	2	2	3	2	4	4	4	4	2	3	4	4	2	1	3	1	4	4	4	4	3	2	4	3	3	41.82	47.99	2	1	1	3	4	4	4	5	2	1	0	7	0	0	0	0	0	0	61	0	0	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	1.3752	1.28	1	3	5	4	4	3	2	4	5	3	4	3	3	1	0	0	0	47.33	52.56
3616	2	2	3	4	3	1	2	3	4	2	4	3	1	3	4	1	2	5	1	2	3	2	3	3	2	35.07	-98	1	1	-99	2	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	0	0	0	0	0	0	0	0	0	0	2	3	3	4	2	4	3	5	3	3	4	3	4	0	999	999	999	40.39	-98
