1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	508.3493	0	104216
.	.	.	.	.	.	.	.	.	.	.	.	.	2	0	1	519.7026	0	104217
1	0	0	0	0	0	1	0	.	.	.	.	.	2	0	1	268.1462	1	104218
1	0	0	0	0	0	0	0	.	.	.	.	.	2	0	1	548.5613	0	104220
1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	147.872	0	104222
1	.	1	1	1	1	1	1	.	.	.	.	.	1	0	1	545.7835	0	104223
0	0	0	1	0	0	0	1	.	.	.	.	.	1	0	1	690.7408	0	104224
1	1	1	1	1	1	1	1	.	.	.	.	0	1	0	1	668.1289	0	104225
.	.	.	.	.	.	.	.	.	.	.	.	.	2	0	1	467.2826	0	104228
1	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	527.1151	1	104231
0	0	1	0	0	0	0	1	.	.	.	.	.	2	0	1	168.0749	0	105101
0	0	0	0	1	0	0	0	.	.	.	.	.	2	0	1	184.2729	0	105102
0	0	1	1	0	0	1	1	.	.	.	.	.	1	0	1	0	.	105103
0	0	0	1	1	1	1	1	.	.	.	.	0	1	0	1	184.8966	1	105104
1	0	0	0	0	0	0	1	.	.	.	.	.	1	0	1	0	.	105105
0	0	0	0	0	1	0	0	.	.	.	.	.	2	0	1	229.2252	1	105106
1	1	1	1	0	0	1	1	.	.	.	.	0	1	0	1	243.0266	0	105107
0	0	0	1	1	0	0	0	.	.	.	.	0	1	0	1	0	0	105108
0	0	1	1	1	1	1	1	.	.	.	.	0	1	1	1	261.343	0	105109
0	0	0	0	0	1	1	1	.	.	.	.	0	1	1	1	0	.	105110
1	.	0	1	0	0	0	0	.	.	.	.	0	1	1	1	0	.	105111
1	0	1	0	1	0	0	0	.	.	.	.	0	1	0	1	221.9804	0	105112
0	0	0	0	0	0	0	0	.	.	.	.	0	1	1	1	0	.	105113
1	1	1	1	1	1	1	1	.	.	.	.	.	2	1	1	191.96	0	105114
1	0	1	0	0	0	0	0	.	.	.	.	.	2	0	1	173.4951	0	105115
0	0	0	1	1	1	1	1	.	.	.	.	.	1	0	1	169.7746	0	105116
0	0	1	1	0	1	1	1	.	.	.	.	.	1	0	1	170.2464	0	105117
1	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	177.1467	0	105118
0	0	0	1	0	0	0	1	.	.	.	.	.	2	1	1	0	.	105119
1	0	0	0	0	0	0	0	.	.	.	.	0	2	0	1	192.159	0	105120
0	0	1	0	0	0	1	0	.	.	.	.	.	2	0	1	194.2018	0	105121
1	1	1	1	1	1	1	1	.	.	.	.	0	2	1	1	213.1813	0	105122
0	1	1	1	1	1	1	1	.	.	.	.	0	1	0	1	233.3226	0	105123
1	0	0	0	0	0	0	0	.	.	.	.	0	2	0	1	286.2675	0	105124
0	0	1	1	0	0	1	1	.	.	.	.	.	2	1	1	194.8683	0	105125
1	0	1	1	1	1	1	1	.	.	.	.	.	1	0	1	0	.	105126
1	1	1	1	1	1	1	1	.	.	.	.	.	2	1	1	256.369	0	105127
0	0	0	0	0	0	0	0	.	.	.	.	.	2	0	1	170.4093	1	105128
0	0	0	0	1	1	0	0	.	.	.	.	.	2	0	1	193.0231	0	105129
1	1	1	0	0	0	1	1	.	.	.	.	.	2	0	1	180.611	0	105130
0	0	1	1	1	0	0	1	.	.	.	.	.	1	1	1	193.3378	0	105132
1	0	1	0	0	0	0	0	.	.	.	.	.	2	1	1	181.5898	0	105133
0	0	0	0	0	0	0	0	.	.	.	.	0	2	1	1	0	1	105134
.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	105161
1	1	1	1	1	1	1	1	.	.	.	.	0	2	0	1	252.1862	0	105201
0	0	0	0	0	0	0	0	.	.	.	.	.	2	1	1	294.352	0	105202
1	1	1	1	1	1	1	1	.	.	.	.	0	2	1	1	268.0503	0	105205
.	.	.	.	.	.	.	.	.	.	.	.	0	2	1	1	283.6377	0	105207
.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	683.6002	1	105208
.	.	.	.	.	.	.	.	.	.	.	.	.	1	1	1	275.8613	0	105209
1	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	234.7554	.	105211
1	0	1	0	0	0	0	.	1	1	1	1	.	2	0	0	58.9145	0	105213
.	.	.	.	.	.	.	.	.	.	.	.	.	2	0	1	0	.	105216
.	.	.	.	.	.	.	.	.	.	.	.	0	2	0	1	249.1437	1	105217
1	0	0	1	0	1	1	0	.	.	.	.	.	2	1	1	333.0734	0	105218
.	.	.	.	.	.	.	.	.	.	.	.	0	1	0	1	0	.	105219
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	290.0239	0	105220
1	0	0	0	0	0	1	1	.	.	.	.	0	2	1	1	292.0801	0	105221
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	289.937	1	105226
0	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	240.9547	1	105227
.	.	.	.	.	.	.	.	.	.	.	.	0	2	1	1	272.7333	.	105228
