     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000 2630.    69.560  9999.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.017     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.021     0.000     0.000     0.003     0.722     0.000     0.001     0.000     0.000     0.000     0.000     0.001     0.225     0.000     0.005     4.000     2.000     2.000    54.000
     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000 6080.    75.090     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.001     0.062     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.083     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.009     0.828     0.000     0.004     0.000     0.000     0.000     0.000     0.000     0.007     0.000     0.000     4.000     2.000     2.000    54.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000 1730.    69.110     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.008     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.001     0.000     0.000     0.014     0.016     0.011     0.000     0.840     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.094     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.004     2.000     2.000     4.000    24.000
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000 5280.    69.660     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.012     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.001     0.000     0.000     0.972     4.000     4.000     4.000    64.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000 2204.  9999.000     0.000  9999.000     1.000     1.000     0.003     0.001     0.001     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.474     0.209     0.198     0.087     0.000     0.000     0.000     0.000     0.004     0.003     0.015     0.002     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     1.000     1.000    33.000
     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000  9999.000  9999.000  9999.000  9999.000  9999.000 6715.    78.240     0.000     0.000  9999.000     0.000     0.095     0.002     0.009     0.033     0.003     0.000     0.000     0.005     0.000     0.000     0.000     0.000     0.016     0.002     0.010     0.213     0.012     0.000     0.001     0.004     0.001     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.004     0.000     0.003     0.055     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.029     0.001     0.003     0.010     0.002     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.033     0.003     0.020     0.423     4.000     4.000     4.000    64.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000 1442.  9999.000  9999.000  9999.000  9999.000  9999.000     0.013     0.006     0.005     0.002     0.003     0.009     0.001     0.003     0.003     0.002     0.012     0.001     0.001     0.002     0.002     0.005     0.039     0.017     0.016     0.007     0.037     0.108     0.013     0.029     0.008     0.006     0.031     0.004     0.005     0.011     0.013     0.033     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.043     0.019     0.018     0.008     0.023     0.069     0.008     0.019     0.022     0.015     0.085     0.010     0.017     0.038     0.045     0.115     4.000     4.000     4.000    64.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000 6821.  9999.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.001     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.021     0.000     0.000     0.010     0.880     0.000     0.004     0.000     0.000     0.000     0.000     0.000     0.008     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.014     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     2.000     2.000    38.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000 2041.    68.900     0.000     0.000     1.000     0.000     0.001     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.166     0.000     0.119     0.001     0.000     0.000     0.000     0.000     0.092     0.000     0.614     0.001     0.001     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     3.000     3.000    43.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000 4888.    91.440     0.000     0.000     0.000     0.000     0.051     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.920     0.001     0.000     0.003     0.000     0.000     0.000     0.000     0.008     0.000     0.000     0.000     0.008     0.000     0.000     0.001     0.005     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     1.000     1.000    33.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000 3329.    60.980  9999.000     1.000     1.000     1.000     0.007     0.000     0.000     0.005     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.007     0.000     0.000     0.000     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.112     0.003     0.000     0.084     0.000     0.000     0.000     0.000     0.207     0.010     0.001     0.391     0.006     0.001     0.000     0.155     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.002     3.000     3.000     4.000    44.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000 1915.    84.050  9999.000     1.000     0.000     0.000     0.009     0.000     0.031     0.001     0.002     0.000     0.006     0.001     0.002     0.000     0.067     0.001     0.001     0.000     0.012     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.016     0.000     0.055     0.002     0.003     0.000     0.009     0.002     0.014     0.000     0.447     0.005     0.002     0.000     0.050     0.013     0.007     0.000     0.023     0.001     0.004     0.000     0.011     0.002     0.004     0.000     0.112     0.001     0.003     0.000     0.059     0.015     3.000     3.000     3.000    43.000
     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000 4768.    56.160  9999.000     0.000     0.000     0.000     0.225     0.001     0.002     0.402     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.001     0.002     0.000     0.000     0.136     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.033     0.000     0.000     0.059     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.131     1.000     1.000     4.000     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000 6611.    66.010     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.004     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.028     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.012     0.007     0.000     0.000     0.022     0.001     0.000     0.000     0.007     0.000     0.000     0.000     0.000     0.008     0.000     0.001     0.906     4.000     4.000     4.000    64.000
     0.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000 6800.    59.190     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.036     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.000     0.000     0.004     0.904     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.022     0.000     0.000     4.000     2.000     2.000    54.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000 1840.  9999.000  9999.000  9999.000     1.000     1.000     0.003     0.001     0.001     0.000     0.015     0.045     0.005     0.012     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.007     0.001     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.013     0.006     0.006     0.002     0.172     0.505     0.061     0.137     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     4.000     2.000     2.000    54.000
     1.000     1.000  9999.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000 6469.    61.160     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.028     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.968     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     3.000     3.000     3.000    43.000
     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000 6115.  9999.000     0.000  9999.000  9999.000  9999.000     0.161     0.071     0.067     0.030     0.039     0.115     0.014     0.031     0.038     0.026     0.147     0.017     0.010     0.022     0.026     0.067     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.010     0.004     0.004     0.002     0.002     0.006     0.001     0.002     0.008     0.006     0.033     0.004     0.001     0.003     0.004     0.010     0.002     0.001     0.001     0.000     0.001     0.002     0.000     0.001     0.001     0.001     0.003     0.000     0.001     0.001     0.002     0.004     1.000     1.000     1.000     1.000
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000     0.000 5593.    48.500  9999.000     0.000  9999.000     0.000     0.008     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.052     0.000     0.009     0.037     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.018     0.000     0.000     0.005     0.000     0.000     0.000     0.000     0.457     0.000     0.081     0.323     0.001     0.000     0.000     0.005     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     3.000     1.000    41.000
     1.000     1.000     0.000     1.000     1.000     0.000  9999.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000 3803.    64.750     0.000     0.000     0.000     0.000     0.001     0.000     0.001     0.000     0.046     0.000     0.025     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.005     0.000     0.003     0.000     0.582     0.000     0.315     0.017     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     4.000     2.000     1.000    53.000
     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000 4168.    57.400     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.244     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.279     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.470     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     2.000     2.000    54.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000 4607.    51.800  9999.000     1.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.022     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.020     0.000     0.000     0.000     0.006     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.935     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.015     0.000     0.000     3.000     4.000     2.000    46.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000 4618.  9999.000     0.000  9999.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.002     0.010     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.162     0.113     0.629     0.075     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.002     0.000     0.000     0.000     0.000     0.000     3.000     3.000     3.000    43.000
