3819	2	2	3	1	4	1	3	1	4	3	5	5	4	5	2	2	4	5	4	5	3	3	3	3	3	4	1	2	1	3	2	1	0	10	0	0	0	0	0	0	33	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0	69.23	69.34	0	70.05	59.69
5881	2	4	2	2	4	4	3	4	4	4	4	5	5	4	2	2	4	4	2	4	4	4	4	4	4	4	1	2	1	13	4	3	1	8	0	0	8	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0	65.2	61.71	0	59.36	55.29
1435	2	4	3	2	4	5	3	4	2	2	4	2	2	2	4	3	2	4	2	3	2	3	4	2	2	4	1	4	4	16	6	5	1	10	0	0	6	0	5	0	17	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0	69.31	61.95	0	68.47	59.85
5278	2	2	3	3	5	3	2	4	3	2	5	3	1	2	3	2	5	3	2	5	3	2	5	2	1	4	1	2	1	13	4	3	1	8	0	0	8	0	0	0	18	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	1	1	0	0	0	66.08	60.92	1	61.66	52.5
6693	2	5	2	1	5	5	4	5	5	9999	5	4	5	5	2	1	5	5	5	5	4	2	5	2	4	4	1	4	4	13	4	3	1	9	0	0	9	0	0	0	61	0	0	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0	65.75	58.8	0	69.87	65.09
4294	2	4	2	2	3	4	2	3	3	4	3	4	4	3	2	2	3	3	2	3	3	3	3	3	3	4	1	2	1	15	5	4	1	10	0	1	5	0	6	0	21	2	2	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	1	0	63.88	58.53	0	64.22	56.47
1194	2	5	1	1	5	5	3	5	5	5	5	5	5	5	1	1	5	5	2	5	3	3	5	4	3	4	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	3	4	9999	9999	9999	59.93	69.76	0	57.04	58.5
5682	2	4	2	2	5	4	1	3	4	4	5	4	3	1	4	4	5	1	1	2	3	3	5	3	3	4	1	5	4	13	4	3	1	6	0	0	6	0	0	0	63	0	0	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	4	0	0	0	62.04	59.65	0	60.13	59.39
6485	2	4	2	2	3	4	4	4	4	4	3	4	4	4	2	2	3	2	2	2	3	3	3	3	4	3	1	2	1	13	4	3	1	8	0	0	8	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0	64.14	46.12	0	60.66	50.88
4938	2	3	2	2	4	4	2	4	4	4	3	4	4	5	1	1	3	4	5	4	4	5	3	2	4	3	1	4	4	4	2	1	0	10	0	0	0	0	0	0	43	1	1	1.3125	1.249	1.2959	1.2931	1.5405	0	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0	70.5	71.19	0	71.66	72.72
2630	2	4	2	3	5	4	2	4	4	4	5	4	4	2	3	3	5	4	2	4	3	4	5	3	3	3	1	3	3	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	1	3	3	9999	9999	9999	56.93	58.05	0	59.61	49.53
6080	2	1	2	1	5	5	1	5	5	5	5	3	4	1	4	3	5	5	1	4	2	3	5	2	1	3	1	3	3	15	5	4	1	6	0	0	6	0	6	0	18	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0	48.32	49.96	0	55.06	50.21
1730	2	3	4	4	4	3	2	3	3	3	3	4	3	2	4	4	4	3	2	3	2	2	4	2	1	3	1	2	1	13	4	3	1	8	0	0	8	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0	63.86	58.22	0	61.99	52.13
5280	2	4	2	1	5	5	-98	5	5	5	5	3	4	1	4	3	5	5	1	5	2	3	5	2	1	3	1	3	3	4	2	1	0	10	0	0	0	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	1.28	1	3	3	0	0	0	62.21	49.73	0	60.09	46.7
2204	2	4	2	2	5	2	1	4	4	5	4	4	5	5	2	3	5	5	1	4	5	4	5	4	4	3	1	3	3	15	5	4	1	9	0	0	9	0	9	0	25	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	0	0	0	60.26	62.04	0	58.98	63.32
6715	2	3	2	2	5	2	2	4	4	3	5	4	3	2	4	3	5	4	1	5	2	3	5	4	3	3	1	2	1	13	4	3	1	6	0	0	6	0	0	0	32	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	1.28	1	1	1	0	0	0	60.38	58.92	1	57.98	47.52
1442	2	1	3	2	5	5	2	5	3	2	2	5	5	3	4	3	5	5	4	4	1	2	3	2	1	3	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	0	0	1	-99	-99	9999	9999	9999	63.41	62.02	9999	47.5	54.93
6821	2	4	2	2	5	3	2	4	4	4	5	4	4	4	2	4	5	4	4	4	4	4	5	2	5	2	1	3	3	14	4	3	1	8	0	0	8	0	0	0	31	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	0	0	54.07	9999	0	47.49	45.82
2041	2	5	1	2	3	4	4	5	5	4	2	5	5	4	2	1	3	2	4	3	4	5	3	4	4	2	1	1	1	9	3	2	0	10	0	0	0	0	0	0	24	2	2	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	0	1	0	57.01	44.91	0	55.03	46.47
4888	2	4	3	2	5	4	3	4	4	4	3	4	4	5	1	1	5	5	5	5	5	5	5	2	5	2	1	2	1	15	5	4	1	3	1	1	3	0	9	0	19	1	2	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	2	2	0	1	0	63.01	74.12	1	66.3	72.12
3329	2	4	2	2	3	-98	1	4	5	4	3	5	5	4	2	2	3	4	1	4	4	2	3	4	4	2	1	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	9999	9999	9999	55.23	9999	0	51.44	47.24
