     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000  9999.000     0.000     0.000     0.000     0.000    69.230    69.340    81.660    74.150     0.000     0.000    70.050    78.520    78.770  3819.000     0.000     0.432     0.446     0.123     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000    65.200    61.710    70.000    59.840     0.000     0.000    59.360    72.060    75.050  5881.000     0.965     0.000     0.026     0.010     1.000
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    66.080    60.920    82.120    73.850     1.000     1.000    61.660    70.000    90.010  5278.000     0.000     0.482     0.466     0.052     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000  9999.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000    65.750    58.800    76.040    73.940     1.000     0.000    69.870    74.470    80.020  6693.000     0.659     0.000     0.331     0.011     1.000
     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    63.880    58.530    78.310    57.670     1.000     0.000    64.220    61.900    79.070  4294.000     0.000     0.513     0.054     0.433     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000    62.040    59.650    72.380    65.820     1.000     0.000    60.130  9999.000    84.560  5682.000     0.000     0.001     0.999     0.000     3.000
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    48.320    49.960    65.590    65.320     1.000     0.000    55.060    63.960    75.090  6080.000     0.000     0.954     0.031     0.015     2.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    63.860    58.220    66.480    65.250     1.000     0.000    61.990    62.710    69.110  1730.000     0.000     0.003     0.013     0.984     4.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000    62.210    49.730    67.680    64.780     1.000     0.000    60.090    63.670    69.660  5280.000     0.000     0.001     0.006     0.993     4.000
     0.000     1.000     0.000     1.000     1.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    60.380    58.920    81.310    65.430     1.000     1.000    57.980    68.850    78.240  6715.000     0.079     0.012     0.220     0.690     4.000
