     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000  9999.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    69.230    69.340    81.660    74.150     0.000     0.000    70.050    78.520    78.770  3819.000     0.000     0.051     0.425     0.525     4.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000    65.200    61.710    70.000    59.840     0.000     0.000    59.360    72.060    75.050  5881.000     0.599     0.000     0.245     0.157     1.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000    66.080    60.920    82.120    73.850     1.000     1.000    61.660    70.000    90.010  5278.000     0.000     0.982     0.015     0.003     2.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000  9999.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000    65.750    58.800    76.040    73.940     1.000     0.000    69.870    74.470    80.020  6693.000     0.997     0.000     0.003     0.000     1.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    63.880    58.530    78.310    57.670     1.000     0.000    64.220    61.900    79.070  4294.000     0.000     0.090     0.053     0.857     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000    62.040    59.650    72.380    65.820     1.000     0.000    60.130  9999.000    84.560  5682.000     0.997     0.000     0.003     0.000     1.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.000     0.000     0.000    64.140    46.120  9999.000  9999.000     0.000     0.000    60.660    72.150  9999.000  6485.000     0.001     0.000     0.022     0.977     4.000
     0.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000  9999.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.000     0.000     0.000    70.500    71.190  9999.000  9999.000     0.000     0.000    71.660    86.790  9999.000  4938.000     0.000     0.354     0.350     0.296     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    48.320    49.960    65.590    65.320     1.000     0.000    55.060    63.960    75.090  6080.000     0.000     0.962     0.014     0.024     2.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    63.860    58.220    66.480    65.250     1.000     0.000    61.990    62.710    69.110  1730.000     0.000     0.850     0.062     0.088     2.000
