1730	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.22	65.25	0	0	0	0	61.99	63.86	62.71	66.48	69.11	1
5280	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	49.73	64.78	0	0	0	0	60.09	62.21	63.67	67.68	69.66	1
2204	1	0	.	1	0	.	1	1	.	1	1	.	1	0	.	1	1	.	1	1	.	1	1	.	1	1	.	1	0	.	62.04	9999	0	0	0	0	58.98	60.26	65.77	9999	9999	1
6715	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	.	0	0	.	0	0	.	1	0	.	0	0	.	58.92	65.43	1	0	0	0	57.98	60.38	68.85	81.31	78.24	1
6821	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	9999	44.05	0	0	0	0	47.49	54.07	56.32	70.29	9999	0
2041	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	44.91	57.91	0	0	1	0	55.03	57.01	54.26	64.47	68.9	0
4888	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	74.12	9999	1	0	1	0	66.3	63.01	82.49	9999	91.44	0
6611	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	64.01	71.76	0	0	0	0	50.04	57.37	9999	62.34	66.01	1
6800	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.9	59.56	1	0	0	0	50.1	50.22	55.21	60.35	59.19	1
6469	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	47.1	60.37	0	0	0	0	46.64	51.8	54.22	62.72	61.16	0
6115	1	.	.	0	.	.	0	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	1	.	.	39.1	9999	1	0	0	0	40.12	51.42	9999	9999	9999	1
3803	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	.	0	0	1	0	1	0	0	1	0	0	1	9999	57.8	0	0	0	0	55.69	58.75	9999	64.03	64.75	1
4168	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56.05	60.7	0	0	0	0	47.3	47.04	36.89	58.45	57.4	0
4618	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	1	1	.	1	1	.	1	1	.	39.83	9999	0	0	0	0	49.28	48.62	31.45	9999	9999	0
5374	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	0	.	.	9999	9999	1	0	0	0	44.11	49.91	9999	9999	9999	1
5353	1	1	.	0	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	0	.	1	0	.	.	0	.	0	0	.	66.37	68.94	0	0	0	0	51.78	51.86	62.25	61.98	9999	0
4533	1	1	.	0	1	.	1	1	.	0	1	.	1	1	.	1	1	.	0	1	.	0	1	.	0	1	.	0	1	.	36.76	9999	1	0	0	0	47.81	53.42	43.23	38.16	9999	0
2417	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	54.39	64.91	1	0	0	0	49.73	56.37	61.09	63.82	67.63	1
6901	1	1	.	1	1	.	0	1	.	0	1	.	1	0	.	1	1	.	0	0	.	1	1	.	0	0	.	0	0	.	47.99	60.63	1	0	0	0	47.33	52.56	54.61	51.13	9999	1
3094	1	0	.	1	0	.	1	0	.	1	0	.	1	0	.	1	0	.	1	0	.	1	0	.	1	0	.	1	0	.	49.88	9999	0	0	0	0	42.58	45.31	46.75	9999	9999	0
1976	1	1	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	47.34	9999	0	0	0	0	48.33	44.92	46.61	9999	9999	0
2319	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	1	.	.	1	.	.	1	.	.	1	.	.	32.28	9999	0	0	0	0	36.17	34.9	9999	9999	9999	0
5373	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	69.56	82.16	0	0	0	0	67.35	71.89	78.21	72.21	9999	1
1033	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	36.2	51.53	0	0	0	0	44.24	40.36	45.14	50.34	52.57	0
2418	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39.02	9999	9999	0	0	0	43.59	36.49	9999	9999	27.01	0
5318	0	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	1	.	.	0	.	.	1	.	.	0	.	.	9999	9999	0	0	0	0	9999	9999	9999	9999	9999	1
2212	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	9999	9999	0	0	0	0	40.21	40.78	9999	9999	9999	0
4916	0	1	.	1	1	.	1	1	.	1	1	.	1	1	.	1	0	.	0	1	.	0	1	.	1	1	.	1	1	.	9999	9999	0	0	0	0	49.85	9999	9999	9999	9999	1
2310	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.95	58.39	1	0	0	0	52.57	45.52	55.21	58.62	56.85	1
1382	1	.	.	1	.	.	0	.	.	1	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	9999	9999	1	0	0	0	35.06	42	48.05	9999	9999	0
1656	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	37.39	9999	1	0	0	0	46.66	52.68	9999	9999	9999	1
2407	1	.	.	0	.	.	0	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	57.52	9999	0	0	0	0	57.68	61.75	9999	9999	9999	1
4924	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	60.19	9999	0	0	0	0	57.58	60.73	71.65	9999	9999	0
4853	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	35.54	48.32	0	0	0	0	36.78	40.61	43.51	52.07	50.27	1
2834	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	35.84	36.16	1	0	0	0	44.06	41.73	39.89	33.44	36.18	1
3830	1	1	.	1	1	.	1	1	.	0	1	.	0	1	.	0	1	.	0	1	.	0	1	.	1	1	.	1	1	.	44.46	44.68	1	0	0	0	36.86	43.07	57.5	9999	9999	0
5401	0	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	61.7	9999	0	0	0	0	57.84	60.34	9999	9999	9999	1
6085	0	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	1	1	.	1	1	.	1	1	.	1	1	.	30.31	9999	1	0	0	0	41.62	36.94	46.97	9999	9999	0
2132	1	0	.	0	1	.	0	1	.	0	1	.	1	1	.	0	1	.	0	1	.	0	0	.	1	0	.	1	0	.	36.81	9999	1	0	0	0	35.41	36.98	48.57	9999	37.24	1
2561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.37	9999	1	0	0	0	32.04	45.23	9999	9999	51.34	1
3882	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	64.08	71.53	1	0	0	0	60.08	66.56	82.14	83.55	79.43	1
6809	1	.	.	1	.	.	1	.	.	0	.	.	1	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	9999	9999	0	0	0	0	42.35	34.84	9999	9999	9999	0
4501	1	.	1	0	.	1	0	.	1	1	.	1	1	.	1	0	.	0	1	.	1	1	.	1	1	.	1	0	.	0	49.76	56.71	1	0	0	0	39.9	60.29	9999	76.61	80.4	1
1024	1	0	.	0	1	.	0	1	.	0	1	.	0	1	.	1	1	.	0	1	.	0	1	.	1	0	.	1	1	.	38.33	9999	0	0	0	0	39.06	42.48	9999	9999	9999	0
2651	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	33.49	9999	0	0	0	0	37.75	35.46	49.83	38.38	9999	1
5819	1	1	.	1	1	.	1	1	.	1	0	.	1	1	.	1	0	.	1	0	.	0	1	.	1	0	.	1	1	.	31.52	45.14	0	0	0	0	40.29	38.85	48.71	9999	9999	0
5031	0	0	0	.	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	56.52	70.9	1	0	0	0	55.28	61.26	73.48	79.81	80.76	0
3409	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	42.79	9999	0	0	0	0	41.37	47.65	9999	9999	9999	0
5326	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	59.39	9999	0	0	0	0	47.01	41.57	9999	9999	9999	0
1697	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	49.48	65	1	0	0	0	54.29	58.5	55.44	64.57	67.69	0
5961	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	.	.	.	0	.	.	1	.	.	0	.	.	43.28	9999	0	0	0	0	40.86	38.42	9999	9999	9999	0
3134	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	0	0	.	0	0	.	0	1	.	0	0	.	0	0	.	60.28	9999	1	0	0	0	35.29	37.58	59.73	9999	9999	0
1397	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	52.55	48.48	1	0	0	0	43.04	42.87	40.74	55.75	51.39	1
5789	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	1	0	.	1	0	.	1	0	.	1	0	.	1	0	.	47.08	58.69	0	0	0	0	47.89	57.06	58.92	54.91	9999	0
5865	0	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	1	.	.	0	.	.	0	.	.	36.03	9999	9999	0	0	0	34.91	37.25	9999	9999	9999	1
1762	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	44.44	9999	1	0	0	0	52.62	60.19	63.33	9999	69.74	0
5249	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	53.43	9999	1	0	0	0	42.96	43.8	52.17	9999	9999	1
6590	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	64.45	9999	0	0	0	0	48.63	50.34	48.46	9999	9999	1
6473	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	1	.	.	1	.	.	0	.	.	1	.	.	39.7	9999	1	0	0	0	30.47	43.99	9999	9999	9999	1
1331	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	45.87	9999	1	0	0	0	47.71	51.73	9999	9999	9999	1
6835	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	32.63	9999	1	0	0	0	38.18	33.4	9999	9999	9999	1
5282	0	1	1	0	1	0	0	0	0	0	1	1	.	1	1	0	1	1	1	0	1	0	1	1	1	0	.	0	1	1	35.63	34.56	1	0	0	0	30.4	32.43	36.99	37.17	9999	1
6229	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.88	9999	1	0	0	0	38.89	39.81	48.88	9999	37.41	0
4591	1	1	.	0	0	.	1	0	.	0	1	.	0	0	.	1	1	.	0	0	.	1	0	.	0	1	.	0	1	.	41.86	51.51	1	0	1	0	51	52.08	57.65	9999	9999	1
1672	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	37.63	9999	1	0	0	0	35.53	45.91	9999	9999	9999	0
2322	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	1	.	.	1	.	.	53.52	9999	1	0	0	0	45.06	42.55	9999	9999	9999	0
2007	0	1	.	1	1	.	1	1	.	1	1	.	1	1	.	1	0	.	0	0	.	1	1	.	0	1	.	1	0	.	9999	48.56	1	0	0	0	33.6	9999	44.29	43.33	9999	1
5248	0	1	.	1	1	.	0	1	.	1	1	.	0	1	.	1	1	.	1	1	.	0	1	.	1	1	.	0	1	.	32.85	9999	0	0	0	0	35.03	48.16	53.47	9999	9999	1
2085	1	1	.	1	1	.	1	0	.	0	0	.	1	1	.	0	0	.	0	0	.	1	0	.	0	0	.	1	0	.	32.21	9999	1	0	0	0	42.17	42.84	54.13	9999	9999	1
6417	1	0	.	1	1	.	0	1	.	1	1	.	0	1	.	1	0	.	0	1	.	0	1	.	0	1	.	0	1	.	47.24	9999	1	0	0	0	43.56	44.46	9999	9999	9999	1
6013	1	.	.	0	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	40.19	9999	1	0	0	0	32.71	48.86	9999	9999	9999	1
4347	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	.	1	1	.	0	1	.	1	1	.	1	0	.	37.48	52.32	1	0	0	0	33.26	33.03	41.99	52.02	45.78	0
6597	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	9999	62.43	1	0	0	0	51.42	9999	65.46	70.42	9999	0
5919	0	1	.	0	1	.	0	1	.	1	1	.	1	1	.	1	1	.	1	0	.	1	1	.	0	0	.	1	0	.	48.5	9999	1	0	0	0	43.61	54.01	60.35	9999	9999	0
2250	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	59.76	76.49	0	1	1	1	68.15	65	89.89	90.4	91.3	1
1685	1	1	.	0	0	.	0	0	.	1	1	.	0	1	.	0	0	.	0	0	.	0	0	.	0	0	.	0	0	.	70.07	74.32	0	0	0	0	62.13	65.96	76.57	87.75	9999	1
6744	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	54.87	62.11	0	0	0	0	63.53	66.76	76.12	76.87	9999	1
5303	0	.	0	0	.	0	0	.	0	0	.	0	0	.	0	0	.	0	0	.	0	0	.	0	0	.	0	0	.	0	34.96	33.68	0	0	0	0	38.93	37.93	9999	9999	47.39	0
4491	1	0	.	0	0	.	0	0	.	1	1	.	1	0	.	0	0	.	0	0	.	0	0	.	.	0	.	0	0	.	53.35	60.65	0	0	0	0	58.21	61.7	70.89	72.73	9999	1
5202	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	61.02	70.31	0	0	0	0	59.35	67.83	80.96	82.83	93.3	1
3171	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	0	.	0	0	.	1	1	.	0	0	.	54.64	65.41	0	0	0	0	46.69	56.64	72.37	9999	9999	0
2266	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	1	1	.	1	1	.	0	1	.	1	1	.	9999	9999	0	0	0	0	59.66	9999	73.01	9999	9999	0
2534	1	.	.	1	.	.	0	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	69.81	9999	0	0	0	0	69.87	70.9	9999	9999	9999	0
5595	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	9999	9999	9999	0	0	0	41.81	9999	9999	9999	9999	0
6727	1	1	.	0	0	.	1	1	.	1	1	.	1	1	.	0	0	.	0	0	.	1	.	.	0	0	.	0	0	.	42.43	64.73	0	0	0	0	55.17	51.62	64.78	68.66	9999	1
5719	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	65.62	74.09	0	1	1	0	58.23	64.08	68.88	71.14	78.95	0
2914	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	1	.	.	63.12	9999	0	1	1	1	48.12	9999	9999	9999	9999	0
6414	1	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	59.02	9999	0	0	0	0	54.6	48.26	9999	9999	9999	1
3988	1	.	0	1	.	1	1	.	1	0	.	0	1	.	1	0	.	1	1	.	1	0	.	1	0	.	1	1	.	1	55.67	9999	0	0	0	0	54.41	54.43	9999	9999	9999	1
2192	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	74.23	9999	0	0	0	0	75.93	74.52	93.14	9999	9999	0
1289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.26	9999	0	1	1	0	62.01	67.57	95.26	9999	9999	0
1462	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	0	.	.	31.81	9999	0	0	0	0	38.07	34.34	9999	9999	9999	0
3985	.	1	.	.	0	.	.	0	.	.	0	.	.	0	.	.	1	.	.	0	.	.	0	.	.	0	.	.	0	.	56.74	9999	0	0	0	0	53.21	9999	9999	9999	9999	0
2652	1	0	.	1	1	.	1	0	.	1	1	.	1	0	.	0	1	.	0	0	.	0	0	.	0	0	.	0	0	.	59.23	9999	0	0	0	0	53.06	60.88	65.84	70.51	9999	1
5521	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	.	1	0	1	0	0	1	0	53.94	66.17	0	0	0	0	53.94	59.15	62.47	75.28	64.48	1
5895	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	1	.	.	1	.	.	0	.	.	0	.	51.63	76.55	0	0	0	0	59.79	54.03	74.51	79.11	9999	0
2321	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.46	55.6	0	0	0	0	42.23	47.15	59.33	55.62	45.5	1
6091	0	0	.	0	0	.	0	1	.	0	1	.	0	1	.	0	1	.	0	0	.	0	0	.	0	0	.	0	0	.	67.88	73.23	0	0	0	0	60.53	63.31	9999	80.44	9999	1
3442	1	.	1	1	.	1	.	.	1	1	.	1	.	.	1	0	.	0	0	.	0	0	.	0	0	.	0	0	.	0	46.6	9999	0	0	0	0	62.03	57.83	63.49	71.84	9999	1
1452	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	66.99	75.7	0	0	0	0	71.91	77.78	88.87	97.39	91.45	1
4928	1	.	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	0	1	.	0	1	.	0	1	.	0	45.8	37.98	0	0	0	0	41.4	48.86	9999	47.91	50.3	1
1686	1	1	.	0	1	.	1	1	.	0	1	.	0	1	.	1	1	.	0	1	.	1	1	.	0	1	.	0	1	.	9999	77.25	0	1	1	0	67.51	63.06	75.57	80.25	9999	0
3322	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	9999	9999	0	0	0	0	66.67	61.99	85.73	9999	9999	0
6164	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	0	1	.	0	1	.	.	1	.	0	1	.	54.34	62.95	0	0	0	0	57.42	54.91	65.09	57.54	9999	0
1480	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	50.64	64.25	0	0	0	0	60.57	54.94	52.07	9999	9999	0
3207	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	1	1	.	1	1	.	0	1	.	1	1	.	64.02	67.64	0	0	0	0	52.08	44.56	65.12	9999	64.51	0
4295	0	1	.	0	1	.	0	1	.	0	1	.	0	1	.	0	0	.	0	1	.	0	1	.	0	0	.	0	0	.	64.68	71.92	0	0	0	0	73.33	9999	74.52	77.87	9999	1
6817	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	0	0	.	0	0	.	0	0	.	0	0	.	61.33	59.28	0	0	0	0	50.39	45.92	57.35	9999	9999	1
4225	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51.48	54.97	0	0	0	0	52.03	56.73	68.25	71.02	9999	1
4124	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	62.26	76.53	0	0	0	0	50.78	64.26	78.34	85.34	87.43	0
3061	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	.	1	0	1	1	0	1	1	0	1	1	72.12	81.93	0	1	1	1	67.21	72.58	82.67	90.03	99.3	0
6798	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	67.22	79.11	0	0	0	0	58.54	72.35	85.55	88.33	88.62	0
1550	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	58.73	53.2	0	0	0	0	48.74	53.88	53.72	9999	9999	1
3584	1	.	1	.	.	1	1	.	1	1	.	1	1	.	1	0	.	0	0	.	0	1	.	0	1	.	0	0	.	0	53.69	9999	0	0	0	0	46.07	46.05	9999	9999	9999	1
3122	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	54.04	9999	0	0	1	0	42.1	58.44	55.14	9999	9999	1
2424	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	0	.	.	0	.	.	0	.	.	1	.	.	66.3	9999	0	0	0	0	54.19	65.69	9999	9999	9999	1
2066	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	57.36	9999	0	0	0	0	62.62	61.36	71.76	68.28	9999	1
3656	1	0	.	1	0	.	1	.	.	1	0	.	1	0	.	0	0	.	1	0	.	1	0	.	1	0	.	1	0	.	60.71	9999	0	0	0	0	57.9	53.58	63.21	9999	9999	1
4182	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	62.27	68.78	0	0	0	0	59.76	61.56	67.87	63.6	9999	1
2471	0	1	.	0	1	.	0	1	.	0	1	.	0	1	.	1	0	.	.	0	.	.	0	.	1	0	.	0	0	.	9999	58.84	0	0	0	0	48.43	40.7	66.77	68.03	9999	1
3244	1	0	.	1	1	.	1	1	.	1	0	.	1	1	.	1	0	.	.	0	.	.	1	.	.	1	.	.	0	.	56.94	66	0	0	0	0	58.26	55.31	9999	9999	9999	1
6546	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.79	65.97	0	0	0	0	58.55	60.67	64.02	74.16	9999	1
2144	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	.	1	.	73.77	87.32	0	0	0	0	77.91	85.09	9999	88.71	9999	0
1804	1	1	.	1	1	.	1	1	.	1	1	.	1	1	.	0	1	.	0	1	.	0	1	.	0	0	.	0	0	.	66.29	72.89	0	0	0	0	64.5	60.46	75.31	83.53	9999	1
6000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	62.95	76.21	0	0	0	0	53.6	57.54	82	86.45	9999	0
1944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.95	79.89	0	1	1	0	73.65	79.13	83.71	88.35	93.02	1
3539	1	1	.	1	1	.	0	1	.	1	1	.	1	1	.	0	1	.	1	1	.	1	1	.	0	1	.	0	1	.	65.27	77.59	0	0	0	0	53.61	58.58	75.37	79.07	9999	0
4337	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	9999	65.4	0	0	0	0	59.15	9999	67.5	68.8	9999	1
5890	1	1	.	1	1	.	1	0	.	1	0	.	1	0	.	1	1	.	1	1	.	1	0	.	1	1	.	1	0	.	68.56	74.77	0	1	1	0	64.81	64.41	71.56	78.18	81.63	0
3776	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	70.32	80.55	0	1	1	0	66.83	77.61	84.31	89.87	89.21	0
2598	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	68.39	79.57	0	0	0	0	71.56	76.63	80.8	89.96	89.81	0
