KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N3
1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,60.09,9999,9999,4800,0,0.053,0.42,0.527,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,69.99,9999,9999,3510,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,59.78,9999,70.94,5118,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,9999,9999,9999,1,0,69.22,9999,9999,4953,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,9999,9999,9999,1,0,74.35,9999,9999,2741,0.997,0,0.003,0,1
1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,74.32,9999,9999,3205,0.95,0,0.049,0,1
1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,9999,9999,9999,9999,1,0,57.16,9999,9999,6457,0.002,0,0.997,0.001,3
0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,53.33,9999,9999,4180,0.011,0,0.946,0.042,3
1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,60.21,9999,9999,5589,0,0.208,0.031,0.761,4
0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,61.81,9999,9999,5741,0,0.243,0.242,0.515,4
1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,59.93,9999,9999,5553,0,0.962,0.035,0.003,2
0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,9999,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,57.23,9999,9999,2257,0,0.513,0.054,0.433,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,9999,9999,9999,0,0,78.41,9999,9999,6239,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,9999,9999,9999,9999,0,0,78.12,9999,9999,5307,0.997,0,0.003,0,1
1,1,1,1,1,1,0,1,0,0,1,9999,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,57.62,9999,74.92,4894,0.028,0,0.088,0.884,4
0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,67.92,62.18,81.03,67.67,0,0,62.5,79.37,89.16,2872,0,0.818,0.089,0.093,2
1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,69.86,72.02,88.08,82.45,0,0,64.39,79.09,87.66,3772,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,49.62,9999,9999,9999,0,0,36.58,9999,46.58,3661,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,70.4,70.2,85.27,81.77,0,1,62.57,82.85,86.5,5784,0.563,0,0.205,0.232,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,74.13,70.69,80.78,80.76,0,0,71.96,80.84,87.35,3334,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,60.05,66.68,9999,9999,0,0,60.83,72.99,74.92,3480,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,9999,52.27,69.88,70.41,0,0,55.93,71.69,9999,5364,0,0.998,0.002,0,2
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,66.32,52.87,97.39,67.55,0,0,68.27,83.06,94.53,6933,0.951,0,0.048,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,83.96,73.11,97.39,82.8,0,0,79.89,93.71,94.53,4668,0.862,0,0.137,0.001,1
1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,9999,0,0,0,0,0,0,77.87,73.44,97.39,86.02,0,0,72.96,90.89,93.02,6268,0.659,0,0.331,0.011,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,50.78,59.22,61.3,71.52,0,0,50.66,66.83,9999,1433,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,83.75,69.63,88.23,83.8,0,0,72.94,90.87,95.17,6781,0.997,0,0.003,0,1
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,66.09,57.82,9999,9999,0,0,53.85,74.18,9999,1743,0,0.018,0.23,0.751,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,54.53,55.53,66.77,66.59,0,0,49.6,68.09,75.26,6766,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,67.05,70.28,83.7,82.93,0,0,63.66,78.58,88.96,1734,0.997,0,0.003,0,1
0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,71.07,46.9,86.66,63.58,1,0,63.69,77.34,83.94,2731,0,0.964,0.013,0.022,2
1,1,1,1,1,1,1,1,0,1,1,9999,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,64.55,57.02,74.99,71.14,1,0,56.41,78.65,78.53,2313,0.965,0,0.029,0.006,1
0,1,1,0,1,1,0,0,9999,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,62.56,71.38,69.34,64.53,1,0,56.24,62.43,9999,2426,0.001,0.023,0.31,0.666,4
0,1,0,0,1,0,1,0,9999,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,40.81,9999,9999,75.91,1,0,47.88,71.68,78.05,1457,0.005,0.005,0.889,0.101,3
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,60.77,56.39,9999,62.47,1,0,61.86,73.94,77.61,1677,0.951,0,0.046,0.003,1
0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,62.47,62.05,71.84,76.35,1,0,59.04,9999,52.63,1641,0,0.008,0.966,0.026,3
1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,9999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,56.2,51.12,9999,59.78,1,0,55.84,68.36,9999,1748,0,0.005,0.98,0.014,3
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,80.24,64.55,90.49,71.7,1,0,69.66,88.02,92.12,5092,0.649,0,0.132,0.219,1
0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,69.27,71.4,75.94,73.45,0,0,64.49,76.77,84.86,1225,0,0.037,0.018,0.945,4
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,69.27,67.77,81.42,80.14,0,0,72.03,67.78,89.75,2957,0.986,0,0.013,0,1
1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,9999,9999,62.82,58.57,1,9999,44.54,42.64,60.47,1212,0.013,0,0.931,0.056,3
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,9999,9999,85.67,72.79,0,0,54.42,77.07,9999,6686,0.957,0,0.035,0.008,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,44.53,38.57,36.6,34.41,0,1,44.38,36.66,9999,1865,0.997,0,0.003,0,1
1,1,1,1,9999,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,9999,9999,80.58,72.45,1,0,66.47,77.42,87.16,3138,0.933,0,0.06,0.006,1
1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,78.48,73.54,86.71,81.97,1,0,70.29,82.89,91.82,6098,0.563,0,0.205,0.232,1
1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,1,64.12,9999,9999,2839,0.042,0,0.952,0.007,3
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.61,64.58,77.82,68.67,1,0,59.84,69.67,79.27,6470,0,0.001,0.006,0.993,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,59.71,51.44,66.66,68.93,0,0,54.6,67.17,66.01,1173,0.997,0,0.003,0,1
1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,65.53,59.19,83.48,67.25,0,0,62.23,77.35,85.54,3185,0.001,0.013,0.887,0.099,3
0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,62.72,53.6,9999,9999,0,9999,57.74,9999,57.51,3853,0.951,0,0.046,0.003,1
1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.15,51.19,9999,9999,1,1,49.65,9999,9999,1746,0.002,0,0.026,0.972,4
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,66.4,65.1,80.24,73.24,0,0,58.33,76.5,86.06,2866,0.576,0,0.15,0.273,1
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,71.17,64.97,80.44,75.5,0,0,66.62,76.88,73.16,5590,0.951,0,0.046,0.003,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,9999,1,1,1,1,1,0,66.17,71.36,83.32,73.41,0,0,61.89,66.47,79.21,1287,0.997,0,0.003,0,1
0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,62.36,60.81,79.7,74.82,0,0,59.58,79.72,81.2,1716,0,0.008,0.988,0.004,3
1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,59.61,63.52,68.9,70.37,1,0,58.39,72.68,76.65,5948,0.862,0,0.137,0.001,1
0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,35.25,59.12,9999,9999,0,0,46.32,56.85,9999,6845,0,0.985,0.008,0.008,2
0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,55.19,56.13,74.8,71.34,0,0,58.65,69.99,72.05,5517,0,0.201,0.104,0.695,4
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,52.15,61.37,75.1,66.84,0,0,47.19,60.89,69.73,3852,0.951,0,0.046,0.003,1
1,1,0,1,1,1,0,0,0,0,0,1,0,1,9999,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,9999,9999,56.38,53.21,1,9999,51.1,51.18,59.02,5869,0,0.003,0.032,0.965,4
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,9999,1,1,1,1,0,61.38,60.4,79.15,73.46,1,0,55.43,72.06,79.76,1354,0.965,0,0.029,0.006,1
0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,9999,0,0,0,0,0,0,0,0,0,0,0,40.6,44.13,57.06,61.63,0,0,37.82,46.67,57.15,5378,0.107,0,0.847,0.046,3
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,48.81,52.96,62.26,60.75,0,0,51.02,64.26,9999,3813,0,0.041,0.177,0.782,4
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,57.93,46.94,9999,52.07,1,1,30.65,9999,47.06,2783,0,0.998,0.002,0,2
1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,58.57,58.32,78.3,66.36,0,1,59.33,68.18,73.51,3751,0,0.194,0.8,0.007,3
1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,54.89,56.43,69.21,67.14,0,0,50.74,62.04,64.72,1470,0.092,0,0.103,0.805,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,72.43,73.94,79.62,85.8,0,0,64.42,79.27,87.59,4009,0.997,0,0.003,0,1
1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,74.84,62.04,90.75,78.76,0,0,63.82,84.16,93.09,4587,0,0.208,0.031,0.761,4
0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,61.11,50,63.32,64.3,1,0,58.99,71.11,65.58,5900,0,0.354,0.39,0.256,3
1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,42.21,48.92,47.13,53.85,0,1,47.62,44.75,55.06,6451,0.001,0,0.022,0.977,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,63.88,65.31,83.06,66.51,1,0,66.74,81.25,79.02,4662,0.997,0,0.003,0,1
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,66.33,64.54,73.28,72.31,1,9999,62.42,71.69,67.49,3779,0.028,0,0.088,0.884,4
0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,54.87,65.87,62.84,68.82,0,0,56.58,65.72,63.31,3934,0,0.983,0.014,0.003,2
1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,65.4,54.49,83.77,78.53,0,1,42.08,70.23,76.36,3766,0.028,0,0.088,0.884,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,68.39,66.95,75.73,69.65,1,0,61.97,74.19,83.64,1834,0.997,0,0.003,0,1
1,1,0,1,0,0,1,1,9999,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,69.48,65.93,86.06,77.78,0,0,66.1,80.69,87.69,3426,0.004,0.004,0.841,0.152,3
0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,58.26,58.82,68.17,59.09,1,0,53.21,72.11,71.4,4012,0,0.685,0.313,0.002,2
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,69.39,50.76,82.98,75.11,1,0,55.29,77.48,84.24,6924,0.817,0,0.183,0.001,1
0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,50.05,46.35,76,65.65,1,0,51.08,68.42,73.46,6814,0.951,0,0.046,0.003,1
1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,57.93,54.06,76.18,65.53,1,1,53.5,74.52,84,3303,0.987,0,0.011,0.002,1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,63.33,60.74,9999,9999,1,0,58.92,70.47,77.52,6418,0.965,0,0.029,0.006,1
0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,61.32,60.15,9999,9999,1,0,54.67,9999,78.71,2403,0.001,0,0.056,0.943,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,62.62,57.66,79.14,67.08,1,0,60.55,81.86,77.5,1727,0.997,0,0.003,0,1
0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,47.15,49.35,9999,9999,1,0,49.65,9999,9999,5762,0,0.984,0.016,0.001,2
0,1,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,49.68,46.14,68.25,48.9,1,0,9999,9999,65.82,6220,0,0.037,0.018,0.945,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.25,45.49,9999,63.7,0,0,43.09,58.01,65.46,6859,0,0.998,0.002,0,2
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,64.16,63.97,84.74,86.01,0,0,53.46,75.17,9999,3553,0.986,0,0.013,0,1
0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,54.43,45.15,59.53,9999,1,0,54.21,62.16,49.68,1895,0,0.016,0.93,0.053,3
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,64.47,59.16,75.4,71.71,1,0,63.06,77.48,9999,3324,0,0.05,0.059,0.891,4
0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,62.07,53.89,78.16,64.14,0,0,50.8,74.09,9999,5790,0.013,0,0.18,0.806,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,59.44,47.25,81.15,75.17,1,0,51.64,74.91,81.17,3801,0.997,0,0.003,0,1
0,1,1,1,1,1,1,1,0,0,0,1,1,1,9999,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,49.13,54.03,63.19,60.52,1,0,49.73,9999,9999,3887,0.293,0,0.47,0.237,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,57.62,67.22,9999,9999,0,0,49.33,9999,9999,2621,0.997,0,0.003,0,1
1,1,0,1,1,0,0,0,0,0,1,0,0,9999,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,40.34,37.53,36.55,9999,0,9999,37.98,39.6,41.04,1504,0,0.007,0.009,0.984,4
0,0,0,9999,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,9999,54.01,9999,9999,1,1,54.34,9999,9999,1492,0,0.853,0.02,0.127,2
1,0,1,1,1,0,0,1,0,0,1,1,9999,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,59.21,60.48,9999,9999,0,0,57.06,71.19,85.87,3366,0.001,0.003,0.11,0.886,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,53.53,64.01,9999,9999,1,0,48.88,65.75,9999,2361,0,0.998,0.002,0,2
0,0,0,0,9999,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,37.81,55.63,9999,9999,1,0,47.49,44.34,43.2,2029,0,0.9,0.091,0.009,2
0,0,0,0,0,0,9999,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,43.22,65.14,57.31,62.89,0,0,48.42,61.87,9999,3216,0,0.016,0.983,0.001,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,52.57,64.25,63.5,56.4,1,0,58.85,61.38,78.65,5298,0.997,0,0.003,0,1
0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,56.44,62.65,9999,9999,1,1,46.05,9999,9999,5296,0.001,0,0.056,0.943,4
1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.13,52.39,39.54,9999,1,0,41.02,42.95,40.19,3643,0.001,0.001,0.996,0.003,3
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,9999,1,1,1,1,0,44.85,51.18,9999,9999,0,0,45.5,45.55,42.3,2676,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,56.35,65.95,79.54,75.25,0,0,45.63,73.27,92.37,5415,0.563,0,0.205,0.232,1
1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,51.68,43.53,65.36,62.38,1,1,51.04,64.78,68.1,1399,0,0.007,0.009,0.984,4
1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,66.6,70.55,84.4,9999,1,0,45.1,83.06,90.5,1781,0.005,0,0.982,0.012,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,64.1,67.63,71.04,77.18,0,0,62.83,68.68,75.23,5515,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,61.5,71.51,72.76,73.46,0,0,58.43,76.74,89.1,1352,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,9999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,42.25,54.08,69.84,76.66,1,0,29.8,63.71,9999,3880,0.997,0,0.003,0,1
1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,59.37,66.81,83.98,9999,0,0,56.88,83.36,80.1,2978,0,0.891,0.102,0.008,2
0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,34.65,55.28,49.72,9999,1,0,42.94,53.74,58.65,2844,0.003,0,0.995,0.002,3
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,56.11,54.25,9999,9999,0,0,58.76,66.85,9999,1621,0,0.998,0.002,0,2
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,59,56.5,71.92,9999,1,0,59.76,72.37,69.07,1750,0.03,0,0.966,0.004,3
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,51.15,44.14,9999,9999,0,0,48.8,73.59,72.18,3570,0,0.001,0.006,0.993,4
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,54.07,58.29,69.66,68.09,1,0,40.71,70.58,72.88,6196,0,0.951,0.047,0.002,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,59.03,62.69,9999,9999,0,1,60.64,56.08,9999,3199,0,0.998,0.002,0,2
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.37,59.67,9999,9999,1,0,56.95,9999,9999,6250,0,0.995,0.004,0.001,2
