AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N1,N2,N3
0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,39.71,50.1,9999,9999,0,0,48.81,62.95,9999,3330,0.001,0,0.047,0.952,4,1,9999
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,62.84,71.89,77.94,77.6,0,0,63.13,66.01,9999,2439,0,0.661,0.201,0.138,2,2,9999
1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,61.85,55.38,77.97,64.52,1,0,57.18,78.6,81.94,5739,0.001,0.004,0.488,0.506,4,2,4
1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,64.15,50.05,9999,9999,1,0,64.19,71.95,9999,6160,0,0.004,0.007,0.989,4,4,9999
1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,52.59,61.03,64.07,73.66,1,0,51.9,63,68.67,2635,0.697,0,0.292,0.011,1,1,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,56.94,49.34,72.18,72.99,1,0,58.85,71.15,9999,1570,0,0.092,0.679,0.228,3,3,9999
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.13,60.49,83.89,61.25,1,0,66.83,77.65,79.98,5197,0,0.7,0.133,0.166,2,2,2
1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,74.2,9999,9999,9999,0,0,68.6,77.17,84.98,4653,0.996,0,0.004,0,1,1,1
0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,9999,42.56,67.73,58.47,0,0,44.63,9999,9999,1910,0.591,0,0.402,0.007,1,3,9999
1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,52.82,54.81,73.03,62.2,0,0,57.05,68.17,81.06,4617,0.996,0,0.004,0,1,1,1
1,1,1,9999,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,69.53,84.16,89.37,0,0,70.8,93.59,9999,4503,0,0.001,0.008,0.99,4,4,9999
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,66.44,65.19,78.37,79.1,0,0,62.46,76.6,84.54,3030,0.664,0,0.113,0.224,1,1,1
1,1,1,1,1,1,0,9999,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,56.12,68.65,82.31,80.26,0,0,56.52,77.97,9999,2198,0.009,0,0.034,0.957,4,1,9999
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.12,41.59,64.05,9999,1,0,52.63,61.22,62.97,2400,0,0.799,0.188,0.013,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,30.27,37.36,9999,9999,0,0,39.38,45.49,9999,6066,0.997,0,0.003,0,1,1,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,54.8,52.3,75.53,60.52,0,1,57.44,65.33,9999,6596,0.997,0,0.003,0,1,1,9999
0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,75.91,71.1,95.35,87.7,0,0,71.87,88.97,97.56,1045,0,0.003,0.082,0.915,4,1,1
1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,9999,0,1,1,1,0,1,1,1,1,0,1,0,0,0,62.07,67.25,80.88,77.24,1,0,56.39,76.14,77.94,2673,0,0.007,0.851,0.142,3,1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,53.47,72.74,68.61,0,0,54.9,67,9999,3111,0,0,0.005,0.995,4,2,2
0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,67.9,69.27,88.99,86.51,1,0,73.39,85.03,84.8,2886,0,0.001,0.011,0.988,4,4,2
1,1,9999,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,53.14,49.51,59.97,60.06,1,0,59.38,63.94,55.7,2384,0.63,0,0.188,0.182,1,1,3
1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,64.7,52.6,9999,9999,0,0,51.33,81.42,80.25,1953,0.655,0,0.331,0.014,1,3,3
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,61.44,61.47,55.38,50.93,1,0,39.98,56.42,59.9,4837,0.003,0.003,0.476,0.518,4,2,4
0,1,0,1,1,0,0,0,0,0,0,1,1,9999,1,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,57.76,63.41,70.76,76.2,0,0,45.45,66.94,9999,5851,0,0.018,0.016,0.966,4,4,9999
1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,50.85,42.1,40.77,44.32,0,0,34.72,37.5,9999,6055,0.877,0,0.108,0.014,1,2,9999
1,1,1,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,42,43.98,9999,9999,1,0,41.31,9999,9999,4827,0,0.122,0.505,0.374,3,9999,9999
1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,9999,1,1,1,1,0,1,0,0,0,48.74,43.72,62.25,63.18,1,0,43.64,51,65.1,4076,0.001,0,0.018,0.981,4,4,1
1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,61.44,63.56,78.7,81.66,1,0,55.33,73.95,77.75,3967,0,0.001,0.027,0.972,4,4,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,63.96,63.59,76.03,76.74,1,0,57.78,69.69,80.45,6937,0.997,0,0.003,0,1,4,3
1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,61.06,54.28,74.71,74.7,0,0,47.7,67.99,76.35,3671,0.006,0,0.13,0.864,4,4,3
1,1,1,9999,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,9999,1,9999,0,0,0,0,0,0,0,0,48.92,37.69,54.52,45.24,1,0,43.78,45.75,54.51,3750,0,0.001,0.008,0.99,4,1,4
0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,67.18,67.59,86.49,79.01,1,0,69.63,86.71,92.39,4809,0.958,0,0.039,0.003,1,2,4
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,56.54,58.66,9999,9999,1,0,50.86,60.75,9999,4493,0.156,0,0.357,0.486,4,2,9999
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,57.39,67.28,80.64,74.42,0,0,48.42,84.33,73.92,6506,0.997,0,0.003,0,1,3,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,58.02,60.93,75.29,81.45,0,0,39.5,71.02,77.37,6920,0.989,0,0.011,0,1,1,1
0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,75.25,70.25,85.28,76.82,1,0,67.86,79.38,89.92,5213,0,0.853,0.113,0.034,2,3,4
1,1,9999,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,48.31,43.85,58.33,9999,1,0,44.74,55.83,56.9,6387,0.996,0,0.004,0,1,2,4
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,67.78,59.66,78.58,70.94,1,0,62.16,9999,9999,5352,0,0.546,0.45,0.005,2,2,3
1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,55.57,56.35,9999,9999,1,0,48.21,9999,9999,1897,0.178,0,0.47,0.352,3,3,1
1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,49.2,50.24,55.92,62.55,1,0,47.6,53.14,57.94,5495,0,0.934,0.06,0.006,2,3,1
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,46.19,47.54,66.32,64.83,0,0,40.1,59.36,9999,6243,0.583,0,0.177,0.24,1,4,9999
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,63.44,59.33,9999,9999,0,0,60.97,77.97,81.9,2467,0.962,0,0.03,0.008,1,4,1
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,46.86,51.59,44.67,66,0,0,34.03,49.73,9999,6270,0.969,0,0.025,0.006,1,3,9999
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,51.3,59.46,72.5,75.3,1,0,43.88,66.27,71.42,2832,0.997,0,0.003,0,1,4,4
1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,55.23,38.28,9999,9999,1,0,47.49,60.03,9999,1483,0,0.092,0.214,0.694,4,3,9999
1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,66.82,69.13,78.29,74.67,1,0,61.63,79.31,84.61,5527,0.764,0,0.204,0.031,1,1,1
1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,40.95,35.73,50.17,9999,1,0,37.45,48.21,9999,1153,0.182,0,0.799,0.019,3,2,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,69.27,65.97,77.56,77.68,1,0,69.06,78.13,88,5395,0.997,0,0.003,0,1,4,4
0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,59.6,9999,9999,9999,1,0,57.71,9999,65.45,2913,0.025,0,0.184,0.792,4,4,2
1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,65.02,63.9,83.7,74.49,1,0,65.79,78.65,81.68,4958,0.591,0,0.129,0.28,1,2,4
0,1,0,1,1,0,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,9999,9999,51.53,9999,0,0,53.09,9999,9999,6317,0.006,0,0.282,0.712,4,9999,9999
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,69.63,68.02,75.48,74.21,1,1,63.46,78.39,9999,6264,0.989,0,0.009,0.002,1,4,9999
0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,1,1,0,0,1,0,0,0,0,0,67.78,71.34,85.33,78.66,1,0,67.5,77,80.33,5246,0.989,0,0.011,0,1,9999,4
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,55.33,44.9,69.72,67.58,1,0,50.52,64,68.94,6784,0,0.934,0.06,0.006,2,2,1
1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,54.75,57.34,63.23,9999,1,0,49.18,65.18,65.09,5501,0,0.004,0.007,0.989,4,1,4
1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,64.43,9999,9999,64.45,0,0,40.79,72.06,60.65,2011,0.001,0,0.018,0.981,4,3,4
1,0,1,0,0,0,9999,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,39.1,36.76,40.7,46.86,0,0,32.39,35.48,34.48,3308,0,0.013,0.971,0.015,3,1,2
0,0,1,1,1,0,9999,9999,9999,9999,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.65,49.31,9999,61.76,1,0,44.55,9999,74.57,5164,0.034,0.021,0.276,0.67,4,4,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,50.13,48.99,9999,9999,1,0,47.16,9999,9999,1288,0,0.991,0.007,0.003,2,2,4
1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,44.85,48.59,65.85,62.55,1,0,44.13,56.18,9999,6540,0,0.092,0.214,0.694,4,3,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50.62,57.51,67.36,62.96,0,0,49.17,63.94,60.34,1392,0,0.991,0.007,0.003,2,2,3
1,1,0,1,1,1,0,0,1,0,1,1,1,9999,1,1,9999,1,1,1,1,0,0,1,0,0,0,0,9999,0,0,0,0,9999,59.69,67.61,62.27,0,0,56.65,63.66,66.03,1928,0.004,0,0.117,0.878,4,1,2
1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,55.28,70.59,66.99,70.81,0,0,40.66,63.76,62.3,6565,0.172,0,0.617,0.21,3,1,1
0,1,1,1,1,0,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,1,0,0,1,0,0,1,0,0,0,9999,59.56,51.8,9999,0,0,43.07,30.96,48.4,2060,0.045,0,0.185,0.77,4,9999,3
1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,64.95,61.79,78.86,72.53,1,0,53.43,72.73,9999,5019,0,0,0.005,0.995,4,4,4
1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,36.69,39.56,33.04,9999,0,0,35.35,38.94,9999,3594,0.976,0,0.019,0.004,1,2,9999
1,1,1,1,0,1,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,37.69,39.71,52.07,59.06,0,0,46.58,9999,9999,4301,0.057,0,0.774,0.169,3,9999,9999
0,1,0,1,1,9999,1,0,1,1,0,1,0,0,1,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.95,60.6,73.74,65.14,1,0,42.93,63.15,9999,5098,0.374,0,0.557,0.069,3,3,9999
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,9999,9999,9999,9999,0,9999,9999,9999,9999,0,0,0,37.95,32.13,36.05,9999,0,0,37.91,30.63,39.89,5577,0,0.991,0.007,0.003,2,2,2
1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,43.8,57.06,64.97,73.5,0,0,53.38,61.05,64.68,2894,0.009,0.001,0.299,0.692,4,1,3
1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,29.82,44.67,43.16,9999,0,0,30.73,9999,9999,6721,0,0.002,0.987,0.01,3,2,9999
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,49.08,58.22,54.4,54.14,0,0,46.15,9999,9999,2068,0,0.997,0.003,0.001,2,2,9999
0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,40.07,9999,44.13,62.5,0,0,36.31,39.48,9999,1950,0.006,0,0.994,0,3,3,3
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,41.13,54.91,63.14,63.92,0,0,48.12,49.86,69.31,6100,0,0.934,0.06,0.006,2,4,2
1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,50.12,52.93,72.55,67.13,1,1,44.63,66.07,67.31,6799,0,0.004,0.007,0.989,4,1,1
1,1,1,0,1,0,9999,0,0,0,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,51.77,9999,9999,9999,1,0,48.45,9999,9999,6212,0,0.008,0.052,0.94,4,4,9999
0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,32.77,30.49,64.86,62.91,1,0,37.38,65.4,9999,6533,0,0.005,0.964,0.031,3,1,9999
1,1,1,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,56.91,53.37,61.54,61.46,1,0,54.68,9999,9999,2976,0,0.375,0.164,0.46,4,9999,9999
0,9999,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46.43,41.63,9999,38.34,0,1,34.78,58.36,9999,6163,0.009,0.001,0.933,0.057,3,3,2
0,0,1,1,1,1,9999,9999,9999,9999,0,1,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,46.68,52.84,9999,46.61,1,1,44.86,42.14,9999,5039,0.209,0.004,0.48,0.307,3,2,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,38.68,9999,57.6,9999,0,0,40,38.79,9999,5924,0.997,0,0.003,0,1,1,9999
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,40.67,53.4,0,1,45.91,32.75,55.64,2435,0,0.257,0.406,0.337,3,2,2
1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,61.41,9999,69.68,73.1,1,9999,53.62,64.57,75.1,3834,0.959,0,0.041,0,1,3,3
1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,60.54,61.6,71.19,64.19,1,0,49.63,71.42,72.79,1112,0,0.001,0.034,0.965,4,3,3
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,57.1,65.06,71.49,60.17,1,0,54.39,68.89,63.66,3874,0,0.934,0.06,0.006,2,3,1
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,60.01,71.85,73.91,80.12,0,0,60.92,65.79,84,5841,0.865,0,0.133,0.002,1,1,2
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,49.58,45.36,65.12,9999,0,0,42.82,57.46,9999,5021,0.714,0,0.245,0.041,1,4,9999
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,9999,0,0,0,0,0,0,65.81,61.22,74.88,67.87,1,0,65.21,71.48,81.78,3053,0.997,0,0.003,0,1,3,4
1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,58.45,64.56,63.42,68.26,0,0,46.74,9999,68.39,4893,0,0,0.005,0.995,4,3,4
1,1,0,1,1,0,9999,9999,9999,9999,0,1,1,0,1,1,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,49.99,9999,1,1,36.13,9999,9999,6309,0.035,0.002,0.052,0.912,4,3,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,70.74,70.38,87.28,82.38,0,0,69.53,90.82,95.35,3737,0.997,0,0.003,0,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,54.67,52.51,63.47,67.03,1,0,33.6,68.27,9999,1807,0.976,0,0.019,0.004,1,3,9999
0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,63.15,66.14,77.78,82.6,1,0,60.95,75.69,77.51,4038,0,0.056,0.878,0.067,3,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83.43,79.47,94.62,88.05,0,0,76.8,93.04,97.67,4898,0.997,0,0.003,0,1,1,1
0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,54.82,66.72,73.08,72.79,0,0,47.48,63.35,80.03,6819,0,0.018,0.163,0.819,4,1,1
1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,55.23,58.3,64.04,66.08,1,0,46.85,60.56,9999,3534,0.173,0,0.145,0.682,4,1,4
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,58.86,58.76,77.01,68.53,0,0,63.19,71.51,76.93,1479,0,0.971,0.014,0.016,2,3,4
0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,64.1,62.6,71.06,9999,0,0,55.76,66.77,79.4,4335,0.443,0,0.522,0.036,3,4,3
0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,45.31,46.88,9999,9999,0,0,43.79,49.83,9999,2669,0.005,0.001,0.881,0.113,3,2,9999
0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,39.96,55.23,56.54,9999,1,0,46.19,66.92,9999,1296,0,0.057,0.934,0.009,3,1,1
1,1,1,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,0,0,0,70.77,67.6,88.36,79.42,0,0,65.64,9999,90.01,5473,0.989,0,0.009,0.002,1,9999,1
0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,54.02,53.91,9999,9999,1,0,43.09,51.67,9999,1885,0.001,0.001,0.99,0.008,3,3,9999
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,48.79,61.1,9999,68.26,0,0,47.04,69.74,66.21,5586,0,0.001,0.04,0.959,4,4,3
1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,61.56,58.22,68.96,73.25,1,0,58.09,66.83,78.29,2800,0.003,0,0.023,0.973,4,3,1
0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,54.86,51.57,59.41,9999,1,0,39.58,66.02,9999,4229,0,0.741,0.168,0.091,2,1,1
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,64.09,52.7,81.13,71.7,0,0,57.94,73.75,82.93,5108,0.825,0,0.065,0.11,1,4,4
0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,57.64,72.63,65.22,79.27,0,0,52.51,68.34,75.16,1850,0,0.001,0.999,0,3,1,1
1,1,1,9999,1,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.75,55.65,67.21,65.18,0,0,50.7,63.07,69.47,2798,0.995,0,0.005,0,1,1,2
0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9999,57.76,9999,9999,1,0,54.59,55.15,63.21,2446,0,0.018,0.016,0.966,4,4,4
1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,56.08,50.25,74.2,9999,0,0,44.4,76.59,76.22,3194,0,0.017,0.129,0.854,4,4,4
