1	1	1	1	1	0	1	62.03	1	2	2	2	1	0.982	0.008	0.01	0	1
0	0	1	0	1	1	3	70.05	2	2	2	1	0	0.04	0.647	0.313	0	2
0	0	0	1	1	0	.	.	3	2	3	1	1	0.004	0.048	0.949	0	3
0	1	1	1	0	1	3	67.17	3	2	2	2	1	0.132	0.866	0	0.002	2
0	0	0	0	0	0	2	.	1	1	3	1	.	0	0.031	0	0.969	4
1	1	0	1	1	1	2	70.81	2	2	3	1	0	0.346	0.055	0.599	0	3
1	0	1	1	1	0	2	53.98	2	3	2	2	1	0.67	0.074	0.256	0	1
0	0	1	0	0	1	2	56.78	2	2	2	2	0	0	0.534	0	0.466	2
1	0	0	0	0	1	5	75.81	2	2	2	2	0	0	0.173	0	0.827	4
0	0	0	0	0	1	2	62.12	1	1	1	1	0	0	0.031	0	0.969	4
1	1	1	1	1	0	1	67.2	2	2	2	2	0	0.982	0.008	0.01	0	1
1	0	0	0	0	1	2	70.07	2	1	2	2	0	0	0.173	0	0.827	4
1	1	1	1	1	0	5	65.67	2	2	2	2	0	0.982	0.008	0.01	0	1
0	0	0	0	0	0	2	65.57	2	2	2	2	0	0	0.031	0	0.969	4
1	1	1	1	0	0	2	.	2	2	2	2	0	0.478	0.522	0	0	2
1	0	0	0	0	0	4	.	2	2	2	2	0	0	0.173	0	0.827	4
1	1	1	1	1	0	2	76.12	3	3	3	3	0	0.982	0.008	0.01	0	1
1	1	1	1	1	0	2	47.72	1	2	3	1	0	0.982	0.008	0.01	0	1
1	1	1	1	1	0	1	61.68	3	3	3	3	1	0.982	0.008	0.01	0	1
0	0	0	0	0	1	2	70.04	2	1	1	2	0	0	0.031	0	0.969	4
1	1	1	1	1	1	2	74.92	2	2	2	2	0	0.982	0.008	0.01	0	1
0	0	0	0	0	0	4	.	2	2	2	2	0	0	0.031	0	0.969	4
0	1	1	1	0	1	2	67.35	2	.	2	3	0	0.132	0.866	0	0.002	2
1	0	0	0	0	1	2	81.23	3	3	3	2	0	0	0.173	0	0.827	4
0	0	0	0	0	0	2	47.12	2	2	2	2	0	0	0.031	0	0.969	4
0	1	1	0	0	0	2	55.02	1	2	2	2	1	0.006	0.979	0	0.015	2
0	0	.	0	0	1	2	.	1	1	1	1	0	0	0.112	0	0.888	4
1	0	1	0	0	1	2	53.2	3	3	3	2	0	0.002	0.88	0	0.117	2
1	0	1	1	1	1	2	.	3	3	3	2	0	0.67	0.074	0.256	0	1
0	0	0	0	0	1	3	56.54	1	1	1	1	0	0	0.031	0	0.969	4
0	0	1	0	1	1	2	58.22	2	2	2	1	0	0.04	0.647	0.313	0	2
0	1	1	1	1	0	4	85.79	2	1	2	2	0	0.918	0.045	0.037	0	1
0	0	0	0	0	1	3	60.44	2	2	2	2	0	0	0.031	0	0.969	4
1	0	0	0	1	0	2	75.13	2	2	2	2	0	0.003	0.136	0.861	0	3
1	0	0	0	0	1	2	58.26	2	2	2	2	.	0	0.173	0	0.827	4
1	0	0	0	0	1	2	73.53	2	2	2	2	0	0	0.173	0	0.827	4
0	0	0	0	0	1	2	66.48	2	2	2	3	0	0	0.031	0	0.969	4
1	1	1	0	1	1	2	.	1	1	1	1	1	0.801	0.157	0.042	0	1
1	0	0	0	0	1	2	.	1	2	2	1	1	0	0.173	0	0.827	4
0	0	0	0	0	1	2	52.91	2	3	2	2	.	0	0.031	0	0.969	4
0	0	0	0	0	1	1	51.56	1	1	1	1	0	0	0.031	0	0.969	4
0	0	0	0	0	1	3	58.29	1	1	3	2	0	0	0.031	0	0.969	4
1	1	1	1	1	0	4	71.44	2	3	3	2	0	0.982	0.008	0.01	0	1
0	0	0	0	0	1	2	51.06	2	2	2	2	0	0	0.031	0	0.969	4
0	0	0	0	0	1	2	.	1	1	1	1	0	0	0.031	0	0.969	4
1	0	0	0	0	0	2	67.38	3	3	3	3	1	0	0.173	0	0.827	4
1	1	1	1	1	0	2	71.42	2	3	3	1	0	0.982	0.008	0.01	0	1
0	0	0	0	0	1	3	73.13	2	2	2	2	0	0	0.031	0	0.969	4
1	1	1	0	1	0	4	.	3	3	3	3	0	0.801	0.157	0.042	0	1
1	1	1	1	1	0	3	83.27	3	2	3	2	0	0.982	0.008	0.01	0	1
0	0	0	0	0	1	2	59.06	2	2	2	2	0	0	0.031	0	0.969	4
0	0	0	0	0	1	1	39.59	1	1	2	1	1	0	0.031	0	0.969	4
